**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,seg_idx,parent_motif_idx,shape_class,parent_15m_cluster,cluster_5m,ride_pnl_pts,resolved_as_cascade,length_min,peak_abs_z
2025_01_10,7,1,EXPONENTIAL_DOWN,LINEAR_UP_C2,0,18.0,False,25.0,3.631
2025_01_10,0,2,LINEAR_DOWN,LOGARITHMIC_DOWN_C-99,5,18.75,False,60.0,2.935
2025_01_10,1,2,EXPONENTIAL_UP,LOGARITHMIC_DOWN_C-99,5,1.0,False,45.0,2.036
2025_01_10,2,2,FLATLINE,LOGARITHMIC_DOWN_C-99,-1,-3.0,False,10.0,2.911
2025_01_10,3,2,FLATLINE,LOGARITHMIC_DOWN_C-99,1,20.5,False,10.0,2.601
2025_01_10,4,2,FLATLINE,LOGARITHMIC_DOWN_C-99,1,2.25,False,5.0,1.918
2025_01_10,5,2,FLATLINE,LOGARITHMIC_DOWN_C-99,-1,-18.0,False,30.0,2.827
2025_01_10,6,2,FLATLINE,LOGARITHMIC_DOWN_C-99,-1,-6.5,False,20.0,5.669
2025_01_10,0,3,FLATLINE,EXPONENTIAL_UP_NOISE,1,1.25,False,20.0,0.776
2025_01_10,1,3,FLATLINE,EXPONENTIAL_UP_NOISE,2,5.0,False,5.0,1.027
2025_01_10,2,3,FLATLINE,EXPONENTIAL_UP_NOISE,2,12.0,False,5.0,2.053
2025_01_10,3,3,FLATLINE,EXPONENTIAL_UP_NOISE,2,11.5,False,10.0,1.252
2025_01_10,4,3,FLATLINE,EXPONENTIAL_UP_NOISE,2,0.5,False,5.0,1.021
2025_01_10,5,3,FLATLINE,EXPONENTIAL_UP_NOISE,2,0.5,False,5.0,3.667
2025_01_10,6,3,FLATLINE,EXPONENTIAL_UP_NOISE,2,5.0,False,5.0,1.588
2025_01_10,7,3,LINEAR_UP,EXPONENTIAL_UP_NOISE,0,60.5,True,100.0,4.056
2025_01_10,8,3,FLATLINE,EXPONENTIAL_UP_NOISE,2,21.25,False,10.0,3.059
2025_01_10,0,4,LOGARITHMIC_DOWN,FLATLINE_C3,0,8.75,False,50.0,3.836
2025_01_10,1,4,LINEAR_UP,FLATLINE_C3,2,-3.0,False,25.0,1.798
2025_01_10,2,4,FLATLINE,FLATLINE_C3,0,153.25,False,15.0,14.497
2025_01_10,0,5,LOGARITHMIC_DOWN,LINEAR_DOWN_NOISE,0,-23.25,False,45.0,23.633
2025_01_10,1,5,LOGARITHMIC_UP,LINEAR_DOWN_NOISE,1,-25.75,False,20.0,1.783
2025_01_10,2,5,FLATLINE,LINEAR_DOWN_NOISE,1,60.5,False,5.0,4.348
2025_01_10,3,5,FLATLINE,LINEAR_DOWN_NOISE,1,26.75,False,5.0,2.755
2025_01_10,4,5,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,88.25,False,50.0,4.706
2025_01_10,5,5,FLATLINE,LINEAR_DOWN_NOISE,1,44.5,False,5.0,1.708
2025_01_10,6,5,FLATLINE,LINEAR_DOWN_NOISE,1,18.75,False,5.0,1.452
2025_01_10,7,5,FLATLINE,LINEAR_DOWN_NOISE,1,-90.75,False,20.0,2.056
2025_01_10,8,5,LOGARITHMIC_DOWN,LINEAR_DOWN_NOISE,0,45.5,False,70.0,2.109
2025_01_10,9,5,FLATLINE,LINEAR_DOWN_NOISE,1,8.5,False,10.0,0.724
2025_01_10,10,5,FLATLINE,LINEAR_DOWN_NOISE,1,-30.75,False,5.0,1.443
2025_01_10,11,5,EXPONENTIAL_UP,LINEAR_DOWN_NOISE,1,76.5,False,30.0,2.726
2025_01_10,0,6,LINEAR_UP,LINEAR_UP_C1,2,83.5,False,65.0,3.01
2025_01_10,1,6,EXPONENTIAL_DOWN,LINEAR_UP_C1,-1,67.75,False,45.0,3.667
2025_01_10,2,6,FLATLINE,LINEAR_UP_C1,0,26.25,False,20.0,2.006
2025_01_10,3,6,LINEAR_DOWN,LINEAR_UP_C1,-1,62.5,False,35.0,3.802
2025_01_10,0,7,FLATLINE,FLATLINE_C6,0,-17.5,False,15.0,1.686
2025_01_10,1,7,FLATLINE,FLATLINE_C6,0,-3.5,False,5.0,1.613
2025_01_10,2,7,FLATLINE,FLATLINE_C6,0,18.25,False,5.0,1.13
2025_01_10,3,7,FLATLINE,FLATLINE_C6,0,3.75,False,10.0,0.788
2025_01_10,4,7,EXPONENTIAL_DOWN,FLATLINE_C6,0,13.25,False,39.92,1.893
2025_01_12,0,0,NOISE,FLATLINE_NOISE,-1,0.0,False,59.92,2.961
2025_01_13,0,0,FLATLINE,NOISE_NOISE,-1,0.0,False,25.0,1.263
2025_01_13,1,0,EXPONENTIAL_DOWN,NOISE_NOISE,1,95.75,True,115.0,4.6
2025_01_13,2,0,EXPONENTIAL_UP,NOISE_NOISE,1,4.5,False,20.0,2.52
2025_01_13,3,0,FLATLINE,NOISE_NOISE,1,14.75,False,15.0,1.78
2025_01_13,4,0,FLATLINE,NOISE_NOISE,1,-1.75,False,5.0,1.471
2025_01_13,5,0,LINEAR_DOWN,NOISE_NOISE,1,26.0,True,65.0,4.867
2025_01_13,6,0,FLATLINE,NOISE_NOISE,1,-4.0,False,25.0,2.173
2025_01_13,7,0,FLATLINE,NOISE_NOISE,1,16.5,False,5.0,1.553
2025_01_13,8,0,FLATLINE,NOISE_NOISE,1,8.5,False,10.0,1.469
2025_01_13,9,0,FLATLINE,NOISE_NOISE,1,-6.0,False,10.0,2.309
2025_01_13,10,0,FLATLINE,NOISE_NOISE,1,2.25,False,15.0,2.865
2025_01_13,11,0,FLATLINE,NOISE_NOISE,1,5.75,False,5.0,1.05
2025_01_13,12,0,FLATLINE,NOISE_NOISE,1,1.25,False,10.0,1.205
2025_01_13,13,0,LINEAR_DOWN,NOISE_NOISE,1,4.0,False,35.0,5.322
2025_01_13,0,1,LINEAR_UP,FLATLINE_NOISE,6,21.75,False,55.0,2.925
2025_01_13,1,1,EXPONENTIAL_DOWN,FLATLINE_NOISE,0,17.0,False,20.0,3.21
2025_01_13,0,2,LINEAR_DOWN,EXPONENTIAL_DOWN_C1,2,13.0,False,45.0,3.79
2025_01_13,1,2,FLATLINE,EXPONENTIAL_DOWN_C1,2,10.5,False,15.0,3.803
2025_01_13,2,2,LINEAR_DOWN,EXPONENTIAL_DOWN_C1,2,176.5,True,100.0,6.068
2025_01_13,3,2,FLATLINE,EXPONENTIAL_DOWN_C1,1,22.5,False,25.0,2.119
2025_01_13,4,2,FLATLINE,EXPONENTIAL_DOWN_C1,2,1.5,False,5.0,1.859
2025_01_13,5,2,LOGARITHMIC_UP,EXPONENTIAL_DOWN_C1,2,22.25,False,50.0,3.102
2025_01_13,6,2,FLATLINE,EXPONENTIAL_DOWN_C1,2,-5.25,False,20.0,1.223
2025_01_13,7,2,FLATLINE,EXPONENTIAL_DOWN_C1,1,-1.0,False,10.0,3.506
2025_01_13,8,2,FLATLINE,EXPONENTIAL_DOWN_C1,2,-0.75,False,5.0,1.335
2025_01_13,9,2,FLATLINE,EXPONENTIAL_DOWN_C1,2,14.5,False,10.0,2.446
2025_01_13,0,3,FLATLINE,LOGARITHMIC_UP_NOISE,-1,39.5,False,15.0,4.518
2025_01_13,1,3,LINEAR_UP,LOGARITHMIC_UP_NOISE,2,87.0,False,70.0,2.65
2025_01_13,2,3,FLATLINE,LOGARITHMIC_UP_NOISE,5,-1.0,False,15.0,2.17
2025_01_13,3,3,FLATLINE,LOGARITHMIC_UP_NOISE,3,-1.75,False,15.0,2.76
2025_01_13,4,3,EXPONENTIAL_DOWN,LOGARITHMIC_UP_NOISE,4,68.25,False,55.0,7.531
2025_01_13,5,3,FLATLINE,LOGARITHMIC_UP_NOISE,2,17.0,False,25.0,2.867
2025_01_13,0,4,FLATLINE,FLATLINE_C3,1,-20.0,False,10.0,1.51
2025_01_13,1,4,FLATLINE,FLATLINE_C3,0,28.25,False,5.0,3.085
2025_01_13,2,4,FLATLINE,FLATLINE_C3,2,128.0,False,15.0,2.44
2025_01_13,0,5,FLATLINE,FLATLINE_C6,0,-40.25,False,15.0,2.202
2025_01_13,1,5,FLATLINE,FLATLINE_C6,0,24.5,False,5.0,0.304
2025_01_13,2,5,FLATLINE,FLATLINE_C6,0,-23.0,False,15.0,1.331
2025_01_13,3,5,LINEAR_DOWN,FLATLINE_C6,-1,-6.25,False,20.0,1.469
2025_01_13,4,5,FLATLINE,FLATLINE_C6,0,1.75,False,15.0,4.005
2025_01_13,5,5,FLATLINE,FLATLINE_C6,0,30.75,False,5.0,2.132
2025_01_13,0,6,LINEAR_UP,LINEAR_UP_C0,2,151.75,False,100.0,3.846
2025_01_13,1,6,FLATLINE,LINEAR_UP_C0,0,25.0,False,5.0,1.805
2025_01_13,2,6,FLATLINE,LINEAR_UP_C0,-1,37.0,False,5.0,2.133
2025_01_13,3,6,FLATLINE,LINEAR_UP_C0,0,10.0,False,10.0,1.543
2025_01_13,4,6,FLATLINE,LINEAR_UP_C0,0,-23.75,False,10.0,1.407
2025_01_13,5,6,FLATLINE,LINEAR_UP_C0,0,6.0,False,15.0,2.709
2025_01_13,6,6,FLATLINE,LINEAR_UP_C0,0,25.5,False,5.0,1.13
2025_01_13,7,6,FLATLINE,LINEAR_UP_C0,-1,-0.5,False,5.0,1.26
2025_01_13,8,6,FLATLINE,LINEAR_UP_C0,0,21.75,False,10.0,2.417
2025_01_13,9,6,FLATLINE,LINEAR_UP_C0,0,36.5,False,5.0,1.635
2025_01_13,10,6,FLATLINE,LINEAR_UP_C0,0,20.25,False,20.0,1.231
2025_01_13,11,6,FLATLINE,LINEAR_UP_C0,0,7.25,False,5.0,0.536
2025_01_13,12,6,FLATLINE,LINEAR_UP_C0,-1,32.0,False,5.0,2.039
2025_01_13,13,6,FLATLINE,LINEAR_UP_C0,0,36.25,False,10.0,1.738
2025_01_13,14,6,FLATLINE,LINEAR_UP_C0,0,5.75,False,10.0,1.125
2025_01_13,15,6,FLATLINE,LINEAR_UP_C0,0,-4.25,False,5.0,0.443
2025_01_13,16,6,LINEAR_UP,LINEAR_UP_C0,2,152.0,True,194.92,7.475
2025_01_14,0,0,NOISE,NOISE_NOISE,-1,0.0,False,20.0,9.455
2025_01_14,1,0,FLATLINE,NOISE_NOISE,1,17.0,False,25.0,1.649
2025_01_14,0,1,FLATLINE,EXPONENTIAL_DOWN_C1,1,12.5,False,15.0,2.882
2025_01_14,1,1,FLATLINE,EXPONENTIAL_DOWN_C1,1,12.5,False,5.0,1.326
2025_01_14,2,1,FLATLINE,EXPONENTIAL_DOWN_C1,2,3.75,False,20.0,1.251
2025_01_14,3,1,LINEAR_DOWN,EXPONENTIAL_DOWN_C1,2,20.25,True,80.17,4.588
2025_01_14,0,2,LINEAR_UP,FLATLINE_NOISE,6,20.5,False,44.83,4.199
2025_01_14,0,3,FLATLINE,FLATLINE_C9,0,-1.5,False,10.0,1.853
2025_01_14,1,3,EXPONENTIAL_DOWN,FLATLINE_C9,3,12.5,False,35.08,3.257
2025_01_14,0,4,FLATLINE,EXPONENTIAL_UP_NOISE,1,-8.0,False,15.08,1.428
2025_01_14,1,4,LINEAR_UP,EXPONENTIAL_UP_NOISE,1,7.75,False,49.83,3.117
2025_01_14,2,4,FLATLINE,EXPONENTIAL_UP_NOISE,1,0.5,False,15.0,6.857
2025_01_14,3,4,EXPONENTIAL_UP,EXPONENTIAL_UP_NOISE,0,18.25,False,60.0,2.746
2025_01_14,4,4,LINEAR_DOWN,EXPONENTIAL_UP_NOISE,1,13.75,False,55.0,3.561
2025_01_14,5,4,EXPONENTIAL_UP,EXPONENTIAL_UP_NOISE,0,70.0,True,105.0,4.068
2025_01_14,6,4,FLATLINE,EXPONENTIAL_UP_NOISE,2,18.5,False,5.0,1.682
2025_01_14,7,4,FLATLINE,EXPONENTIAL_UP_NOISE,2,8.75,False,5.0,1.623
2025_01_14,8,4,LINEAR_DOWN,EXPONENTIAL_UP_NOISE,2,5.25,False,35.0,2.549
2025_01_14,9,4,FLATLINE,EXPONENTIAL_UP_NOISE,2,6.5,False,5.0,2.463
2025_01_14,10,4,LINEAR_DOWN,EXPONENTIAL_UP_NOISE,1,7.25,False,50.0,2.693
2025_01_14,11,4,FLATLINE,EXPONENTIAL_UP_NOISE,2,-10.5,False,5.0,1.324
2025_01_14,12,4,FLATLINE,EXPONENTIAL_UP_NOISE,-1,0.25,False,15.0,2.078
2025_01_14,0,5,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,97.0,True,110.0,5.661
2025_01_14,1,5,FLATLINE,LINEAR_DOWN_NOISE,2,-1.25,False,5.0,2.016
2025_01_14,2,5,EXPONENTIAL_DOWN,LINEAR_DOWN_NOISE,1,-79.0,False,20.0,4.127
2025_01_14,3,5,LINEAR_UP,LINEAR_DOWN_NOISE,1,-19.25,False,45.0,7.658
2025_01_14,0,6,FLATLINE,FLATLINE_C0,0,-34.25,False,10.0,0.973
2025_01_14,1,6,FLATLINE,FLATLINE_C0,0,-18.5,False,5.0,1.004
2025_01_14,2,6,FLATLINE,FLATLINE_C0,0,-13.5,False,5.0,2.181
2025_01_14,3,6,FLATLINE,FLATLINE_C0,1,33.5,False,10.0,4.064
2025_01_14,0,7,FLATLINE,FLATLINE_C6,1,46.25,False,25.0,3.702
2025_01_14,1,7,FLATLINE,FLATLINE_C6,0,3.5,False,10.0,1.113
2025_01_14,2,7,FLATLINE,FLATLINE_C6,0,46.0,False,10.0,0.901
2025_01_14,0,8,FLATLINE,EXPONENTIAL_DOWN_C1,2,64.5,False,10.0,2.073
2025_01_14,1,8,FLATLINE,EXPONENTIAL_DOWN_C1,1,48.75,False,5.0,1.678
2025_01_14,2,8,LOGARITHMIC_DOWN,EXPONENTIAL_DOWN_C1,2,159.25,False,100.0,3.938
2025_01_14,3,8,FLATLINE,EXPONENTIAL_DOWN_C1,0,1.25,False,5.0,1.644
2025_01_14,4,8,FLATLINE,EXPONENTIAL_DOWN_C1,2,16.25,False,10.0,2.993
2025_01_14,5,8,EXPONENTIAL_UP,EXPONENTIAL_DOWN_C1,1,140.0,False,65.0,3.376
2025_01_14,0,9,LOGARITHMIC_UP,FLATLINE_NOISE,6,4.5,False,45.0,2.428
2025_01_14,1,9,EXPONENTIAL_DOWN,FLATLINE_NOISE,5,105.25,False,30.0,6.582
2025_01_14,0,10,LOGARITHMIC_DOWN,FLATLINE_C6,1,37.5,False,45.0,3.904
2025_01_14,0,11,LINEAR_UP,FLATLINE_C0,1,156.0,True,60.0,4.158
2025_01_14,0,12,FLATLINE,FLATLINE_C6,0,-17.0,False,10.0,1.681
2025_01_14,1,12,FLATLINE,FLATLINE_C6,-1,-0.25,False,65.0,1.382
2025_01_14,2,12,LINEAR_DOWN,FLATLINE_C6,0,25.0,False,59.92,3.395
2025_01_15,0,0,FLATLINE,NOISE_NOISE,-1,0.0,False,15.0,4.419
2025_01_15,1,0,FLATLINE,NOISE_NOISE,1,2.75,False,10.0,2.701
2025_01_15,2,0,FLATLINE,NOISE_NOISE,1,3.25,False,5.0,1.374
2025_01_15,3,0,EXPONENTIAL_UP,NOISE_NOISE,1,13.25,True,60.0,4.47
2025_01_15,0,1,FLATLINE,FLATLINE_C9,3,5.5,False,10.0,2.872
2025_01_15,1,1,FLATLINE,FLATLINE_C9,3,-4.25,False,20.08,1.544
2025_01_15,0,2,FLATLINE,EXPONENTIAL_DOWN_C1,1,6.75,False,14.92,1.622
2025_01_15,1,2,FLATLINE,EXPONENTIAL_DOWN_C1,1,1.75,False,5.0,1.568
2025_01_15,2,2,FLATLINE,EXPONENTIAL_DOWN_C1,2,-0.25,False,5.0,1.037
2025_01_15,3,2,FLATLINE,EXPONENTIAL_DOWN_C1,1,3.0,False,5.0,0.835
2025_01_15,4,2,LINEAR_DOWN,EXPONENTIAL_DOWN_C1,2,11.75,False,50.08,3.827
2025_01_15,5,2,FLATLINE,EXPONENTIAL_DOWN_C1,2,0.0,False,9.92,1.627
2025_01_15,6,2,FLATLINE,EXPONENTIAL_DOWN_C1,1,2.75,False,10.0,2.284
2025_01_15,7,2,FLATLINE,EXPONENTIAL_DOWN_C1,1,7.0,False,5.0,1.526
2025_01_15,8,2,FLATLINE,EXPONENTIAL_DOWN_C1,2,2.0,False,10.0,0.918
2025_01_15,9,2,LINEAR_DOWN,EXPONENTIAL_DOWN_C1,2,5.0,False,35.0,3.028
2025_01_15,10,2,LINEAR_UP,EXPONENTIAL_DOWN_C1,2,12.5,False,60.0,2.45
2025_01_15,0,3,FLATLINE,EXPONENTIAL_UP_C1,-1,-0.25,False,15.5,3.943
2025_01_15,1,3,FLATLINE,EXPONENTIAL_UP_C1,-1,0.25,False,9.5,2.5
2025_01_15,2,3,FLATLINE,EXPONENTIAL_UP_C1,0,2.0,False,5.0,1.44
2025_01_15,3,3,FLATLINE,EXPONENTIAL_UP_C1,-1,3.75,False,5.0,1.892
2025_01_15,4,3,FLATLINE,EXPONENTIAL_UP_C1,-1,2.75,False,15.0,2.473
2025_01_15,5,3,LINEAR_UP,EXPONENTIAL_UP_C1,1,12.0,True,60.0,4.023
2025_01_15,6,3,FLATLINE,EXPONENTIAL_UP_C1,3,-0.5,False,10.0,0.929
2025_01_15,0,4,EXPONENTIAL_DOWN,FLATLINE_C4,-1,30.0,False,45.0,5.02
2025_01_15,0,5,FLATLINE,FLATLINE_NOISE,0,-8.25,False,10.0,2.485
2025_01_15,1,5,FLATLINE,FLATLINE_NOISE,1,13.0,False,20.08,4.872
2025_01_15,0,6,FLATLINE,FLATLINE_C9,3,-5.5,False,24.92,1.618
2025_01_15,1,6,FLATLINE,FLATLINE_C9,0,0.25,False,15.0,1.171
2025_01_15,2,6,EXPONENTIAL_UP,FLATLINE_C9,1,16.25,False,35.0,3.615
2025_01_15,0,7,FLATLINE,EXPONENTIAL_UP_NOISE,2,-8.5,False,15.0,1.21
2025_01_15,1,7,FLATLINE,EXPONENTIAL_UP_NOISE,2,-9.25,False,20.0,3.346
2025_01_15,2,7,EXPONENTIAL_UP,EXPONENTIAL_UP_NOISE,0,28.25,True,110.0,4.401
2025_01_15,3,7,FLATLINE,EXPONENTIAL_UP_NOISE,2,-2.0,False,10.0,2.298
2025_01_15,4,7,FLATLINE,EXPONENTIAL_UP_NOISE,2,14.0,False,15.0,1.13
2025_01_15,5,7,FLATLINE,EXPONENTIAL_UP_NOISE,2,1.75,False,15.0,1.537
2025_01_15,6,7,FLATLINE,EXPONENTIAL_UP_NOISE,2,-11.25,False,10.0,1.585
2025_01_15,7,7,FLATLINE,EXPONENTIAL_UP_NOISE,2,-92.5,False,15.0,16.945
2025_01_15,8,7,LINEAR_UP,EXPONENTIAL_UP_NOISE,0,179.0,False,45.0,56.501
2025_01_15,9,7,LINEAR_DOWN,EXPONENTIAL_UP_NOISE,2,-0.5,False,25.0,4.675
2025_01_15,10,7,LINEAR_UP,EXPONENTIAL_UP_NOISE,0,103.5,False,65.0,3.935
2025_01_15,11,7,LINEAR_DOWN,EXPONENTIAL_UP_NOISE,2,38.75,False,45.0,3.334
2025_01_15,0,8,LINEAR_DOWN,FLATLINE_C6,1,57.5,False,30.0,4.855
2025_01_15,0,9,FLATLINE,FLATLINE_C0,-1,-45.5,False,15.0,1.681
2025_01_15,1,9,EXPONENTIAL_UP,FLATLINE_C0,1,41.75,False,30.0,2.479
2025_01_15,0,10,LOGARITHMIC_UP,FLATLINE_C0,1,29.25,False,45.0,2.273
2025_01_15,0,11,LOGARITHMIC_UP,LINEAR_UP_C1,2,18.25,False,140.0,3.806
2025_01_15,1,11,EXPONENTIAL_DOWN,LINEAR_UP_C1,-1,30.25,False,25.0,3.857
2025_01_15,0,12,LOGARITHMIC_DOWN,FLATLINE_C8,1,-3.25,False,35.0,2.229
2025_01_15,1,12,EXPONENTIAL_UP,FLATLINE_C8,2,38.0,True,129.92,5.28
2025_01_16,0,0,NOISE,FLATLINE_NOISE,-1,0.0,False,45.0,3.785
2025_01_16,0,1,FLATLINE,FLATLINE_C1,2,-9.0,False,15.0,1.685
2025_01_16,1,1,EXPONENTIAL_DOWN,FLATLINE_C1,2,10.0,False,30.0,3.354
2025_01_16,0,2,FLATLINE,LINEAR_DOWN_NOISE,3,10.25,False,20.0,1.682
2025_01_16,1,2,EXPONENTIAL_DOWN,LINEAR_DOWN_NOISE,0,21.75,False,55.0,2.23
2025_01_16,2,2,FLATLINE,LINEAR_DOWN_NOISE,2,-1.25,False,5.0,1.364
2025_01_16,3,2,FLATLINE,LINEAR_DOWN_NOISE,3,1.25,False,15.0,1.142
2025_01_16,4,2,LINEAR_UP,LINEAR_DOWN_NOISE,2,0.25,False,20.0,2.793
2025_01_16,5,2,EXPONENTIAL_DOWN,LINEAR_DOWN_NOISE,2,3.25,False,45.25,3.205
2025_01_16,6,2,FLATLINE,LINEAR_DOWN_NOISE,3,2.75,False,19.75,1.164
2025_01_16,7,2,FLATLINE,LINEAR_DOWN_NOISE,3,-3.5,False,5.0,2.664
2025_01_16,8,2,EXPONENTIAL_DOWN,LINEAR_DOWN_NOISE,0,10.75,False,55.0,4.03
2025_01_16,9,2,FLATLINE,LINEAR_DOWN_NOISE,3,9.25,False,5.0,2.23
2025_01_16,10,2,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,15.25,False,35.0,5.721
2025_01_16,11,2,FLATLINE,LINEAR_DOWN_NOISE,3,22.25,False,5.0,3.368
2025_01_16,0,3,LINEAR_UP,LINEAR_UP_C3,0,133.0,False,125.0,3.764
2025_01_16,1,3,FLATLINE,LINEAR_UP_C3,1,-3.25,False,30.0,1.884
2025_01_16,2,3,FLATLINE,LINEAR_UP_C3,1,12.25,False,10.0,2.156
2025_01_16,3,3,FLATLINE,LINEAR_UP_C3,1,22.5,False,5.0,2.167
2025_01_16,4,3,FLATLINE,LINEAR_UP_C3,1,-0.75,False,5.0,2.46
2025_01_16,5,3,EXPONENTIAL_DOWN,LINEAR_UP_C3,1,48.0,False,50.0,3.112
2025_01_16,0,4,FLATLINE,LINEAR_DOWN_NOISE,2,1.5,False,15.0,2.543
2025_01_16,1,4,LINEAR_UP,LINEAR_DOWN_NOISE,1,32.75,False,55.0,3.383
2025_01_16,2,4,FLATLINE,LINEAR_DOWN_NOISE,2,10.0,False,15.0,3.484
2025_01_16,3,4,FLATLINE,LINEAR_DOWN_NOISE,3,13.5,False,10.0,1.566
2025_01_16,4,4,FLATLINE,LINEAR_DOWN_NOISE,3,15.5,False,10.0,1.895
2025_01_16,5,4,FLATLINE,LINEAR_DOWN_NOISE,3,6.75,False,15.0,2.552
2025_01_16,6,4,EXPONENTIAL_DOWN,LINEAR_DOWN_NOISE,-1,38.0,False,30.0,3.137
2025_01_16,0,5,LOGARITHMIC_DOWN,LINEAR_DOWN_NOISE,0,20.75,False,65.0,3.012
2025_01_16,1,5,LINEAR_UP,LINEAR_DOWN_NOISE,1,55.25,False,55.0,3.036
2025_01_16,2,5,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,122.5,True,65.0,4.777
2025_01_16,3,5,FLATLINE,LINEAR_DOWN_NOISE,1,29.0,False,5.0,1.883
2025_01_16,4,5,FLATLINE,LINEAR_DOWN_NOISE,1,26.0,False,15.0,2.529
2025_01_16,5,5,LOGARITHMIC_UP,LINEAR_DOWN_NOISE,1,22.25,False,40.0,3.005
2025_01_16,6,5,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,-8.25,False,30.0,3.318
2025_01_16,7,5,FLATLINE,LINEAR_DOWN_NOISE,1,-5.5,False,5.0,1.092
2025_01_16,8,5,FLATLINE,LINEAR_DOWN_NOISE,1,13.75,False,10.0,0.908
2025_01_16,9,5,LINEAR_UP,LINEAR_DOWN_NOISE,1,-1.5,False,20.0,1.768
2025_01_16,10,5,FLATLINE,LINEAR_DOWN_NOISE,1,-2.75,False,5.0,1.563
2025_01_16,0,6,FLATLINE,FLATLINE_C8,-1,4.75,False,15.0,1.701
2025_01_16,1,6,FLATLINE,FLATLINE_C8,2,21.0,False,5.0,0.995
2025_01_16,2,6,FLATLINE,FLATLINE_C8,-1,14.25,False,10.0,1.213
2025_01_16,0,7,LINEAR_DOWN,FLATLINE_C6,1,49.5,True,60.0,6.103
2025_01_16,1,7,FLATLINE,FLATLINE_C6,0,2.75,False,5.0,1.777
2025_01_16,2,7,FLATLINE,FLATLINE_C6,0,27.0,False,5.0,1.636
2025_01_16,3,7,FLATLINE,FLATLINE_C6,0,27.75,False,5.0,2.153
2025_01_16,0,8,LINEAR_UP,EXPONENTIAL_DOWN_C1,1,27.75,False,45.0,2.574
2025_01_16,1,8,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN_C1,2,162.0,False,100.0,3.994
2025_01_16,2,8,LINEAR_UP,EXPONENTIAL_DOWN_C1,0,25.5,False,124.92,3.074
2025_01_17,0,0,FLATLINE,NOISE_NOISE,-1,0.0,False,25.08,2.507
2025_01_17,1,0,FLATLINE,NOISE_NOISE,1,7.5,False,19.92,1.875
2025_01_17,2,0,FLATLINE,NOISE_NOISE,1,3.5,False,10.0,1.684
2025_01_17,3,0,LINEAR_UP,NOISE_NOISE,1,38.0,True,100.0,6.491
2025_01_17,4,0,EXPONENTIAL_DOWN,NOISE_NOISE,1,19.25,False,55.0,3.052
2025_01_17,5,0,LINEAR_UP,NOISE_NOISE,1,39.75,False,95.0,3.432
2025_01_17,6,0,FLATLINE,NOISE_NOISE,1,2.75,False,10.0,0.99
2025_01_17,7,0,EXPONENTIAL_UP,NOISE_NOISE,1,3.0,False,30.08,3.857
2025_01_17,8,0,FLATLINE,NOISE_NOISE,1,2.5,False,14.92,1.411
2025_01_17,9,0,LINEAR_DOWN,NOISE_NOISE,1,2.0,False,30.0,4.434
2025_01_17,10,0,FLATLINE,NOISE_NOISE,1,-3.25,False,5.33,3.185
2025_01_17,11,0,FLATLINE,NOISE_NOISE,1,9.0,False,9.67,3.159
2025_01_17,12,0,FLATLINE,NOISE_NOISE,1,6.75,False,5.0,1.854
2025_01_17,13,0,FLATLINE,NOISE_NOISE,1,3.5,False,5.0,1.788
2025_01_17,14,0,FLATLINE,NOISE_NOISE,1,3.75,False,5.0,0.797
2025_01_17,0,1,LINEAR_DOWN,FLATLINE_C3,0,16.5,False,50.0,4.016
2025_01_17,1,1,FLATLINE,FLATLINE_C3,2,4.0,False,5.08,1.198
2025_01_17,2,1,EXPONENTIAL_UP,FLATLINE_C3,0,16.0,False,49.92,4.195
2025_01_17,0,2,LINEAR_UP,LINEAR_UP_C3,0,49.75,False,75.08,3.233
2025_01_17,1,2,FLATLINE,LINEAR_UP_C3,1,1.0,False,14.92,3.603
2025_01_17,2,2,FLATLINE,LINEAR_UP_C3,1,0.5,False,10.0,2.153
2025_01_17,3,2,FLATLINE,LINEAR_UP_C3,1,5.5,False,20.0,1.702
2025_01_17,4,2,FLATLINE,LINEAR_UP_C3,1,0.0,False,10.0,2.553
2025_01_17,5,2,FLATLINE,LINEAR_UP_C3,1,-5.75,False,15.0,1.828
2025_01_17,6,2,LINEAR_UP,LINEAR_UP_C3,-1,-1.75,False,40.0,3.507
2025_01_17,7,2,FLATLINE,LINEAR_UP_C3,1,17.5,False,10.0,4.31
2025_01_17,0,3,FLATLINE,FLATLINE_NOISE,-1,-23.25,False,30.0,3.825
2025_01_17,0,4,EXPONENTIAL_UP,LINEAR_UP_NOISE,1,173.75,True,130.0,4.826
2025_01_17,1,4,EXPONENTIAL_DOWN,LINEAR_UP_NOISE,0,-37.0,False,35.0,2.182
2025_01_17,2,4,FLATLINE,LINEAR_UP_NOISE,0,6.75,False,5.0,1.802
2025_01_17,3,4,FLATLINE,LINEAR_UP_NOISE,0,42.75,False,5.0,2.387
2025_01_17,4,4,LINEAR_UP,LINEAR_UP_NOISE,1,71.5,False,85.0,2.894
