concept,tf,regime_2d,lag_k,n_pairs,p_q4_given_q4
vol_velocity_w,15m,DOWN_SMOOTH,2,932,0.8283261802575107
vol_velocity_w,15m,DOWN_SMOOTH,3,931,0.7422126745435016
vol_velocity_w,15m,DOWN_SMOOTH,4,929,0.7179763186221744
vol_velocity_w,15m,DOWN_SMOOTH,5,927,0.6936353829557713
vol_velocity_w,15m,DOWN_SMOOTH,6,925,0.6691891891891892
vol_velocity_w,15m,DOWN_SMOOTH,7,923,0.6522210184182016
vol_velocity_w,15m,DOWN_SMOOTH,8,921,0.6362649294245385
vol_velocity_w,15m,DOWN_SMOOTH,9,919,0.6202393906420022
vol_velocity_w,15m,DOWN_SMOOTH,10,914,0.6039387308533917
vol_velocity_w,15m,DOWN_SMOOTH,11,909,0.5874587458745875
vol_velocity_w,15m,DOWN_SMOOTH,12,904,0.5707964601769911
vol_velocity_w,15m,DOWN_SMOOTH,13,902,0.5532150776053215
vol_velocity_w,15m,DOWN_SMOOTH,14,900,0.5355555555555556
vol_velocity_w,15m,DOWN_SMOOTH,15,898,0.5189309576837416
vol_velocity_w,15m,DOWN_SMOOTH,16,898,0.5011135857461024
vol_velocity_w,15m,DOWN_SMOOTH,17,898,0.48329621380846327
vol_velocity_w,15m,DOWN_SMOOTH,18,898,0.4643652561247216
vol_velocity_w,15m,DOWN_SMOOTH,19,898,0.44543429844098
vol_velocity_w,15m,DOWN_SMOOTH,20,898,0.4265033407572383
vol_velocity_w,15m,DOWN_CHOPPY,1,599,0.9365609348914858
vol_velocity_w,15m,DOWN_CHOPPY,2,598,0.8729096989966555
vol_velocity_w,15m,DOWN_CHOPPY,3,597,0.8090452261306532
vol_velocity_w,15m,DOWN_CHOPPY,4,597,0.7872696817420436
vol_velocity_w,15m,DOWN_CHOPPY,5,597,0.7654941373534339
vol_velocity_w,15m,DOWN_CHOPPY,6,597,0.7437185929648241
vol_velocity_w,15m,DOWN_CHOPPY,7,597,0.7236180904522613
vol_velocity_w,15m,DOWN_CHOPPY,8,597,0.7035175879396985
vol_velocity_w,15m,DOWN_CHOPPY,9,597,0.6834170854271356
vol_velocity_w,15m,DOWN_CHOPPY,10,595,0.6672268907563025
vol_velocity_w,15m,DOWN_CHOPPY,11,593,0.6509274873524452
vol_velocity_w,15m,DOWN_CHOPPY,12,591,0.6345177664974619
vol_velocity_w,15m,DOWN_CHOPPY,13,588,0.6190476190476191
vol_velocity_w,15m,DOWN_CHOPPY,14,585,0.6034188034188034
vol_velocity_w,15m,DOWN_CHOPPY,15,582,0.5876288659793815
vol_velocity_w,15m,DOWN_CHOPPY,16,580,0.5689655172413793
vol_velocity_w,15m,DOWN_CHOPPY,17,578,0.5501730103806228
vol_velocity_w,15m,DOWN_CHOPPY,18,576,0.53125
vol_velocity_w,15m,DOWN_CHOPPY,19,574,0.5104529616724739
vol_velocity_w,15m,DOWN_CHOPPY,20,572,0.48951048951048953
vol_velocity_w,15m,FLAT_SMOOTH,1,1970,0.9030456852791878
vol_velocity_w,15m,FLAT_SMOOTH,2,1967,0.8057956278596848
vol_velocity_w,15m,FLAT_SMOOTH,3,1964,0.7092668024439919
vol_velocity_w,15m,FLAT_SMOOTH,4,1960,0.689795918367347
vol_velocity_w,15m,FLAT_SMOOTH,5,1956,0.6722903885480572
vol_velocity_w,15m,FLAT_SMOOTH,6,1952,0.6542008196721312
vol_velocity_w,15m,FLAT_SMOOTH,7,1949,0.6367367880964597
vol_velocity_w,15m,FLAT_SMOOTH,8,1946,0.6197327852004111
vol_velocity_w,15m,FLAT_SMOOTH,9,1942,0.6029866117404737
vol_velocity_w,15m,FLAT_SMOOTH,10,1932,0.593167701863354
vol_velocity_w,15m,FLAT_SMOOTH,11,1922,0.5832466181061394
vol_velocity_w,15m,FLAT_SMOOTH,12,1912,0.5726987447698745
vol_velocity_w,15m,FLAT_SMOOTH,13,1910,0.5539267015706806
vol_velocity_w,15m,FLAT_SMOOTH,14,1908,0.5356394129979035
vol_velocity_w,15m,FLAT_SMOOTH,15,1906,0.5178384050367262
vol_velocity_w,15m,FLAT_SMOOTH,16,1905,0.5007874015748032
vol_velocity_w,15m,FLAT_SMOOTH,17,1904,0.483718487394958
vol_velocity_w,15m,FLAT_SMOOTH,18,1903,0.4666316342616921
vol_velocity_w,15m,FLAT_SMOOTH,19,1902,0.45636172450052576
vol_velocity_w,15m,FLAT_SMOOTH,20,1901,0.4460810099947396
vol_velocity_w,15m,FLAT_CHOPPY,1,3664,0.9293122270742358
vol_velocity_w,15m,FLAT_CHOPPY,2,3664,0.8586244541484717
vol_velocity_w,15m,FLAT_CHOPPY,3,3664,0.7879366812227074
vol_velocity_w,15m,FLAT_CHOPPY,4,3664,0.7600982532751092
vol_velocity_w,15m,FLAT_CHOPPY,5,3664,0.7322598253275109
vol_velocity_w,15m,FLAT_CHOPPY,6,3664,0.7044213973799127
vol_velocity_w,15m,FLAT_CHOPPY,7,3662,0.687602403058438
vol_velocity_w,15m,FLAT_CHOPPY,8,3660,0.6710382513661202
vol_velocity_w,15m,FLAT_CHOPPY,9,3658,0.6547293603061782
vol_velocity_w,15m,FLAT_CHOPPY,10,3652,0.6393756845564075
vol_velocity_w,15m,FLAT_CHOPPY,11,3646,0.6239714755896874
vol_velocity_w,15m,FLAT_CHOPPY,12,3640,0.6085164835164835
vol_velocity_w,15m,FLAT_CHOPPY,13,3638,0.5898845519516218
vol_velocity_w,15m,FLAT_CHOPPY,14,3636,0.5712321232123212
vol_velocity_w,15m,FLAT_CHOPPY,15,3634,0.5525591634562466
vol_velocity_w,15m,FLAT_CHOPPY,16,3633,0.5353702174511423
vol_velocity_w,15m,FLAT_CHOPPY,17,3632,0.5181718061674009
vol_velocity_w,15m,FLAT_CHOPPY,18,3631,0.5009639217846323
vol_velocity_w,15m,FLAT_CHOPPY,19,3629,0.4855332047395977
vol_velocity_w,15m,FLAT_CHOPPY,20,3627,0.4700854700854701
vol_velocity_w,1h,UP_SMOOTH,1,1435,0.9818815331010453
vol_velocity_w,1h,UP_SMOOTH,2,1430,0.9636363636363636
vol_velocity_w,1h,UP_SMOOTH,3,1425,0.9452631578947368
vol_velocity_w,1h,UP_SMOOTH,4,1420,0.9267605633802817
vol_velocity_w,1h,UP_SMOOTH,5,1415,0.9081272084805654
vol_velocity_w,1h,UP_SMOOTH,6,1410,0.8893617021276595
vol_velocity_w,1h,UP_SMOOTH,7,1405,0.8704626334519573
vol_velocity_w,1h,UP_SMOOTH,8,1400,0.8514285714285714
vol_velocity_w,1h,UP_SMOOTH,9,1395,0.832258064516129
vol_velocity_w,1h,UP_SMOOTH,10,1390,0.8129496402877698
vol_velocity_w,1h,UP_SMOOTH,11,1385,0.7935018050541516
vol_velocity_w,1h,UP_SMOOTH,12,1380,0.7739130434782608
vol_velocity_w,1h,UP_SMOOTH,13,1379,0.7606961566352429
vol_velocity_w,1h,UP_SMOOTH,14,1378,0.7474600870827286
vol_velocity_w,1h,UP_SMOOTH,15,1377,0.7342047930283224
vol_velocity_w,1h,UP_SMOOTH,16,1376,0.7209302325581395
vol_velocity_w,1h,UP_SMOOTH,17,1375,0.7076363636363636
vol_velocity_w,1h,UP_SMOOTH,18,1374,0.6943231441048034
vol_velocity_w,1h,UP_SMOOTH,19,1373,0.6809905316824472
vol_velocity_w,1h,UP_SMOOTH,20,1372,0.6676384839650146
vol_velocity_w,1h,UP_CHOPPY,1,791,0.9785082174462706
vol_velocity_w,1h,UP_CHOPPY,2,790,0.9569620253164557
vol_velocity_w,1h,UP_CHOPPY,3,789,0.935361216730038
vol_velocity_w,1h,UP_CHOPPY,4,788,0.9137055837563451
vol_velocity_w,1h,UP_CHOPPY,5,787,0.8919949174078781
vol_velocity_w,1h,UP_CHOPPY,6,786,0.8702290076335878
vol_velocity_w,1h,UP_CHOPPY,7,785,0.8484076433121019
vol_velocity_w,1h,UP_CHOPPY,8,784,0.826530612244898
vol_velocity_w,1h,UP_CHOPPY,9,783,0.8045977011494253
vol_velocity_w,1h,UP_CHOPPY,10,782,0.782608695652174
vol_velocity_w,1h,UP_CHOPPY,11,781,0.7605633802816901
vol_velocity_w,1h,UP_CHOPPY,12,780,0.7384615384615385
vol_velocity_w,1h,UP_CHOPPY,13,779,0.7214377406931964
vol_velocity_w,1h,UP_CHOPPY,14,778,0.7043701799485861
vol_velocity_w,1h,UP_CHOPPY,15,777,0.6872586872586872
vol_velocity_w,1h,UP_CHOPPY,16,776,0.6701030927835051
vol_velocity_w,1h,UP_CHOPPY,17,775,0.6529032258064517
vol_velocity_w,1h,UP_CHOPPY,18,774,0.6356589147286822
vol_velocity_w,1h,UP_CHOPPY,19,773,0.6183699870633894
vol_velocity_w,1h,UP_CHOPPY,20,772,0.6010362694300518
vol_velocity_w,1h,DOWN_SMOOTH,1,935,0.9818181818181818
vol_velocity_w,1h,DOWN_SMOOTH,2,934,0.9635974304068522
vol_velocity_w,1h,DOWN_SMOOTH,3,933,0.9453376205787781
vol_velocity_w,1h,DOWN_SMOOTH,4,932,0.927038626609442
vol_velocity_w,1h,DOWN_SMOOTH,5,931,0.9087003222341569
vol_velocity_w,1h,DOWN_SMOOTH,6,930,0.8903225806451613
vol_velocity_w,1h,DOWN_SMOOTH,7,929,0.8719052744886975
vol_velocity_w,1h,DOWN_SMOOTH,8,928,0.853448275862069
vol_velocity_w,1h,DOWN_SMOOTH,9,927,0.8349514563106796
vol_velocity_w,1h,DOWN_SMOOTH,10,926,0.816414686825054
vol_velocity_w,1h,DOWN_SMOOTH,11,925,0.7978378378378378
vol_velocity_w,1h,DOWN_SMOOTH,12,924,0.7792207792207793
vol_velocity_w,1h,DOWN_SMOOTH,13,921,0.7654723127035831
vol_velocity_w,1h,DOWN_SMOOTH,14,918,0.7516339869281046
vol_velocity_w,1h,DOWN_SMOOTH,15,915,0.7377049180327869
vol_velocity_w,1h,DOWN_SMOOTH,16,912,0.7236842105263158
vol_velocity_w,1h,DOWN_SMOOTH,17,909,0.7095709570957096
vol_velocity_w,1h,DOWN_SMOOTH,18,906,0.695364238410596
vol_velocity_w,1h,DOWN_SMOOTH,19,903,0.6810631229235881
vol_velocity_w,1h,DOWN_SMOOTH,20,900,0.6666666666666666
vol_velocity_w,1h,DOWN_CHOPPY,1,598,0.9816053511705686
vol_velocity_w,1h,DOWN_CHOPPY,2,596,0.9630872483221476
vol_velocity_w,1h,DOWN_CHOPPY,3,594,0.9444444444444444
vol_velocity_w,1h,DOWN_CHOPPY,4,592,0.9256756756756757
vol_velocity_w,1h,DOWN_CHOPPY,5,590,0.9067796610169492
vol_velocity_w,1h,DOWN_CHOPPY,6,588,0.8877551020408163
vol_velocity_w,1h,DOWN_CHOPPY,7,586,0.8686006825938567
vol_velocity_w,1h,DOWN_CHOPPY,8,584,0.8493150684931506
vol_velocity_w,1h,DOWN_CHOPPY,9,582,0.8298969072164949
vol_velocity_w,1h,DOWN_CHOPPY,10,580,0.8103448275862069
vol_velocity_w,1h,DOWN_CHOPPY,11,578,0.7906574394463668
vol_velocity_w,1h,DOWN_CHOPPY,12,576,0.7708333333333334
vol_velocity_w,1h,DOWN_CHOPPY,13,574,0.7560975609756098
vol_velocity_w,1h,DOWN_CHOPPY,14,572,0.7412587412587412
vol_velocity_w,1h,DOWN_CHOPPY,15,570,0.7263157894736842
vol_velocity_w,1h,DOWN_CHOPPY,16,568,0.7112676056338029
vol_velocity_w,1h,DOWN_CHOPPY,17,566,0.696113074204947
vol_velocity_w,1h,DOWN_CHOPPY,18,564,0.6808510638297872
vol_velocity_w,1h,DOWN_CHOPPY,19,562,0.6654804270462633
vol_velocity_w,1h,DOWN_CHOPPY,20,560,0.65
vol_velocity_w,1h,FLAT_SMOOTH,1,1950,0.9825641025641025
vol_velocity_w,1h,FLAT_SMOOTH,2,1944,0.9650205761316872
vol_velocity_w,1h,FLAT_SMOOTH,3,1938,0.9473684210526315
vol_velocity_w,1h,FLAT_SMOOTH,4,1932,0.9296066252587992
vol_velocity_w,1h,FLAT_SMOOTH,5,1926,0.9117341640706127
vol_velocity_w,1h,FLAT_SMOOTH,6,1920,0.89375
vol_velocity_w,1h,FLAT_SMOOTH,7,1914,0.8756530825496343
vol_velocity_w,1h,FLAT_SMOOTH,8,1908,0.8574423480083857
vol_velocity_w,1h,FLAT_SMOOTH,9,1902,0.8391167192429022
vol_velocity_w,1h,FLAT_SMOOTH,10,1896,0.820675105485232
vol_velocity_w,1h,FLAT_SMOOTH,11,1890,0.8021164021164021
vol_velocity_w,1h,FLAT_SMOOTH,12,1884,0.7834394904458599
vol_velocity_w,1h,FLAT_SMOOTH,13,1882,0.7715196599362381
vol_velocity_w,1h,FLAT_SMOOTH,14,1880,0.7595744680851064
vol_velocity_w,1h,FLAT_SMOOTH,15,1878,0.7476038338658147
vol_velocity_w,1h,FLAT_SMOOTH,16,1876,0.7356076759061834
vol_velocity_w,1h,FLAT_SMOOTH,17,1874,0.7235859124866596
vol_velocity_w,1h,FLAT_SMOOTH,18,1872,0.7115384615384616
vol_velocity_w,1h,FLAT_SMOOTH,19,1870,0.6994652406417112
vol_velocity_w,1h,FLAT_SMOOTH,20,1868,0.6873661670235546
vol_velocity_w,1h,FLAT_CHOPPY,1,3667,0.9779110989910008
vol_velocity_w,1h,FLAT_CHOPPY,2,3662,0.9557618787547788
vol_velocity_w,1h,FLAT_CHOPPY,3,3657,0.933552091878589
vol_velocity_w,1h,FLAT_CHOPPY,4,3652,0.9112814895947426
vol_velocity_w,1h,FLAT_CHOPPY,5,3647,0.8889498217713189
vol_velocity_w,1h,FLAT_CHOPPY,6,3642,0.8665568369028006
vol_velocity_w,1h,FLAT_CHOPPY,7,3637,0.8441022821006324
vol_velocity_w,1h,FLAT_CHOPPY,8,3632,0.8215859030837004
vol_velocity_w,1h,FLAT_CHOPPY,9,3627,0.7990074441687345
vol_velocity_w,1h,FLAT_CHOPPY,10,3622,0.7763666482606295
vol_velocity_w,1h,FLAT_CHOPPY,11,3617,0.7536632568426873
vol_velocity_w,1h,FLAT_CHOPPY,12,3612,0.7308970099667774
vol_velocity_w,1h,FLAT_CHOPPY,13,3609,0.7159878082571349
vol_velocity_w,1h,FLAT_CHOPPY,14,3606,0.7010537992235164
vol_velocity_w,1h,FLAT_CHOPPY,15,3603,0.6860949208992506
vol_velocity_w,1h,FLAT_CHOPPY,16,3600,0.6711111111111111
vol_velocity_w,1h,FLAT_CHOPPY,17,3597,0.6561023074784542
vol_velocity_w,1h,FLAT_CHOPPY,18,3594,0.6410684474123539
vol_velocity_w,1h,FLAT_CHOPPY,19,3591,0.6260094681147312
vol_velocity_w,1h,FLAT_CHOPPY,20,3588,0.6109253065774805
price_velocity_w,5s,UP_SMOOTH,1,1486,0.28869448183041724
price_velocity_w,5s,UP_SMOOTH,2,1481,0.29439567859554355
price_velocity_w,5s,UP_SMOOTH,3,1474,0.2781546811397558
price_velocity_w,5s,UP_SMOOTH,4,1472,0.27445652173913043
price_velocity_w,5s,UP_SMOOTH,5,1467,0.2665303340149966
price_velocity_w,5s,UP_SMOOTH,6,1460,0.2719178082191781
price_velocity_w,5s,UP_SMOOTH,7,1455,0.27835051546391754
price_velocity_w,5s,UP_SMOOTH,8,1450,0.26
price_velocity_w,5s,UP_SMOOTH,9,1442,0.2524271844660194
price_velocity_w,5s,UP_SMOOTH,10,1435,0.2689895470383275
price_velocity_w,5s,UP_SMOOTH,11,1429,0.2568229531140658
price_velocity_w,5s,UP_SMOOTH,12,1426,0.25806451612903225
price_velocity_w,5s,UP_SMOOTH,13,1419,0.2649753347427766
price_velocity_w,5s,UP_SMOOTH,14,1413,0.2611464968152866
price_velocity_w,5s,UP_SMOOTH,15,1407,0.26936744847192606
price_velocity_w,5s,UP_SMOOTH,16,1401,0.2605281941470378
price_velocity_w,5s,UP_SMOOTH,17,1397,0.25053686471009307
price_velocity_w,5s,UP_SMOOTH,18,1393,0.2613065326633166
price_velocity_w,5s,UP_SMOOTH,19,1388,0.2788184438040346
price_velocity_w,5s,UP_SMOOTH,20,1380,0.26956521739130435
price_velocity_w,5s,UP_CHOPPY,1,812,0.25738916256157635
price_velocity_w,5s,UP_CHOPPY,2,811,0.25770653514180025
price_velocity_w,5s,UP_CHOPPY,3,806,0.2990074441687345
price_velocity_w,5s,UP_CHOPPY,4,804,0.24253731343283583
price_velocity_w,5s,UP_CHOPPY,5,802,0.2506234413965087
price_velocity_w,5s,UP_CHOPPY,6,797,0.27352572145545795
price_velocity_w,5s,UP_CHOPPY,7,796,0.25879396984924624
price_velocity_w,5s,UP_CHOPPY,8,794,0.27329974811083124
price_velocity_w,5s,UP_CHOPPY,9,793,0.27490542244640603
price_velocity_w,5s,UP_CHOPPY,10,791,0.27054361567635904
price_velocity_w,5s,UP_CHOPPY,11,789,0.26489226869455007
price_velocity_w,5s,UP_CHOPPY,12,785,0.2713375796178344
price_velocity_w,5s,UP_CHOPPY,13,782,0.24296675191815856
price_velocity_w,5s,UP_CHOPPY,14,780,0.25769230769230766
price_velocity_w,5s,UP_CHOPPY,15,778,0.2750642673521851
price_velocity_w,5s,UP_CHOPPY,16,776,0.2770618556701031
price_velocity_w,5s,UP_CHOPPY,17,773,0.276843467011643
price_velocity_w,5s,UP_CHOPPY,18,770,0.2571428571428571
price_velocity_w,5s,UP_CHOPPY,19,768,0.25390625
price_velocity_w,5s,UP_CHOPPY,20,765,0.24444444444444444
price_velocity_w,5s,DOWN_SMOOTH,1,966,0.2484472049689441
price_velocity_w,5s,DOWN_SMOOTH,2,961,0.2695109261186264
price_velocity_w,5s,DOWN_SMOOTH,3,956,0.2280334728033473
price_velocity_w,5s,DOWN_SMOOTH,4,954,0.23689727463312368
price_velocity_w,5s,DOWN_SMOOTH,5,947,0.2470960929250264
price_velocity_w,5s,DOWN_SMOOTH,6,942,0.2346072186836518
price_velocity_w,5s,DOWN_SMOOTH,7,938,0.2526652452025586
price_velocity_w,5s,DOWN_SMOOTH,8,930,0.2591397849462366
price_velocity_w,5s,DOWN_SMOOTH,9,922,0.24078091106290672
price_velocity_w,5s,DOWN_SMOOTH,10,920,0.23043478260869565
price_velocity_w,5s,DOWN_SMOOTH,11,913,0.23329682365826945
price_velocity_w,5s,DOWN_SMOOTH,12,911,0.2502744237102086
price_velocity_w,5s,DOWN_SMOOTH,13,906,0.23399558498896247
price_velocity_w,5s,DOWN_SMOOTH,14,902,0.229490022172949
price_velocity_w,5s,DOWN_SMOOTH,15,898,0.23273942093541203
price_velocity_w,5s,DOWN_SMOOTH,16,892,0.25672645739910316
price_velocity_w,5s,DOWN_SMOOTH,17,886,0.2178329571106095
price_velocity_w,5s,DOWN_SMOOTH,18,881,0.25539160045402953
price_velocity_w,5s,DOWN_SMOOTH,19,876,0.2226027397260274
price_velocity_w,5s,DOWN_SMOOTH,20,870,0.25287356321839083
price_velocity_w,5s,DOWN_CHOPPY,1,601,0.23960066555740434
price_velocity_w,5s,DOWN_CHOPPY,2,598,0.26588628762541805
price_velocity_w,5s,DOWN_CHOPPY,3,596,0.2651006711409396
price_velocity_w,5s,DOWN_CHOPPY,4,596,0.2348993288590604
price_velocity_w,5s,DOWN_CHOPPY,5,593,0.22765598650927488
price_velocity_w,5s,DOWN_CHOPPY,6,592,0.24662162162162163
price_velocity_w,5s,DOWN_CHOPPY,7,592,0.23986486486486486
price_velocity_w,5s,DOWN_CHOPPY,8,591,0.22504230118443316
price_velocity_w,5s,DOWN_CHOPPY,9,589,0.23938879456706283
price_velocity_w,5s,DOWN_CHOPPY,10,587,0.22487223168654175
price_velocity_w,5s,DOWN_CHOPPY,11,582,0.24398625429553264
price_velocity_w,5s,DOWN_CHOPPY,12,580,0.23103448275862068
price_velocity_w,5s,DOWN_CHOPPY,13,574,0.2264808362369338
price_velocity_w,5s,DOWN_CHOPPY,14,574,0.22996515679442509
price_velocity_w,5s,DOWN_CHOPPY,15,571,0.2381786339754816
price_velocity_w,5s,DOWN_CHOPPY,16,568,0.22007042253521128
price_velocity_w,5s,DOWN_CHOPPY,17,566,0.24911660777385158
price_velocity_w,5s,DOWN_CHOPPY,18,562,0.23843416370106763
price_velocity_w,5s,DOWN_CHOPPY,19,559,0.23076923076923078
price_velocity_w,5s,DOWN_CHOPPY,20,556,0.26258992805755393
price_velocity_w,5s,FLAT_SMOOTH,1,1983,0.24659606656580937
price_velocity_w,5s,FLAT_SMOOTH,2,1973,0.24125696908261532
price_velocity_w,5s,FLAT_SMOOTH,3,1961,0.23916369199388068
price_velocity_w,5s,FLAT_SMOOTH,4,1955,0.23631713554987213
price_velocity_w,5s,FLAT_SMOOTH,5,1939,0.24651882413615264
price_velocity_w,5s,FLAT_SMOOTH,6,1931,0.2516830657690316
price_velocity_w,5s,FLAT_SMOOTH,7,1921,0.2483081728266528
price_velocity_w,5s,FLAT_SMOOTH,8,1912,0.25732217573221755
price_velocity_w,5s,FLAT_SMOOTH,9,1900,0.25105263157894736
price_velocity_w,5s,FLAT_SMOOTH,10,1890,0.2523809523809524
price_velocity_w,5s,FLAT_SMOOTH,11,1884,0.23832271762208068
price_velocity_w,5s,FLAT_SMOOTH,12,1872,0.24091880341880342
price_velocity_w,5s,FLAT_SMOOTH,13,1866,0.22722400857449088
price_velocity_w,5s,FLAT_SMOOTH,14,1853,0.24338909875876957
price_velocity_w,5s,FLAT_SMOOTH,15,1839,0.24197933659597606
price_velocity_w,5s,FLAT_SMOOTH,16,1831,0.24085199344620425
price_velocity_w,5s,FLAT_SMOOTH,17,1821,0.24162548050521693
price_velocity_w,5s,FLAT_SMOOTH,18,1810,0.2276243093922652
price_velocity_w,5s,FLAT_SMOOTH,19,1800,0.24666666666666667
price_velocity_w,5s,FLAT_SMOOTH,20,1796,0.2344097995545657
price_velocity_w,5s,FLAT_CHOPPY,1,3744,0.2775106837606838
price_velocity_w,5s,FLAT_CHOPPY,2,3736,0.27275160599571735
price_velocity_w,5s,FLAT_CHOPPY,3,3726,0.2565754159957058
price_velocity_w,5s,FLAT_CHOPPY,4,3714,0.2646742057081314
price_velocity_w,5s,FLAT_CHOPPY,5,3704,0.25944924406047515
price_velocity_w,5s,FLAT_CHOPPY,6,3689,0.264570344266739
price_velocity_w,5s,FLAT_CHOPPY,7,3677,0.2572749524068534
price_velocity_w,5s,FLAT_CHOPPY,8,3668,0.2529989094874591
price_velocity_w,5s,FLAT_CHOPPY,9,3650,0.25452054794520546
price_velocity_w,5s,FLAT_CHOPPY,10,3637,0.2524058289799285
price_velocity_w,5s,FLAT_CHOPPY,11,3628,0.2533076074972437
price_velocity_w,5s,FLAT_CHOPPY,12,3615,0.2561549100968188
price_velocity_w,5s,FLAT_CHOPPY,13,3597,0.2588268001112038
price_velocity_w,5s,FLAT_CHOPPY,14,3583,0.2640245604242255
price_velocity_w,5s,FLAT_CHOPPY,15,3574,0.24454392837157246
price_velocity_w,5s,FLAT_CHOPPY,16,3560,0.2606741573033708
price_velocity_w,5s,FLAT_CHOPPY,17,3548,0.2595828635851184
price_velocity_w,5s,FLAT_CHOPPY,18,3544,0.26608352144469527
price_velocity_w,5s,FLAT_CHOPPY,19,3532,0.25141562853907135
price_velocity_w,5s,FLAT_CHOPPY,20,3519,0.257459505541347
price_velocity_w,1m,UP_SMOOTH,1,1439,0.6177901320361362
price_velocity_w,1m,UP_SMOOTH,2,1435,0.43275261324041814
price_velocity_w,1m,UP_SMOOTH,3,1431,0.30677847658979734
price_velocity_w,1m,UP_SMOOTH,4,1426,0.30364656381486677
price_velocity_w,1m,UP_SMOOTH,5,1422,0.30028129395218
price_velocity_w,1m,UP_SMOOTH,6,1417,0.2886379675370501
price_velocity_w,1m,UP_SMOOTH,7,1414,0.2736916548797737
price_velocity_w,1m,UP_SMOOTH,8,1411,0.26506024096385544
price_velocity_w,1m,UP_SMOOTH,9,1402,0.2731811697574893
price_velocity_w,1m,UP_SMOOTH,10,1393,0.2699210337401292
price_velocity_w,1m,UP_SMOOTH,11,1387,0.28118240807498196
price_velocity_w,1m,UP_SMOOTH,12,1384,0.28395953757225434
price_velocity_w,1m,UP_SMOOTH,13,1379,0.2871646120377085
price_velocity_w,1m,UP_SMOOTH,14,1375,0.2850909090909091
price_velocity_w,1m,UP_SMOOTH,15,1370,0.28905109489051095
price_velocity_w,1m,UP_SMOOTH,16,1365,0.2857142857142857
price_velocity_w,1m,UP_SMOOTH,17,1360,0.2713235294117647
price_velocity_w,1m,UP_SMOOTH,18,1352,0.2551775147928994
price_velocity_w,1m,UP_SMOOTH,19,1348,0.2522255192878338
price_velocity_w,1m,UP_SMOOTH,20,1342,0.2608047690014903
price_velocity_w,1m,UP_CHOPPY,1,793,0.6153846153846154
price_velocity_w,1m,UP_CHOPPY,2,792,0.43813131313131315
price_velocity_w,1m,UP_CHOPPY,3,790,0.30886075949367087
price_velocity_w,1m,UP_CHOPPY,4,787,0.3036848792884371
price_velocity_w,1m,UP_CHOPPY,5,786,0.28498727735368956
price_velocity_w,1m,UP_CHOPPY,6,785,0.26878980891719745
price_velocity_w,1m,UP_CHOPPY,7,784,0.26403061224489793
price_velocity_w,1m,UP_CHOPPY,8,780,0.2705128205128205
price_velocity_w,1m,UP_CHOPPY,9,777,0.26126126126126126
price_velocity_w,1m,UP_CHOPPY,10,772,0.25906735751295334
price_velocity_w,1m,UP_CHOPPY,11,769,0.26788036410923277
price_velocity_w,1m,UP_CHOPPY,12,766,0.2650130548302872
price_velocity_w,1m,UP_CHOPPY,13,762,0.2637795275590551
price_velocity_w,1m,UP_CHOPPY,14,759,0.25559947299077734
price_velocity_w,1m,UP_CHOPPY,15,757,0.27212681638044917
price_velocity_w,1m,UP_CHOPPY,16,754,0.2718832891246684
price_velocity_w,1m,UP_CHOPPY,17,752,0.2765957446808511
price_velocity_w,1m,UP_CHOPPY,18,750,0.268
price_velocity_w,1m,UP_CHOPPY,19,750,0.24933333333333332
price_velocity_w,1m,UP_CHOPPY,20,748,0.24866310160427807
price_velocity_w,1m,DOWN_SMOOTH,1,945,0.5597883597883598
price_velocity_w,1m,DOWN_SMOOTH,2,943,0.3722163308589608
price_velocity_w,1m,DOWN_SMOOTH,3,938,0.22921108742004265
price_velocity_w,1m,DOWN_SMOOTH,4,933,0.22293676312968919
price_velocity_w,1m,DOWN_SMOOTH,5,932,0.21244635193133046
price_velocity_w,1m,DOWN_SMOOTH,6,931,0.21374865735767992
price_velocity_w,1m,DOWN_SMOOTH,7,930,0.2161290322580645
price_velocity_w,1m,DOWN_SMOOTH,8,929,0.20990312163616792
price_velocity_w,1m,DOWN_SMOOTH,9,927,0.21359223300970873
price_velocity_w,1m,DOWN_SMOOTH,10,923,0.20368364030335862
price_velocity_w,1m,DOWN_SMOOTH,11,918,0.20043572984749455
price_velocity_w,1m,DOWN_SMOOTH,12,914,0.2024070021881838
price_velocity_w,1m,DOWN_SMOOTH,13,909,0.19911991199119913
price_velocity_w,1m,DOWN_SMOOTH,14,904,0.2002212389380531
price_velocity_w,1m,DOWN_SMOOTH,15,899,0.2135706340378198
price_velocity_w,1m,DOWN_SMOOTH,16,896,0.21540178571428573
price_velocity_w,1m,DOWN_SMOOTH,17,891,0.23793490460157127
price_velocity_w,1m,DOWN_SMOOTH,18,889,0.23622047244094488
price_velocity_w,1m,DOWN_SMOOTH,19,881,0.23382519863791146
price_velocity_w,1m,DOWN_SMOOTH,20,873,0.2290950744558992
price_velocity_w,1m,DOWN_CHOPPY,1,602,0.5614617940199336
price_velocity_w,1m,DOWN_CHOPPY,2,600,0.38333333333333336
price_velocity_w,1m,DOWN_CHOPPY,3,599,0.2270450751252087
price_velocity_w,1m,DOWN_CHOPPY,4,599,0.24540901502504173
price_velocity_w,1m,DOWN_CHOPPY,5,597,0.2529313232830821
price_velocity_w,1m,DOWN_CHOPPY,6,595,0.24705882352941178
