**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

concept,tf,regime_2d,run_pos,lo,hi,n,mean_fwd,win_rate
bar_range,15m,UP_SMOOTH,bar_5_8,5,8,242,27.860537190082646,0.6652892561983471
bar_range,15m,UP_SMOOTH,bar_9_16,9,16,235,26.051063829787235,0.6382978723404256
bar_range,15m,UP_SMOOTH,bar_17p,17,9999,367,77.28678474114442,0.6648501362397821
bar_range,15m,UP_CHOPPY,bar_1,1,1,87,27.56896551724138,0.6666666666666666
bar_range,15m,UP_CHOPPY,bar_2,2,2,87,23.99137931034483,0.6436781609195402
bar_range,15m,UP_CHOPPY,bar_3_4,3,4,125,26.808,0.712
bar_range,15m,UP_CHOPPY,bar_5_8,5,8,121,46.803719008264466,0.7355371900826446
bar_range,15m,UP_CHOPPY,bar_9_16,9,16,128,30.408203125,0.6328125
bar_range,15m,UP_CHOPPY,bar_17p,17,9999,251,44.50796812749004,0.6175298804780877
bar_range,15m,DOWN_SMOOTH,bar_1,1,1,107,-43.02570093457944,0.4205607476635514
bar_range,15m,DOWN_SMOOTH,bar_2,2,2,107,-38.76635514018692,0.4205607476635514
bar_range,15m,DOWN_SMOOTH,bar_3_4,3,4,150,-31.473333333333333,0.42
bar_range,15m,DOWN_SMOOTH,bar_5_8,5,8,134,-9.585820895522389,0.5074626865671642
bar_range,15m,DOWN_SMOOTH,bar_9_16,9,16,137,-1.937956204379562,0.5109489051094891
bar_range,15m,DOWN_SMOOTH,bar_17p,17,9999,298,-68.41862416107382,0.35570469798657717
bar_range,15m,DOWN_CHOPPY,bar_1,1,1,78,-15.945512820512821,0.47435897435897434
bar_range,15m,DOWN_CHOPPY,bar_2,2,2,78,-18.253205128205128,0.47435897435897434
bar_range,15m,DOWN_CHOPPY,bar_3_4,3,4,113,-11.555309734513274,0.4778761061946903
bar_range,15m,DOWN_CHOPPY,bar_5_8,5,8,112,-19.852678571428573,0.39285714285714285
bar_range,15m,DOWN_CHOPPY,bar_9_16,9,16,93,-38.25268817204301,0.3010752688172043
bar_range,15m,DOWN_CHOPPY,bar_17p,17,9999,129,-26.147286821705425,0.43410852713178294
bar_range,15m,FLAT_SMOOTH,bar_1,1,1,267,-2.01310861423221,0.5093632958801498
bar_range,15m,FLAT_SMOOTH,bar_2,2,2,267,-0.35674157303370785,0.5393258426966292
bar_range,15m,FLAT_SMOOTH,bar_3_4,3,4,371,3.8099730458221024,0.5498652291105122
bar_range,15m,FLAT_SMOOTH,bar_5_8,5,8,315,1.288888888888889,0.5015873015873016
bar_range,15m,FLAT_SMOOTH,bar_9_16,9,16,272,-12.066176470588236,0.4742647058823529
bar_range,15m,FLAT_SMOOTH,bar_17p,17,9999,498,-7.841867469879518,0.5240963855421686
bar_range,15m,FLAT_CHOPPY,bar_1,1,1,402,1.7276119402985075,0.5497512437810945
bar_range,15m,FLAT_CHOPPY,bar_2,2,2,402,4.1200248756218905,0.5522388059701493
bar_range,15m,FLAT_CHOPPY,bar_3_4,3,4,602,0.0473421926910299,0.5149501661129569
bar_range,15m,FLAT_CHOPPY,bar_5_8,5,8,638,-5.10462382445141,0.5156739811912225
bar_range,15m,FLAT_CHOPPY,bar_9_16,9,16,635,5.478346456692913,0.5543307086614173
bar_range,15m,FLAT_CHOPPY,bar_17p,17,9999,1013,10.61796643632774,0.5666337611056268
bar_range,1h,UP_SMOOTH,bar_1,1,1,52,30.528846153846153,0.6923076923076923
bar_range,1h,UP_SMOOTH,bar_2,2,2,52,34.42788461538461,0.6923076923076923
bar_range,1h,UP_SMOOTH,bar_3_4,3,4,104,38.14182692307692,0.7115384615384616
bar_range,1h,UP_SMOOTH,bar_5_8,5,8,208,52.42307692307692,0.7211538461538461
bar_range,1h,UP_SMOOTH,bar_9_16,9,16,307,48.362377850162865,0.7654723127035831
bar_range,1h,UP_SMOOTH,bar_17p,17,9999,716,49.33100558659218,0.6494413407821229
bar_range,1h,UP_CHOPPY,bar_3_4,3,4,56,42.77232142857143,0.6785714285714286
bar_range,1h,UP_CHOPPY,bar_5_8,5,8,112,35.890625,0.7321428571428571
bar_range,1h,UP_CHOPPY,bar_9_16,9,16,172,21.66860465116279,0.6337209302325582
bar_range,1h,UP_CHOPPY,bar_17p,17,9999,396,40.19760101010101,0.6464646464646465
bar_range,1h,DOWN_SMOOTH,bar_1,1,1,33,-42.89393939393939,0.3333333333333333
bar_range,1h,DOWN_SMOOTH,bar_2,2,2,33,-46.20454545454545,0.36363636363636365
bar_range,1h,DOWN_SMOOTH,bar_3_4,3,4,66,-38.378787878787875,0.3181818181818182
bar_range,1h,DOWN_SMOOTH,bar_5_8,5,8,130,-26.301923076923078,0.36923076923076925
bar_range,1h,DOWN_SMOOTH,bar_9_16,9,16,200,6.09625,0.525
bar_range,1h,DOWN_SMOOTH,bar_17p,17,9999,480,-52.05052083333333,0.40625
bar_range,1h,DOWN_CHOPPY,bar_3_4,3,4,54,-15.875,0.3888888888888889
bar_range,1h,DOWN_CHOPPY,bar_5_8,5,8,108,-19.92824074074074,0.35185185185185186
bar_range,1h,DOWN_CHOPPY,bar_9_16,9,16,136,-29.487132352941178,0.27941176470588236
bar_range,1h,DOWN_CHOPPY,bar_17p,17,9999,248,-31.080645161290324,0.39919354838709675
bar_range,1h,FLAT_SMOOTH,bar_1,1,1,82,-0.3871951219512195,0.4878048780487805
bar_range,1h,FLAT_SMOOTH,bar_2,2,2,82,-2.2804878048780486,0.5
bar_range,1h,FLAT_SMOOTH,bar_3_4,3,4,164,-0.8262195121951219,0.47560975609756095
bar_range,1h,FLAT_SMOOTH,bar_5_8,5,8,328,-0.11051829268292683,0.5030487804878049
bar_range,1h,FLAT_SMOOTH,bar_9_16,9,16,432,-2.535300925925926,0.4976851851851852
bar_range,1h,FLAT_SMOOTH,bar_17p,17,9999,904,-3.3158185840707963,0.5320796460176991
bar_range,1h,FLAT_CHOPPY,bar_1,1,1,117,2.4294871794871793,0.5897435897435898
bar_range,1h,FLAT_CHOPPY,bar_2,2,2,117,6.762820512820513,0.5897435897435898
bar_range,1h,FLAT_CHOPPY,bar_3_4,3,4,234,10.403846153846153,0.6025641025641025
bar_range,1h,FLAT_CHOPPY,bar_5_8,5,8,468,6.056089743589744,0.5705128205128205
bar_range,1h,FLAT_CHOPPY,bar_9_16,9,16,720,9.823263888888889,0.5513888888888889
bar_range,1h,FLAT_CHOPPY,bar_17p,17,9999,2017,0.30639563708477935,0.5260287555775904
vol_mean_w,5s,UP_SMOOTH,bar_1,1,1,301,17.814784053156146,0.6112956810631229
vol_mean_w,5s,UP_SMOOTH,bar_2,2,2,165,22.792424242424243,0.6181818181818182
vol_mean_w,5s,UP_SMOOTH,bar_3_4,3,4,198,25.785353535353536,0.6414141414141414
vol_mean_w,5s,UP_SMOOTH,bar_5_8,5,8,214,32.36565420560748,0.6822429906542056
vol_mean_w,5s,UP_SMOOTH,bar_9_16,9,16,203,41.41748768472906,0.6847290640394089
vol_mean_w,5s,UP_SMOOTH,bar_17p,17,9999,349,86.67191977077364,0.7335243553008596
vol_mean_w,5s,UP_CHOPPY,bar_1,1,1,208,24.85216346153846,0.6442307692307693
vol_mean_w,5s,UP_CHOPPY,bar_2,2,2,107,31.911214953271028,0.6635514018691588
vol_mean_w,5s,UP_CHOPPY,bar_3_4,3,4,109,52.84862385321101,0.7522935779816514
vol_mean_w,5s,UP_CHOPPY,bar_5_8,5,8,114,64.12938596491227,0.7807017543859649
vol_mean_w,5s,UP_CHOPPY,bar_9_16,9,16,140,17.485714285714284,0.6214285714285714
vol_mean_w,5s,UP_CHOPPY,bar_17p,17,9999,107,0.5233644859813084,0.5794392523364486
vol_mean_w,5s,DOWN_SMOOTH,bar_1,1,1,181,-46.91160220994475,0.35359116022099446
vol_mean_w,5s,DOWN_SMOOTH,bar_2,2,2,89,-55.97752808988764,0.33707865168539325
vol_mean_w,5s,DOWN_SMOOTH,bar_3_4,3,4,123,-50.93292682926829,0.34959349593495936
vol_mean_w,5s,DOWN_SMOOTH,bar_5_8,5,8,126,-39.692460317460316,0.4365079365079365
vol_mean_w,5s,DOWN_SMOOTH,bar_9_16,9,16,165,-12.76060606060606,0.4303030303030303
vol_mean_w,5s,DOWN_SMOOTH,bar_17p,17,9999,249,-55.90963855421687,0.37751004016064255
vol_mean_w,5s,DOWN_CHOPPY,bar_1,1,1,156,-15.802884615384615,0.40384615384615385
vol_mean_w,5s,DOWN_CHOPPY,bar_2,2,2,84,-13.675595238095237,0.38095238095238093
vol_mean_w,5s,DOWN_CHOPPY,bar_3_4,3,4,102,-11.237745098039216,0.37254901960784315
vol_mean_w,5s,DOWN_CHOPPY,bar_5_8,5,8,82,-29.054878048780488,0.4024390243902439
vol_mean_w,5s,DOWN_CHOPPY,bar_9_16,9,16,80,-38.9625,0.325
vol_mean_w,5s,DOWN_CHOPPY,bar_17p,17,9999,94,-39.27925531914894,0.3404255319148936
vol_mean_w,5s,FLAT_SMOOTH,bar_1,1,1,363,0.5,0.5289256198347108
vol_mean_w,5s,FLAT_SMOOTH,bar_2,2,2,195,3.816666666666667,0.5435897435897435
vol_mean_w,5s,FLAT_SMOOTH,bar_3_4,3,4,248,5.184475806451613,0.5645161290322581
vol_mean_w,5s,FLAT_SMOOTH,bar_5_8,5,8,312,0.12099358974358974,0.5512820512820513
vol_mean_w,5s,FLAT_SMOOTH,bar_9_16,9,16,328,-9.897865853658537,0.49390243902439024
vol_mean_w,5s,FLAT_SMOOTH,bar_17p,17,9999,535,-8.04766355140187,0.5102803738317757
vol_mean_w,5s,FLAT_CHOPPY,bar_1,1,1,856,-0.8200934579439252,0.5163551401869159
vol_mean_w,5s,FLAT_CHOPPY,bar_2,2,2,447,-0.9200223713646533,0.5078299776286354
vol_mean_w,5s,FLAT_CHOPPY,bar_3_4,3,4,511,-2.4921722113502933,0.5185909980430529
vol_mean_w,5s,FLAT_CHOPPY,bar_5_8,5,8,584,-2.2200342465753424,0.559931506849315
vol_mean_w,5s,FLAT_CHOPPY,bar_9_16,9,16,585,1.0585470085470086,0.535042735042735
vol_mean_w,5s,FLAT_CHOPPY,bar_17p,17,9999,681,8.06791483113069,0.5418502202643172
vol_mean_w,1m,UP_SMOOTH,bar_1,1,1,104,24.73798076923077,0.6538461538461539
vol_mean_w,1m,UP_SMOOTH,bar_2,2,2,88,21.727272727272727,0.6590909090909091
vol_mean_w,1m,UP_SMOOTH,bar_3_4,3,4,144,24.475694444444443,0.6527777777777778
vol_mean_w,1m,UP_SMOOTH,bar_5_8,5,8,180,36.57361111111111,0.6888888888888889
vol_mean_w,1m,UP_SMOOTH,bar_9_16,9,16,227,43.99008810572687,0.7048458149779736
vol_mean_w,1m,UP_SMOOTH,bar_17p,17,9999,687,50.459243085880644,0.660844250363901
vol_mean_w,1m,UP_CHOPPY,bar_1,1,1,67,19.5,0.6716417910447762
vol_mean_w,1m,UP_CHOPPY,bar_2,2,2,60,24.645833333333332,0.6833333333333333
vol_mean_w,1m,UP_CHOPPY,bar_3_4,3,4,86,20.02906976744186,0.6511627906976745
vol_mean_w,1m,UP_CHOPPY,bar_5_8,5,8,92,35.76086956521739,0.75
vol_mean_w,1m,UP_CHOPPY,bar_9_16,9,16,124,47.608870967741936,0.6129032258064516
vol_mean_w,1m,UP_CHOPPY,bar_17p,17,9999,356,27.730337078651687,0.6544943820224719
vol_mean_w,1m,DOWN_SMOOTH,bar_1,1,1,60,-54.979166666666664,0.2833333333333333
vol_mean_w,1m,DOWN_SMOOTH,bar_2,2,2,51,-61.681372549019606,0.27450980392156865
vol_mean_w,1m,DOWN_SMOOTH,bar_3_4,3,4,80,-63.43125,0.3375
vol_mean_w,1m,DOWN_SMOOTH,bar_5_8,5,8,100,-40.2025,0.44
vol_mean_w,1m,DOWN_SMOOTH,bar_9_16,9,16,167,-13.730538922155688,0.4251497005988024
vol_mean_w,1m,DOWN_SMOOTH,bar_17p,17,9999,475,-41.956315789473685,0.4231578947368421
vol_mean_w,1m,DOWN_CHOPPY,bar_1,1,1,46,-11.782608695652174,0.3695652173913043
vol_mean_w,1m,DOWN_CHOPPY,bar_2,2,2,42,-10.232142857142858,0.42857142857142855
vol_mean_w,1m,DOWN_CHOPPY,bar_3_4,3,4,65,-17.51923076923077,0.49230769230769234
vol_mean_w,1m,DOWN_CHOPPY,bar_5_8,5,8,89,-32.36797752808989,0.34831460674157305
vol_mean_w,1m,DOWN_CHOPPY,bar_9_16,9,16,116,-32.91379310344828,0.28448275862068967
vol_mean_w,1m,DOWN_CHOPPY,bar_17p,17,9999,240,-25.077083333333334,0.4041666666666667
vol_mean_w,1m,FLAT_SMOOTH,bar_1,1,1,132,2.5890151515151514,0.5303030303030303
vol_mean_w,1m,FLAT_SMOOTH,bar_2,2,2,115,3.2043478260869565,0.5391304347826087
vol_mean_w,1m,FLAT_SMOOTH,bar_3_4,3,4,179,1.8715083798882681,0.553072625698324
vol_mean_w,1m,FLAT_SMOOTH,bar_5_8,5,8,207,2.869565217391304,0.5603864734299517
vol_mean_w,1m,FLAT_SMOOTH,bar_9_16,9,16,267,-13.175093632958802,0.4794007490636704
vol_mean_w,1m,FLAT_SMOOTH,bar_17p,17,9999,1078,-0.5883580705009277,0.5408163265306123
vol_mean_w,1m,FLAT_CHOPPY,bar_1,1,1,258,-4.503875968992248,0.49224806201550386
vol_mean_w,1m,FLAT_CHOPPY,bar_2,2,2,229,-5.543668122270742,0.5021834061135371
vol_mean_w,1m,FLAT_CHOPPY,bar_3_4,3,4,361,1.492382271468144,0.5373961218836565
vol_mean_w,1m,FLAT_CHOPPY,bar_5_8,5,8,462,1.0064935064935066,0.5562770562770563
vol_mean_w,1m,FLAT_CHOPPY,bar_9_16,9,16,646,-1.0557275541795665,0.5077399380804953
vol_mean_w,1m,FLAT_CHOPPY,bar_17p,17,9999,1707,3.6660808435852372,0.5512595196250732
vol_mean_w,5m,UP_SMOOTH,bar_1,1,1,56,24.200892857142858,0.5714285714285714
vol_mean_w,5m,UP_SMOOTH,bar_2,2,2,52,26.735576923076923,0.6538461538461539
vol_mean_w,5m,UP_SMOOTH,bar_3_4,3,4,100,25.415,0.65
vol_mean_w,5m,UP_SMOOTH,bar_5_8,5,8,174,37.560344827586206,0.6666666666666666
vol_mean_w,5m,UP_SMOOTH,bar_9_16,9,16,238,48.569327731092436,0.7521008403361344
vol_mean_w,5m,UP_SMOOTH,bar_17p,17,9999,810,45.09475308641975,0.654320987654321
vol_mean_w,5m,UP_CHOPPY,bar_1,1,1,33,17.71969696969697,0.7575757575757576
vol_mean_w,5m,UP_CHOPPY,bar_2,2,2,33,24.174242424242426,0.7575757575757576
vol_mean_w,5m,UP_CHOPPY,bar_3_4,3,4,58,26.512931034482758,0.7068965517241379
vol_mean_w,5m,UP_CHOPPY,bar_5_8,5,8,93,30.311827956989248,0.6989247311827957
vol_mean_w,5m,UP_CHOPPY,bar_9_16,9,16,130,42.86538461538461,0.5692307692307692
vol_mean_w,5m,UP_CHOPPY,bar_17p,17,9999,438,28.775114155251142,0.678082191780822
vol_mean_w,5m,DOWN_SMOOTH,bar_1,1,1,30,-68.44166666666666,0.3333333333333333
vol_mean_w,5m,DOWN_SMOOTH,bar_3_4,3,4,49,-56.63265306122449,0.40816326530612246
vol_mean_w,5m,DOWN_SMOOTH,bar_5_8,5,8,88,-23.980113636363637,0.5113636363636364
vol_mean_w,5m,DOWN_SMOOTH,bar_9_16,9,16,143,-0.7062937062937062,0.4825174825174825
vol_mean_w,5m,DOWN_SMOOTH,bar_17p,17,9999,595,-52.833193277310926,0.3815126050420168
vol_mean_w,5m,DOWN_CHOPPY,bar_3_4,3,4,41,-29.579268292682926,0.3902439024390244
vol_mean_w,5m,DOWN_CHOPPY,bar_5_8,5,8,78,-41.41346153846154,0.32051282051282054
vol_mean_w,5m,DOWN_CHOPPY,bar_9_16,9,16,129,-29.25,0.3178294573643411
vol_mean_w,5m,DOWN_CHOPPY,bar_17p,17,9999,301,-25.47840531561462,0.4152823920265781
vol_mean_w,5m,FLAT_SMOOTH,bar_1,1,1,73,4.434931506849315,0.6027397260273972
vol_mean_w,5m,FLAT_SMOOTH,bar_2,2,2,65,0.4461538461538462,0.5538461538461539
vol_mean_w,5m,FLAT_SMOOTH,bar_3_4,3,4,118,-1.8495762711864407,0.559322033898305
vol_mean_w,5m,FLAT_SMOOTH,bar_5_8,5,8,202,-2.2735148514851486,0.5
vol_mean_w,5m,FLAT_SMOOTH,bar_9_16,9,16,279,-9.015232974910393,0.5125448028673835
vol_mean_w,5m,FLAT_SMOOTH,bar_17p,17,9999,1240,-0.7076612903225806,0.5314516129032258
vol_mean_w,5m,FLAT_CHOPPY,bar_1,1,1,138,-6.518115942028985,0.4927536231884058
vol_mean_w,5m,FLAT_CHOPPY,bar_2,2,2,126,-2.8154761904761907,0.5396825396825397
vol_mean_w,5m,FLAT_CHOPPY,bar_3_4,3,4,236,-1.1885593220338984,0.5635593220338984
vol_mean_w,5m,FLAT_CHOPPY,bar_5_8,5,8,405,-4.7407407407407405,0.5308641975308642
vol_mean_w,5m,FLAT_CHOPPY,bar_9_16,9,16,636,1.6855345911949686,0.5188679245283019
vol_mean_w,5m,FLAT_CHOPPY,bar_17p,17,9999,2122,4.367224316682375,0.55937794533459
vol_mean_w,15m,UP_SMOOTH,bar_3_4,3,4,53,67.25471698113208,0.8301886792452831
vol_mean_w,15m,UP_SMOOTH,bar_5_8,5,8,102,40.845588235294116,0.7352941176470589
vol_mean_w,15m,UP_SMOOTH,bar_9_16,9,16,193,30.142487046632123,0.7357512953367875
vol_mean_w,15m,UP_SMOOTH,bar_17p,17,9999,1029,37.738338192419825,0.6394557823129252
vol_mean_w,15m,UP_CHOPPY,bar_3_4,3,4,31,89.3225806451613,0.6129032258064516
vol_mean_w,15m,UP_CHOPPY,bar_5_8,5,8,60,42.9875,0.7166666666666667
vol_mean_w,15m,UP_CHOPPY,bar_9_16,9,16,120,27.86875,0.7166666666666667
vol_mean_w,15m,UP_CHOPPY,bar_17p,17,9999,543,24.83609576427256,0.6316758747697975
vol_mean_w,15m,DOWN_SMOOTH,bar_3_4,3,4,33,-13.159090909090908,0.45454545454545453
vol_mean_w,15m,DOWN_SMOOTH,bar_5_8,5,8,64,-0.79296875,0.515625
vol_mean_w,15m,DOWN_SMOOTH,bar_9_16,9,16,124,-14.891129032258064,0.4596774193548387
vol_mean_w,15m,DOWN_SMOOTH,bar_17p,17,9999,678,-59.67588495575221,0.32595870206489674
vol_mean_w,15m,DOWN_CHOPPY,bar_5_8,5,8,40,-23.76875,0.3
vol_mean_w,15m,DOWN_CHOPPY,bar_9_16,9,16,80,-24.096875,0.5
vol_mean_w,15m,DOWN_CHOPPY,bar_17p,17,9999,440,-35.13352272727273,0.36818181818181817
vol_mean_w,15m,FLAT_SMOOTH,bar_1,1,1,38,-4.0855263157894735,0.42105263157894735
vol_mean_w,15m,FLAT_SMOOTH,bar_2,2,2,38,-2.1184210526315788,0.5
vol_mean_w,15m,FLAT_SMOOTH,bar_3_4,3,4,75,-1.5,0.5066666666666667
vol_mean_w,15m,FLAT_SMOOTH,bar_5_8,5,8,146,-5.299657534246576,0.6164383561643836
vol_mean_w,15m,FLAT_SMOOTH,bar_9_16,9,16,269,-22.648698884758364,0.43866171003717475
vol_mean_w,15m,FLAT_SMOOTH,bar_17p,17,9999,1406,3.0556543385490755,0.5483641536273115
vol_mean_w,15m,FLAT_CHOPPY,bar_1,1,1,70,3.9714285714285715,0.5285714285714286
vol_mean_w,15m,FLAT_CHOPPY,bar_2,2,2,70,2.4464285714285716,0.5857142857142857
vol_mean_w,15m,FLAT_CHOPPY,bar_3_4,3,4,137,5.967153284671533,0.583941605839416
vol_mean_w,15m,FLAT_CHOPPY,bar_5_8,5,8,262,-1.2490458015267176,0.5267175572519084
vol_mean_w,15m,FLAT_CHOPPY,bar_9_16,9,16,496,-5.28125,0.5
vol_mean_w,15m,FLAT_CHOPPY,bar_17p,17,9999,2628,0.5390030441400304,0.5315829528158296
vol_mean_w,1h,UP_SMOOTH,bar_3_4,3,4,42,28.476190476190474,0.7619047619047619
vol_mean_w,1h,UP_SMOOTH,bar_5_8,5,8,84,19.467261904761905,0.6428571428571429
vol_mean_w,1h,UP_SMOOTH,bar_9_16,9,16,160,24.1375,0.6875
vol_mean_w,1h,UP_SMOOTH,bar_17p,17,9999,1113,22.394204851752022,0.5696316262353999
vol_mean_w,1h,UP_CHOPPY,bar_5_8,5,8,32,22.765625,0.6875
vol_mean_w,1h,UP_CHOPPY,bar_9_16,9,16,64,14.95703125,0.671875
vol_mean_w,1h,UP_CHOPPY,bar_17p,17,9999,664,13.966867469879517,0.5180722891566265
vol_mean_w,1h,DOWN_SMOOTH,bar_5_8,5,8,48,-65.02083333333333,0.3541666666666667
vol_mean_w,1h,DOWN_SMOOTH,bar_9_16,9,16,92,-59.86413043478261,0.25
vol_mean_w,1h,DOWN_SMOOTH,bar_17p,17,9999,748,-16.845254010695186,0.49732620320855614
vol_mean_w,1h,DOWN_CHOPPY,bar_5_8,5,8,32,10.03125,0.71875
vol_mean_w,1h,DOWN_CHOPPY,bar_9_16,9,16,64,-18.296875,0.609375
vol_mean_w,1h,DOWN_CHOPPY,bar_17p,17,9999,472,-22.23887711864407,0.3834745762711864
vol_mean_w,1h,FLAT_SMOOTH,bar_3_4,3,4,46,5.413043478260869,0.6086956521739131
vol_mean_w,1h,FLAT_SMOOTH,bar_5_8,5,8,92,7.489130434782608,0.6086956521739131
vol_mean_w,1h,FLAT_SMOOTH,bar_9_16,9,16,184,21.24048913043478,0.5706521739130435
vol_mean_w,1h,FLAT_SMOOTH,bar_17p,17,9999,1588,2.8243073047858944,0.5239294710327456
vol_mean_w,1h,FLAT_CHOPPY,bar_1,1,1,37,6.466216216216216,0.4594594594594595
vol_mean_w,1h,FLAT_CHOPPY,bar_2,2,2,37,-8.756756756756756,0.4864864864864865
vol_mean_w,1h,FLAT_CHOPPY,bar_3_4,3,4,74,-9.503378378378379,0.43243243243243246
vol_mean_w,1h,FLAT_CHOPPY,bar_5_8,5,8,148,-4.9324324324324325,0.5202702702702703
vol_mean_w,1h,FLAT_CHOPPY,bar_9_16,9,16,292,20.622431506849313,0.5684931506849316
vol_mean_w,1h,FLAT_CHOPPY,bar_17p,17,9999,3075,7.0754471544715445,0.5479674796747968
vol_velocity_w,5s,UP_SMOOTH,bar_1,1,1,1069,26.22754911131899,0.6304957904583723
vol_velocity_w,5s,UP_SMOOTH,bar_2,2,2,279,29.975806451612904,0.6344086021505376
vol_velocity_w,5s,UP_SMOOTH,bar_3_4,3,4,95,47.12894736842105,0.7368421052631579
vol_velocity_w,5s,UP_CHOPPY,bar_1,1,1,588,17.869897959183675,0.6156462585034014
vol_velocity_w,5s,UP_CHOPPY,bar_2,2,2,148,26.29560810810811,0.5878378378378378
vol_velocity_w,5s,UP_CHOPPY,bar_3_4,3,4,51,31.69607843137255,0.6470588235294118
vol_velocity_w,5s,DOWN_SMOOTH,bar_1,1,1,732,-29.807718579234972,0.3975409836065574
vol_velocity_w,5s,DOWN_SMOOTH,bar_2,2,2,193,-42.35362694300518,0.3471502590673575
vol_velocity_w,5s,DOWN_SMOOTH,bar_3_4,3,4,69,-57.53623188405797,0.2898550724637681
vol_velocity_w,5s,DOWN_CHOPPY,bar_1,1,1,423,-13.252364066193854,0.4231678486997636
vol_velocity_w,5s,DOWN_CHOPPY,bar_2,2,2,115,-19.971739130434784,0.34782608695652173
vol_velocity_w,5s,DOWN_CHOPPY,bar_3_4,3,4,59,-36.38559322033898,0.2711864406779661
vol_velocity_w,5s,FLAT_SMOOTH,bar_1,1,1,1506,-0.0049800796812749,0.5205843293492696
vol_velocity_w,5s,FLAT_SMOOTH,bar_2,2,2,374,0.47192513368983957,0.5561497326203209
vol_velocity_w,5s,FLAT_SMOOTH,bar_3_4,3,4,115,1.0065217391304349,0.5826086956521739
vol_velocity_w,5s,FLAT_CHOPPY,bar_1,1,1,2895,-0.4329879101899827,0.5126079447322971
vol_velocity_w,5s,FLAT_CHOPPY,bar_2,2,2,731,1.1610807113543091,0.5239398084815321
vol_velocity_w,5s,FLAT_CHOPPY,bar_3_4,3,4,281,-3.2393238434163703,0.5658362989323843
vol_velocity_w,1m,UP_SMOOTH,bar_1,1,1,905,23.18729281767956,0.6176795580110497
vol_velocity_w,1m,UP_SMOOTH,bar_2,2,2,280,37.41428571428571,0.6857142857142857
vol_velocity_w,1m,UP_SMOOTH,bar_3_4,3,4,217,41.87442396313364,0.6912442396313364
vol_velocity_w,1m,UP_SMOOTH,bar_5_8,5,8,31,47.95967741935484,0.8709677419354839
vol_velocity_w,1m,UP_CHOPPY,bar_1,1,1,483,16.149585921325052,0.577639751552795
vol_velocity_w,1m,UP_CHOPPY,bar_2,2,2,173,29.023121387283236,0.6705202312138728
vol_velocity_w,1m,UP_CHOPPY,bar_3_4,3,4,112,40.22767857142857,0.6428571428571429
vol_velocity_w,1m,DOWN_SMOOTH,bar_1,1,1,579,-33.79274611398964,0.38169257340241797
vol_velocity_w,1m,DOWN_SMOOTH,bar_2,2,2,205,-35.0390243902439,0.4
vol_velocity_w,1m,DOWN_SMOOTH,bar_3_4,3,4,131,-52.57442748091603,0.29770992366412213
vol_velocity_w,1m,DOWN_CHOPPY,bar_1,1,1,372,-13.863575268817204,0.42473118279569894
vol_velocity_w,1m,DOWN_CHOPPY,bar_2,2,2,126,-14.53968253968254,0.4365079365079365
vol_velocity_w,1m,DOWN_CHOPPY,bar_3_4,3,4,89,-5.567415730337078,0.4157303370786517
vol_velocity_w,1m,FLAT_SMOOTH,bar_1,1,1,1258,-0.2764308426073132,0.5182829888712241
vol_velocity_w,1m,FLAT_SMOOTH,bar_2,2,2,406,-1.0283251231527093,0.5098522167487685
vol_velocity_w,1m,FLAT_SMOOTH,bar_3_4,3,4,284,0.10827464788732394,0.5528169014084507
vol_velocity_w,1m,FLAT_SMOOTH,bar_5_8,5,8,31,4.766129032258065,0.45161290322580644
vol_velocity_w,1m,FLAT_CHOPPY,bar_1,1,1,2235,0.4608501118568233,0.5190156599552572
vol_velocity_w,1m,FLAT_CHOPPY,bar_2,2,2,789,0.5719264892268695,0.523447401774398
vol_velocity_w,1m,FLAT_CHOPPY,bar_3_4,3,4,562,-1.2802491103202847,0.5088967971530249
vol_velocity_w,1m,FLAT_CHOPPY,bar_5_8,5,8,77,-10.373376623376624,0.4805194805194805
vol_velocity_w,5m,UP_SMOOTH,bar_1,1,1,593,20.580944350758852,0.6138279932546374
vol_velocity_w,5m,UP_SMOOTH,bar_2,2,2,265,24.07547169811321,0.6075471698113207
vol_velocity_w,5m,UP_SMOOTH,bar_3_4,3,4,242,31.53615702479339,0.6487603305785123
vol_velocity_w,5m,UP_SMOOTH,bar_5_8,5,8,242,42.042355371900825,0.7272727272727273
vol_velocity_w,5m,UP_SMOOTH,bar_9_16,9,16,88,35.90625,0.6818181818181818
vol_velocity_w,5m,UP_CHOPPY,bar_1,1,1,321,16.54517133956386,0.5950155763239875
vol_velocity_w,5m,UP_CHOPPY,bar_2,2,2,146,19.296232876712327,0.5753424657534246
vol_velocity_w,5m,UP_CHOPPY,bar_3_4,3,4,144,29.87152777777778,0.6180555555555556
vol_velocity_w,5m,UP_CHOPPY,bar_5_8,5,8,127,44.267716535433074,0.7401574803149606
vol_velocity_w,5m,UP_CHOPPY,bar_9_16,9,16,47,16.356382978723403,0.7021276595744681
vol_velocity_w,5m,DOWN_SMOOTH,bar_1,1,1,425,-27.027058823529412,0.38588235294117645
vol_velocity_w,5m,DOWN_SMOOTH,bar_2,2,2,184,-25.54483695652174,0.43478260869565216
vol_velocity_w,5m,DOWN_SMOOTH,bar_3_4,3,4,154,-42.688311688311686,0.37662337662337664
