**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

concept,tf,regime_2d,run_pos,lo,hi,n,mean_fwd,win_rate
body,5m,DOWN_SMOOTH,bar_3_4,3,4,63,-45.857142857142854,0.3333333333333333
body,5m,DOWN_CHOPPY,bar_1,1,1,458,-14.145196506550219,0.40611353711790393
body,5m,DOWN_CHOPPY,bar_2,2,2,123,-16.607723577235774,0.4065040650406504
body,5m,DOWN_CHOPPY,bar_3_4,3,4,30,-0.26666666666666666,0.4
body,5m,FLAT_SMOOTH,bar_1,1,1,1444,-1.5533240997229918,0.5076177285318559
body,5m,FLAT_SMOOTH,bar_2,2,2,411,-0.18004866180048662,0.5231143552311436
body,5m,FLAT_SMOOTH,bar_3_4,3,4,130,-2.5346153846153845,0.4846153846153846
body,5m,FLAT_CHOPPY,bar_1,1,1,2579,0.6734199302055061,0.5087243117487398
body,5m,FLAT_CHOPPY,bar_2,2,2,797,1.5404642409033877,0.5495608531994981
body,5m,FLAT_CHOPPY,bar_3_4,3,4,324,11.017746913580247,0.5771604938271605
body,5m,FLAT_CHOPPY,bar_5_8,5,8,50,47.905,0.74
body,15m,UP_SMOOTH,bar_1,1,1,336,30.457589285714285,0.6369047619047619
body,15m,UP_SMOOTH,bar_2,2,2,336,28.02827380952381,0.6041666666666666
body,15m,UP_SMOOTH,bar_3_4,3,4,439,32.08086560364465,0.6446469248291572
body,15m,UP_SMOOTH,bar_5_8,5,8,255,43.588235294117645,0.6666666666666666
body,15m,UP_SMOOTH,bar_9_16,9,16,66,34.72727272727273,0.5151515151515151
body,15m,UP_CHOPPY,bar_1,1,1,193,15.094559585492227,0.6113989637305699
body,15m,UP_CHOPPY,bar_2,2,2,193,13.946891191709845,0.616580310880829
body,15m,UP_CHOPPY,bar_3_4,3,4,243,8.299382716049383,0.6008230452674898
body,15m,UP_CHOPPY,bar_5_8,5,8,129,-8.777131782945736,0.5813953488372093
body,15m,UP_CHOPPY,bar_9_16,9,16,36,15.875,0.5833333333333334
body,15m,DOWN_SMOOTH,bar_1,1,1,244,-30.49590163934426,0.3401639344262295
body,15m,DOWN_SMOOTH,bar_2,2,2,244,-32.954918032786885,0.3483606557377049
body,15m,DOWN_SMOOTH,bar_3_4,3,4,293,-30.911262798634812,0.3583617747440273
body,15m,DOWN_SMOOTH,bar_5_8,5,8,137,-31.437956204379564,0.3795620437956204
body,15m,DOWN_CHOPPY,bar_1,1,1,152,-21.582236842105264,0.34868421052631576
body,15m,DOWN_CHOPPY,bar_2,2,2,152,-17.26644736842105,0.375
body,15m,DOWN_CHOPPY,bar_3_4,3,4,182,-16.093406593406595,0.3516483516483517
body,15m,DOWN_CHOPPY,bar_5_8,5,8,84,-16.330357142857142,0.38095238095238093
body,15m,DOWN_CHOPPY,bar_9_16,9,16,30,-49.975,0.16666666666666666
body,15m,FLAT_SMOOTH,bar_1,1,1,487,-1.3706365503080082,0.5030800821355236
body,15m,FLAT_SMOOTH,bar_2,2,2,487,-2.2505133470225873,0.47638603696098564
body,15m,FLAT_SMOOTH,bar_3_4,3,4,602,-2.6416112956810633,0.4833887043189369
body,15m,FLAT_SMOOTH,bar_5_8,5,8,323,-1.4411764705882353,0.47368421052631576
body,15m,FLAT_SMOOTH,bar_9_16,9,16,80,-26.48125,0.2375
body,15m,FLAT_CHOPPY,bar_1,1,1,895,1.6396648044692737,0.5173184357541899
body,15m,FLAT_CHOPPY,bar_2,2,2,895,1.3988826815642459,0.5217877094972067
body,15m,FLAT_CHOPPY,bar_3_4,3,4,1142,3.100043782837128,0.5192644483362522
body,15m,FLAT_CHOPPY,bar_5_8,5,8,604,9.825331125827814,0.5662251655629139
body,15m,FLAT_CHOPPY,bar_9_16,9,16,173,-8.028901734104046,0.49710982658959535
body,1h,UP_SMOOTH,bar_1,1,1,85,24.96764705882353,0.6235294117647059
body,1h,UP_SMOOTH,bar_2,2,2,85,19.570588235294117,0.6235294117647059
body,1h,UP_SMOOTH,bar_3_4,3,4,170,24.770588235294117,0.6705882352941176
body,1h,UP_SMOOTH,bar_5_8,5,8,340,44.75735294117647,0.6617647058823529
body,1h,UP_SMOOTH,bar_9_16,9,16,433,59.54792147806005,0.6466512702078522
body,1h,UP_SMOOTH,bar_17p,17,9999,333,26.365615615615617,0.6606606606606606
body,1h,UP_CHOPPY,bar_1,1,1,46,8.73913043478261,0.5434782608695652
body,1h,UP_CHOPPY,bar_2,2,2,46,4.054347826086956,0.4782608695652174
body,1h,UP_CHOPPY,bar_3_4,3,4,92,19.02445652173913,0.532608695652174
body,1h,UP_CHOPPY,bar_5_8,5,8,184,10.028532608695652,0.5163043478260869
body,1h,UP_CHOPPY,bar_9_16,9,16,244,9.770491803278688,0.5614754098360656
body,1h,UP_CHOPPY,bar_17p,17,9999,180,18.301388888888887,0.6722222222222223
body,1h,DOWN_SMOOTH,bar_1,1,1,64,-25.06640625,0.375
body,1h,DOWN_SMOOTH,bar_2,2,2,64,-26.76953125,0.390625
body,1h,DOWN_SMOOTH,bar_3_4,3,4,128,-24.423828125,0.390625
body,1h,DOWN_SMOOTH,bar_5_8,5,8,256,-23.716796875,0.3671875
body,1h,DOWN_SMOOTH,bar_9_16,9,16,300,-31.2625,0.27666666666666667
body,1h,DOWN_SMOOTH,bar_17p,17,9999,124,-59.83467741935484,0.3951612903225806
body,1h,DOWN_CHOPPY,bar_1,1,1,43,-24.011627906976745,0.3023255813953488
body,1h,DOWN_CHOPPY,bar_2,2,2,43,-23.436046511627907,0.37209302325581395
body,1h,DOWN_CHOPPY,bar_3_4,3,4,86,-27.584302325581394,0.313953488372093
body,1h,DOWN_CHOPPY,bar_5_8,5,8,172,-31.171511627906977,0.29069767441860467
body,1h,DOWN_CHOPPY,bar_9_16,9,16,200,-24.30875,0.295
body,1h,DOWN_CHOPPY,bar_17p,17,9999,56,-18.584821428571427,0.32142857142857145
body,1h,FLAT_SMOOTH,bar_1,1,1,127,0.017716535433070866,0.5275590551181102
body,1h,FLAT_SMOOTH,bar_2,2,2,127,0.7263779527559056,0.5196850393700787
body,1h,FLAT_SMOOTH,bar_3_4,3,4,254,-1.9015748031496063,0.49606299212598426
body,1h,FLAT_SMOOTH,bar_5_8,5,8,508,-1.687007874015748,0.49803149606299213
body,1h,FLAT_SMOOTH,bar_9_16,9,16,635,-2.7866141732283465,0.4645669291338583
body,1h,FLAT_SMOOTH,bar_17p,17,9999,328,-17.3422256097561,0.36585365853658536
body,1h,FLAT_CHOPPY,bar_1,1,1,233,-3.424892703862661,0.49356223175965663
body,1h,FLAT_CHOPPY,bar_2,2,2,233,-2.709227467811159,0.5107296137339056
body,1h,FLAT_CHOPPY,bar_3_4,3,4,466,-6.464592274678112,0.4678111587982833
body,1h,FLAT_CHOPPY,bar_5_8,5,8,932,-3.3559549356223175,0.49141630901287553
body,1h,FLAT_CHOPPY,bar_9_16,9,16,1165,-0.08948497854077253,0.5236051502145923
body,1h,FLAT_CHOPPY,bar_17p,17,9999,693,-5.133838383838384,0.4935064935064935
price_velocity_1b,5s,UP_SMOOTH,bar_1,1,1,1324,23.363481873111784,0.6533232628398792
price_velocity_1b,5s,UP_SMOOTH,bar_2,2,2,394,31.623730964467004,0.6522842639593909
price_velocity_1b,5s,UP_SMOOTH,bar_3_4,3,4,159,28.281446540880502,0.6226415094339622
price_velocity_1b,5s,UP_CHOPPY,bar_1,1,1,587,20.54045996592845,0.6201022146507666
price_velocity_1b,5s,UP_CHOPPY,bar_2,2,2,150,31.643333333333334,0.5866666666666667
price_velocity_1b,5s,UP_CHOPPY,bar_3_4,3,4,62,34.98790322580645,0.5161290322580645
price_velocity_1b,5s,DOWN_SMOOTH,bar_1,1,1,813,-25.50830258302583,0.42066420664206644
price_velocity_1b,5s,DOWN_SMOOTH,bar_2,2,2,200,-31.64125,0.39
price_velocity_1b,5s,DOWN_SMOOTH,bar_3_4,3,4,71,-30.528169014084508,0.4084507042253521
price_velocity_1b,5s,DOWN_CHOPPY,bar_1,1,1,490,-13.488775510204082,0.42653061224489797
price_velocity_1b,5s,DOWN_CHOPPY,bar_2,2,2,127,-22.755905511811022,0.3543307086614173
price_velocity_1b,5s,DOWN_CHOPPY,bar_3_4,3,4,43,-28.28488372093023,0.32558139534883723
price_velocity_1b,5s,FLAT_SMOOTH,bar_1,1,1,1796,-0.23733296213808464,0.5189309576837416
price_velocity_1b,5s,FLAT_SMOOTH,bar_2,2,2,506,-3.7519762845849804,0.4881422924901186
price_velocity_1b,5s,FLAT_SMOOTH,bar_3_4,3,4,219,-8.95662100456621,0.547945205479452
price_velocity_1b,5s,FLAT_CHOPPY,bar_1,1,1,2970,0.04713804713804714,0.5168350168350169
price_velocity_1b,5s,FLAT_CHOPPY,bar_2,2,2,806,1.195409429280397,0.5347394540942928
price_velocity_1b,5s,FLAT_CHOPPY,bar_3_4,3,4,290,-7.539655172413793,0.5517241379310345
price_velocity_1b,5s,FLAT_CHOPPY,bar_5_8,5,8,42,8.779761904761905,0.6190476190476191
price_velocity_1b,1m,UP_SMOOTH,bar_1,1,1,1079,26.924698795180724,0.6524559777571826
price_velocity_1b,1m,UP_SMOOTH,bar_2,2,2,286,34.23951048951049,0.6713286713286714
price_velocity_1b,1m,UP_SMOOTH,bar_3_4,3,4,129,67.24418604651163,0.6976744186046512
price_velocity_1b,1m,UP_CHOPPY,bar_1,1,1,590,19.00423728813559,0.5915254237288136
price_velocity_1b,1m,UP_CHOPPY,bar_2,2,2,155,27.203225806451613,0.6
price_velocity_1b,1m,UP_CHOPPY,bar_3_4,3,4,70,17.589285714285715,0.6285714285714286
price_velocity_1b,1m,DOWN_SMOOTH,bar_1,1,1,705,-30.14113475177305,0.3843971631205674
price_velocity_1b,1m,DOWN_SMOOTH,bar_2,2,2,168,-31.069940476190474,0.36904761904761907
price_velocity_1b,1m,DOWN_SMOOTH,bar_3_4,3,4,76,-32.963815789473685,0.39473684210526316
price_velocity_1b,1m,DOWN_CHOPPY,bar_1,1,1,453,-19.051324503311257,0.4282560706401766
price_velocity_1b,1m,DOWN_CHOPPY,bar_2,2,2,112,-14.098214285714286,0.4642857142857143
price_velocity_1b,1m,DOWN_CHOPPY,bar_3_4,3,4,34,-33.72794117647059,0.2647058823529412
price_velocity_1b,1m,FLAT_SMOOTH,bar_1,1,1,1496,0.393048128342246,0.5387700534759359
price_velocity_1b,1m,FLAT_SMOOTH,bar_2,2,2,348,1.6882183908045978,0.5201149425287356
price_velocity_1b,1m,FLAT_SMOOTH,bar_3_4,3,4,124,-8.237903225806452,0.46774193548387094
price_velocity_1b,1m,FLAT_CHOPPY,bar_1,1,1,2743,-0.2872767043383157,0.5165876777251185
price_velocity_1b,1m,FLAT_CHOPPY,bar_2,2,2,709,0.9883638928067701,0.5176304654442877
price_velocity_1b,1m,FLAT_CHOPPY,bar_3_4,3,4,304,2.2228618421052633,0.5328947368421053
price_velocity_1b,5m,UP_SMOOTH,bar_1,1,1,981,25.64525993883792,0.6258919469928644
price_velocity_1b,5m,UP_SMOOTH,bar_2,2,2,290,35.07586206896552,0.6379310344827587
price_velocity_1b,5m,UP_SMOOTH,bar_3_4,3,4,136,49.375,0.6617647058823529
price_velocity_1b,5m,UP_SMOOTH,bar_5_8,5,8,34,80.1029411764706,0.6470588235294118
price_velocity_1b,5m,UP_CHOPPY,bar_1,1,1,560,17.662946428571427,0.5946428571428571
price_velocity_1b,5m,UP_CHOPPY,bar_2,2,2,161,11.003105590062113,0.5962732919254659
price_velocity_1b,5m,UP_CHOPPY,bar_3_4,3,4,70,35.160714285714285,0.6571428571428571
price_velocity_1b,5m,DOWN_SMOOTH,bar_1,1,1,694,-31.047190201729105,0.361671469740634
price_velocity_1b,5m,DOWN_SMOOTH,bar_2,2,2,188,-38.546542553191486,0.3351063829787234
price_velocity_1b,5m,DOWN_SMOOTH,bar_3_4,3,4,62,-46.40725806451613,0.3387096774193548
price_velocity_1b,5m,DOWN_CHOPPY,bar_1,1,1,454,-14.107378854625551,0.3986784140969163
price_velocity_1b,5m,DOWN_CHOPPY,bar_2,2,2,120,-14.572916666666666,0.4166666666666667
price_velocity_1b,5m,DOWN_CHOPPY,bar_3_4,3,4,30,-3.1333333333333333,0.4
price_velocity_1b,5m,FLAT_SMOOTH,bar_1,1,1,1437,-1.6473556019485038,0.5080027835768963
price_velocity_1b,5m,FLAT_SMOOTH,bar_2,2,2,413,1.0901937046004844,0.5326876513317191
price_velocity_1b,5m,FLAT_SMOOTH,bar_3_4,3,4,135,-1.3888888888888888,0.4962962962962963
price_velocity_1b,5m,FLAT_CHOPPY,bar_1,1,1,2597,0.5374470542934154,0.5075086638428956
price_velocity_1b,5m,FLAT_CHOPPY,bar_2,2,2,794,1.7506297229219143,0.5428211586901763
price_velocity_1b,5m,FLAT_CHOPPY,bar_3_4,3,4,318,11.647012578616351,0.5911949685534591
price_velocity_1b,5m,FLAT_CHOPPY,bar_5_8,5,8,46,37.06521739130435,0.6956521739130435
price_velocity_1b,15m,UP_SMOOTH,bar_1,1,1,343,28.892128279883384,0.641399416909621
price_velocity_1b,15m,UP_SMOOTH,bar_2,2,2,343,26.978862973760933,0.6034985422740525
price_velocity_1b,15m,UP_SMOOTH,bar_3_4,3,4,449,31.219376391982184,0.6458797327394209
price_velocity_1b,15m,UP_SMOOTH,bar_5_8,5,8,257,52.15369649805447,0.6653696498054474
price_velocity_1b,15m,UP_SMOOTH,bar_9_16,9,16,57,43.45175438596491,0.5263157894736842
price_velocity_1b,15m,UP_CHOPPY,bar_1,1,1,190,14.85921052631579,0.6052631578947368
price_velocity_1b,15m,UP_CHOPPY,bar_2,2,2,190,13.911842105263158,0.6105263157894737
price_velocity_1b,15m,UP_CHOPPY,bar_3_4,3,4,241,8.008298755186722,0.5975103734439834
price_velocity_1b,15m,UP_CHOPPY,bar_5_8,5,8,131,-7.683206106870229,0.5877862595419847
price_velocity_1b,15m,UP_CHOPPY,bar_9_16,9,16,37,16.83108108108108,0.5945945945945946
price_velocity_1b,15m,DOWN_SMOOTH,bar_1,1,1,243,-30.22119341563786,0.345679012345679
price_velocity_1b,15m,DOWN_SMOOTH,bar_2,2,2,243,-33.44444444444444,0.3497942386831276
price_velocity_1b,15m,DOWN_SMOOTH,bar_3_4,3,4,296,-31.597972972972972,0.3581081081081081
price_velocity_1b,15m,DOWN_SMOOTH,bar_5_8,5,8,141,-31.115248226950353,0.3829787234042553
price_velocity_1b,15m,DOWN_CHOPPY,bar_1,1,1,155,-22.017741935483873,0.34838709677419355
price_velocity_1b,15m,DOWN_CHOPPY,bar_2,2,2,155,-17.416129032258066,0.38064516129032255
price_velocity_1b,15m,DOWN_CHOPPY,bar_3_4,3,4,185,-16.72972972972973,0.34054054054054056
price_velocity_1b,15m,DOWN_CHOPPY,bar_5_8,5,8,84,-16.764880952380953,0.36904761904761907
price_velocity_1b,15m,DOWN_CHOPPY,bar_9_16,9,16,30,-49.975,0.16666666666666666
price_velocity_1b,15m,FLAT_SMOOTH,bar_1,1,1,490,-1.4341836734693878,0.5020408163265306
price_velocity_1b,15m,FLAT_SMOOTH,bar_2,2,2,490,-1.7673469387755103,0.4857142857142857
price_velocity_1b,15m,FLAT_SMOOTH,bar_3_4,3,4,607,-2.192339373970346,0.49093904448105435
price_velocity_1b,15m,FLAT_SMOOTH,bar_5_8,5,8,330,-1.4666666666666666,0.4727272727272727
price_velocity_1b,15m,FLAT_SMOOTH,bar_9_16,9,16,84,-24.836309523809526,0.2619047619047619
price_velocity_1b,15m,FLAT_CHOPPY,bar_1,1,1,890,1.8952247191011236,0.5191011235955056
price_velocity_1b,15m,FLAT_CHOPPY,bar_2,2,2,890,1.3623595505617978,0.5213483146067416
price_velocity_1b,15m,FLAT_CHOPPY,bar_3_4,3,4,1135,3.038986784140969,0.518942731277533
price_velocity_1b,15m,FLAT_CHOPPY,bar_5_8,5,8,603,9.528192371475953,0.5688225538971807
price_velocity_1b,15m,FLAT_CHOPPY,bar_9_16,9,16,168,-5.977678571428571,0.5178571428571429
price_velocity_1b,1h,UP_SMOOTH,bar_1,1,1,86,21.9796511627907,0.627906976744186
price_velocity_1b,1h,UP_SMOOTH,bar_2,2,2,86,17.183139534883722,0.627906976744186
price_velocity_1b,1h,UP_SMOOTH,bar_3_4,3,4,172,22.656976744186046,0.6569767441860465
price_velocity_1b,1h,UP_SMOOTH,bar_5_8,5,8,344,44.20639534883721,0.6540697674418605
price_velocity_1b,1h,UP_SMOOTH,bar_9_16,9,16,437,61.42906178489702,0.6544622425629291
price_velocity_1b,1h,UP_SMOOTH,bar_17p,17,9999,321,36.03115264797508,0.7102803738317757
price_velocity_1b,1h,UP_CHOPPY,bar_1,1,1,45,8.472222222222221,0.5333333333333333
price_velocity_1b,1h,UP_CHOPPY,bar_2,2,2,45,3.6277777777777778,0.4666666666666667
price_velocity_1b,1h,UP_CHOPPY,bar_3_4,3,4,90,18.98611111111111,0.5222222222222223
price_velocity_1b,1h,UP_CHOPPY,bar_5_8,5,8,180,10.104166666666666,0.5111111111111111
price_velocity_1b,1h,UP_CHOPPY,bar_9_16,9,16,244,9.989754098360656,0.5737704918032787
price_velocity_1b,1h,UP_CHOPPY,bar_17p,17,9999,188,17.63962765957447,0.6648936170212766
price_velocity_1b,1h,DOWN_SMOOTH,bar_1,1,1,66,-28.147727272727273,0.3484848484848485
price_velocity_1b,1h,DOWN_SMOOTH,bar_2,2,2,66,-31.454545454545453,0.3484848484848485
price_velocity_1b,1h,DOWN_SMOOTH,bar_3_4,3,4,132,-28.876893939393938,0.36363636363636365
price_velocity_1b,1h,DOWN_SMOOTH,bar_5_8,5,8,264,-27.501893939393938,0.3446969696969697
price_velocity_1b,1h,DOWN_SMOOTH,bar_9_16,9,16,304,-30.113486842105264,0.2894736842105263
price_velocity_1b,1h,DOWN_SMOOTH,bar_17p,17,9999,116,-49.70474137931034,0.4224137931034483
price_velocity_1b,1h,DOWN_CHOPPY,bar_1,1,1,43,-24.011627906976745,0.3023255813953488
price_velocity_1b,1h,DOWN_CHOPPY,bar_2,2,2,43,-23.436046511627907,0.37209302325581395
price_velocity_1b,1h,DOWN_CHOPPY,bar_3_4,3,4,86,-27.584302325581394,0.313953488372093
price_velocity_1b,1h,DOWN_CHOPPY,bar_5_8,5,8,172,-31.171511627906977,0.29069767441860467
price_velocity_1b,1h,DOWN_CHOPPY,bar_9_16,9,16,200,-24.30875,0.295
price_velocity_1b,1h,DOWN_CHOPPY,bar_17p,17,9999,56,-18.584821428571427,0.32142857142857145
price_velocity_1b,1h,FLAT_SMOOTH,bar_1,1,1,128,-1.150390625,0.5
price_velocity_1b,1h,FLAT_SMOOTH,bar_2,2,2,128,-0.48828125,0.5
price_velocity_1b,1h,FLAT_SMOOTH,bar_3_4,3,4,256,-2.0087890625,0.4765625
price_velocity_1b,1h,FLAT_SMOOTH,bar_5_8,5,8,512,-1.6533203125,0.48828125
price_velocity_1b,1h,FLAT_SMOOTH,bar_9_16,9,16,635,-2.248031496062992,0.47716535433070867
price_velocity_1b,1h,FLAT_SMOOTH,bar_17p,17,9999,320,-18.14609375,0.365625
price_velocity_1b,1h,FLAT_CHOPPY,bar_1,1,1,230,-3.482608695652174,0.4956521739130435
price_velocity_1b,1h,FLAT_CHOPPY,bar_2,2,2,230,-2.4347826086956523,0.5130434782608696
price_velocity_1b,1h,FLAT_CHOPPY,bar_3_4,3,4,460,-6.311413043478261,0.4652173913043478
price_velocity_1b,1h,FLAT_CHOPPY,bar_5_8,5,8,920,-3.4209239130434783,0.49130434782608695
price_velocity_1b,1h,FLAT_CHOPPY,bar_9_16,9,16,1153,0.5700346921075455,0.5221162185602776
price_velocity_1b,1h,FLAT_CHOPPY,bar_17p,17,9999,681,-4.152716593245228,0.48751835535976507
swing_noise_w,5s,UP_SMOOTH,bar_1,1,1,514,23.90612840466926,0.6439688715953308
swing_noise_w,5s,UP_SMOOTH,bar_2,2,2,202,29.336633663366335,0.6287128712871287
swing_noise_w,5s,UP_SMOOTH,bar_3_4,3,4,184,36.735054347826086,0.6467391304347826
swing_noise_w,5s,UP_SMOOTH,bar_5_8,5,8,162,47.41358024691358,0.6790123456790124
swing_noise_w,5s,UP_SMOOTH,bar_9_16,9,16,148,43.78716216216216,0.7162162162162162
swing_noise_w,5s,UP_SMOOTH,bar_17p,17,9999,256,117.53515625,0.72265625
swing_noise_w,5s,UP_CHOPPY,bar_1,1,1,250,20.254,0.636
swing_noise_w,5s,UP_CHOPPY,bar_2,2,2,94,23.789893617021278,0.6382978723404256
swing_noise_w,5s,UP_CHOPPY,bar_3_4,3,4,85,38.370588235294115,0.7176470588235294
swing_noise_w,5s,UP_CHOPPY,bar_5_8,5,8,84,53.92559523809524,0.75
swing_noise_w,5s,UP_CHOPPY,bar_9_16,9,16,91,43.005494505494504,0.6813186813186813
swing_noise_w,5s,UP_CHOPPY,bar_17p,17,9999,199,62.48618090452261,0.6482412060301508
swing_noise_w,5s,DOWN_SMOOTH,bar_1,1,1,253,-37.09090909090909,0.41106719367588934
swing_noise_w,5s,DOWN_SMOOTH,bar_2,2,2,117,-50.544871794871796,0.36752136752136755
swing_noise_w,5s,DOWN_SMOOTH,bar_3_4,3,4,116,-51.86853448275862,0.35344827586206895
swing_noise_w,5s,DOWN_SMOOTH,bar_5_8,5,8,114,-36.31798245614035,0.35964912280701755
swing_noise_w,5s,DOWN_SMOOTH,bar_9_16,9,16,120,1.88125,0.5166666666666667
swing_noise_w,5s,DOWN_SMOOTH,bar_17p,17,9999,217,-73.47119815668202,0.35944700460829493
swing_noise_w,5s,DOWN_CHOPPY,bar_1,1,1,212,-13.068396226415095,0.419811320754717
swing_noise_w,5s,DOWN_CHOPPY,bar_2,2,2,88,-17.272727272727273,0.36363636363636365
swing_noise_w,5s,DOWN_CHOPPY,bar_3_4,3,4,89,-9.963483146067416,0.4044943820224719
swing_noise_w,5s,DOWN_CHOPPY,bar_5_8,5,8,77,-51.77597402597402,0.38961038961038963
swing_noise_w,5s,DOWN_CHOPPY,bar_9_16,9,16,64,-35.26171875,0.328125
swing_noise_w,5s,DOWN_CHOPPY,bar_17p,17,9999,73,-38.19178082191781,0.3698630136986301
swing_noise_w,5s,FLAT_SMOOTH,bar_1,1,1,796,0.8071608040201005,0.5138190954773869
swing_noise_w,5s,FLAT_SMOOTH,bar_2,2,2,323,3.18343653250774,0.541795665634675
swing_noise_w,5s,FLAT_SMOOTH,bar_3_4,3,4,264,4.583333333333333,0.5340909090909091
swing_noise_w,5s,FLAT_SMOOTH,bar_5_8,5,8,216,8.274305555555555,0.6157407407407407
swing_noise_w,5s,FLAT_SMOOTH,bar_9_16,9,16,178,-22.39185393258427,0.4887640449438202
swing_noise_w,5s,FLAT_SMOOTH,bar_17p,17,9999,218,-21.04243119266055,0.5229357798165137
swing_noise_w,5s,FLAT_CHOPPY,bar_1,1,1,1188,2.9402356902356903,0.5176767676767676
swing_noise_w,5s,FLAT_CHOPPY,bar_2,2,2,522,5.674329501915709,0.5172413793103449
swing_noise_w,5s,FLAT_CHOPPY,bar_3_4,3,4,544,2.5776654411764706,0.5128676470588235
swing_noise_w,5s,FLAT_CHOPPY,bar_5_8,5,8,510,4.150980392156863,0.5352941176470588
swing_noise_w,5s,FLAT_CHOPPY,bar_9_16,9,16,386,-3.4507772020725387,0.5544041450777202
swing_noise_w,5s,FLAT_CHOPPY,bar_17p,17,9999,536,-4.610541044776119,0.5298507462686567
swing_noise_w,1m,UP_SMOOTH,bar_1,1,1,169,25.451183431952664,0.6568047337278107
swing_noise_w,1m,UP_SMOOTH,bar_2,2,2,151,24.605960264900663,0.6556291390728477
swing_noise_w,1m,UP_SMOOTH,bar_3_4,3,4,251,24.709163346613547,0.6533864541832669
swing_noise_w,1m,UP_SMOOTH,bar_5_8,5,8,289,27.21280276816609,0.657439446366782
swing_noise_w,1m,UP_SMOOTH,bar_9_16,9,16,258,35.83624031007752,0.7015503875968992
swing_noise_w,1m,UP_SMOOTH,bar_17p,17,9999,317,92.33832807570978,0.6719242902208202
swing_noise_w,1m,UP_CHOPPY,bar_1,1,1,90,21.594444444444445,0.6555555555555556
swing_noise_w,1m,UP_CHOPPY,bar_2,2,2,80,26.303125,0.65
swing_noise_w,1m,UP_CHOPPY,bar_3_4,3,4,119,26.983193277310924,0.6470588235294118
swing_noise_w,1m,UP_CHOPPY,bar_5_8,5,8,136,36.63419117647059,0.6691176470588235
swing_noise_w,1m,UP_CHOPPY,bar_9_16,9,16,101,26.752475247524753,0.6336633663366337
swing_noise_w,1m,UP_CHOPPY,bar_17p,17,9999,261,53.5727969348659,0.6475095785440613
swing_noise_w,1m,DOWN_SMOOTH,bar_1,1,1,92,-45.25271739130435,0.31521739130434784
swing_noise_w,1m,DOWN_SMOOTH,bar_2,2,2,81,-39.089506172839506,0.38271604938271603
swing_noise_w,1m,DOWN_SMOOTH,bar_3_4,3,4,136,-31.808823529411764,0.47058823529411764
swing_noise_w,1m,DOWN_SMOOTH,bar_5_8,5,8,174,-27.123563218390803,0.4942528735632184
swing_noise_w,1m,DOWN_SMOOTH,bar_9_16,9,16,149,-14.84731543624161,0.4563758389261745
swing_noise_w,1m,DOWN_SMOOTH,bar_17p,17,9999,305,-73.14098360655737,0.3442622950819672
swing_noise_w,1m,DOWN_CHOPPY,bar_1,1,1,79,-7.981012658227848,0.43037974683544306
swing_noise_w,1m,DOWN_CHOPPY,bar_2,2,2,66,-14.803030303030303,0.45454545454545453
swing_noise_w,1m,DOWN_CHOPPY,bar_3_4,3,4,106,-16.9811320754717,0.4056603773584906
swing_noise_w,1m,DOWN_CHOPPY,bar_5_8,5,8,118,-23.125,0.4067796610169492
swing_noise_w,1m,DOWN_CHOPPY,bar_9_16,9,16,94,-31.795212765957448,0.35106382978723405
swing_noise_w,1m,DOWN_CHOPPY,bar_17p,17,9999,138,-26.204710144927535,0.41304347826086957
swing_noise_w,1m,FLAT_SMOOTH,bar_1,1,1,252,0.6795634920634921,0.5238095238095238
swing_noise_w,1m,FLAT_SMOOTH,bar_2,2,2,214,1.59696261682243,0.48598130841121495
swing_noise_w,1m,FLAT_SMOOTH,bar_3_4,3,4,343,4.126093294460642,0.5306122448979592
swing_noise_w,1m,FLAT_SMOOTH,bar_5_8,5,8,373,5.908176943699732,0.5281501340482574
swing_noise_w,1m,FLAT_SMOOTH,bar_9_16,9,16,298,-2.9790268456375837,0.5234899328859061
swing_noise_w,1m,FLAT_SMOOTH,bar_17p,17,9999,499,-14.374749498997996,0.48897795591182364
swing_noise_w,1m,FLAT_CHOPPY,bar_1,1,1,383,1.137728459530026,0.5352480417754569
swing_noise_w,1m,FLAT_CHOPPY,bar_2,2,2,348,0.46336206896551724,0.5545977011494253
swing_noise_w,1m,FLAT_CHOPPY,bar_3_4,3,4,587,1.5834752981260647,0.5502555366269165
swing_noise_w,1m,FLAT_CHOPPY,bar_5_8,5,8,726,-0.5991735537190083,0.5330578512396694
swing_noise_w,1m,FLAT_CHOPPY,bar_9_16,9,16,607,2.9324546952224053,0.5403624382207578
swing_noise_w,1m,FLAT_CHOPPY,bar_17p,17,9999,1016,12.489173228346457,0.5423228346456693
swing_noise_w,5m,UP_SMOOTH,bar_1,1,1,44,47.99431818181818,0.7045454545454546
swing_noise_w,5m,UP_SMOOTH,bar_2,2,2,43,39.7093023255814,0.6744186046511628
swing_noise_w,5m,UP_SMOOTH,bar_3_4,3,4,81,37.53086419753087,0.6666666666666666
swing_noise_w,5m,UP_SMOOTH,bar_5_8,5,8,146,38.1986301369863,0.7191780821917808
swing_noise_w,5m,UP_SMOOTH,bar_9_16,9,16,274,33.74817518248175,0.7518248175182481
swing_noise_w,5m,UP_SMOOTH,bar_17p,17,9999,842,46.722387173396676,0.667458432304038
