**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

concept,tf,regime_2d,run_len,count
price_sigma_w,1h,UP_CHOPPY,60,1
price_sigma_w,1h,UP_CHOPPY,84,1
price_sigma_w,1h,UP_CHOPPY,120,1
price_sigma_w,1h,UP_CHOPPY,144,1
price_sigma_w,1h,UP_CHOPPY,276,1
price_sigma_w,1h,DOWN_SMOOTH,12,1
price_sigma_w,1h,DOWN_SMOOTH,24,2
price_sigma_w,1h,DOWN_SMOOTH,60,1
price_sigma_w,1h,DOWN_SMOOTH,72,3
price_sigma_w,1h,DOWN_SMOOTH,96,1
price_sigma_w,1h,DOWN_SMOOTH,108,1
price_sigma_w,1h,DOWN_SMOOTH,132,1
price_sigma_w,1h,DOWN_SMOOTH,144,1
price_sigma_w,1h,DOWN_CHOPPY,24,2
price_sigma_w,1h,DOWN_CHOPPY,36,1
price_sigma_w,1h,DOWN_CHOPPY,72,2
price_sigma_w,1h,DOWN_CHOPPY,96,1
price_sigma_w,1h,DOWN_CHOPPY,132,1
price_sigma_w,1h,DOWN_CHOPPY,144,1
price_sigma_w,1h,FLAT_SMOOTH,24,2
price_sigma_w,1h,FLAT_SMOOTH,36,5
price_sigma_w,1h,FLAT_SMOOTH,48,3
price_sigma_w,1h,FLAT_SMOOTH,60,1
price_sigma_w,1h,FLAT_SMOOTH,72,2
price_sigma_w,1h,FLAT_SMOOTH,84,1
price_sigma_w,1h,FLAT_SMOOTH,96,2
price_sigma_w,1h,FLAT_SMOOTH,108,2
price_sigma_w,1h,FLAT_SMOOTH,132,2
price_sigma_w,1h,FLAT_SMOOTH,180,2
price_sigma_w,1h,FLAT_CHOPPY,12,4
price_sigma_w,1h,FLAT_CHOPPY,24,2
price_sigma_w,1h,FLAT_CHOPPY,36,3
price_sigma_w,1h,FLAT_CHOPPY,48,6
price_sigma_w,1h,FLAT_CHOPPY,60,2
price_sigma_w,1h,FLAT_CHOPPY,72,6
price_sigma_w,1h,FLAT_CHOPPY,84,3
price_sigma_w,1h,FLAT_CHOPPY,96,2
price_sigma_w,1h,FLAT_CHOPPY,108,2
price_sigma_w,1h,FLAT_CHOPPY,120,2
price_sigma_w,1h,FLAT_CHOPPY,132,1
price_sigma_w,1h,FLAT_CHOPPY,144,1
price_sigma_w,1h,FLAT_CHOPPY,156,1
price_sigma_w,1h,FLAT_CHOPPY,168,2
price_sigma_w,1h,FLAT_CHOPPY,192,3
bar_range,5s,UP_SMOOTH,1,418
bar_range,5s,UP_SMOOTH,2,100
bar_range,5s,UP_SMOOTH,3,43
bar_range,5s,UP_SMOOTH,4,16
bar_range,5s,UP_SMOOTH,5,19
bar_range,5s,UP_SMOOTH,6,13
bar_range,5s,UP_SMOOTH,7,4
bar_range,5s,UP_SMOOTH,8,6
bar_range,5s,UP_SMOOTH,9,1
bar_range,5s,UP_SMOOTH,11,5
bar_range,5s,UP_SMOOTH,12,4
bar_range,5s,UP_SMOOTH,13,1
bar_range,5s,UP_SMOOTH,14,2
bar_range,5s,UP_SMOOTH,17,2
bar_range,5s,UP_SMOOTH,18,1
bar_range,5s,UP_SMOOTH,19,1
bar_range,5s,UP_SMOOTH,20,2
bar_range,5s,UP_SMOOTH,24,1
bar_range,5s,UP_SMOOTH,25,1
bar_range,5s,UP_SMOOTH,27,1
bar_range,5s,UP_SMOOTH,30,1
bar_range,5s,UP_SMOOTH,36,1
bar_range,5s,UP_SMOOTH,122,1
bar_range,5s,UP_CHOPPY,1,214
bar_range,5s,UP_CHOPPY,2,52
bar_range,5s,UP_CHOPPY,3,26
bar_range,5s,UP_CHOPPY,4,10
bar_range,5s,UP_CHOPPY,5,10
bar_range,5s,UP_CHOPPY,6,2
bar_range,5s,UP_CHOPPY,7,3
bar_range,5s,UP_CHOPPY,8,3
bar_range,5s,UP_CHOPPY,9,4
bar_range,5s,UP_CHOPPY,10,1
bar_range,5s,UP_CHOPPY,11,3
bar_range,5s,UP_CHOPPY,20,1
bar_range,5s,UP_CHOPPY,21,1
bar_range,5s,UP_CHOPPY,27,1
bar_range,5s,UP_CHOPPY,29,1
bar_range,5s,UP_CHOPPY,40,1
bar_range,5s,UP_CHOPPY,125,1
bar_range,5s,DOWN_SMOOTH,1,236
bar_range,5s,DOWN_SMOOTH,2,70
bar_range,5s,DOWN_SMOOTH,3,24
bar_range,5s,DOWN_SMOOTH,4,9
bar_range,5s,DOWN_SMOOTH,5,7
bar_range,5s,DOWN_SMOOTH,6,2
bar_range,5s,DOWN_SMOOTH,7,1
bar_range,5s,DOWN_SMOOTH,8,2
bar_range,5s,DOWN_SMOOTH,9,1
bar_range,5s,DOWN_SMOOTH,11,4
bar_range,5s,DOWN_SMOOTH,12,3
bar_range,5s,DOWN_SMOOTH,13,1
bar_range,5s,DOWN_SMOOTH,14,2
bar_range,5s,DOWN_SMOOTH,15,1
bar_range,5s,DOWN_SMOOTH,20,1
bar_range,5s,DOWN_SMOOTH,23,2
bar_range,5s,DOWN_SMOOTH,29,2
bar_range,5s,DOWN_SMOOTH,40,1
bar_range,5s,DOWN_SMOOTH,85,1
bar_range,5s,DOWN_CHOPPY,1,155
bar_range,5s,DOWN_CHOPPY,2,31
bar_range,5s,DOWN_CHOPPY,3,23
bar_range,5s,DOWN_CHOPPY,4,13
bar_range,5s,DOWN_CHOPPY,5,4
bar_range,5s,DOWN_CHOPPY,6,3
bar_range,5s,DOWN_CHOPPY,7,5
bar_range,5s,DOWN_CHOPPY,8,1
bar_range,5s,DOWN_CHOPPY,9,1
bar_range,5s,DOWN_CHOPPY,10,2
bar_range,5s,DOWN_CHOPPY,11,1
bar_range,5s,DOWN_CHOPPY,13,1
bar_range,5s,DOWN_CHOPPY,15,2
bar_range,5s,DOWN_CHOPPY,17,2
bar_range,5s,DOWN_CHOPPY,19,1
bar_range,5s,DOWN_CHOPPY,26,1
bar_range,5s,DOWN_CHOPPY,35,2
bar_range,5s,FLAT_SMOOTH,1,648
bar_range,5s,FLAT_SMOOTH,2,157
bar_range,5s,FLAT_SMOOTH,3,68
bar_range,5s,FLAT_SMOOTH,4,42
bar_range,5s,FLAT_SMOOTH,5,18
bar_range,5s,FLAT_SMOOTH,6,12
bar_range,5s,FLAT_SMOOTH,7,9
bar_range,5s,FLAT_SMOOTH,8,7
bar_range,5s,FLAT_SMOOTH,9,7
bar_range,5s,FLAT_SMOOTH,10,5
bar_range,5s,FLAT_SMOOTH,11,6
bar_range,5s,FLAT_SMOOTH,12,1
bar_range,5s,FLAT_SMOOTH,14,5
bar_range,5s,FLAT_SMOOTH,15,3
bar_range,5s,FLAT_SMOOTH,17,3
bar_range,5s,FLAT_SMOOTH,18,1
bar_range,5s,FLAT_SMOOTH,19,3
bar_range,5s,FLAT_SMOOTH,20,1
bar_range,5s,FLAT_SMOOTH,23,1
bar_range,5s,FLAT_SMOOTH,28,1
bar_range,5s,FLAT_SMOOTH,29,1
bar_range,5s,FLAT_SMOOTH,32,1
bar_range,5s,FLAT_SMOOTH,52,1
bar_range,5s,FLAT_SMOOTH,88,1
bar_range,5s,FLAT_CHOPPY,1,902
bar_range,5s,FLAT_CHOPPY,2,234
bar_range,5s,FLAT_CHOPPY,3,104
bar_range,5s,FLAT_CHOPPY,4,66
bar_range,5s,FLAT_CHOPPY,5,39
bar_range,5s,FLAT_CHOPPY,6,29
bar_range,5s,FLAT_CHOPPY,7,14
bar_range,5s,FLAT_CHOPPY,8,10
bar_range,5s,FLAT_CHOPPY,9,4
bar_range,5s,FLAT_CHOPPY,10,15
bar_range,5s,FLAT_CHOPPY,11,5
bar_range,5s,FLAT_CHOPPY,12,3
bar_range,5s,FLAT_CHOPPY,13,7
bar_range,5s,FLAT_CHOPPY,14,5
bar_range,5s,FLAT_CHOPPY,15,3
bar_range,5s,FLAT_CHOPPY,16,5
bar_range,5s,FLAT_CHOPPY,17,1
bar_range,5s,FLAT_CHOPPY,18,1
bar_range,5s,FLAT_CHOPPY,20,2
bar_range,5s,FLAT_CHOPPY,23,1
bar_range,5s,FLAT_CHOPPY,24,2
bar_range,5s,FLAT_CHOPPY,25,2
bar_range,5s,FLAT_CHOPPY,26,1
bar_range,5s,FLAT_CHOPPY,38,1
bar_range,5s,FLAT_CHOPPY,43,1
bar_range,5s,FLAT_CHOPPY,53,1
bar_range,5s,FLAT_CHOPPY,63,1
bar_range,5s,FLAT_CHOPPY,71,1
bar_range,5s,FLAT_CHOPPY,76,1
bar_range,5s,FLAT_CHOPPY,83,1
bar_range,1m,UP_SMOOTH,1,313
bar_range,1m,UP_SMOOTH,2,89
bar_range,1m,UP_SMOOTH,3,41
bar_range,1m,UP_SMOOTH,4,25
bar_range,1m,UP_SMOOTH,5,10
bar_range,1m,UP_SMOOTH,6,13
bar_range,1m,UP_SMOOTH,7,6
bar_range,1m,UP_SMOOTH,8,2
bar_range,1m,UP_SMOOTH,9,2
bar_range,1m,UP_SMOOTH,10,2
bar_range,1m,UP_SMOOTH,11,2
bar_range,1m,UP_SMOOTH,12,3
bar_range,1m,UP_SMOOTH,13,1
bar_range,1m,UP_SMOOTH,14,3
bar_range,1m,UP_SMOOTH,15,3
bar_range,1m,UP_SMOOTH,16,2
bar_range,1m,UP_SMOOTH,18,1
bar_range,1m,UP_SMOOTH,19,3
bar_range,1m,UP_SMOOTH,21,1
bar_range,1m,UP_SMOOTH,22,1
bar_range,1m,UP_SMOOTH,29,1
bar_range,1m,UP_SMOOTH,160,1
bar_range,1m,UP_CHOPPY,1,147
bar_range,1m,UP_CHOPPY,2,43
bar_range,1m,UP_CHOPPY,3,26
bar_range,1m,UP_CHOPPY,4,9
bar_range,1m,UP_CHOPPY,5,7
bar_range,1m,UP_CHOPPY,6,6
bar_range,1m,UP_CHOPPY,7,2
bar_range,1m,UP_CHOPPY,8,4
bar_range,1m,UP_CHOPPY,9,1
bar_range,1m,UP_CHOPPY,10,1
bar_range,1m,UP_CHOPPY,11,3
bar_range,1m,UP_CHOPPY,12,2
bar_range,1m,UP_CHOPPY,14,1
bar_range,1m,UP_CHOPPY,16,1
bar_range,1m,UP_CHOPPY,18,1
bar_range,1m,UP_CHOPPY,20,1
bar_range,1m,UP_CHOPPY,22,1
bar_range,1m,UP_CHOPPY,164,1
bar_range,1m,DOWN_SMOOTH,1,189
bar_range,1m,DOWN_SMOOTH,2,51
bar_range,1m,DOWN_SMOOTH,3,16
bar_range,1m,DOWN_SMOOTH,4,13
bar_range,1m,DOWN_SMOOTH,5,5
bar_range,1m,DOWN_SMOOTH,7,5
bar_range,1m,DOWN_SMOOTH,8,2
bar_range,1m,DOWN_SMOOTH,9,3
bar_range,1m,DOWN_SMOOTH,10,1
bar_range,1m,DOWN_SMOOTH,11,2
bar_range,1m,DOWN_SMOOTH,12,2
bar_range,1m,DOWN_SMOOTH,14,1
bar_range,1m,DOWN_SMOOTH,16,1
bar_range,1m,DOWN_SMOOTH,19,3
bar_range,1m,DOWN_SMOOTH,21,2
bar_range,1m,DOWN_SMOOTH,22,1
bar_range,1m,DOWN_SMOOTH,26,1
bar_range,1m,DOWN_SMOOTH,29,1
bar_range,1m,DOWN_SMOOTH,59,1
bar_range,1m,DOWN_SMOOTH,130,1
bar_range,1m,DOWN_CHOPPY,1,134
bar_range,1m,DOWN_CHOPPY,2,39
bar_range,1m,DOWN_CHOPPY,3,15
bar_range,1m,DOWN_CHOPPY,4,9
bar_range,1m,DOWN_CHOPPY,5,7
bar_range,1m,DOWN_CHOPPY,6,3
bar_range,1m,DOWN_CHOPPY,7,3
bar_range,1m,DOWN_CHOPPY,8,1
bar_range,1m,DOWN_CHOPPY,9,1
bar_range,1m,DOWN_CHOPPY,10,1
bar_range,1m,DOWN_CHOPPY,11,1
bar_range,1m,DOWN_CHOPPY,13,1
bar_range,1m,DOWN_CHOPPY,14,1
bar_range,1m,DOWN_CHOPPY,16,1
bar_range,1m,DOWN_CHOPPY,17,1
bar_range,1m,DOWN_CHOPPY,22,1
bar_range,1m,DOWN_CHOPPY,34,1
bar_range,1m,DOWN_CHOPPY,38,1
bar_range,1m,DOWN_CHOPPY,56,1
bar_range,1m,FLAT_SMOOTH,1,485
bar_range,1m,FLAT_SMOOTH,2,149
bar_range,1m,FLAT_SMOOTH,3,48
bar_range,1m,FLAT_SMOOTH,4,31
bar_range,1m,FLAT_SMOOTH,5,28
bar_range,1m,FLAT_SMOOTH,6,9
bar_range,1m,FLAT_SMOOTH,7,4
bar_range,1m,FLAT_SMOOTH,8,10
bar_range,1m,FLAT_SMOOTH,9,3
bar_range,1m,FLAT_SMOOTH,10,2
bar_range,1m,FLAT_SMOOTH,11,6
bar_range,1m,FLAT_SMOOTH,12,2
bar_range,1m,FLAT_SMOOTH,14,1
bar_range,1m,FLAT_SMOOTH,15,2
bar_range,1m,FLAT_SMOOTH,18,2
bar_range,1m,FLAT_SMOOTH,19,1
bar_range,1m,FLAT_SMOOTH,21,1
bar_range,1m,FLAT_SMOOTH,25,1
bar_range,1m,FLAT_SMOOTH,26,1
bar_range,1m,FLAT_SMOOTH,27,1
bar_range,1m,FLAT_SMOOTH,33,1
bar_range,1m,FLAT_SMOOTH,39,1
bar_range,1m,FLAT_SMOOTH,46,1
bar_range,1m,FLAT_SMOOTH,53,1
bar_range,1m,FLAT_SMOOTH,58,1
bar_range,1m,FLAT_SMOOTH,68,1
bar_range,1m,FLAT_SMOOTH,85,1
bar_range,1m,FLAT_CHOPPY,1,695
bar_range,1m,FLAT_CHOPPY,2,214
bar_range,1m,FLAT_CHOPPY,3,92
bar_range,1m,FLAT_CHOPPY,4,50
bar_range,1m,FLAT_CHOPPY,5,33
bar_range,1m,FLAT_CHOPPY,6,17
bar_range,1m,FLAT_CHOPPY,7,19
bar_range,1m,FLAT_CHOPPY,8,13
bar_range,1m,FLAT_CHOPPY,9,9
bar_range,1m,FLAT_CHOPPY,10,9
bar_range,1m,FLAT_CHOPPY,11,7
bar_range,1m,FLAT_CHOPPY,12,2
bar_range,1m,FLAT_CHOPPY,13,4
bar_range,1m,FLAT_CHOPPY,14,4
bar_range,1m,FLAT_CHOPPY,15,3
bar_range,1m,FLAT_CHOPPY,16,3
bar_range,1m,FLAT_CHOPPY,17,3
bar_range,1m,FLAT_CHOPPY,18,1
bar_range,1m,FLAT_CHOPPY,20,1
bar_range,1m,FLAT_CHOPPY,21,4
bar_range,1m,FLAT_CHOPPY,22,1
bar_range,1m,FLAT_CHOPPY,24,2
bar_range,1m,FLAT_CHOPPY,25,5
bar_range,1m,FLAT_CHOPPY,27,2
bar_range,1m,FLAT_CHOPPY,28,1
bar_range,1m,FLAT_CHOPPY,29,1
bar_range,1m,FLAT_CHOPPY,30,3
bar_range,1m,FLAT_CHOPPY,49,1
bar_range,1m,FLAT_CHOPPY,53,1
bar_range,1m,FLAT_CHOPPY,80,1
bar_range,1m,FLAT_CHOPPY,102,1
bar_range,1m,FLAT_CHOPPY,103,1
bar_range,1m,FLAT_CHOPPY,127,1
bar_range,5m,UP_SMOOTH,1,255
bar_range,5m,UP_SMOOTH,2,94
bar_range,5m,UP_SMOOTH,3,35
bar_range,5m,UP_SMOOTH,4,18
bar_range,5m,UP_SMOOTH,5,13
bar_range,5m,UP_SMOOTH,6,10
bar_range,5m,UP_SMOOTH,7,7
bar_range,5m,UP_SMOOTH,8,3
bar_range,5m,UP_SMOOTH,9,4
bar_range,5m,UP_SMOOTH,10,7
bar_range,5m,UP_SMOOTH,11,4
bar_range,5m,UP_SMOOTH,12,1
bar_range,5m,UP_SMOOTH,13,2
bar_range,5m,UP_SMOOTH,14,2
bar_range,5m,UP_SMOOTH,15,1
bar_range,5m,UP_SMOOTH,16,1
bar_range,5m,UP_SMOOTH,17,4
bar_range,5m,UP_SMOOTH,19,1
bar_range,5m,UP_SMOOTH,21,1
bar_range,5m,UP_SMOOTH,22,1
bar_range,5m,UP_SMOOTH,24,2
bar_range,5m,UP_SMOOTH,26,1
bar_range,5m,UP_SMOOTH,165,1
bar_range,5m,UP_CHOPPY,1,128
bar_range,5m,UP_CHOPPY,2,48
bar_range,5m,UP_CHOPPY,3,18
bar_range,5m,UP_CHOPPY,4,8
bar_range,5m,UP_CHOPPY,5,9
bar_range,5m,UP_CHOPPY,6,6
bar_range,5m,UP_CHOPPY,7,1
bar_range,5m,UP_CHOPPY,8,1
bar_range,5m,UP_CHOPPY,10,2
bar_range,5m,UP_CHOPPY,11,1
bar_range,5m,UP_CHOPPY,13,3
bar_range,5m,UP_CHOPPY,15,1
bar_range,5m,UP_CHOPPY,16,1
bar_range,5m,UP_CHOPPY,18,1
bar_range,5m,UP_CHOPPY,20,1
bar_range,5m,UP_CHOPPY,34,1
bar_range,5m,UP_CHOPPY,45,1
bar_range,5m,UP_CHOPPY,163,1
bar_range,5m,DOWN_SMOOTH,1,144
bar_range,5m,DOWN_SMOOTH,2,57
bar_range,5m,DOWN_SMOOTH,3,24
bar_range,5m,DOWN_SMOOTH,4,8
bar_range,5m,DOWN_SMOOTH,5,8
bar_range,5m,DOWN_SMOOTH,6,4
bar_range,5m,DOWN_SMOOTH,7,4
bar_range,5m,DOWN_SMOOTH,9,1
bar_range,5m,DOWN_SMOOTH,12,1
bar_range,5m,DOWN_SMOOTH,14,1
bar_range,5m,DOWN_SMOOTH,16,1
bar_range,5m,DOWN_SMOOTH,17,2
bar_range,5m,DOWN_SMOOTH,19,3
bar_range,5m,DOWN_SMOOTH,20,1
bar_range,5m,DOWN_SMOOTH,21,2
bar_range,5m,DOWN_SMOOTH,23,1
bar_range,5m,DOWN_SMOOTH,24,1
bar_range,5m,DOWN_SMOOTH,45,1
bar_range,5m,DOWN_SMOOTH,59,1
bar_range,5m,DOWN_SMOOTH,130,1
bar_range,5m,DOWN_CHOPPY,1,112
bar_range,5m,DOWN_CHOPPY,2,47
bar_range,5m,DOWN_CHOPPY,3,16
bar_range,5m,DOWN_CHOPPY,4,7
bar_range,5m,DOWN_CHOPPY,5,7
bar_range,5m,DOWN_CHOPPY,6,2
bar_range,5m,DOWN_CHOPPY,7,3
bar_range,5m,DOWN_CHOPPY,8,3
bar_range,5m,DOWN_CHOPPY,9,2
bar_range,5m,DOWN_CHOPPY,10,1
bar_range,5m,DOWN_CHOPPY,11,1
bar_range,5m,DOWN_CHOPPY,14,1
bar_range,5m,DOWN_CHOPPY,17,1
bar_range,5m,DOWN_CHOPPY,20,4
bar_range,5m,DOWN_CHOPPY,22,1
bar_range,5m,DOWN_CHOPPY,53,1
bar_range,5m,FLAT_SMOOTH,1,397
bar_range,5m,FLAT_SMOOTH,2,162
bar_range,5m,FLAT_SMOOTH,3,63
bar_range,5m,FLAT_SMOOTH,4,29
bar_range,5m,FLAT_SMOOTH,5,18
bar_range,5m,FLAT_SMOOTH,6,12
bar_range,5m,FLAT_SMOOTH,7,8
bar_range,5m,FLAT_SMOOTH,8,7
bar_range,5m,FLAT_SMOOTH,9,4
bar_range,5m,FLAT_SMOOTH,10,2
bar_range,5m,FLAT_SMOOTH,11,2
bar_range,5m,FLAT_SMOOTH,12,5
bar_range,5m,FLAT_SMOOTH,14,2
bar_range,5m,FLAT_SMOOTH,15,5
bar_range,5m,FLAT_SMOOTH,17,1
bar_range,5m,FLAT_SMOOTH,18,2
bar_range,5m,FLAT_SMOOTH,20,1
bar_range,5m,FLAT_SMOOTH,25,1
bar_range,5m,FLAT_SMOOTH,30,1
bar_range,5m,FLAT_SMOOTH,33,2
bar_range,5m,FLAT_SMOOTH,61,1
bar_range,5m,FLAT_SMOOTH,64,1
bar_range,5m,FLAT_SMOOTH,71,1
bar_range,5m,FLAT_SMOOTH,89,1
bar_range,5m,FLAT_CHOPPY,1,589
bar_range,5m,FLAT_CHOPPY,2,220
bar_range,5m,FLAT_CHOPPY,3,99
bar_range,5m,FLAT_CHOPPY,4,57
bar_range,5m,FLAT_CHOPPY,5,31
bar_range,5m,FLAT_CHOPPY,6,23
bar_range,5m,FLAT_CHOPPY,7,11
bar_range,5m,FLAT_CHOPPY,8,15
bar_range,5m,FLAT_CHOPPY,9,12
bar_range,5m,FLAT_CHOPPY,10,3
bar_range,5m,FLAT_CHOPPY,11,2
bar_range,5m,FLAT_CHOPPY,12,4
bar_range,5m,FLAT_CHOPPY,13,1
bar_range,5m,FLAT_CHOPPY,14,3
bar_range,5m,FLAT_CHOPPY,15,2
bar_range,5m,FLAT_CHOPPY,16,4
bar_range,5m,FLAT_CHOPPY,17,4
bar_range,5m,FLAT_CHOPPY,18,3
bar_range,5m,FLAT_CHOPPY,19,1
bar_range,5m,FLAT_CHOPPY,20,1
bar_range,5m,FLAT_CHOPPY,21,4
bar_range,5m,FLAT_CHOPPY,22,4
bar_range,5m,FLAT_CHOPPY,23,1
bar_range,5m,FLAT_CHOPPY,25,1
bar_range,5m,FLAT_CHOPPY,26,1
bar_range,5m,FLAT_CHOPPY,27,3
bar_range,5m,FLAT_CHOPPY,29,2
bar_range,5m,FLAT_CHOPPY,31,1
bar_range,5m,FLAT_CHOPPY,35,2
bar_range,5m,FLAT_CHOPPY,37,1
bar_range,5m,FLAT_CHOPPY,40,1
bar_range,5m,FLAT_CHOPPY,41,1
bar_range,5m,FLAT_CHOPPY,55,1
bar_range,5m,FLAT_CHOPPY,67,1
bar_range,5m,FLAT_CHOPPY,82,1
bar_range,5m,FLAT_CHOPPY,101,1
bar_range,5m,FLAT_CHOPPY,108,1
bar_range,5m,FLAT_CHOPPY,117,1
bar_range,15m,UP_SMOOTH,2,1
bar_range,15m,UP_SMOOTH,3,89
bar_range,15m,UP_SMOOTH,4,2
bar_range,15m,UP_SMOOTH,6,35
bar_range,15m,UP_SMOOTH,9,9
bar_range,15m,UP_SMOOTH,12,10
bar_range,15m,UP_SMOOTH,15,6
bar_range,15m,UP_SMOOTH,18,3
bar_range,15m,UP_SMOOTH,21,3
bar_range,15m,UP_SMOOTH,24,1
bar_range,15m,UP_SMOOTH,25,1
bar_range,15m,UP_SMOOTH,27,2
bar_range,15m,UP_SMOOTH,30,2
bar_range,15m,UP_SMOOTH,33,1
bar_range,15m,UP_SMOOTH,36,2
bar_range,15m,UP_SMOOTH,45,1
bar_range,15m,UP_SMOOTH,51,1
bar_range,15m,UP_SMOOTH,174,1
bar_range,15m,UP_CHOPPY,3,49
bar_range,15m,UP_CHOPPY,5,1
bar_range,15m,UP_CHOPPY,6,14
bar_range,15m,UP_CHOPPY,9,4
bar_range,15m,UP_CHOPPY,12,6
bar_range,15m,UP_CHOPPY,15,4
bar_range,15m,UP_CHOPPY,18,1
bar_range,15m,UP_CHOPPY,20,1
bar_range,15m,UP_CHOPPY,21,2
bar_range,15m,UP_CHOPPY,27,2
bar_range,15m,UP_CHOPPY,30,1
bar_range,15m,UP_CHOPPY,66,1
bar_range,15m,UP_CHOPPY,165,1
bar_range,15m,DOWN_SMOOTH,3,64
bar_range,15m,DOWN_SMOOTH,6,19
bar_range,15m,DOWN_SMOOTH,9,3
bar_range,15m,DOWN_SMOOTH,12,8
bar_range,15m,DOWN_SMOOTH,15,2
bar_range,15m,DOWN_SMOOTH,18,3
bar_range,15m,DOWN_SMOOTH,24,2
bar_range,15m,DOWN_SMOOTH,30,2
bar_range,15m,DOWN_SMOOTH,39,2
bar_range,15m,DOWN_SMOOTH,105,1
bar_range,15m,DOWN_SMOOTH,129,1
bar_range,15m,DOWN_CHOPPY,3,43
bar_range,15m,DOWN_CHOPPY,6,14
bar_range,15m,DOWN_CHOPPY,9,8
bar_range,15m,DOWN_CHOPPY,12,4
bar_range,15m,DOWN_CHOPPY,15,3
bar_range,15m,DOWN_CHOPPY,18,2
bar_range,15m,DOWN_CHOPPY,21,1
bar_range,15m,DOWN_CHOPPY,24,1
bar_range,15m,DOWN_CHOPPY,60,1
bar_range,15m,DOWN_CHOPPY,84,1
bar_range,15m,FLAT_SMOOTH,2,2
bar_range,15m,FLAT_SMOOTH,3,159
bar_range,15m,FLAT_SMOOTH,4,6
bar_range,15m,FLAT_SMOOTH,6,41
bar_range,15m,FLAT_SMOOTH,7,3
bar_range,15m,FLAT_SMOOTH,9,19
bar_range,15m,FLAT_SMOOTH,12,9
bar_range,15m,FLAT_SMOOTH,15,7
bar_range,15m,FLAT_SMOOTH,18,4
bar_range,15m,FLAT_SMOOTH,21,5
bar_range,15m,FLAT_SMOOTH,24,1
bar_range,15m,FLAT_SMOOTH,27,1
bar_range,15m,FLAT_SMOOTH,30,1
bar_range,15m,FLAT_SMOOTH,33,1
bar_range,15m,FLAT_SMOOTH,36,1
bar_range,15m,FLAT_SMOOTH,54,1
bar_range,15m,FLAT_SMOOTH,57,1
bar_range,15m,FLAT_SMOOTH,60,1
bar_range,15m,FLAT_SMOOTH,72,1
bar_range,15m,FLAT_SMOOTH,81,1
bar_range,15m,FLAT_SMOOTH,90,1
bar_range,15m,FLAT_SMOOTH,93,1
bar_range,15m,FLAT_CHOPPY,3,201
bar_range,15m,FLAT_CHOPPY,4,4
bar_range,15m,FLAT_CHOPPY,6,73
bar_range,15m,FLAT_CHOPPY,9,34
bar_range,15m,FLAT_CHOPPY,12,24
bar_range,15m,FLAT_CHOPPY,13,1
bar_range,15m,FLAT_CHOPPY,15,12
bar_range,15m,FLAT_CHOPPY,18,12
bar_range,15m,FLAT_CHOPPY,21,7
bar_range,15m,FLAT_CHOPPY,24,5
bar_range,15m,FLAT_CHOPPY,27,5
bar_range,15m,FLAT_CHOPPY,30,3
bar_range,15m,FLAT_CHOPPY,33,6
bar_range,15m,FLAT_CHOPPY,36,1
bar_range,15m,FLAT_CHOPPY,39,1
bar_range,15m,FLAT_CHOPPY,42,2
bar_range,15m,FLAT_CHOPPY,45,2
bar_range,15m,FLAT_CHOPPY,57,1
bar_range,15m,FLAT_CHOPPY,60,1
bar_range,15m,FLAT_CHOPPY,63,1
bar_range,15m,FLAT_CHOPPY,66,1
bar_range,15m,FLAT_CHOPPY,69,1
bar_range,15m,FLAT_CHOPPY,102,1
bar_range,15m,FLAT_CHOPPY,114,1
bar_range,15m,FLAT_CHOPPY,159,1
bar_range,1h,UP_SMOOTH,11,1
bar_range,1h,UP_SMOOTH,12,26
bar_range,1h,UP_SMOOTH,24,10
bar_range,1h,UP_SMOOTH,36,8
bar_range,1h,UP_SMOOTH,48,3
bar_range,1h,UP_SMOOTH,60,1
bar_range,1h,UP_SMOOTH,72,1
bar_range,1h,UP_SMOOTH,84,1
bar_range,1h,UP_SMOOTH,228,1
bar_range,1h,UP_CHOPPY,12,13
bar_range,1h,UP_CHOPPY,24,12
bar_range,1h,UP_CHOPPY,60,1
bar_range,1h,UP_CHOPPY,96,1
bar_range,1h,UP_CHOPPY,192,1
bar_range,1h,DOWN_SMOOTH,6,1
bar_range,1h,DOWN_SMOOTH,12,14
bar_range,1h,DOWN_SMOOTH,24,9
bar_range,1h,DOWN_SMOOTH,36,4
bar_range,1h,DOWN_SMOOTH,48,2
bar_range,1h,DOWN_SMOOTH,84,1
bar_range,1h,DOWN_SMOOTH,108,1
bar_range,1h,DOWN_CHOPPY,12,20
bar_range,1h,DOWN_CHOPPY,24,3
bar_range,1h,DOWN_CHOPPY,36,1
bar_range,1h,DOWN_CHOPPY,60,1
bar_range,1h,DOWN_CHOPPY,96,2
bar_range,1h,FLAT_SMOOTH,12,56
bar_range,1h,FLAT_SMOOTH,24,11
bar_range,1h,FLAT_SMOOTH,36,5
bar_range,1h,FLAT_SMOOTH,48,1
bar_range,1h,FLAT_SMOOTH,60,1
bar_range,1h,FLAT_SMOOTH,72,2
bar_range,1h,FLAT_SMOOTH,84,3
bar_range,1h,FLAT_SMOOTH,132,1
bar_range,1h,FLAT_SMOOTH,144,1
bar_range,1h,FLAT_CHOPPY,12,53
bar_range,1h,FLAT_CHOPPY,24,26
bar_range,1h,FLAT_CHOPPY,25,1
