**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

entry_idx,entry_dt,entry_px,side,exit_idx,exit_dt,exit_px,exit_reason,pnl_pts,pnl_usd,mfe_usd,bars_held,slope_at_entry,slope_at_exit,slope_min,slope_max
78207,2025-04-01 15:36:00+00:00,19547.0,Short,78220,2025-04-01 15:49:00+00:00,19597.75,PivotExitShort,-50.75,-103.4,3.5,13,0.5364849833147942,-0.307230255839822,-1.3805895439377085,0.853337041156841
78220,2025-04-01 15:49:00+00:00,19597.75,Long,78257,2025-04-01 16:26:00+00:00,19591.0,PivotExitLong,-6.75,-15.4,86.0,37,-0.307230255839822,0.6933259176863181,-0.47597330367074525,2.2805339265850946
78257,2025-04-01 16:26:00+00:00,19591.0,Short,78282,2025-04-01 16:51:00+00:00,19554.75,PivotExitShort,36.25,70.6,174.5,25,0.6933259176863181,-2.352892102335929,-4.74349276974416,1.1011123470522803
78282,2025-04-01 16:51:00+00:00,19554.75,Long,78298,2025-04-01 17:07:00+00:00,19534.25,PivotExitLong,-20.5,-42.9,69.0,16,-2.352892102335929,2.107563959955506,-2.9525027808676305,2.4695773081201335
78298,2025-04-01 17:07:00+00:00,19534.25,Short,78333,2025-04-01 17:42:00+00:00,19562.75,PivotExitShort,-28.5,-58.9,35.0,35,2.107563959955506,-0.08181312569521691,-1.7442157953281423,2.285650723025584
78333,2025-04-01 17:42:00+00:00,19562.75,Long,78347,2025-04-01 17:56:00+00:00,19518.5,PivotExitLong,-44.25,-90.4,0.0,14,-0.08181312569521691,0.257119021134594,-0.25406006674082315,0.8612347052280311
78347,2025-04-01 17:56:00+00:00,19518.5,Short,78396,2025-04-01 18:45:00+00:00,19432.75,PivotExitShort,85.75,169.6,264.0,49,0.257119021134594,0.5274749721913237,-5.364738598442714,0.4701334816462736
78396,2025-04-01 18:45:00+00:00,19432.75,Long,78526,2025-04-01 20:55:00+00:00,19606.0,EodExitLong,173.25,344.6,364.5,129,0.5274749721913237,0.9476084538375973,-1.2293659621802002,3.888431590656285
78673,2025-04-02 00:22:00+00:00,19580.25,Short,79164,2025-04-02 08:33:00+00:00,19560.0,PivotExitShort,20.25,38.6,147.0,491,-2.2839822024471634,1.5020578420467185,-2.2839822024471634,1.3028364849833147
79164,2025-04-02 08:33:00+00:00,19560.0,Long,79250,2025-04-02 09:59:00+00:00,19513.5,PivotExitLong,-46.5,-94.9,0.0,86,1.5020578420467185,-0.5529477196885428,-1.0414905450500556,1.6523915461624026
79250,2025-04-02 09:59:00+00:00,19513.5,Short,79269,2025-04-02 10:18:00+00:00,19509.5,PivotExitShort,4.0,6.1,102.0,19,-0.5529477196885428,-1.1805339265850945,-2.0733036707452723,-0.41340378197997774
79269,2025-04-02 10:18:00+00:00,19509.5,Long,79288,2025-04-02 10:37:00+00:00,19462.75,PivotExitLong,-46.75,-95.4,0.0,19,-1.1805339265850945,-0.9298665183537264,-1.2903781979977753,0.12313681868743048
79288,2025-04-02 10:37:00+00:00,19462.75,Short,79420,2025-04-02 12:49:00+00:00,19393.25,PivotExitShort,69.5,137.1,236.0,132,-0.9298665183537264,0.14543937708565072,-2.943715239154616,0.2986095661846496
79420,2025-04-02 12:49:00+00:00,19393.25,Long,79455,2025-04-02 13:24:00+00:00,19347.5,PivotExitLong,-45.75,-93.4,0.0,35,0.14543937708565072,-1.2165739710789767,-1.14238042269188,1.1694104560622913
79455,2025-04-02 13:24:00+00:00,19347.5,Short,79465,2025-04-02 13:34:00+00:00,19395.0,PivotExitShort,-47.5,-96.9,39.0,10,-1.2165739710789767,-0.45917686318131257,-1.4091768631813126,-0.8992769744160178
79465,2025-04-02 13:34:00+00:00,19395.0,Long,79500,2025-04-02 14:09:00+00:00,19551.25,PivotExitLong,156.25,310.6,436.5,35,-0.45917686318131257,2.6382091212458287,-0.8992769744160178,9.886318131256953
79500,2025-04-02 14:09:00+00:00,19551.25,Short,79509,2025-04-02 14:18:00+00:00,19570.25,PivotExitShort,-19.0,-39.9,79.0,9,2.6382091212458287,-0.4513348164627364,-0.46045606229143493,3.13559510567297
79509,2025-04-02 14:18:00+00:00,19570.25,Long,79566,2025-04-02 15:15:00+00:00,19584.5,PivotExitLong,14.25,26.6,127.5,57,-0.4513348164627364,0.30912124582869854,-0.46045606229143493,2.5243604004449387
79566,2025-04-02 15:15:00+00:00,19584.5,Short,79572,2025-04-02 15:21:00+00:00,19650.0,PivotExitShort,-65.5,-132.9,0.0,6,0.30912124582869854,0.36401557285873193,-0.1839265850945495,0.47880978865406004
79572,2025-04-02 15:21:00+00:00,19650.0,Long,79597,2025-04-02 15:46:00+00:00,19662.0,PivotExitLong,12.0,22.1,122.0,25,0.36401557285873193,1.6947719688542826,0.1346496106785317,4.538153503893215
79597,2025-04-02 15:46:00+00:00,19662.0,Short,79607,2025-04-02 15:56:00+00:00,19665.0,PivotExitShort,-3.0,-7.9,95.0,10,1.6947719688542826,-2.538542825361513,-2.585761957730812,2.4280311457174637
79607,2025-04-02 15:56:00+00:00,19665.0,Long,79694,2025-04-02 17:23:00+00:00,19832.0,PivotExitLong,167.0,332.1,441.0,87,-2.538542825361513,2.2610122358175753,-2.565016685205784,3.5298665183537263
79694,2025-04-02 17:23:00+00:00,19832.0,Short,79767,2025-04-02 18:36:00+00:00,19665.5,PivotExitShort,166.5,331.1,438.0,73,2.2610122358175753,-1.707452725250278,-4.4036707452725254,2.453225806451613
79767,2025-04-02 18:36:00+00:00,19665.5,Long,79788,2025-04-02 18:57:00+00:00,19651.25,PivotExitLong,-14.25,-30.4,82.0,21,-1.707452725250278,1.035428253615128,-1.9981646273637375,2.031868743047831
79788,2025-04-02 18:57:00+00:00,19651.25,Short,79794,2025-04-02 19:03:00+00:00,19662.0,PivotExitShort,-10.75,-23.4,87.0,6,1.035428253615128,-1.714071190211346,-1.5338153503893215,1.432424916573971
79794,2025-04-02 19:03:00+00:00,19662.0,Long,79810,2025-04-02 19:19:00+00:00,19636.25,PivotExitLong,-25.75,-53.4,40.0,16,-1.714071190211346,-0.6315906562847609,-1.960344827586207,-0.7441601779755284
79810,2025-04-02 19:19:00+00:00,19636.25,Short,79820,2025-04-02 19:29:00+00:00,19696.75,PivotExitShort,-60.5,-122.9,0.0,10,-0.6315906562847609,0.3149610678531702,-0.7441601779755284,0.41496106785317016
79820,2025-04-02 19:29:00+00:00,19696.75,Long,79860,2025-04-02 20:09:00+00:00,19740.0,PivotExitLong,43.25,84.6,174.5,40,0.3149610678531702,-0.5205784204671857,-0.19810901001112347,4.995828698553948
79860,2025-04-02 20:09:00+00:00,19740.0,Short,79865,2025-04-02 20:14:00+00:00,19926.0,PivotExitShort,-186.0,-373.9,43.5,5,-0.5205784204671857,0.6966629588431591,-1.4092324805339267,-0.19810901001112347
79865,2025-04-02 20:14:00+00:00,19926.0,Long,79870,2025-04-02 20:19:00+00:00,19927.75,PivotExitLong,1.75,1.6,188.5,5,0.6966629588431591,6.35622914349277,-0.3840934371523915,5.459677419354839
79870,2025-04-02 20:19:00+00:00,19927.75,Short,79875,2025-04-02 20:24:00+00:00,19954.25,PivotExitShort,-26.5,-54.9,48.0,5,6.35622914349277,8.81412680756396,5.459677419354839,8.38392658509455
79875,2025-04-02 20:24:00+00:00,19954.25,Long,79878,2025-04-02 20:27:00+00:00,19765.25,PivotExitLong,-189.0,-379.9,4.0,3,8.81412680756396,6.487319243604004,8.356451612903227,9.257007786429366
79878,2025-04-02 20:27:00+00:00,19765.25,Short,79905,2025-04-02 20:55:00+00:00,19171.25,EodExitShort,594.0,1186.1,1360.5,26,6.487319243604004,-16.99805339265851,-37.72847608453838,8.356451612903227
80029,2025-04-03 00:01:00+00:00,18891.25,Short,80035,2025-04-03 00:07:00+00:00,18943.5,PivotExitShort,-52.25,-106.4,0.0,6,-0.8194660734149054,1.4650723025583983,-1.1596774193548387,0.9984983314794216
80035,2025-04-03 00:07:00+00:00,18943.5,Long,80079,2025-04-03 00:51:00+00:00,18994.75,PivotExitLong,51.25,100.6,230.0,44,1.4650723025583983,0.8224694104560623,0.9788097886540601,5.0936596218020025
80079,2025-04-03 00:51:00+00:00,18994.75,Short,80096,2025-04-03 01:08:00+00:00,19045.0,PivotExitShort,-50.25,-102.4,28.5,17,0.8224694104560623,-0.5740823136818688,-1.8508342602892103,0.9788097886540601
80096,2025-04-03 01:08:00+00:00,19045.0,Long,80167,2025-04-03 02:19:00+00:00,19070.75,PivotExitLong,25.75,49.6,151.5,71,-0.5740823136818688,-1.0096218020022247,-1.0346496106785317,3.0096218020022247
80167,2025-04-03 02:19:00+00:00,19070.75,Short,80205,2025-04-03 02:57:00+00:00,19117.75,PivotExitShort,-47.0,-95.9,0.0,38,-1.0096218020022247,0.4334816462736374,-1.1010567296996663,0.39655172413793105
80205,2025-04-03 02:57:00+00:00,19117.75,Long,80250,2025-04-03 03:42:00+00:00,19087.25,PivotExitLong,-30.5,-62.9,31.5,45,0.4334816462736374,-0.10901001112347053,-1.1553392658509456,1.9873748609566184
80250,2025-04-03 03:42:00+00:00,19087.25,Short,80269,2025-04-03 04:01:00+00:00,19117.5,PivotExitShort,-30.25,-62.4,31.0,19,-0.10901001112347053,-0.07397107897664071,-0.9611234705228031,0.0824805339265851
80269,2025-04-03 04:01:00+00:00,19117.5,Long,80349,2025-04-03 05:21:00+00:00,19094.5,PivotExitLong,-23.0,-47.9,51.5,80,-0.07397107897664071,-0.6246384872080089,-0.5353726362625139,2.0597886540600667
80349,2025-04-03 05:21:00+00:00,19094.5,Short,80396,2025-04-03 06:08:00+00:00,19079.0,PivotExitShort,15.5,29.1,129.0,47,-0.6246384872080089,-1.389877641824249,-2.7260289210233593,-0.058120133481646276
80396,2025-04-03 06:08:00+00:00,19079.0,Long,80447,2025-04-03 06:59:00+00:00,19040.75,PivotExitLong,-38.25,-78.4,28.0,51,-1.389877641824249,-0.4389321468298109,-1.4061735261401558,1.1096774193548387
80447,2025-04-03 06:59:00+00:00,19040.75,Short,80455,2025-04-03 07:07:00+00:00,19080.25,PivotExitShort,-39.5,-80.9,12.5,8,-0.4389321468298109,-1.0229699666295884,-1.310511679644049,-0.28904338153503895
80455,2025-04-03 07:07:00+00:00,19080.25,Long,80463,2025-04-03 07:15:00+00:00,19039.75,PivotExitLong,-40.5,-82.9,20.5,8,-1.0229699666295884,-0.6942157953281424,-1.204115684093437,-0.4833704115684093
80463,2025-04-03 07:15:00+00:00,19039.75,Short,80471,2025-04-03 07:23:00+00:00,19085.5,PivotExitShort,-45.75,-93.4,16.0,8,-0.6942157953281424,-0.019911012235817576,-1.086318131256952,-0.4793659621802002
80471,2025-04-03 07:23:00+00:00,19085.5,Long,80484,2025-04-03 07:36:00+00:00,19075.0,PivotExitLong,-10.5,-22.9,75.0,13,-0.019911012235817576,1.135984427141268,-0.4793659621802002,1.4197997775305895
80484,2025-04-03 07:36:00+00:00,19075.0,Short,80507,2025-04-03 07:59:00+00:00,19098.0,PivotExitShort,-23.0,-47.9,52.5,23,1.135984427141268,-0.04304783092324806,-1.4768075639599556,1.264627363737486
80507,2025-04-03 07:59:00+00:00,19098.0,Long,80578,2025-04-03 09:10:00+00:00,19125.25,PivotExitLong,27.25,52.6,153.0,71,-0.04304783092324806,0.364182424916574,-0.753448275862069,2.458008898776418
80578,2025-04-03 09:10:00+00:00,19125.25,Short,80702,2025-04-03 11:14:00+00:00,19016.0,PivotExitShort,109.25,216.6,325.0,124,0.364182424916574,0.5868743047830923,-2.942602892102336,0.5241935483870968
80702,2025-04-03 11:14:00+00:00,19016.0,Long,80716,2025-04-03 11:28:00+00:00,18967.75,PivotExitLong,-48.25,-98.4,26.5,14,0.5868743047830923,0.24048943270300333,0.15289210233592881,1.5743604004449387
80716,2025-04-03 11:28:00+00:00,18967.75,Short,80734,2025-04-03 11:46:00+00:00,19006.75,PivotExitShort,-39.0,-79.9,15.5,18,0.24048943270300333,-0.3042825361512792,-1.8547830923248054,0.32408231368186874
80734,2025-04-03 11:46:00+00:00,19006.75,Long,80769,2025-04-03 12:21:00+00:00,19004.5,PivotExitLong,-2.25,-6.4,89.0,35,-0.3042825361512792,1.7234705228031146,-0.6542269187986652,1.8302002224694105
80769,2025-04-03 12:21:00+00:00,19004.5,Short,80818,2025-04-03 13:10:00+00:00,18884.0,PivotExitShort,120.5,239.1,345.0,49,1.7234705228031146,-1.9985539488320356,-4.566295884315907,1.7990545050055617
80818,2025-04-03 13:10:00+00:00,18884.0,Long,80849,2025-04-03 13:41:00+00:00,18997.25,PivotExitLong,113.25,224.6,349.0,31,-1.9985539488320356,7.044994438264738,-2.45083426028921,6.854338153503893
80849,2025-04-03 13:41:00+00:00,18997.25,Short,80859,2025-04-03 13:51:00+00:00,19009.0,PivotExitShort,-11.75,-25.4,88.0,10,7.044994438264738,3.435372636262514,3.8239154616240265,7.044994438264738
80859,2025-04-03 13:51:00+00:00,19009.0,Long,80865,2025-04-03 13:57:00+00:00,18982.0,PivotExitLong,-27.0,-55.9,43.5,6,3.435372636262514,-0.050778642936596216,0.6149054505005562,3.8239154616240265
80865,2025-04-03 13:57:00+00:00,18982.0,Short,80885,2025-04-03 14:17:00+00:00,18931.0,PivotExitShort,51.0,100.1,196.5,20,-0.050778642936596216,-4.264015572858732,-4.166852057842047,0.6149054505005562
80885,2025-04-03 14:17:00+00:00,18931.0,Long,80889,2025-04-03 14:21:00+00:00,18881.75,PivotExitLong,-49.25,-100.4,0.0,4,-4.264015572858732,-4.572413793103448,-4.789377085650723,-4.085761957730812
80889,2025-04-03 14:21:00+00:00,18881.75,Short,80894,2025-04-03 14:26:00+00:00,18924.25,PivotExitShort,-42.5,-86.9,23.5,5,-4.572413793103448,-3.1513348164627364,-4.789377085650723,-3.515406006674082
80894,2025-04-03 14:26:00+00:00,18924.25,Long,80903,2025-04-03 14:35:00+00:00,18892.5,PivotExitLong,-31.75,-65.4,30.0,9,-3.1513348164627364,0.13020022246941046,-3.515406006674082,0.13515016685205783
80903,2025-04-03 14:35:00+00:00,18892.5,Short,80940,2025-04-03 15:12:00+00:00,18800.25,PivotExitShort,92.25,182.6,340.5,37,0.13020022246941046,-2.111234705228031,-6.106395995550612,0.13020022246941046
80940,2025-04-03 15:12:00+00:00,18800.25,Long,80975,2025-04-03 15:47:00+00:00,18872.75,PivotExitLong,72.5,143.1,244.0,35,-2.111234705228031,3.0087875417130143,-2.695717463848721,3.839710789766407
80975,2025-04-03 15:47:00+00:00,18872.75,Short,80983,2025-04-03 15:55:00+00:00,18893.25,PivotExitShort,-20.5,-42.9,61.5,8,3.0087875417130143,1.0348164627363738,1.1007786429365962,3.157285873192436
80983,2025-04-03 15:55:00+00:00,18893.25,Long,81015,2025-04-03 16:27:00+00:00,18922.75,PivotExitLong,29.5,57.1,158.5,32,1.0348164627363738,2.314071190211346,0.36885428253615127,3.2726362625139043
81015,2025-04-03 16:27:00+00:00,18922.75,Short,81018,2025-04-03 16:30:00+00:00,18970.5,PivotExitShort,-47.75,-97.4,0.0,3,2.314071190211346,2.153726362625139,2.281312569521691,2.4018909899888765
81018,2025-04-03 16:30:00+00:00,18970.5,Long,81022,2025-04-03 16:34:00+00:00,18922.5,PivotExitLong,-48.0,-97.9,0.0,4,2.153726362625139,1.1387096774193548,1.606562847608454,2.281312569521691
81022,2025-04-03 16:34:00+00:00,18922.5,Short,81031,2025-04-03 16:43:00+00:00,18955.0,PivotExitShort,-32.5,-66.9,55.0,9,1.1387096774193548,-1.481979977753059,-1.6358731924360401,1.606562847608454
81031,2025-04-03 16:43:00+00:00,18955.0,Long,81034,2025-04-03 16:46:00+00:00,18907.75,PivotExitLong,-47.25,-96.4,7.0,3,-1.481979977753059,-1.9336484983314794,-1.7986651835372636,-1.481979977753059
81034,2025-04-03 16:46:00+00:00,18907.75,Short,81056,2025-04-03 17:08:00+00:00,18911.25,PivotExitShort,-3.5,-8.9,90.5,22,-1.9336484983314794,-1.8363737486095661,-2.093604004449388,-1.388876529477197
81056,2025-04-03 17:08:00+00:00,18911.25,Long,81059,2025-04-03 17:11:00+00:00,18866.0,PivotExitLong,-45.25,-92.4,0.0,3,-1.8363737486095661,-1.8233036707452726,-2.037931034482759,-1.6411568409343715
81059,2025-04-03 17:11:00+00:00,18866.0,Short,81084,2025-04-03 17:36:00+00:00,18875.25,PivotExitShort,-9.25,-20.4,76.0,25,-1.8233036707452726,-1.6932146829810901,-2.253170189098999,-0.3921023359288098
81084,2025-04-03 17:36:00+00:00,18875.25,Long,81099,2025-04-03 17:51:00+00:00,18850.0,PivotExitLong,-25.25,-52.4,39.5,15,-1.6932146829810901,1.414349276974416,-1.9476084538375973,1.7364293659621801
81099,2025-04-03 17:51:00+00:00,18850.0,Short,81148,2025-04-03 18:40:00+00:00,18810.75,PivotExitShort,39.25,76.6,178.5,49,1.414349276974416,0.6595661846496107,-3.484149054505006,1.6228587319243604
81148,2025-04-03 18:40:00+00:00,18810.75,Long,81184,2025-04-03 19:16:00+00:00,18798.5,PivotExitLong,-12.25,-26.4,89.5,36,0.6595661846496107,-1.1984427141268075,-0.6482202447163515,3.2936596218020022
81184,2025-04-03 19:16:00+00:00,18798.5,Short,81212,2025-04-03 19:44:00+00:00,18747.75,PivotExitShort,50.75,99.6,204.5,28,-1.1984427141268075,-1.7953281423804226,-5.2880978865406005,-0.6482202447163515
81212,2025-04-03 19:44:00+00:00,18747.75,Long,81218,2025-04-03 19:50:00+00:00,18699.25,PivotExitLong,-48.5,-98.9,11.0,6,-1.7953281423804226,-1.1339265850945495,-2.4828698553948834,-1.1553948832035594
81218,2025-04-03 19:50:00+00:00,18699.25,Short,81283,2025-04-03 20:55:00+00:00,18646.5,EodExitShort,52.75,103.6,157.5,64,-1.1339265850945495,0.40450500556173524,-2.7968298109010012,-0.021134593993325918
81409,2025-04-04 00:01:00+00:00,18680.75,Long,81454,2025-04-04 00:46:00+00:00,18660.25,PivotExitLong,-20.5,-42.9,59.5,45,-0.06523915461624026,-0.978698553948832,-0.8899332591768632,1.057230255839822
81454,2025-04-04 00:46:00+00:00,18660.25,Short,81489,2025-04-04 01:21:00+00:00,18690.75,PivotExitShort,-30.5,-62.9,33.0,35,-0.978698553948832,0.29905450500556174,-1.4526696329254727,0.671357063403782
81489,2025-04-04 01:21:00+00:00,18690.75,Long,81507,2025-04-04 01:39:00+00:00,18651.0,PivotExitLong,-39.75,-81.4,16.0,18,0.29905450500556174,-0.5629032258064516,-0.4192436040044494,0.6909343715239155
81507,2025-04-04 01:39:00+00:00,18651.0,Short,81718,2025-04-04 05:10:00+00:00,18514.0,PivotExitShort,137.0,272.1,371.0,211,-0.5629032258064516,-0.4266963292547275,-3.0365406006674083,1.6196885428253616
81718,2025-04-04 05:10:00+00:00,18514.0,Long,81808,2025-04-04 06:40:00+00:00,18623.0,PivotExitLong,109.0,216.1,309.5,90,-0.4266963292547275,-0.410622914349277,-0.8633481646273637,4.051890989988877
81808,2025-04-04 06:40:00+00:00,18623.0,Short,81909,2025-04-04 08:21:00+00:00,18644.25,PivotExitShort,-21.25,-44.4,100.5,101,-0.410622914349277,0.41084538375973306,-1.3796996662958843,0.8361512791991101
81909,2025-04-04 08:21:00+00:00,18644.25,Long,81922,2025-04-04 08:34:00+00:00,18606.0,PivotExitLong,-38.25,-78.4,16.5,13,0.41084538375973306,2.050111234705228,0.018075639599555063,2.496106785317019
81922,2025-04-04 08:34:00+00:00,18606.0,Short,81984,2025-04-04 09:36:00+00:00,18580.75,PivotExitShort,25.25,48.6,154.5,62,2.050111234705228,-0.9296440489432704,-1.8808676307007786,2.27258064516129
81984,2025-04-04 09:36:00+00:00,18580.75,Long,82015,2025-04-04 10:07:00+00:00,18515.5,PivotExitLong,-65.25,-132.4,33.5,31,-0.9296440489432704,-0.7705784204671857,-0.9296440489432704,0.9268075639599556
82015,2025-04-04 10:07:00+00:00,18515.5,Short,82033,2025-04-04 10:25:00+00:00,18251.25,PivotExitShort,264.25,526.6,741.0,18,-0.7705784204671857,-14.461067853170189,-13.798776418242491,-0.5362068965517242
82033,2025-04-04 10:25:00+00:00,18251.25,Long,82036,2025-04-04 10:28:00+00:00,18198.75,PivotExitLong,-52.5,-106.9,0.0,3,-14.461067853170189,-15.939988876529478,-15.505005561735262,-13.798776418242491
82036,2025-04-04 10:28:00+00:00,18198.75,Short,82039,2025-04-04 10:31:00+00:00,18180.75,PivotExitShort,18.0,34.1,190.5,3,-15.939988876529478,-16.247107897664073,-16.656340378198,-15.505005561735262
82039,2025-04-04 10:31:00+00:00,18180.75,Long,82049,2025-04-04 10:41:00+00:00,18196.25,PivotExitLong,15.5,29.1,121.0,10,-16.247107897664073,-7.596662958843159,-16.634705228031144,-8.255506117908787
82049,2025-04-04 10:41:00+00:00,18196.25,Short,82069,2025-04-04 11:01:00+00:00,18135.25,PivotExitShort,61.0,120.1,284.5,20,-7.596662958843159,-5.796885428253615,-8.255506117908787,-1.9954949944382647
82069,2025-04-04 11:01:00+00:00,18135.25,Long,82076,2025-04-04 11:08:00+00:00,18081.0,PivotExitLong,-54.25,-110.4,8.5,7,-5.796885428253615,-3.2130700778642938,-5.916462736373749,-3.6769744160177975
82076,2025-04-04 11:08:00+00:00,18081.0,Short,82103,2025-04-04 11:35:00+00:00,17942.75,PivotExitShort,138.25,274.6,379.5,27,-3.2130700778642938,-6.797886540600667,-7.487319243604005,-0.5385984427141268
82103,2025-04-04 11:35:00+00:00,17942.75,Long,82109,2025-04-04 11:41:00+00:00,17991.5,PivotExitLong,48.75,95.6,191.5,6,-6.797886540600667,-4.0819799777530585,-7.325583982202447,-4.429421579532814
82109,2025-04-04 11:41:00+00:00,17991.5,Short,82116,2025-04-04 11:48:00+00:00,17995.0,PivotExitShort,-3.5,-8.9,125.0,7,-4.0819799777530585,-1.5553948832035596,-4.429421579532814,-2.369911012235818
82116,2025-04-04 11:48:00+00:00,17995.0,Long,82134,2025-04-04 12:06:00+00:00,18088.75,PivotExitLong,93.75,185.6,286.0,18,-1.5553948832035596,5.4278086763070075,-2.369911012235818,5.673303670745272
82134,2025-04-04 12:06:00+00:00,18088.75,Short,82142,2025-04-04 12:14:00+00:00,18109.75,PivotExitShort,-21.0,-43.9,90.0,8,5.4278086763070075,4.406562847608454,4.727586206896552,5.5882647385984425
82142,2025-04-04 12:14:00+00:00,18109.75,Long,82151,2025-04-04 12:23:00+00:00,18085.25,PivotExitLong,-24.5,-50.9,66.0,9,4.406562847608454,0.6778086763070078,1.3304783092324806,4.727586206896552
82151,2025-04-04 12:23:00+00:00,18085.25,Short,82155,2025-04-04 12:27:00+00:00,18126.25,PivotExitShort,-41.0,-83.9,12.0,4,0.6778086763070078,0.29899888765294774,-0.024026696329254728,1.3304783092324806
82155,2025-04-04 12:27:00+00:00,18126.25,Long,82165,2025-04-04 12:37:00+00:00,18150.0,PivotExitLong,23.75,45.6,200.0,10,0.29899888765294774,3.3972191323692993,0.0036707452725250277,3.9976640711902114
82165,2025-04-04 12:37:00+00:00,18150.0,Short,82169,2025-04-04 12:41:00+00:00,18119.5,PivotExitShort,30.5,59.1,156.0,4,3.3972191323692993,1.1138487208008898,1.4745828698553949,3.931368186874305
82169,2025-04-04 12:41:00+00:00,18119.5,Long,82177,2025-04-04 12:49:00+00:00,18151.75,PivotExitLong,32.25,62.6,161.0,8,1.1138487208008898,2.2866518353726364,0.6620133481646273,1.9452725250278087
82177,2025-04-04 12:49:00+00:00,18151.75,Short,82178,2025-04-04 12:50:00+00:00,18208.25,PivotExitShort,-56.5,-114.9,0.0,1,2.2866518353726364,2.168409343715239,1.9452725250278087,2.2866518353726364
82178,2025-04-04 12:50:00+00:00,18208.25,Long,82179,2025-04-04 12:51:00+00:00,18164.0,PivotExitLong,-44.25,-90.4,0.0,1,2.168409343715239,2.310734149054505,2.168409343715239,2.2866518353726364
82179,2025-04-04 12:51:00+00:00,18164.0,Short,82181,2025-04-04 12:53:00+00:00,18209.25,PivotExitShort,-45.25,-92.4,0.0,2,2.310734149054505,2.3706340378197996,2.168409343715239,2.310734149054505
82181,2025-04-04 12:53:00+00:00,18209.25,Long,82201,2025-04-04 13:13:00+00:00,18204.75,PivotExitLong,-4.5,-10.9,89.5,20,2.3706340378197996,1.949610678531702,2.100055617352614,4.963236929922136
82201,2025-04-04 13:13:00+00:00,18204.75,Short,82217,2025-04-04 13:29:00+00:00,18192.25,PivotExitShort,12.5,23.1,140.0,16,1.949610678531702,-3.503281423804227,-3.2337597330367074,2.513737486095662
82217,2025-04-04 13:29:00+00:00,18192.25,Long,82221,2025-04-04 13:33:00+00:00,18154.75,PivotExitLong,-37.5,-76.9,40.5,4,-3.503281423804227,-3.139265850945495,-3.503281423804227,-3.0872636262513904
82221,2025-04-04 13:33:00+00:00,18154.75,Short,82234,2025-04-04 13:46:00+00:00,18079.5,PivotExitShort,75.25,148.6,287.5,13,-3.139265850945495,-5.380311457174638,-5.388654060066741,-2.8769187986651836
82234,2025-04-04 13:46:00+00:00,18079.5,Long,82238,2025-04-04 13:50:00+00:00,18102.75,PivotExitLong,23.25,44.6,150.5,4,-5.380311457174638,-3.6047274749721914,-5.388654060066741,-4.119187986651835
82238,2025-04-04 13:50:00+00:00,18102.75,Short,82239,2025-04-04 13:51:00+00:00,18150.75,PivotExitShort,-48.0,-97.9,0.0,1,-3.6047274749721914,-3.2518353726362625,-4.119187986651835,-3.6047274749721914
82239,2025-04-04 13:51:00+00:00,18150.75,Long,82243,2025-04-04 13:55:00+00:00,18101.0,PivotExitLong,-49.75,-101.4,36.5,4,-3.2518353726362625,-1.8873748609566185,-3.6047274749721914,-1.839321468298109
82243,2025-04-04 13:55:00+00:00,18101.0,Short,82245,2025-04-04 13:57:00+00:00,18142.75,PivotExitShort,-41.75,-85.4,42.0,2,-1.8873748609566185,-0.8767519466073415,-1.8873748609566185,-1.525083426028921
82245,2025-04-04 13:57:00+00:00,18142.75,Long,82250,2025-04-04 14:02:00+00:00,18136.0,PivotExitLong,-6.75,-15.4,143.5,5,-0.8767519466073415,2.9621245828698552,-1.525083426028921,2.5642936596218022
82250,2025-04-04 14:02:00+00:00,18136.0,Short,82268,2025-04-04 14:20:00+00:00,18019.5,PivotExitShort,116.5,231.1,331.5,18,2.9621245828698552,-6.9986095661846495,-7.062958843159065,3.8770300333704117
82268,2025-04-04 14:20:00+00:00,18019.5,Long,82272,2025-04-04 14:24:00+00:00,17990.0,PivotExitLong,-29.5,-60.9,64.0,4,-6.9986095661846495,-7.245606229143493,-7.062958843159065,-6.824137931034483
82272,2025-04-04 14:24:00+00:00,17990.0,Short,82300,2025-04-04 14:52:00+00:00,17762.0,PivotExitShort,228.0,454.1,648.0,28,-7.245606229143493,-8.58476084538376,-9.37452725250278,-5.3042825361512795
82300,2025-04-04 14:52:00+00:00,17762.0,Long,82304,2025-04-04 14:56:00+00:00,17795.25,PivotExitLong,33.25,64.6,159.5,4,-8.58476084538376,-6.346106785317019,-9.05845383759733,-7.078420467185762
82304,2025-04-04 14:56:00+00:00,17795.25,Short,82305,2025-04-04 14:57:00+00:00,17841.5,PivotExitShort,-46.25,-94.4,0.0,1,-6.346106785317019,-5.449777530589544,-7.078420467185762,-6.346106785317019
82305,2025-04-04 14:57:00+00:00,17841.5,Long,82314,2025-04-04 15:06:00+00:00,17998.5,PivotExitLong,157.0,312.1,413.5,9,-5.449777530589544,4.511457174638487,-6.346106785317019,3.8518909899888767
82314,2025-04-04 15:06:00+00:00,17998.5,Short,82319,2025-04-04 15:11:00+00:00,18019.25,PivotExitShort,-20.75,-43.4,128.5,5,4.511457174638487,9.204894327030033,3.8518909899888767,7.9251946607341495
