**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

entry_idx,entry_dt,entry_px,side,exit_idx,exit_dt,exit_px,exit_reason,pnl_pts,pnl_usd,mfe_usd,bars_held,slope_at_entry,slope_at_exit,slope_min,slope_max
11841,2025-01-14 19:51:00+00:00,20964.75,Short,11875,2025-01-14 20:25:00+00:00,20831.75,PivotExitShort,133.0,264.1,365.5,34,-1.0723025583982202,-1.7417686318131258,-8.468743047830923,-0.8293103448275863
11875,2025-01-14 20:25:00+00:00,20831.75,Long,11905,2025-01-14 20:55:00+00:00,20894.0,EodExitLong,62.25,122.6,116.5,29,-1.7417686318131258,2.2896551724137932,-2.4833147942157954,1.5990545050055618
12512,2025-01-15 08:02:00+00:00,20914.0,Short,12610,2025-01-15 09:40:00+00:00,20957.25,PivotExitShort,-43.25,-88.4,5.0,98,-0.9198553948832036,0.36874304783092327,-0.9198553948832036,0.9023915461624027
12610,2025-01-15 09:40:00+00:00,20957.25,Long,12881,2025-01-15 14:11:00+00:00,21258.75,PivotExitLong,301.5,601.1,718.0,271,0.36874304783092327,-0.8909899888765295,-1.1151279199110122,14.73642936596218
12881,2025-01-15 14:11:00+00:00,21258.75,Short,12910,2025-01-15 14:40:00+00:00,21252.5,PivotExitShort,6.25,10.6,106.5,29,-0.8909899888765295,-0.35884315906562847,-1.6652947719688542,-0.5415461624026696
12910,2025-01-15 14:40:00+00:00,21252.5,Long,12926,2025-01-15 14:56:00+00:00,21298.75,PivotExitLong,46.25,90.6,184.5,16,-0.35884315906562847,3.4450500556173527,-0.5922135706340378,3.3305895439377085
12926,2025-01-15 14:56:00+00:00,21298.75,Short,12931,2025-01-15 15:01:00+00:00,21355.25,PivotExitShort,-56.5,-114.9,0.0,5,3.4450500556173527,3.8,3.3305895439377085,3.621412680756396
12931,2025-01-15 15:01:00+00:00,21355.25,Long,12967,2025-01-15 15:37:00+00:00,21354.0,PivotExitLong,-1.25,-4.4,101.0,36,3.8,-0.15233592880978866,0.13681868743047831,4.3042825361512795
12967,2025-01-15 15:37:00+00:00,21354.0,Short,13057,2025-01-15 17:07:00+00:00,21306.25,PivotExitShort,47.75,93.6,207.5,90,-0.15233592880978866,-0.10756395995550612,-2.7018353726362627,0.13681868743047831
13057,2025-01-15 17:07:00+00:00,21306.25,Long,13285,2025-01-15 20:55:00+00:00,21405.0,EodExitLong,98.75,195.6,289.0,227,-0.10756395995550612,-1.3028364849833147,-1.275361512791991,2.2519466073414907
13791,2025-01-16 06:21:00+00:00,21413.75,Long,13900,2025-01-16 08:10:00+00:00,21519.5,PivotExitLong,105.75,209.6,303.5,109,1.425472747497219,-0.2346496106785317,-0.02842046718576196,2.4803670745272526
13900,2025-01-16 08:10:00+00:00,21519.5,Short,14034,2025-01-16 10:24:00+00:00,21498.5,PivotExitShort,21.0,40.1,134.0,134,-0.2346496106785317,0.6853726362625139,-2.2000556173526142,0.9224694104560623
14034,2025-01-16 10:24:00+00:00,21498.5,Long,14142,2025-01-16 12:12:00+00:00,21470.0,PivotExitLong,-28.5,-58.9,37.5,108,0.6853726362625139,-1.0484427141268076,-0.9184649610678531,2.0378197997775307
14142,2025-01-16 12:12:00+00:00,21470.0,Short,14241,2025-01-16 13:51:00+00:00,21472.5,PivotExitShort,-2.5,-6.9,97.0,99,-1.0484427141268076,0.6492213570634038,-1.9417686318131258,1.0825917686318132
14241,2025-01-16 13:51:00+00:00,21472.5,Long,14282,2025-01-16 14:32:00+00:00,21450.25,PivotExitLong,-22.25,-46.4,51.0,41,0.6492213570634038,0.5730255839822025,0.05200222469410456,1.1950500556173527
14282,2025-01-16 14:32:00+00:00,21450.25,Short,14291,2025-01-16 14:41:00+00:00,21463.75,PivotExitShort,-13.5,-28.9,65.0,9,0.5730255839822025,-2.0062847608453835,-1.8223581757508343,0.9033926585094549
14291,2025-01-16 14:41:00+00:00,21463.75,Long,14294,2025-01-16 14:44:00+00:00,21407.25,PivotExitLong,-56.5,-114.9,0.0,3,-2.0062847608453835,-2.667074527252503,-2.4699110122358174,-1.8223581757508343
14294,2025-01-16 14:44:00+00:00,21407.25,Short,14313,2025-01-16 15:03:00+00:00,21395.25,PivotExitShort,12.0,22.1,118.5,19,-2.667074527252503,-2.5474972191323695,-4.002447163515017,-2.278197997775306
14313,2025-01-16 15:03:00+00:00,21395.25,Long,14345,2025-01-16 15:35:00+00:00,21367.75,PivotExitLong,-27.5,-56.9,37.5,32,-2.5474972191323695,-0.6956062291434928,-2.5586206896551724,0.6474416017797553
14345,2025-01-16 15:35:00+00:00,21367.75,Short,14368,2025-01-16 15:58:00+00:00,21408.0,PivotExitShort,-40.25,-82.4,26.0,23,-0.6956062291434928,0.4413236929922136,-1.1710233592880979,0.2449944382647386
14368,2025-01-16 15:58:00+00:00,21408.0,Long,14388,2025-01-16 16:18:00+00:00,21405.0,PivotExitLong,-3.0,-7.9,117.5,20,0.4413236929922136,2.5948832035595104,0.2449944382647386,4.155895439377086
14388,2025-01-16 16:18:00+00:00,21405.0,Short,14417,2025-01-16 16:47:00+00:00,21370.0,PivotExitShort,35.0,68.1,168.0,29,2.5948832035595104,-2.8379310344827586,-2.811345939933259,3.0508898776418243
14417,2025-01-16 16:47:00+00:00,21370.0,Long,14508,2025-01-16 18:18:00+00:00,21377.0,PivotExitLong,7.0,12.1,104.5,91,-2.8379310344827586,0.06351501668520579,-2.8379310344827586,2.5939933259176864
14508,2025-01-16 18:18:00+00:00,21377.0,Short,14556,2025-01-16 19:06:00+00:00,21320.75,PivotExitShort,56.25,110.6,225.0,48,0.06351501668520579,-0.44516129032258067,-3.8907675194660736,0.22157953281423803
14556,2025-01-16 19:06:00+00:00,21320.75,Long,14629,2025-01-16 20:19:00+00:00,21346.5,PivotExitLong,25.75,49.6,141.5,73,-0.44516129032258067,0.41212458286985537,-0.7578976640711902,2.6597330367074528
14629,2025-01-16 20:19:00+00:00,21346.5,Short,14665,2025-01-16 20:55:00+00:00,21292.0,EodExitShort,54.5,107.1,79.0,35,0.41212458286985537,-1.1392102335928809,-2.5021690767519464,0.6933815350389322
14925,2025-01-17 02:15:00+00:00,21275.0,Long,15245,2025-01-17 07:35:00+00:00,21261.75,PivotExitLong,-13.25,-28.4,65.5,320,0.06985539488320355,-0.31407119021134594,-0.9511679644048944,0.9611234705228031
15245,2025-01-17 07:35:00+00:00,21261.75,Short,15312,2025-01-17 08:42:00+00:00,21299.25,PivotExitShort,-37.5,-76.9,15.5,67,-0.31407119021134594,0.6139043381535039,-0.6751390433815351,0.9830923248053393
15312,2025-01-17 08:42:00+00:00,21299.25,Long,15511,2025-01-17 12:01:00+00:00,21312.75,PivotExitLong,13.5,25.1,124.0,199,0.6139043381535039,-1.517686318131257,-1.3799777530589543,1.810400444938821
15511,2025-01-17 12:01:00+00:00,21312.75,Short,15571,2025-01-17 13:01:00+00:00,21356.25,PivotExitShort,-43.5,-88.9,10.5,60,-1.517686318131257,0.5436040044493882,-1.7192436040044494,1.2774193548387096
15571,2025-01-17 13:01:00+00:00,21356.25,Long,15661,2025-01-17 14:31:00+00:00,21598.25,PivotExitLong,242.0,482.1,602.0,90,0.5436040044493882,2.1417686318131257,0.38220244716351504,4.351890989988877
15661,2025-01-17 14:31:00+00:00,21598.25,Short,15683,2025-01-17 14:53:00+00:00,21551.0,PivotExitShort,47.25,92.6,192.5,22,2.1417686318131257,-3.8590656284760847,-4.127586206896551,2.5530033370411567
15683,2025-01-17 14:53:00+00:00,21551.0,Long,15690,2025-01-17 15:00:00+00:00,21505.5,PivotExitLong,-45.5,-92.9,0.0,7,-3.8590656284760847,-1.5588431590656284,-3.892324805339266,-1.9044493882091214
15690,2025-01-17 15:00:00+00:00,21505.5,Short,15696,2025-01-17 15:06:00+00:00,21564.0,PivotExitShort,-58.5,-118.9,0.0,6,-1.5588431590656284,0.38987764182424917,-1.9044493882091214,-0.05978865406006674
15696,2025-01-17 15:06:00+00:00,21564.0,Long,15712,2025-01-17 15:22:00+00:00,21526.0,PivotExitLong,-38.0,-77.9,15.0,16,0.38987764182424917,0.7809788654060067,-0.05978865406006674,1.3299777530589545
15712,2025-01-17 15:22:00+00:00,21526.0,Short,15722,2025-01-17 15:32:00+00:00,21537.25,PivotExitShort,-11.25,-24.4,75.5,10,0.7809788654060067,-1.5197997775305896,-1.4655172413793103,1.0265294771968854
15722,2025-01-17 15:32:00+00:00,21537.25,Long,15797,2025-01-17 16:47:00+00:00,21585.0,PivotExitLong,47.75,93.6,200.5,75,-1.5197997775305896,-0.25016685205784206,-1.5470522803114573,2.133092324805339
15797,2025-01-17 16:47:00+00:00,21585.0,Short,15832,2025-01-17 17:22:00+00:00,21613.5,PivotExitShort,-28.5,-58.9,36.0,35,-0.25016685205784206,1.1741379310344828,-1.5225250278086764,0.9956062291434927
15832,2025-01-17 17:22:00+00:00,21613.5,Long,15923,2025-01-17 18:53:00+00:00,21624.25,PivotExitLong,10.75,19.6,112.0,91,1.1741379310344828,-1.300222469410456,-1.2954949944382648,2.0526140155728587
15923,2025-01-17 18:53:00+00:00,21624.25,Short,16045,2025-01-17 20:55:00+00:00,21626.75,EodExitShort,-2.5,-6.9,66.0,121,-1.300222469410456,0.3047830923248053,-1.6443270300333703,0.492825361512792
16561,2025-01-20 06:31:00+00:00,21584.75,Long,16910,2025-01-20 12:20:00+00:00,21589.75,PivotExitLong,5.0,8.1,102.0,349,0.38492769744160177,-1.0799221357063404,-1.2017797552836484,1.278197997775306
16910,2025-01-20 12:20:00+00:00,21589.75,Short,16982,2025-01-20 13:32:00+00:00,21625.0,PivotExitShort,-35.25,-72.4,56.0,72,-1.0799221357063404,0.6098442714126807,-1.7916017797552837,0.34627363737486094
16982,2025-01-20 13:32:00+00:00,21625.0,Long,17074,2025-01-20 15:04:00+00:00,21724.75,PivotExitLong,99.75,197.6,291.5,92,0.6098442714126807,-0.8847608453837598,-0.5643492769744161,3.529143492769744
17074,2025-01-20 15:04:00+00:00,21724.75,Short,17132,2025-01-20 16:02:00+00:00,21702.0,PivotExitShort,22.75,43.6,150.5,58,-0.8847608453837598,0.11523915461624026,-1.9805339265850945,-0.06707452725250278
17132,2025-01-20 16:02:00+00:00,21702.0,Long,17215,2025-01-20 17:25:00+00:00,21668.75,PivotExitLong,-33.25,-68.4,49.0,83,0.11523915461624026,-0.7472747497219132,-1.0186318131256953,1.6373748609566185
17215,2025-01-20 17:25:00+00:00,21668.75,Short,17226,2025-01-20 17:36:00+00:00,21698.0,PivotExitShort,-29.25,-60.4,36.5,11,-0.7472747497219132,-0.9383759733036707,-1.3058954393770856,-0.5154616240266964
17226,2025-01-20 17:36:00+00:00,21698.0,Long,17251,2025-01-20 23:01:00+00:00,21692.0,EodExitLong,-6.0,-13.9,9.0,24,-0.9383759733036707,0.06045606229143493,-1.046829810901001,0.8846496106785317
17349,2025-01-21 00:39:00+00:00,21696.25,Short,17373,2025-01-21 01:03:00+00:00,21521.5,PivotExitShort,174.75,347.6,502.5,24,-1.3442714126807565,-9.403670745272525,-9.199276974416017,-0.9470522803114572
17373,2025-01-21 01:03:00+00:00,21521.5,Long,17402,2025-01-21 01:32:00+00:00,21567.0,PivotExitLong,45.5,89.1,196.0,29,-9.403670745272525,2.0612347052280313,-9.403670745272525,4.209955506117908
17402,2025-01-21 01:32:00+00:00,21567.0,Short,17411,2025-01-21 01:41:00+00:00,21571.75,PivotExitShort,-4.75,-11.4,85.5,9,2.0612347052280313,-0.828642936596218,-0.7390433815350389,2.422135706340378
17411,2025-01-21 01:41:00+00:00,21571.75,Long,17642,2025-01-21 05:32:00+00:00,21587.75,PivotExitLong,16.0,30.1,146.5,231,-0.828642936596218,-0.278587319243604,-0.9755839822024471,1.8942157953281424
17642,2025-01-21 05:32:00+00:00,21587.75,Short,17701,2025-01-21 06:31:00+00:00,21625.75,PivotExitShort,-38.0,-77.9,14.5,59,-0.278587319243604,1.110344827586207,-0.6176307007786429,1.174972191323693
