month,zone,zone_lo,zone_hi,feature,mean,std,median,skew,p25,p75,n
2025-01,21454-21681,21453.75,21680.75,variance_ratio,0.3593051,0.3426174,0.27859008,2.136362633560166,0.18178150802850723,0.45615364611148834,123
2025-01,21454-21681,21453.75,21680.75,bar_range,309.1301,239.50325,239.0,1.6310227152041499,142.5,385.0,123
2025-01,21454-21681,21453.75,21680.75,wick_ratio,0.58114463,0.26805806,0.5606695,-0.15592685246218965,0.37085360288619995,0.8228795230388641,123
2025-01,21454-21681,21453.75,21680.75,vwap_distance,328.89224,563.335,430.4986,-1.758996636447795,96.36241149902344,748.8540954589844,123
2025-01,21454-21681,21453.75,21680.75,time_of_day,0.4559621,0.28956857,0.45833334,0.046633175835574185,0.2083333283662796,0.7083333134651184,123
2025-01,21681-21866,21680.75,21866.0,dmi_diff,7.699044,9.377435,5.925842,1.303275362384623,0.7558287084102631,11.0656259059906,66
2025-01,21681-21866,21680.75,21866.0,dmi_gap,8.440281,8.716262,5.925842,1.578812264439918,2.602287471294403,11.0656259059906,66
2025-01,21681-21866,21680.75,21866.0,vol_rel,0.7664642,0.89127153,0.3249634,1.8940891201392536,0.19062523916363716,0.921722948551178,66
2025-01,21681-21866,21680.75,21866.0,dir_vol,0.08151766,1.1726837,0.18047751,0.0017298033315486547,-0.20804259181022644,0.448857918381691,66
2025-01,21681-21866,21680.75,21866.0,velocity,7.7954545,43.32619,9.375,-0.768254368178383,-14.1875,29.9375,66
2025-01,21681-21866,21680.75,21866.0,z_se,11.873485,3.1835773,11.703329,0.2573253006617871,9.520776987075806,14.285753011703491,66
2025-01,21681-21866,21680.75,21866.0,price_accel,-1.8522727,57.857273,4.625,-0.10839189782813224,-39.3125,32.0625,66
2025-01,21681-21866,21680.75,21866.0,std_price,96.02045,33.33759,85.52475,0.8194746371597273,67.67228698730469,118.8331127166748,66
2025-01,21681-21866,21680.75,21866.0,variance_ratio,0.35859343,0.19384326,0.31747538,0.43289889946082905,0.2553882524371147,0.4806850254535675,66
2025-01,21681-21866,21680.75,21866.0,bar_range,237.27272,152.75337,200.0,2.005838079584539,132.25,264.75,66
2025-01,21681-21866,21680.75,21866.0,wick_ratio,0.50788766,0.2517758,0.43645546,0.14658130005077666,0.320930577814579,0.7259563505649567,66
2025-01,21681-21866,21680.75,21866.0,vwap_distance,448.80557,348.52115,527.7229,-0.09986492869532804,192.93999099731445,670.3297119140625,66
2025-01,21681-21866,21680.75,21866.0,time_of_day,0.44507572,0.27314562,0.45833334,0.16040731612161355,0.2187499962747097,0.6562500149011612,66
2025-02,20781-21067,20781.25,21067.0,dmi_diff,-10.208056,10.43539,-8.270405,-0.1801813761222017,-19.345094203948975,0.0,12
2025-02,20781-21067,20781.25,21067.0,dmi_gap,10.208056,10.43539,8.270405,0.1801813761222017,0.0,19.345094203948975,12
2025-02,20781-21067,20781.25,21067.0,vol_rel,1.7725639,1.3467516,1.5100708,0.9894249942782424,0.6462983787059784,2.187273323535919,12
2025-02,20781-21067,20781.25,21067.0,dir_vol,-0.022332594,2.2260332,-0.54268324,0.29847267895745505,-1.0744411647319794,1.4246751964092255,12
2025-02,20781-21067,20781.25,21067.0,velocity,-22.875,120.96248,0.0,-0.7283037107924533,-11.25,10.5,12
2025-02,20781-21067,20781.25,21067.0,z_se,-10.317682,10.142602,-8.378156,-0.2543989262800605,-19.636415004730225,0.0,12
2025-02,20781-21067,20781.25,21067.0,price_accel,-29.395834,145.83282,0.0,0.33983547858584306,-71.6875,10.25,12
2025-02,20781-21067,20781.25,21067.0,std_price,81.52588,63.76588,98.51276,-0.08445689784840289,0.0,114.63145446777344,12
2025-02,20781-21067,20781.25,21067.0,variance_ratio,0.7308302,0.6306878,0.7105088,0.006711829109395824,0.0,1.3752381503582,12
2025-02,20781-21067,20781.25,21067.0,bar_range,635.6667,416.83557,443.0,0.8071940716770373,278.75,1043.25,12
2025-02,20781-21067,20781.25,21067.0,wick_ratio,0.66547513,0.28838864,0.7945017,-0.8145145294742222,0.4756661653518677,0.8983457535505295,12
2025-02,20781-21067,20781.25,21067.0,vwap_distance,-280.02142,501.47775,-214.63052,-0.09138516684379765,-671.1313323974609,0.0,12
2025-02,20781-21067,20781.25,21067.0,time_of_day,0.5381945,0.2833427,0.6458334,-0.5215939761998272,0.2291666679084301,0.7604166716337204,12
2025-02,21067-21233,21067.0,21232.75,dmi_diff,-9.22459,12.300678,-5.236497,-0.5286941727291296,-18.882113933563232,0.0,30
2025-02,21067-21233,21067.0,21232.75,dmi_gap,10.748079,10.994476,6.20249,0.7801366096517841,0.0,18.882113933563232,30
2025-02,21067-21233,21067.0,21232.75,vol_rel,1.2478739,1.2798667,0.8873323,2.0967464978584,0.3792552947998047,1.5764058530330658,30
2025-02,21067-21233,21067.0,21232.75,dir_vol,0.096983545,1.7755305,0.11600527,0.3782685252797336,-0.8399067521095276,0.761129304766655,30
2025-02,21067-21233,21067.0,21232.75,velocity,-7.5,51.285355,0.0,-1.112319199526131,-17.4375,7.875,30
2025-02,21067-21233,21067.0,21232.75,z_se,-6.1939178,5.740309,-8.020261,0.1683837037584224,-11.565439462661743,0.0,30
2025-02,21067-21233,21067.0,21232.75,price_accel,8.158334,67.38213,0.0,1.0894097256009916,-16.5,0.0,30
2025-02,21067-21233,21067.0,21232.75,std_price,67.12496,64.93038,65.52519,0.38495306566862647,0.0,132.87612915039062,30
2025-02,21067-21233,21067.0,21232.75,variance_ratio,0.22660841,0.19951491,0.3137769,-0.020137799183121235,0.0,0.3654802069067955,30
2025-02,21067-21233,21067.0,21232.75,bar_range,428.76666,222.49174,358.5,1.0402484666236333,300.25,529.25,30
2025-02,21067-21233,21067.0,21232.75,wick_ratio,0.5835943,0.23384649,0.6215522,0.02025087482100853,0.36238861083984375,0.7363990992307663,30
2025-02,21067-21233,21067.0,21232.75,vwap_distance,-285.45496,340.13193,-199.37283,-1.1182638217530132,-483.27345275878906,0.0,30
2025-02,21067-21233,21067.0,21232.75,time_of_day,0.49027777,0.32233295,0.5208334,-0.1376535151762605,0.1770833358168602,0.7812500149011612,30
2025-02,21233-21454,21232.75,21453.75,dmi_diff,-9.587771,14.97311,-8.160601,-0.14539535200285836,-23.3299503326416,1.3263211250305176,61
2025-02,21233-21454,21232.75,21453.75,dmi_gap,14.010443,10.9465475,9.527021,0.6980919154491518,5.794689178466797,23.3299503326416,61
2025-02,21233-21454,21232.75,21453.75,vol_rel,0.73281133,1.024757,0.3073177,2.6826755571022516,0.18943388760089874,0.6589112281799316,61
2025-02,21233-21454,21232.75,21453.75,dir_vol,-0.010776237,1.2597711,0.07199318,1.171965187777747,-0.3631744682788849,0.29048261046409607,61
2025-02,21233-21454,21232.75,21453.75,velocity,-3.6188524,44.159603,0.0,-1.080922396297567,-15.25,16.75,61
2025-02,21233-21454,21232.75,21453.75,z_se,-4.4486628,7.527127,-5.867103,0.09605963922067415,-10.77342700958252,2.318720579147339,61
2025-02,21233-21454,21232.75,21453.75,price_accel,-5.6434426,53.28218,-3.75,0.39828987395514187,-38.25,19.0,61
2025-02,21233-21454,21232.75,21453.75,std_price,103.30515,55.64039,99.097946,-0.4148927151202192,68.816162109375,152.67970275878906,61
2025-02,21233-21454,21232.75,21453.75,variance_ratio,0.21422939,0.21048225,0.14461707,0.9980532618720981,0.0,0.30700111389160156,61
2025-02,21233-21454,21232.75,21453.75,bar_range,310.9508,241.01735,219.0,2.2186198027770048,161.0,404.0,61
2025-02,21233-21454,21232.75,21453.75,wick_ratio,0.60177106,0.25469437,0.5944056,-0.11524373712990357,0.3857142925262451,0.8571428656578064,61
2025-02,21233-21454,21232.75,21453.75,vwap_distance,-110.702644,484.17834,18.62285,-0.7860309810489695,-528.703857421875,262.9300842285156,61
2025-02,21233-21454,21232.75,21453.75,time_of_day,0.4002732,0.2257449,0.375,0.4408981024282819,0.25,0.5416666865348816,61
2025-02,21454-21681,21453.75,21680.75,dmi_diff,-6.235357,17.059004,-1.0290439,-0.29958309742353634,-23.296052932739258,6.882516860961914,51
2025-02,21454-21681,21453.75,21680.75,dmi_gap,14.605176,10.797137,14.56202,0.5070352814769893,4.591933250427246,23.296052932739258,51
2025-02,21454-21681,21453.75,21680.75,vol_rel,1.2730073,1.2007065,0.9257585,1.1693197424136064,0.2754760682582855,1.6813086867332458,51
2025-02,21454-21681,21453.75,21680.75,dir_vol,0.163743,1.7422493,-0.1517858,0.12226258698868124,-0.6753391325473785,1.0223236978054047,51
2025-02,21454-21681,21453.75,21680.75,velocity,-5.3431373,71.59794,-0.75,-1.3461169767100767,-27.625,25.625,51
2025-02,21454-21681,21453.75,21680.75,z_se,-0.0136066135,10.492503,5.334557,-0.9427994712847104,-7.773676633834839,7.854623317718506,51
2025-02,21454-21681,21453.75,21680.75,price_accel,5.127451,107.70546,1.25,0.4808841292286458,-45.375,36.875,51
2025-02,21454-21681,21453.75,21680.75,std_price,94.44149,50.656506,95.06758,-0.17059749015689263,79.42953109741211,121.79009246826172,51
2025-02,21454-21681,21453.75,21680.75,variance_ratio,0.29278034,0.40997908,0.0,1.237932283361612,0.0,0.5004706084728241,51
2025-02,21454-21681,21453.75,21680.75,bar_range,361.4902,251.88437,282.0,1.7476197886064653,181.5,449.0,51
2025-02,21454-21681,21453.75,21680.75,wick_ratio,0.52003044,0.22567391,0.4966443,0.12184212360230788,0.38121117651462555,0.7293096780776978,51
2025-02,21454-21681,21453.75,21680.75,vwap_distance,-148.7537,513.9435,-195.44235,0.19707076606924315,-555.6957702636719,48.848060607910156,51
2025-02,21454-21681,21453.75,21680.75,time_of_day,0.5449347,0.29123956,0.625,-0.5581169222603297,0.3125,0.7708333432674408,51
2025-02,21681-21866,21680.75,21866.0,dmi_diff,-4.443419,14.201522,-3.9127264,-0.16893930218086634,-13.121330261230469,3.8679661750793457,125
2025-02,21681-21866,21680.75,21866.0,dmi_gap,11.75878,9.119116,10.4477825,0.9814988723380078,3.912726402282715,18.043550491333008,125
2025-02,21681-21866,21680.75,21866.0,vol_rel,0.8138657,1.0559045,0.32466573,2.3068247237137984,0.1903112381696701,1.0787047147750854,125
2025-02,21681-21866,21680.75,21866.0,dir_vol,-0.005738212,1.3331462,0.09622942,-0.3649253420642918,-0.3243338465690613,0.3514644205570221,125
2025-02,21681-21866,21680.75,21866.0,velocity,1.336,38.052227,1.0,-0.7976895419374995,-15.25,17.25,125
2025-02,21681-21866,21680.75,21866.0,z_se,1.5243504,10.1115465,3.117803,-1.1862868185029842,-3.3590269088745117,8.874288558959961,125
2025-02,21681-21866,21680.75,21866.0,price_accel,-2.192,50.825745,-5.0,-0.20075280131822937,-25.25,23.0,125
2025-02,21681-21866,21680.75,21866.0,std_price,90.11923,45.60107,83.273186,0.9001125393886538,53.45961380004883,109.5719223022461,125
2025-02,21681-21866,21680.75,21866.0,variance_ratio,0.46593952,0.37165222,0.34900215,1.6352944178088094,0.2217693030834198,0.5703282356262207,125
2025-02,21681-21866,21680.75,21866.0,bar_range,211.976,157.5587,171.0,2.6929208765253145,107.0,248.0,125
2025-02,21681-21866,21680.75,21866.0,wick_ratio,0.5586994,0.25008944,0.5617284,-0.050403083249186555,0.36549708247184753,0.7540983557701111,125
2025-02,21681-21866,21680.75,21866.0,vwap_distance,69.97859,388.9947,101.26834,-0.7972448923727844,-131.32911682128906,385.27532958984375,125
2025-02,21681-21866,21680.75,21866.0,time_of_day,0.45033336,0.272116,0.41666666,0.14664056670517545,0.25,0.7083333134651184,125
2025-02,21866-22140,21866.0,22140.0,dmi_diff,-0.19072053,13.072959,2.6123962,-0.9907315175275515,-8.225838899612427,10.016610622406006,54
2025-02,21866-22140,21866.0,22140.0,dmi_gap,10.27769,8.081318,9.919039,1.0259211975478892,3.762611508369446,13.356727600097656,54
2025-02,21866-22140,21866.0,22140.0,vol_rel,1.2038649,1.3174179,0.5449368,1.2737620452950171,0.17979514598846436,1.7906400859355927,54
2025-02,21866-22140,21866.0,22140.0,dir_vol,0.1286034,1.7799836,0.12079329,-0.7710572677266879,-0.24888627603650093,1.2769763469696045,54
2025-02,21866-22140,21866.0,22140.0,velocity,1.0555556,48.49572,5.125,-1.079918172423724,-15.5,22.5625,54
2025-02,21866-22140,21866.0,22140.0,z_se,6.157947,14.169772,11.042542,-1.190402663473459,-2.450937271118164,14.669500589370728,54
2025-02,21866-22140,21866.0,22140.0,price_accel,-1.3194444,65.06902,-2.25,-0.22100903412885173,-25.9375,25.1875,54
2025-02,21866-22140,21866.0,22140.0,std_price,80.74761,24.457523,72.68004,0.32516532896008765,62.92588806152344,97.63689613342285,54
2025-02,21866-22140,21866.0,22140.0,variance_ratio,0.6813038,0.42246485,0.6877372,0.3098991618555397,0.2773788496851921,1.0185416638851166,54
2025-02,21866-22140,21866.0,22140.0,bar_range,256.18518,195.31229,182.0,1.383733001818739,121.5,337.25,54
2025-02,21866-22140,21866.0,22140.0,wick_ratio,0.5444753,0.24638101,0.5274873,0.16561781575268272,0.3151916414499283,0.7492165714502335,54
2025-02,21866-22140,21866.0,22140.0,vwap_distance,364.60196,369.9515,483.13965,-1.1723171026754808,270.81983947753906,573.5773162841797,54
2025-02,21866-22140,21866.0,22140.0,time_of_day,0.48225307,0.27830988,0.5625,-0.2259738505798656,0.2083333283662796,0.6979166567325592,54
2025-02,22140-22318,22140.0,22317.5,dmi_diff,-1.4505596,10.212038,-4.684761,0.4240910857300597,-8.706722974777222,7.582435369491577,102
2025-02,22140-22318,22140.0,22317.5,dmi_gap,9.010978,5.0191784,8.389179,0.20795406585995918,5.435578942298889,12.443277835845947,102
2025-02,22140-22318,22140.0,22317.5,vol_rel,0.91671395,1.5302298,0.313792,4.035824367110163,0.1801808513700962,1.0085210502147675,102
2025-02,22140-22318,22140.0,22317.5,dir_vol,-0.12659563,1.7793093,0.11976452,-3.1007264307033955,-0.26392874866724014,0.36931324005126953,102
2025-02,22140-22318,22140.0,22317.5,velocity,3.2156863,24.801294,4.0,-0.5790790145664274,-7.25,15.1875,102
2025-02,22140-22318,22140.0,22317.5,z_se,2.7391896,8.751526,4.7040796,-0.45004856153961004,-4.33602249622345,9.715506553649902,102
2025-02,22140-22318,22140.0,22317.5,price_accel,1.25,35.768234,0.25,-0.4926924814859846,-18.9375,21.75,102
2025-02,22140-22318,22140.0,22317.5,std_price,50.57076,21.05939,40.94365,1.4605770992594984,37.61275100708008,61.195250511169434,102
2025-02,22140-22318,22140.0,22317.5,variance_ratio,0.48620299,0.3228394,0.3956741,0.4047352661353434,0.2111816667020321,0.7553770542144775,102
2025-02,22140-22318,22140.0,22317.5,bar_range,152.23529,93.09632,123.5,1.6852951730305035,83.25,199.0,102
2025-02,22140-22318,22140.0,22317.5,wick_ratio,0.5553952,0.24134588,0.56195486,-0.1572140716120649,0.3955390453338623,0.7491666674613953,102
2025-02,22140-22318,22140.0,22317.5,vwap_distance,202.63551,239.30865,197.51215,0.06822221366431944,49.43320178985596,350.86962127685547,102
2025-02,22140-22318,22140.0,22317.5,time_of_day,0.4240196,0.27806836,0.41666666,0.24601282957233234,0.1770833358168602,0.625,102
2025-03,19672-19942,19672.25,19942.25,dmi_diff,-2.1269124,10.053602,-2.7223928,-0.06912068867035476,-8.63483190536499,4.394921660423279,110
2025-03,19672-19942,19672.25,19942.25,dmi_gap,8.55892,5.6871395,7.725958,0.5622698555055743,3.564092993736267,12.66379451751709,110
2025-03,19672-19942,19672.25,19942.25,vol_rel,1.3399975,1.5004015,0.68523735,1.769796304363669,0.2206183634698391,1.9573386013507843,110
2025-03,19672-19942,19672.25,19942.25,dir_vol,0.15905665,2.0053678,-0.0033710594,0.15433636718117186,-0.6384506672620773,1.171461671590805,110
2025-03,19672-19942,19672.25,19942.25,velocity,-2.1318183,63.824627,-0.625,-0.14268834986130852,-29.375,27.1875,110
2025-03,19672-19942,19672.25,19942.25,z_se,0.91354907,8.849912,1.0094439,0.02066225427842916,-6.154409408569336,8.426909446716309,110
2025-03,19672-19942,19672.25,19942.25,price_accel,3.1090908,83.52377,-2.375,0.28720856096842273,-45.875,38.6875,110
2025-03,19672-19942,19672.25,19942.25,std_price,107.09006,19.890072,104.70268,0.07645911819006843,90.93095779418945,124.06291961669922,110
2025-03,19672-19942,19672.25,19942.25,variance_ratio,0.459304,0.22529314,0.44121897,0.668821669323914,0.2589656710624695,0.5721257477998734,110
2025-03,19672-19942,19672.25,19942.25,bar_range,341.34546,217.05495,301.5,1.2590672024737195,164.25,427.5,110
2025-03,19672-19942,19672.25,19942.25,wick_ratio,0.5453709,0.2606031,0.56179804,0.020870924687089242,0.33594056218862534,0.7515010088682175,110
2025-03,19672-19942,19672.25,19942.25,vwap_distance,-15.808881,487.2839,-50.475945,0.22229425383815973,-307.4829788208008,265.36975860595703,110
2025-03,19672-19942,19672.25,19942.25,time_of_day,0.45909092,0.25929573,0.4791667,0.011227193755581732,0.25,0.6666666865348816,110
2025-03,19942-20193,19942.25,20192.75,dmi_diff,-3.0265694,16.59282,-7.9412045,0.12610350461200345,-13.88535737991333,13.42547607421875,123
2025-03,19942-20193,19942.25,20192.75,dmi_gap,15.186788,7.337795,13.634521,0.4185256940816321,10.475408554077148,20.756157875061035,123
2025-03,19942-20193,19942.25,20192.75,vol_rel,0.9154646,1.2301142,0.34957096,2.637236071688038,0.18039175122976303,1.3623889088630676,123
2025-03,19942-20193,19942.25,20192.75,dir_vol,0.1124999,1.5292482,0.100602865,1.3334747929604298,-0.34842637181282043,0.32921962440013885,123
2025-03,19942-20193,19942.25,20192.75,velocity,2.0020325,58.678078,3.5,0.39854512440079326,-25.5,23.25,123
2025-03,19942-20193,19942.25,20192.75,z_se,-2.9543877,11.702563,-9.183458,0.3496759753730758,-11.837351322174072,9.213547229766846,123
2025-03,19942-20193,19942.25,20192.75,price_accel,0.25813007,85.284134,0.75,-0.040485350488307176,-37.375,38.25,123
2025-03,19942-20193,19942.25,20192.75,std_price,121.25115,40.472515,113.97799,0.375046607622521,88.68955993652344,150.91153717041016,123
2025-03,19942-20193,19942.25,20192.75,variance_ratio,0.48260915,0.32210642,0.35698742,1.0040290652520478,0.23813366889953613,0.6965493261814117,123
2025-03,19942-20193,19942.25,20192.75,bar_range,322.73984,252.47078,223.0,1.5136167254330617,143.0,408.0,123
2025-03,19942-20193,19942.25,20192.75,wick_ratio,0.5420844,0.24496353,0.5495495,-0.022668992009601555,0.3605141341686249,0.7431135177612305,123
2025-03,19942-20193,19942.25,20192.75,vwap_distance,-43.508335,620.5704,-265.24457,0.34236790899977654,-462.4218292236328,421.3995819091797,123
2025-03,19942-20193,19942.25,20192.75,time_of_day,0.45121947,0.30460128,0.41666666,0.17714263695671223,0.1875,0.75,123
2025-03,20193-20520,20192.75,20520.5,dmi_diff,1.5755514,18.697363,4.980932,-0.2751302531313376,-14.15442180633545,17.895864486694336,89
2025-03,20193-20520,20192.75,20520.5,dmi_gap,16.864256,8.226213,17.037235,0.07725694929540158,10.919848442077637,23.68235969543457,89
2025-03,20193-20520,20192.75,20520.5,vol_rel,1.0955138,1.121167,0.56388474,1.2387314414399524,0.27912965416908264,1.7275887727737427,89
2025-03,20193-20520,20192.75,20520.5,dir_vol,-0.080156624,1.5654842,-0.13635524,-0.4386361705762754,-0.5725453495979309,0.5629097819328308,89
2025-03,20193-20520,20192.75,20520.5,velocity,-9.286517,58.584156,-4.75,-0.7026308245493353,-30.5,23.5,89
2025-03,20193-20520,20192.75,20520.5,z_se,2.2219315,10.317394,7.6512084,-0.11784989577178519,-7.624170303344727,10.343087196350098,89
2025-03,20193-20520,20192.75,20520.5,price_accel,-6.474719,82.891235,2.75,-1.1644450419292927,-30.5,23.0,89
2025-03,20193-20520,20192.75,20520.5,std_price,125.514275,65.00693,106.74046,0.32771336850409793,68.16256713867188,185.77674865722656,89
2025-03,20193-20520,20192.75,20520.5,variance_ratio,0.25043133,0.27414602,0.16985416,1.4247056364379298,0.045287881046533585,0.3753243684768677,89
2025-03,20193-20520,20192.75,20520.5,bar_range,349.94382,287.45743,269.0,1.7556680142711902,154.0,439.0,89
2025-03,20193-20520,20192.75,20520.5,wick_ratio,0.57633585,0.23356639,0.59882003,-0.19492851079698598,0.4188311696052551,0.7712609767913818,89
2025-03,20193-20520,20192.75,20520.5,vwap_distance,103.432396,735.57983,153.2875,-0.058222890295607885,-258.26971435546875,396.5884704589844,89
2025-03,20193-20520,20192.75,20520.5,time_of_day,0.4836142,0.24785425,0.5,-0.14018884840938808,0.3333333432674408,0.6666666865348816,89
2025-03,20520-20781,20520.5,20781.25,dmi_diff,-7.2587786,13.11864,-4.188267,-0.32889878925245697,-9.687508583068848,1.658337116241455,37
2025-03,20520-20781,20520.5,20781.25,dmi_gap,10.690059,10.512432,6.7031083,0.904898928280628,2.4362802505493164,20.735389709472656,37
2025-03,20520-20781,20520.5,20781.25,vol_rel,0.5363205,0.74192363,0.17322394,2.0638201821984166,0.11269830167293549,0.38134750723838806,37
2025-03,20520-20781,20520.5,20781.25,dir_vol,0.100153916,0.9099778,0.10345139,-1.4006666655223063,-0.11269830167293549,0.25828471779823303,37
2025-03,20520-20781,20520.5,20781.25,velocity,15.317568,62.347565,11.75,0.7786516416687366,-8.75,37.5,37
