**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,idx,parent_chain,shape,parent_shape,seed_shape,seed_r,length_min,fwd_return
2025_01_08,0,9/1/1/4,NOISE,STEEP_LINEAR_UP,NOISE,0.7160408851699859,1.33,-0.75
2025_01_08,1,9/2/0/0,NOISE,STEEP_LINEAR_UP,NOISE,0.4765070099552473,3.0,10.5
2025_01_08,3,9/2/0/0,NOISE,STEEP_LINEAR_UP,NOISE,0.6826581727406911,1.42,-1.5
2025_01_08,2,10/0/0/1,NOISE,STEEP_LINEAR_UP,NOISE,0.7240719100384578,1.08,-1.25
2025_01_08,0,10/0/1/3,NOISE,STEEP_LINEAR_UP,NOISE,0.7052770218990113,4.67,0.5
2025_01_09,0,0/0/1/1,NOISE,STEEP_LINEAR_UP,NOISE,0.37760669569376853,3.25,1.5
2025_01_09,0,2/0/1/3,NOISE,STEEP_LINEAR_UP,EXPONENTIAL_UP,0.9355126520984672,1.42,-0.25
2025_01_09,0,2/1/4/1,NOISE,STEEP_LINEAR_UP,FRONT_SKEWED_DOWN,0.7798426509926683,1.75,2.25
2025_01_09,5,2/1/4/1,NOISE,STEEP_LINEAR_UP,NOISE,0.5955295509715794,1.33,3.5
2025_01_09,7,2/1/4/1,NOISE,STEEP_LINEAR_UP,NOISE,0.5213448350804128,2.58,3.25
2025_01_09,0,3/1/3/1,NOISE,STEEP_LINEAR_UP,DAMPED_OSCILLATOR,0.9435314786165193,1.25,3.5
2025_01_09,2,3/1/3/1,NOISE,STEEP_LINEAR_UP,NOISE,0.27441503542391427,2.83,-2.25
2025_01_10,0,0/0/2/3,NOISE,STEEP_LINEAR_UP,NOISE,0.6707704016802805,2.83,-2.0
2025_01_10,2,1/0/0/0,NOISE,STEEP_LINEAR_UP,NOISE,0.7477440725770391,2.5,0.5
2025_01_10,0,1/0/0/4,NOISE,STEEP_LINEAR_UP,LINEAR_DOWN,0.7839564663948348,2.33,-0.75
2025_01_10,4,1/0/2/11,NOISE,STEEP_LINEAR_UP,EXPONENTIAL_UP,0.8562051144555219,1.17,0.0
2025_01_10,0,1/2/1/0,NOISE,STEEP_LINEAR_UP,NOISE,0.5116723174385963,1.33,0.0
2025_01_10,0,2/0/1/0,NOISE,STEEP_LINEAR_UP,NOISE,0.7254375837747956,2.17,2.5
2025_01_10,2,2/0/1/0,NOISE,STEEP_LINEAR_UP,NOISE,0.707243210765347,1.0,-0.75
2025_01_10,0,2/0/1/3,NOISE,STEEP_LINEAR_UP,ROUNDED_U_DOWN,0.7733603767183288,1.0,0.0
