day,idx,parent_chain,shape,parent_shape,length_min,subshape_id
2025_09_11,1,1/4/1/1,NOISE,STEEP_LINEAR_DOWN,3.17,0
2026_03_17,2,4/2/5/6,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_08_12,4,5/0/0/4,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_12_10,0,6/0/2/3,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_04_14,3,3/1/1/3,NOISE,STEEP_LINEAR_DOWN,3.5,0
2025_05_19,0,4/2/3/0,NOISE,STEEP_LINEAR_DOWN,2.92,0
2025_04_15,0,5/2/1/2,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_03_06,7,3/1/0/3,NOISE,STEEP_LINEAR_DOWN,1.08,0
2026_03_17,9,2/0/0/1,NOISE,STEEP_LINEAR_DOWN,0.5,0
2026_03_12,0,3/2/2/0,NOISE,STEEP_LINEAR_DOWN,3.92,0
2025_11_03,0,5/0/8/0,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_05_15,3,3/2/4/2,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_11_17,0,2/3/0/3,NOISE,STEEP_LINEAR_DOWN,3.83,0
2025_03_03,1,4/4/1/1,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_01_06,0,3/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.6,0
2025_10_17,0,2/0/4/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_01_31,1,1/1/5/0,NOISE,STEEP_LINEAR_DOWN,4.17,0
2025_08_12,7,5/0/0/4,NOISE,STEEP_LINEAR_DOWN,2.75,0
2025_01_29,0,4/0/1/4,NOISE,STEEP_LINEAR_DOWN,2.67,0
2025_12_04,0,3/0/0/1,NOISE,STEEP_LINEAR_DOWN,1.83,0
2026_01_20,7,4/0/2/0,NOISE,STEEP_LINEAR_DOWN,3.58,0
2025_02_26,6,4/1/1/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_07_23,0,3/3/0/1,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_05_06,0,0/1/1/1,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_02_18,4,4/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_07_18,3,3/1/0/1,NOISE,STEEP_LINEAR_DOWN,2.75,0
2026_02_26,5,9/1/0/0,NOISE,STEEP_LINEAR_DOWN,0.75,0
2025_01_14,6,5/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_03_10,3,2/1/2/0,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_03_11,2,6/2/0/2,NOISE,STEEP_LINEAR_DOWN,3.08,0
2025_05_20,5,6/0/0/4,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_03_17,0,4/1/0/3,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_10_15,2,2/0/5/1,NOISE,STEEP_LINEAR_DOWN,4.5,0
2025_10_21,3,5/4/0/0,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_08_07,0,5/0/5/2,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_11_13,2,6/3/1/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_02_26,0,12/0/0/0,NOISE,STEEP_LINEAR_DOWN,2.5,0
2026_02_27,1,8/0/2/0,NOISE,STEEP_LINEAR_DOWN,3.2,0
2025_07_22,2,9/0/2/3,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_01_24,7,3/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_01_24,5,3/2/0/3,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_05_06,6,3/3/3/1,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_08_03,0,0/0/0/1,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_02_17,3,9/0/1/0,NOISE,STEEP_LINEAR_DOWN,3.33,0
2025_01_09,0,2/2/2/5,NOISE,STEEP_LINEAR_DOWN,5.42,0
2025_01_14,2,5/0/1/2,NOISE,STEEP_LINEAR_DOWN,1.08,0
2026_01_19,4,4/2/0/0,NOISE,STEEP_LINEAR_DOWN,2.75,0
2025_02_04,0,0/0/0/1,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_03_10,0,2/9/0/2,NOISE,STEEP_LINEAR_DOWN,3.42,0
2025_10_17,5,2/3/0/6,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_01_16,1,2/3/1/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_03_10,3,3/1/3/1,NOISE,STEEP_LINEAR_DOWN,3.17,0
2025_03_18,4,2/0/1/2,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_06_17,4,5/6/0/0,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_01_13,0,6/4/6/0,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_11_05,0,2/4/1/1,NOISE,STEEP_LINEAR_DOWN,5.17,0
2025_08_20,0,3/1/0/1,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_07_07,0,4/5/0/0,NOISE,STEEP_LINEAR_DOWN,2.83,0
2025_04_14,0,2/0/11/0,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_01_03,3,7/2/0/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2026_02_18,1,5/0/4/6,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_12_11,3,4/2/3/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2026_03_17,5,1/1/2/1,NOISE,STEEP_LINEAR_DOWN,1.67,0
2026_02_26,0,8/0/0/0,NOISE,STEEP_LINEAR_DOWN,3.5,0
2025_07_25,6,3/1/0/9,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_01_17,0,5/6/0/0,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_11_05,0,4/2/14/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_09_09,3,6/0/4/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2026_03_05,2,7/0/4/2,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_09_01,0,1/1/0/2,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_05_23,0,4/0/3/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_03_12,0,2/0/1/1,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_09_08,2,1/0/1/0,NOISE,STEEP_LINEAR_DOWN,3.33,0
2025_10_17,9,2/3/0/4,NOISE,STEEP_LINEAR_DOWN,3.42,0
2025_03_04,4,3/5/1/1,NOISE,STEEP_LINEAR_DOWN,1.33,0
2026_03_12,0,6/0/0/2,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_07_08,1,5/1/2/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_01_13,0,1/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.45,0
2025_10_22,6,3/0/0/1,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_01_16,0,2/1/0/4,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_05_30,3,7/1/0/3,NOISE,STEEP_LINEAR_DOWN,3.17,0
2026_01_23,1,2/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.55,0
2025_04_21,0,3/1/0/4,NOISE,STEEP_LINEAR_DOWN,5.0,0
2025_07_04,3,1/6/1/1,NOISE,STEEP_LINEAR_DOWN,1.08,0
2026_01_26,2,1/5/1/1,NOISE,STEEP_LINEAR_DOWN,1.6,0
2025_07_24,8,2/3/0/0,NOISE,STEEP_LINEAR_DOWN,3.08,0
2026_03_13,1,0/1/2/3,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_01_23,0,3/0/3/1,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_08_07,5,2/2/0/2,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_03_07,4,5/0/0/5,NOISE,STEEP_LINEAR_DOWN,4.83,0
2025_08_05,5,4/0/6/0,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_05_01,0,9/0/4/2,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_06_11,3,1/2/0/1,NOISE,STEEP_LINEAR_DOWN,3.42,0
2026_02_11,5,6/0/0/1,NOISE,STEEP_LINEAR_DOWN,0.75,0
2025_07_15,0,1/4/3/3,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_10_29,1,4/0/1/1,NOISE,STEEP_LINEAR_DOWN,0.17,0
2025_10_10,0,7/2/7/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_07_28,3,7/0/3/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_01_03,2,7/0/2/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_12_04,0,11/2/0/7,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_02_25,0,3/2/4/2,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_01_16,0,3/2/3/0,NOISE,STEEP_LINEAR_DOWN,2.5,0
2026_02_20,0,7/0/0/5,NOISE,STEEP_LINEAR_DOWN,3.5,0
2025_10_28,1,3/4/0/7,NOISE,STEEP_LINEAR_DOWN,2.83,0
2025_08_11,5,5/2/1/2,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_07_30,2,1/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_12_03,2,1/5/1/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_03_09,0,4/3/1/4,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_06_10,1,0/0/0/2,NOISE,STEEP_LINEAR_DOWN,0.58,0
2025_12_02,1,2/2/2/0,NOISE,STEEP_LINEAR_DOWN,3.08,0
2025_07_22,0,0/1/0/0,NOISE,STEEP_LINEAR_DOWN,4.0,0
2025_02_05,0,2/0/0/0,NOISE,STEEP_LINEAR_DOWN,3.67,0
2025_02_20,0,1/8/1/3,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_12_15,2,4/1/1/2,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_05_09,0,4/2/3/0,NOISE,STEEP_LINEAR_DOWN,3.83,0
2025_07_25,1,3/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.83,0
2026_02_05,3,6/0/2/3,NOISE,STEEP_LINEAR_DOWN,3.5,0
2025_05_14,0,4/3/2/3,NOISE,STEEP_LINEAR_DOWN,1.75,0
2026_02_13,4,8/3/1/0,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_09_03,6,8/0/0/5,NOISE,STEEP_LINEAR_DOWN,4.58,0
2025_11_20,0,8/0/0/0,NOISE,STEEP_LINEAR_DOWN,2.75,0
2025_06_05,0,6/1/0/3,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_03_04,0,3/0/3/0,NOISE,STEEP_LINEAR_DOWN,5.33,0
2025_09_09,1,5/1/0/0,NOISE,STEEP_LINEAR_DOWN,3.42,0
2025_05_21,10,2/2/0/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_01_14,0,6/0/5/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_11_20,4,3/0/1/1,NOISE,STEEP_LINEAR_DOWN,0.83,0
2026_01_29,4,4/2/2/0,NOISE,STEEP_LINEAR_DOWN,9.2,0
2026_03_16,1,7/0/6/3,NOISE,STEEP_LINEAR_DOWN,1.72,0
2025_02_18,9,4/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_03_03,2,4/3/0/0,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_08_08,3,5/0/6/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_01_08,0,1/0/0/6,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_07_10,3,4/1/2/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_02_25,2,5/1/0/0,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_08_13,4,5/3/1/4,NOISE,STEEP_LINEAR_DOWN,3.83,0
2025_02_21,0,1/1/0/0,NOISE,STEEP_LINEAR_DOWN,7.33,0
2025_03_07,0,5/2/1/0,NOISE,STEEP_LINEAR_DOWN,0.5,0
2025_08_25,0,1/0/3/3,NOISE,STEEP_LINEAR_DOWN,2.17,0
2026_02_27,4,8/0/0/1,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_10_03,5,7/1/0/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_02_28,0,1/2/1/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_07_28,1,5/0/2/0,NOISE,STEEP_LINEAR_DOWN,0.17,0
2025_08_19,6,2/0/3/1,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_08_28,1,3/0/2/5,NOISE,STEEP_LINEAR_DOWN,0.67,0
2025_04_03,0,4/0/6/5,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_01_06,2,3/1/4/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_02_24,0,5/2/0/1,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_12_09,1,4/0/0/6,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_03_17,1,2/2/1/0,NOISE,STEEP_LINEAR_DOWN,0.92,0
2026_02_23,0,5/0/3/1,NOISE,STEEP_LINEAR_DOWN,1.57,0
2025_05_29,0,0/0/0/2,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_11_11,2,3/1/5/0,NOISE,STEEP_LINEAR_DOWN,1.83,0
2026_02_20,0,8/0/6/4,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_09_12,0,4/6/1/1,NOISE,STEEP_LINEAR_DOWN,1.33,0
2026_01_20,2,3/0/2/4,NOISE,STEEP_LINEAR_DOWN,0.98,0
2026_03_04,6,1/0/4/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_01_30,0,5/2/0/1,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_06_18,0,2/0/2/1,NOISE,STEEP_LINEAR_DOWN,4.42,0
2025_11_05,3,4/2/0/0,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_08_06,2,1/2/2/5,NOISE,STEEP_LINEAR_DOWN,2.67,0
2025_10_27,4,4/2/4/0,NOISE,STEEP_LINEAR_DOWN,4.83,0
2025_08_11,6,5/1/1/1,NOISE,STEEP_LINEAR_DOWN,5.33,0
2025_04_09,3,1/0/2/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_07_23,3,2/4/1/0,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_11_13,0,6/4/0/6,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_05_13,0,2/0/6/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_01_15,0,2/0/4/2,NOISE,STEEP_LINEAR_DOWN,8.0,0
2026_02_16,0,4/6/2/0,NOISE,STEEP_LINEAR_DOWN,3.0,0
2025_04_24,3,1/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_02_04,0,4/1/4/4,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_05_26,0,1/4/0/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_07_29,3,2/5/0/1,NOISE,STEEP_LINEAR_DOWN,3.08,0
2025_05_12,0,1/6/2/1,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_10_15,0,1/18/0/2,NOISE,STEEP_LINEAR_DOWN,2.5,0
2026_01_26,3,5/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.07,0
2025_06_02,0,1/0/6/1,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_12_08,0,1/3/1/1,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_05_23,0,5/3/0/1,NOISE,STEEP_LINEAR_DOWN,4.58,0
2025_04_10,3,5/3/1/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_03_18,0,3/3/2/0,NOISE,STEEP_LINEAR_DOWN,5.58,0
2026_02_08,0,0/1/0/2,NOISE,STEEP_LINEAR_DOWN,1.28,0
2025_06_17,5,6/2/2/3,NOISE,STEEP_LINEAR_DOWN,7.5,0
2025_05_15,4,3/2/4/0,NOISE,STEEP_LINEAR_DOWN,2.5,0
2025_09_08,5,4/0/2/2,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_02_14,0,5/2/5/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_05_05,0,1/3/0/2,NOISE,STEEP_LINEAR_DOWN,2.0,0
2026_02_04,0,6/0/9/1,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_07_24,0,3/2/2/2,NOISE,STEEP_LINEAR_DOWN,2.0,0
2026_01_29,0,3/0/0/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_05_12,2,1/4/7/7,NOISE,STEEP_LINEAR_DOWN,1.33,0
2026_03_19,0,2/1/0/0,NOISE,STEEP_LINEAR_DOWN,6.67,0
2026_01_19,1,5/0/6/10,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_02_27,2,7/0/3/0,NOISE,STEEP_LINEAR_DOWN,4.33,0
2025_10_27,0,2/4/2/0,NOISE,STEEP_LINEAR_DOWN,2.5,0
2025_04_11,2,6/2/0/0,NOISE,STEEP_LINEAR_DOWN,3.42,0
2025_04_03,0,4/4/1/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_06_18,7,3/1/6/0,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_09_17,2,3/0/0/1,NOISE,STEEP_LINEAR_DOWN,4.75,0
2025_10_15,2,2/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_02_04,0,4/0/0/2,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_07_17,1,3/4/2/0,NOISE,STEEP_LINEAR_DOWN,1.67,0
2026_01_14,2,1/2/2/1,NOISE,STEEP_LINEAR_DOWN,4.45,0
2025_07_24,6,6/0/9/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_01_06,0,2/9/6/1,NOISE,STEEP_LINEAR_DOWN,2.75,0
2025_09_05,6,4/0/0/2,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_01_09,5,7/0/3/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_10_07,2,2/1/0/4,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_09_02,2,4/1/1/11,NOISE,STEEP_LINEAR_DOWN,2.5,0
2026_02_11,0,4/0/0/2,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_08_11,9,6/0/11/2,NOISE,STEEP_LINEAR_DOWN,2.33,0
2026_02_10,0,2/0/2/3,NOISE,STEEP_LINEAR_DOWN,1.18,0
2025_07_04,0,1/4/0/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_10_27,0,2/6/3/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2026_01_20,0,2/2/2/0,NOISE,STEEP_LINEAR_DOWN,1.47,0
2025_03_13,4,2/1/1/1,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_08_18,1,1/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_04_11,0,2/3/1/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_04_07,0,5/1/2/0,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_07_30,0,3/1/1/0,NOISE,STEEP_LINEAR_DOWN,2.75,0
2025_04_08,2,7/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_02_14,0,5/1/0/0,NOISE,STEEP_LINEAR_DOWN,2.08,0
2026_01_07,2,2/1/15/1,NOISE,STEEP_LINEAR_DOWN,1.1,0
2026_03_05,3,3/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2026_02_13,2,3/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_11_17,0,1/4/1/2,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_07_30,2,7/0/5/1,NOISE,STEEP_LINEAR_DOWN,3.25,0
2025_05_29,0,6/7/6/2,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_11_04,0,5/0/5/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_03_14,0,3/9/2/2,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_02_04,0,5/0/3/2,NOISE,STEEP_LINEAR_DOWN,4.75,0
2025_08_28,1,5/6/0/0,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_10_21,2,1/1/0/4,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_01_07,0,2/1/0/0,NOISE,STEEP_LINEAR_DOWN,4.25,0
2025_10_31,1,6/2/0/0,NOISE,STEEP_LINEAR_DOWN,4.92,0
2025_04_07,2,5/6/0/5,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_07_31,0,1/0/1/2,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_03_05,3,3/2/1/0,NOISE,STEEP_LINEAR_DOWN,2.0,0
2026_02_05,5,4/4/1/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2026_03_10,1,5/0/5/0,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_08_08,0,4/2/5/0,NOISE,STEEP_LINEAR_DOWN,5.0,0
2025_02_27,0,5/4/0/8,NOISE,STEEP_LINEAR_DOWN,3.0,0
2025_11_24,3,3/0/5/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2026_01_05,0,1/8/7/1,NOISE,STEEP_LINEAR_DOWN,1.68,0
2025_01_29,0,1/2/0/2,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_02_18,7,1/4/1/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_09_04,2,2/2/0/7,NOISE,STEEP_LINEAR_DOWN,2.5,0
2025_10_08,7,2/0/0/9,NOISE,STEEP_LINEAR_DOWN,3.33,0
2025_07_02,1,3/3/3/1,NOISE,STEEP_LINEAR_DOWN,0.5,0
2026_01_19,0,5/1/1/1,NOISE,STEEP_LINEAR_DOWN,6.05,0
2025_10_03,1,7/0/0/2,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_02_21,4,2/3/0/2,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_05_08,0,1/1/0/5,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_04_23,3,2/6/0/13,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_05_14,0,3/0/3/3,NOISE,STEEP_LINEAR_DOWN,1.75,0
2026_02_09,2,1/5/1/0,NOISE,STEEP_LINEAR_DOWN,8.3,0
2025_09_02,2,3/2/6/1,NOISE,STEEP_LINEAR_DOWN,1.08,0
2026_03_17,5,4/4/0/0,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_06_17,2,6/1/2/1,NOISE,STEEP_LINEAR_DOWN,2.92,0
2025_07_17,0,5/1/3/5,NOISE,STEEP_LINEAR_DOWN,2.58,0
2025_10_08,1,3/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_11_20,0,3/4/1/1,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_07_30,0,2/0/0/3,NOISE,STEEP_LINEAR_DOWN,8.67,0
2025_06_11,2,5/4/1/3,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_04_25,0,5/5/0/3,NOISE,STEEP_LINEAR_DOWN,1.75,0
2026_02_11,2,4/2/1/3,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_04_25,0,5/2/1/2,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_03_10,0,2/9/0/6,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_01_07,9,5/0/2/0,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_05_21,1,2/1/11/3,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_02_18,0,4/2/2/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_02_24,0,1/3/2/4,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_05_21,3,1/0/6/1,NOISE,STEEP_LINEAR_DOWN,3.17,0
2025_11_17,2,4/0/3/10,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_08_18,4,2/2/0/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2026_03_18,0,1/2/3/0,NOISE,STEEP_LINEAR_DOWN,2.1,0
2025_09_01,0,2/0/2/5,NOISE,STEEP_LINEAR_DOWN,2.58,0
2025_08_19,3,3/1/4/0,NOISE,STEEP_LINEAR_DOWN,3.33,0
2025_05_19,0,4/4/2/7,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_03_03,10,1/2/5/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_01_22,0,2/0/0/3,NOISE,STEEP_LINEAR_DOWN,1.52,0
2025_05_27,3,4/0/7/9,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_02_05,3,2/2/3/3,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_04_28,0,8/0/1/4,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_01_03,1,1/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_08_15,1,3/0/2/0,NOISE,STEEP_LINEAR_DOWN,2.67,0
2025_10_15,3,1/18/0/4,NOISE,STEEP_LINEAR_DOWN,3.08,0
2025_04_22,3,4/1/0/7,NOISE,STEEP_LINEAR_DOWN,4.75,0
2025_01_16,3,3/6/0/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_04_03,2,4/0/1/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_02_13,2,4/0/0/2,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_12_11,0,2/1/0/3,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_01_16,6,3/7/1/2,NOISE,STEEP_LINEAR_DOWN,3.33,0
2025_04_11,2,6/5/3/1,NOISE,STEEP_LINEAR_DOWN,1.83,0
2026_02_17,0,1/0/0/9,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_06_08,0,0/1/0/3,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_08_11,0,5/1/1/1,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_03_17,4,2/2/0/1,NOISE,STEEP_LINEAR_DOWN,3.58,0
2025_03_07,2,3/0/0/1,NOISE,STEEP_LINEAR_DOWN,4.25,0
2026_02_06,0,3/1/2/0,NOISE,STEEP_LINEAR_DOWN,1.7,0
2025_04_01,3,5/0/1/1,NOISE,STEEP_LINEAR_DOWN,1.58,0
2026_03_18,4,3/6/2/2,NOISE,STEEP_LINEAR_DOWN,1.18,0
2025_01_29,0,7/1/1/3,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_01_24,1,4/2/4/3,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_08_07,0,4/0/2/0,NOISE,STEEP_LINEAR_DOWN,2.92,0
2025_09_05,5,4/2/1/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_06_02,0,1/2/2/0,NOISE,STEEP_LINEAR_DOWN,7.92,0
2025_01_07,0,2/1/2/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_01_31,0,7/0/6/0,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_04_02,0,0/1/0/1,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_10_21,8,2/0/2/2,NOISE,STEEP_LINEAR_DOWN,0.17,0
2025_01_14,0,2/0/0/4,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_03_20,0,3/1/0/2,NOISE,STEEP_LINEAR_DOWN,1.33,0
2026_01_14,3,3/1/0/4,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_12_12,0,4/3/1/4,NOISE,STEEP_LINEAR_DOWN,1.65,0
2025_09_18,0,1/1/0/2,NOISE,STEEP_LINEAR_DOWN,3.58,0
2025_07_30,0,1/0/0/4,NOISE,STEEP_LINEAR_DOWN,4.58,0
