actual_pnl,actual_held,direction,same_early_best,same_early_bar,same_at_exit,same_ext_best,same_ext_bar,same_best,same_best_bar,counter_early_best,counter_early_bar,counter_at_exit,counter_ext_best,counter_ext_bar,counter_best,counter_best_bar,best_action,best_pnl,regret,early_entry_gain,best_early_bars_before,best_early_same_peak,best_early_counter_peak,trade_id,day,entry_tier
-13.0,7,short,-5.5,6,-13.0,36.5,42,36.5,42,15.5,3,13.0,273.5,264,273.5,264,counter_extended,273.5,286.5,273.5,7,36.5,273.5,16,2025_01_02,RIDE_CALM
33.0,3,long,52.0,1,47.0,220.0,252,220.0,252,-33.0,0,-47.0,90.0,30,90.0,30,same_extended,220.0,187.0,240.5,19,273.5,36.5,17,2025_01_02,RIDE_CALM
127.5,19,short,132.5,4,82.5,449.5,364,449.5,364,-114.0,1,-82.5,171.5,221,171.5,221,same_extended,449.5,322.0,322.0,14,449.5,171.5,18,2025_01_02,RIDE_CALM
0.0,6,long,5.5,1,-11.5,242.5,208,242.5,208,7.0,3,11.5,378.5,351,378.5,351,counter_extended,378.5,378.5,381.5,2,239.5,381.5,19,2025_01_02,RIDE_CALM
-84.5,9,short,-78.0,1,-68.5,354.5,327,354.5,327,96.0,3,68.5,266.5,184,266.5,184,same_extended,354.5,439.0,438.0,1,438.0,183.0,20,2025_01_02,RIDE_CALM
-13.5,4,short,-13.5,0,-22.0,409.5,308,409.5,308,25.0,2,22.0,211.5,165,211.5,165,same_extended,409.5,423.0,452.5,15,452.5,168.5,21,2025_01_02,RIDE_CALM
1.0,19,short,1.0,0,-32.0,408.0,254,408.0,254,15.0,1,32.0,213.0,111,213.0,111,same_extended,408.0,407.0,459.5,25,460.5,160.5,22,2025_01_02,RIDE_CALM
4.0,3,short,4.0,0,-18.0,408.0,225,408.0,225,18.0,3,18.0,213.0,82,213.0,82,same_extended,408.0,404.0,456.5,54,460.5,160.5,23,2025_01_02,RIDE_CALM
-174.0,44,short,-50.5,37,-101.5,790.0,400,790.0,400,189.5,2,101.5,189.5,2,189.5,2,same_extended,790.0,964.0,966.5,1,966.5,13.0,24,2025_01_02,RIDE_CALM
2.0,10,long,14.0,7,-51.0,-26.0,71,14.0,7,9.5,1,51.0,947.5,361,947.5,361,counter_extended,947.5,945.5,970.5,17,0.0,972.5,25,2025_01_02,KILL_SHOT
28.0,6,short,82.0,4,58.0,918.0,347,918.0,347,-28.0,0,-58.0,3.5,57,3.5,57,same_extended,918.0,890.0,944.5,31,972.5,0.0,26,2025_01_02,RIDE_CALM
0.5,7,short,0.5,0,-53.5,836.5,327,836.5,327,16.5,3,53.5,89.5,17,89.5,17,same_extended,836.5,836.0,972.0,71,972.5,0.0,27,2025_01_02,RIDE_CALM
42.0,11,long,51.0,1,-12.5,5.5,90,51.0,1,-4.5,3,12.5,875.0,311,875.0,311,counter_extended,875.0,833.0,930.5,87,0.0,972.5,28,2025_01_02,RIDE_CALM
50.5,6,short,50.5,0,53.0,894.0,303,894.0,303,-31.5,3,-53.0,-13.5,82,-13.5,82,same_extended,894.0,843.5,922.0,95,972.5,0.0,29,2025_01_02,RIDE_CALM
124.5,4,short,217.0,2,177.0,575.5,257,575.5,257,-124.5,0,-177.0,305.0,36,305.0,36,same_extended,575.5,451.0,837.0,117,961.5,0.0,30,2025_01_02,RIDE_MOMENTUM
-68.5,4,short,-58.0,1,-94.5,767.5,228,767.5,228,81.5,2,94.5,113.0,7,113.0,7,same_extended,767.5,836.0,926.0,82,926.0,0.0,31,2025_01_02,RIDE_CALM
182.5,10,short,312.0,4,262.5,785.5,207,785.5,207,-182.5,0,-262.5,-69.5,84,-69.5,84,same_extended,785.5,603.0,743.5,103,926.0,0.0,32,2025_01_02,RIDE_CALM
-40.0,41,short,-19.5,2,-60.0,551.0,145,551.0,145,40.0,0,60.0,165.0,22,165.0,22,same_extended,551.0,591.0,880.5,76,880.5,0.0,33,2025_01_02,FADE_CALM
-52.5,9,long,-8.0,7,-59.5,-2.5,16,-2.5,16,68.5,3,59.5,685.5,117,685.5,117,counter_extended,685.5,738.0,880.5,104,0.0,880.5,34,2025_01_02,RIDE_CALM
459.0,21,short,676.0,15,587.0,683.0,80,683.0,80,-459.0,0,-587.0,-276.0,235,-276.0,235,same_extended,683.0,224.0,257.0,43,716.0,0.0,35,2025_01_02,FADE_CALM
-40.0,29,long,16.0,17,-77.5,289.5,197,289.5,197,78.0,3,77.5,117.5,42,117.5,42,same_extended,289.5,329.5,716.0,81,0.0,716.0,36,2025_01_02,RIDE_CALM
17.0,9,long,128.0,4,49.5,401.5,169,401.5,169,-17.0,0,-49.5,5.5,14,5.5,14,same_extended,401.5,384.5,699.0,109,0.0,716.0,37,2025_01_02,FADE_CALM
-35.5,3,long,-35.5,0,-102.5,273.5,162,273.5,162,102.5,3,102.5,133.5,7,133.5,7,same_extended,273.5,309.0,716.0,116,0.0,716.0,38,2025_01_02,RIDE_CALM
38.0,4,long,61.5,1,38.5,263.5,110,263.5,110,-38.0,0,-38.5,12.0,20,12.0,20,same_extended,263.5,225.5,369.0,45,407.0,0.0,39,2025_01_02,FADE_CALM
25.5,7,short,134.0,4,74.0,74.0,7,134.0,4,-25.5,0,-74.0,141.5,94,141.5,94,counter_extended,141.5,116.0,381.5,61,0.0,407.0,40,2025_01_02,FADE_AGAINST
159.5,31,long,210.0,3,175.5,238.5,61,238.5,61,-129.5,2,-175.5,-98.0,11,-98.0,11,same_extended,238.5,79.0,247.5,94,407.0,0.0,41,2025_01_02,FADE_CALM
91.0,10,short,100.5,2,62.5,83.0,127,100.5,2,-83.5,1,-62.5,28.5,48,28.5,48,same_early,100.5,9.5,316.0,107,0.0,407.0,42,2025_01_02,KILL_SHOT
11.5,12,short,22.5,8,24.5,92.0,64,92.0,64,-10.0,3,-24.5,-9.0,4,-9.0,4,same_extended,92.0,80.5,264.0,105,0.0,275.5,43,2025_01_02,RIDE_CALM
-66.0,95,long,-42.5,22,-66.0,-66.0,95,-42.5,22,66.0,0,0.0,80.0,15,80.0,15,counter_extended,80.0,146.0,140.5,114,140.5,0.0,44,2025_01_02,RIDE_AGAINST
-36.0,11,short,-36.0,0,-36.0,-36.0,11,-36.0,0,36.0,0,0.0,36.0,0,36.0,0,counter_early,36.0,72.0,111.5,90,111.5,0.0,45,2025_01_02,RIDE_AGAINST
48.5,9,long,48.5,0,35.0,145.5,171,145.5,171,-36.5,3,-35.0,-22.0,5,-22.0,5,same_extended,145.5,97.0,150.5,15,199.0,0.0,0,2025_01_03,RIDE_AGAINST
-42.5,10,short,-42.5,0,-80.5,-18.0,75,-18.0,75,55.5,3,80.5,120.5,157,120.5,157,counter_extended,120.5,163.0,199.0,29,0.0,199.0,1,2025_01_03,RIDE_CALM
-18.5,16,short,-12.0,15,-4.0,40.0,39,40.0,39,38.5,1,4.0,62.5,121,62.5,121,counter_extended,62.5,81.0,199.0,65,0.0,199.0,2,2025_01_03,RIDE_CALM
0.0,3,long,0.0,0,-8.0,24.0,117,24.0,117,8.0,3,8.0,78.5,35,78.5,35,counter_extended,78.5,78.5,199.0,69,199.0,0.0,3,2025_01_03,RIDE_CALM
-16.0,17,long,19.0,14,8.5,80.0,372,80.0,372,16.0,0,-8.5,32.0,211,32.0,211,same_extended,80.0,96.0,199.0,109,199.0,0.0,4,2025_01_03,RIDE_CALM
18.5,11,short,32.0,10,30.5,68.5,162,68.5,162,-18.5,0,-30.5,54.0,335,54.0,335,same_extended,68.5,50.0,84.0,54,0.0,102.5,5,2025_01_03,RIDE_CALM
62.0,38,long,67.0,2,37.5,129.5,354,129.5,354,-55.5,1,-37.5,25.0,111,25.0,111,same_extended,129.5,67.5,67.5,105,129.5,0.0,6,2025_01_03,FADE_CALM
-25.5,8,long,-22.5,2,-30.5,66.5,316,66.5,316,25.5,0,30.5,88.0,73,88.0,73,counter_extended,88.0,113.5,97.5,76,97.5,25.0,7,2025_01_03,RIDE_CALM
28.5,25,short,43.0,15,17.5,31.0,216,43.0,15,-22.5,3,-17.5,111.5,258,111.5,258,counter_extended,111.5,83.0,115.0,4,11.0,143.5,8,2025_01_03,RIDE_AGAINST
-3.5,5,short,-3.0,4,-1.5,18.5,176,18.5,176,10.0,2,1.5,124.0,218,124.0,218,counter_extended,124.0,127.5,154.5,25,0.0,154.5,9,2025_01_03,RIDE_CALM
-37.0,9,short,-32.0,1,-41.5,20.0,359,20.0,359,37.0,0,41.5,134.5,184,134.5,184,counter_extended,134.5,171.5,154.5,59,0.0,154.5,10,2025_01_03,RIDE_CALM
-18.0,22,long,-14.5,2,-43.5,66.5,150,66.5,150,21.0,3,43.5,88.0,325,88.0,325,counter_extended,88.0,106.0,154.5,93,154.5,0.0,11,2025_01_03,RIDE_AGAINST
-3.5,39,short,9.0,4,-63.0,56.0,282,56.0,282,3.5,0,63.0,98.5,107,98.5,107,counter_extended,98.5,102.0,141.5,25,13.0,141.5,12,2025_01_03,RIDE_CALM
-40.5,9,short,-39.5,1,-57.5,65.0,254,65.0,254,47.5,3,57.5,89.5,79,89.5,79,counter_extended,89.5,130.0,141.5,53,13.0,141.5,13,2025_01_03,RIDE_CALM
55.0,17,short,84.0,8,61.0,96.0,225,96.0,225,-55.0,0,-61.0,333.0,370,333.0,370,counter_extended,333.0,278.0,353.0,1,21.0,408.0,14,2025_01_03,RIDE_AGAINST
-10.0,6,long,-3.5,1,-8.0,388.0,364,388.0,364,29.0,2,8.0,41.0,219,41.0,219,same_extended,388.0,398.0,400.0,1,400.0,29.0,15,2025_01_03,RIDE_CALM
39.0,9,long,66.5,8,68.0,351.0,351,351.0,351,-39.0,0,-68.0,81.0,185,81.0,185,same_extended,351.0,312.0,378.0,32,417.0,12.0,16,2025_01_03,RIDE_AGAINST
-8.5,32,short,34.5,31,37.0,115.5,148,115.5,148,15.0,3,-37.0,316.5,314,316.5,314,counter_extended,316.5,325.0,420.0,69,12.0,420.0,17,2025_01_03,RIDE_CALM
30.5,34,short,79.5,33,81.0,109.0,105,109.0,105,-23.0,2,-81.0,445.5,376,445.5,376,counter_extended,445.5,415.0,458.0,8,66.0,488.5,18,2025_01_03,RIDE_AGAINST
28.0,17,short,36.0,2,-8.0,57.5,72,57.5,72,-25.0,3,8.0,497.0,343,497.0,343,counter_extended,497.0,469.0,489.0,1,37.5,517.0,19,2025_01_03,RIDE_AGAINST
29.5,22,long,30.5,20,1.0,505.5,312,505.5,312,-18.0,3,-1.0,49.0,41,49.0,41,same_extended,505.5,476.0,503.5,29,533.0,21.5,20,2025_01_03,RIDE_AGAINST
12.5,7,long,21.0,1,-21.0,496.0,293,496.0,293,8.5,3,21.0,58.5,22,58.5,22,same_extended,496.0,483.5,520.5,48,533.0,21.5,21,2025_01_03,KILL_SHOT
13.5,9,short,40.0,8,38.0,50.0,10,50.0,10,6.0,3,-38.0,504.5,281,504.5,281,counter_extended,504.5,491.0,519.5,60,21.5,533.0,22,2025_01_03,RIDE_AGAINST
-24.0,12,long,-0.5,6,-21.0,554.0,367,554.0,367,24.0,0,21.0,31.5,11,31.5,11,same_extended,554.0,578.0,605.0,4,605.0,0.0,23,2025_01_03,RIDE_CALM
7.0,5,long,9.5,3,9.0,581.0,350,581.0,350,-4.0,1,-9.0,22.5,64,22.5,64,same_extended,581.0,574.0,603.5,11,610.5,0.0,24,2025_01_03,RIDE_CALM
13.0,6,long,13.0,0,-3.0,561.5,364,561.5,364,3.0,3,3.0,60.0,50,60.0,50,same_extended,561.5,548.5,597.5,25,610.5,0.0,25,2025_01_03,RIDE_CALM
17.5,38,short,57.0,9,-78.5,-28.5,91,57.0,9,-17.5,0,78.5,603.5,349,603.5,349,counter_extended,603.5,586.0,622.0,91,0.0,639.5,26,2025_01_03,RIDE_AGAINST
43.5,11,long,99.5,9,86.5,643.0,326,643.0,326,-43.5,0,-86.5,-43.5,0,-43.5,0,same_extended,643.0,599.5,617.0,14,660.5,0.0,27,2025_01_03,RIDE_AGAINST
37.5,6,long,172.5,2,179.5,463.0,302,463.0,302,-37.5,0,-179.5,112.0,44,112.0,44,same_extended,463.0,425.5,623.0,38,660.5,0.0,28,2025_01_03,RIDE_AGAINST
23.0,5,long,23.0,0,-96.5,290.5,295,290.5,295,81.5,3,96.5,284.5,37,284.5,37,same_extended,290.5,267.5,637.5,45,660.5,0.0,29,2025_01_03,RIDE_AGAINST
-18.0,8,long,23.0,4,20.5,372.0,284,372.0,284,24.0,2,-20.5,203.0,26,203.0,26,same_extended,372.0,390.0,660.5,56,660.5,0.0,30,2025_01_03,FADE_AGAINST
-10.5,32,short,64.5,28,28.5,28.5,32,64.5,28,21.0,2,-28.5,361.0,236,361.0,236,counter_extended,361.0,371.5,660.5,104,0.0,660.5,31,2025_01_03,RIDE_AGAINST
-74.0,11,long,-7.5,10,7.5,313.5,205,313.5,205,76.0,1,-7.5,76.0,1,76.0,1,same_extended,313.5,387.5,598.0,120,598.0,0.0,32,2025_01_03,RIDE_AGAINST
29.0,4,long,39.0,3,25.0,187.5,156,187.5,156,-29.0,0,-25.0,40.0,29,40.0,29,same_extended,187.5,158.5,546.0,102,575.0,0.0,33,2025_01_03,FADE_AGAINST
22.0,3,long,22.0,0,-1.0,209.0,142,209.0,142,11.5,2,1.0,18.5,15,18.5,15,same_extended,209.0,187.0,553.0,116,575.0,0.0,34,2025_01_03,FADE_AGAINST
-7.5,4,long,-4.5,2,-42.0,169.5,102,169.5,102,19.0,3,42.0,42.0,4,42.0,4,same_extended,169.5,177.0,425.5,106,425.5,0.0,35,2025_01_03,RIDE_AGAINST
66.5,26,long,154.5,18,132.5,211.5,72,211.5,72,-66.5,0,-132.5,-52.5,183,-52.5,183,same_extended,211.5,145.0,212.0,119,278.5,0.0,36,2025_01_03,FADE_AGAINST
38.0,8,long,63.0,5,64.0,125.5,63,125.5,63,-36.5,1,-64.0,33.5,174,33.5,174,same_extended,125.5,87.5,189.5,64,227.5,0.0,37,2025_01_03,RIDE_AGAINST
17.0,6,long,21.5,2,12.5,86.5,43,86.5,43,12.0,3,-12.5,72.5,154,72.5,154,same_extended,86.5,69.5,210.5,84,227.5,0.0,38,2025_01_03,FADE_AGAINST
59.5,14,long,65.5,6,45.0,98.5,26,98.5,26,-47.0,2,-45.0,60.5,137,60.5,137,same_extended,98.5,39.0,168.0,101,227.5,0.0,39,2025_01_03,FADE_AGAINST
2.0,4,short,2.0,0,-13.0,109.0,122,109.0,122,9.0,1,13.0,50.0,11,50.0,11,same_extended,109.0,107.0,225.5,116,0.0,227.5,40,2025_01_03,RIDE_CALM
-47.0,34,long,-46.5,4,-107.5,-67.0,37,-46.5,4,60.5,3,107.5,137.5,72,137.5,72,counter_extended,137.5,184.5,159.5,116,159.5,0.0,41,2025_01_03,FADE_CALM
-35.5,11,short,-20.5,10,-14.5,7.5,29,7.5,29,35.5,0,14.5,36.5,6,36.5,6,counter_extended,36.5,72.0,159.0,82,159.0,0.0,42,2025_01_03,RIDE_AGAINST
1.5,7,long,3.5,2,-5.5,2.5,20,3.5,2,1.5,1,5.5,11.0,14,11.0,14,counter_extended,11.0,9.5,157.5,120,0.0,159.0,43,2025_01_03,RIDE_CALM
3.0,3,long,3.0,0,3.0,3.0,3,3.0,0,-3.0,0,0.0,-3.0,0,-3.0,0,same_early,3.0,0.0,108.0,120,0.0,111.0,44,2025_01_03,RIDE_CALM
6.5,6,long,11.0,1,12.0,12.0,6,12.0,6,-2.5,2,-12.0,7.5,11,7.5,11,same_at_exit,12.0,5.5,56.0,30,0.0,62.5,0,2025_01_05,RIDE_AGAINST
42.5,52,short,75.5,34,45.0,66.5,61,75.5,34,-40.0,2,-45.0,109.5,393,109.5,393,counter_extended,109.5,67.0,137.5,19,4.0,180.0,0,2025_01_06,RIDE_AGAINST
0.5,4,short,0.5,0,-14.0,17.0,27,17.0,27,15.0,2,14.0,136.5,363,136.5,363,counter_extended,136.5,136.0,142.0,30,0.0,142.5,1,2025_01_06,RIDE_CALM
-18.0,20,long,-3.5,13,-10.5,236.0,379,236.0,379,29.0,1,10.5,29.0,1,29.0,1,same_extended,236.0,254.0,248.5,1,248.5,11.0,2,2025_01_06,FADE_CALM
-15.5,12,short,-3.5,5,-9.5,-2.0,56,-2.0,56,15.5,0,9.5,293.5,364,293.5,364,counter_extended,293.5,309.0,284.0,12,0.0,284.0,3,2025_01_06,RIDE_AGAINST
-17.5,8,short,-16.0,1,-25.5,-21.5,10,-16.0,1,18.5,2,25.5,368.0,358,368.0,358,counter_extended,368.0,385.5,371.0,7,0.0,371.0,4,2025_01_06,RIDE_CALM
4.0,8,long,8.5,3,7.0,335.0,315,335.0,315,-4.0,0,-7.0,-0.5,13,-0.5,13,same_extended,335.0,331.0,367.0,50,371.0,0.0,5,2025_01_06,RIDE_AGAINST
-34.0,6,short,-31.0,1,-55.5,-17.5,44,-17.5,44,34.0,0,55.5,418.5,365,418.5,365,counter_extended,418.5,452.5,383.0,3,3.5,383.0,6,2025_01_06,RIDE_CALM
-22.5,19,long,-16.5,5,-38.0,381.0,348,381.0,348,23.0,2,38.0,38.0,19,38.0,19,same_extended,381.0,403.5,431.0,31,431.0,0.0,7,2025_01_06,RIDE_AGAINST
-3.0,8,long,-2.0,1,-16.0,400.5,339,400.5,339,6.5,2,16.0,18.5,10,18.5,10,same_extended,400.5,403.5,409.5,12,409.5,9.5,8,2025_01_06,RIDE_AGAINST
-2.0,9,short,-2.0,0,-17.0,-9.0,13,-2.0,0,8.0,2,17.0,416.5,322,416.5,322,counter_extended,416.5,418.5,419.0,7,0.0,419.0,9,2025_01_06,RIDE_CALM
10.5,14,long,10.5,0,8.5,411.5,360,411.5,360,-2.5,3,-8.5,10.0,20,10.0,20,same_extended,411.5,401.0,409.0,88,419.5,0.0,10,2025_01_06,RIDE_AGAINST
9.0,15,long,31.5,8,25.0,388.5,319,388.5,319,-9.0,0,-25.0,-9.0,0,-9.0,0,same_extended,388.5,379.5,412.5,21,421.5,0.0,11,2025_01_06,RIDE_AGAINST
1.0,14,short,7.5,2,-13.0,4.5,33,7.5,2,-0.5,1,13.0,368.5,294,368.5,294,counter_extended,368.5,367.5,420.5,46,0.0,421.5,12,2025_01_06,RIDE_CALM
30.0,10,long,30.5,1,-6.5,349.5,273,349.5,273,-15.5,3,6.5,23.5,12,23.5,12,same_extended,349.5,319.5,391.5,67,421.5,0.0,13,2025_01_06,RIDE_AGAINST
13.0,25,long,90.5,20,80.5,502.5,373,502.5,373,-13.0,0,-80.5,-13.0,0,-13.0,0,same_extended,502.5,489.5,513.5,16,526.5,0.0,14,2025_01_06,FADE_CALM
36.5,15,long,64.0,11,45.5,484.5,373,484.5,373,-25.0,3,-45.5,-25.0,3,-25.0,3,same_extended,484.5,448.0,456.0,27,492.5,0.0,15,2025_01_06,RIDE_AGAINST
29.0,10,long,53.5,8,58.0,464.5,359,464.5,359,-29.0,0,-58.0,10.0,51,10.0,51,same_extended,464.5,435.5,467.5,32,496.5,0.0,16,2025_01_06,FADE_CALM
-4.5,17,short,34.0,4,22.5,44.5,19,44.5,19,4.5,0,-22.5,430.0,327,430.0,327,counter_extended,430.0,434.5,496.5,64,0.0,496.5,17,2025_01_06,RIDE_CALM
26.5,9,long,50.5,8,46.5,433.5,296,433.5,296,-26.5,0,-46.5,9.0,182,9.0,182,same_extended,433.5,407.0,470.0,95,496.5,0.0,18,2025_01_06,RIDE_AGAINST
28.0,13,long,28.0,0,-3.5,338.5,271,338.5,271,-10.5,2,3.5,104.0,157,104.0,157,same_extended,338.5,310.5,468.5,120,496.5,0.0,19,2025_01_06,RIDE_AGAINST
-1.5,9,long,14.5,7,19.5,341.5,233,341.5,233,18.0,1,-19.5,101.0,119,101.0,119,same_extended,341.5,343.0,474.5,75,474.5,0.0,20,2025_01_06,FADE_CALM
-29.0,23,long,10.5,11,-40.0,313.5,172,313.5,172,29.0,0,40.0,129.0,58,129.0,58,same_extended,313.5,342.5,402.0,120,402.0,40.5,21,2025_01_06,FADE_CALM
9.0,11,long,19.0,2,-4.0,331.5,156,331.5,156,-7.0,3,4.0,111.0,42,111.0,42,same_extended,331.5,322.5,355.5,104,364.5,78.0,22,2025_01_06,RIDE_AGAINST
-31.5,12,short,-31.5,0,-41.0,135.0,369,135.0,369,50.0,3,41.0,338.5,139,338.5,139,counter_extended,338.5,370.0,361.0,8,81.5,361.0,23,2025_01_06,RIDE_CALM
81.0,32,long,201.0,19,160.0,312.0,94,312.0,94,-71.5,3,-160.0,161.5,324,161.5,324,same_extended,312.0,231.0,361.5,20,442.5,31.0,24,2025_01_06,FADE_AGAINST
54.0,3,long,74.0,2,33.0,200.0,83,200.0,83,-33.0,3,-33.0,273.5,313,273.5,313,counter_extended,273.5,219.5,388.5,31,442.5,31.0,25,2025_01_06,FADE_AGAINST
16.5,11,long,35.0,1,23.5,167.0,69,167.0,69,-16.5,0,-23.5,306.5,299,306.5,299,counter_extended,306.5,290.0,426.0,45,442.5,31.0,26,2025_01_06,FADE_AGAINST
13.5,7,long,43.0,6,51.5,82.0,49,82.0,49,-13.5,0,-51.5,391.5,279,391.5,279,counter_extended,391.5,378.0,429.0,65,442.5,31.0,27,2025_01_06,RIDE_AGAINST
3.0,7,long,19.5,5,47.5,67.5,32,67.5,32,12.0,1,-47.5,406.0,262,406.0,262,counter_extended,406.0,403.0,440.0,10,30.5,443.0,28,2025_01_06,FADE_AGAINST
-1.0,10,long,-1.0,0,-5.5,20.0,15,20.0,15,24.0,2,5.5,453.5,245,453.5,245,counter_extended,453.5,454.5,455.0,9,18.5,455.0,29,2025_01_06,RIDE_AGAINST
-5.5,2,long,-5.5,0,14.0,14.0,2,14.0,2,11.0,1,-14.0,459.5,232,459.5,232,counter_extended,459.5,465.0,459.5,2,14.0,459.5,30,2025_01_06,RIDE_CALM
-5.0,9,short,-5.0,0,-6.0,421.5,214,421.5,214,43.5,2,6.0,43.5,2,43.5,2,same_extended,421.5,426.5,473.5,16,473.5,0.0,31,2025_01_06,RIDE_AGAINST
-3.5,4,long,-3.5,0,-32.0,-30.5,9,-3.5,0,37.5,3,32.0,465.0,208,465.0,208,counter_extended,465.0,468.5,473.5,22,0.0,473.5,32,2025_01_06,RIDE_CALM
-16.0,6,long,2.0,1,-25.5,-1.0,11,2.0,1,51.5,3,25.5,415.0,183,415.0,183,counter_extended,415.0,431.0,473.5,47,0.0,473.5,33,2025_01_06,RIDE_CALM
-27.5,12,short,27.0,8,24.0,363.5,168,363.5,168,27.5,0,-24.0,27.5,0,27.5,0,same_extended,363.5,391.0,473.5,62,473.5,0.0,34,2025_01_06,RIDE_AGAINST
85.5,13,short,104.5,6,75.5,351.0,134,351.0,134,-74.5,1,-75.5,-74.0,8,-74.0,8,same_extended,351.0,265.5,388.0,96,473.5,0.0,35,2025_01_06,FADE_CALM
-28.5,7,short,-28.5,0,-21.5,198.5,112,198.5,112,62.5,2,21.5,78.5,234,78.5,234,same_extended,198.5,227.0,473.5,118,473.5,0.0,36,2025_01_06,RIDE_AGAINST
116.5,45,short,216.5,43,190.5,190.5,45,216.5,43,-96.5,1,-190.5,60.5,165,60.5,165,same_early,216.5,100.0,254.5,120,371.0,0.0,37,2025_01_06,RIDE_AGAINST
6.5,8,short,11.5,3,-16.0,90.5,21,90.5,21,1.0,2,16.0,186.5,143,186.5,143,counter_extended,186.5,180.0,294.0,120,300.5,0.0,38,2025_01_06,RIDE_AGAINST
45.0,15,long,45.0,0,47.5,169.5,85,169.5,85,-15.0,2,-47.5,60.5,12,60.5,12,same_extended,169.5,124.5,232.0,37,277.0,0.0,39,2025_01_06,RIDE_AGAINST
18.0,7,short,88.0,4,-20.0,6.0,12,88.0,4,-15.5,1,20.0,142.0,77,142.0,77,counter_extended,142.0,124.0,259.0,45,0.0,277.0,40,2025_01_06,RIDE_CALM
108.5,9,long,180.5,7,184.0,230.0,64,230.0,64,-108.5,0,-184.0,-108.5,0,-108.5,0,same_extended,230.0,121.5,168.5,58,277.0,0.0,41,2025_01_06,FADE_CALM
