x_q,y_q,n,mean_fwd,std_fwd,win_rate,mean_conc,additive_pred,interaction
0,0,12233,1.5324940734079948,64.17073104035501,0.5329028038911142,-13.368842918169058,3.0609460614220114,-1.5284519880140166
0,1,3277,4.313930424168447,61.23129210591386,0.5505035093072933,-8.73004780982458,2.6424195182997616,1.6715109058686854
0,2,109,1.2339449541284404,50.16780031975557,0.5779816513761468,-1.6666569367264463,0.6393007159198754,0.594644238208565
1,0,2766,1.1699204627621114,63.447162700545945,0.5350686912509038,5.387729975075503,1.176272888214359,-0.006352425452247568
1,1,9150,0.6253278688524591,56.999345114740386,0.5201092896174864,0.7415248663543995,0.7577463450921091,-0.13241847623965008
1,2,3717,-1.4455205811138014,81.5724642978547,0.4974441754102771,-2.063505554609012,-1.2453724572877771,-0.20014812382602432
2,0,620,8.08024193548387,70.83407647514555,0.5774193548387097,19.322248578535742,0.9483739328352618,7.131868002648609
2,1,3204,0.19132334581772784,65.93696100563837,0.5037453183520599,14.387922972945113,0.529847389713012,-0.33852404389528423
2,2,11805,-0.4744387971198645,77.92540320094429,0.5073274036425244,13.65779254563998,-1.4732714126668742,0.9988326155470098
