ts,day,depth,pattern,micro_z,macro_z,gate,gate1_dist,gate3_conv,oracle_label,oracle_dir,oracle_pnl,template_id,tier,pattern_dna,trade_direction,trade_result,trade_pnl,exit_reason,exit_signal_reason,exit_conviction,exit_wave_maturity
1759300200,2025_10,4,STRUCTURAL_DRIVE,2.22,0.0,score_loser,4.288,0.0,SCALP,SHORT,75.5,0,3,,,,0.0,,,0.0,0.0
1759300200,2025_10,4,ROCHE_SNAP,2.22,0.0,gate3,8.288,0.476,SCALP,SHORT,75.5,0,3,L|1h:2|30m:0|15m:0,,,0.0,,,0.0,0.0
1759300200,2025_10,4,STRUCTURAL_DRIVE,2.22,0.0,score_loser,4.288,0.0,SCALP,SHORT,75.5,0,3,,,,0.0,,,0.0,0.0
1759300200,2025_10,4,ROCHE_SNAP,2.22,0.0,gate3,8.288,0.47,SCALP,SHORT,75.5,0,3,L|1h:2|30m:0|15m:0,,,0.0,,,0.0,0.0
1759300200,2025_10,4,STRUCTURAL_DRIVE,2.22,0.0,score_loser,4.288,0.0,SCALP,SHORT,75.5,0,3,,,,0.0,,,0.0,0.0
1759300200,2025_10,4,ROCHE_SNAP,2.22,0.0,gate3,8.288,0.472,SCALP,SHORT,75.5,0,3,L|1h:2|30m:0|15m:0,,,0.0,,,0.0,0.0
1759300200,2025_10,4,STRUCTURAL_DRIVE,2.22,0.0,score_loser,4.288,0.0,SCALP,SHORT,75.5,0,3,,,,0.0,,,0.0,0.0
1759300200,2025_10,4,ROCHE_SNAP,2.22,0.0,gate3,8.288,0.468,SCALP,SHORT,75.5,0,3,L|1h:2|30m:0|15m:0,,,0.0,,,0.0,0.0
1759301100,2025_10,4,STRUCTURAL_DRIVE,3.63,0.0,score_loser,4.299,0.0,MEGA,LONG,229.5,2,3,,,,0.0,,,0.0,0.0
1759301100,2025_10,4,ROCHE_SNAP,3.63,0.0,gate3,8.299,0.466,MEGA,LONG,229.5,2,3,L|1h:2|30m:0|15m:0,,,0.0,,,0.0,0.0
1759301100,2025_10,4,STRUCTURAL_DRIVE,3.63,0.0,score_loser,4.299,0.0,MEGA,LONG,229.5,2,3,,,,0.0,,,0.0,0.0
1759301100,2025_10,4,ROCHE_SNAP,3.63,0.0,gate3,8.299,0.466,MEGA,LONG,229.5,2,3,L|1h:2|30m:0|15m:0,,,0.0,,,0.0,0.0
1759301100,2025_10,4,STRUCTURAL_DRIVE,3.63,0.0,score_loser,4.299,0.0,MEGA,LONG,229.5,2,3,,,,0.0,,,0.0,0.0
1759301100,2025_10,4,ROCHE_SNAP,3.63,0.0,gate3,8.299,0.46,MEGA,LONG,229.5,2,3,L|1h:2|30m:0|15m:0,,,0.0,,,0.0,0.0
1759301100,2025_10,4,STRUCTURAL_DRIVE,3.63,0.0,score_loser,4.299,0.0,MEGA,LONG,229.5,2,3,,,,0.0,,,0.0,0.0
1759301100,2025_10,4,ROCHE_SNAP,3.63,0.0,gate3,8.299,0.46,MEGA,LONG,229.5,2,3,L|1h:2|30m:0|15m:0,,,0.0,,,0.0,0.0
1759302000,2025_10,4,ROCHE_SNAP,2.26,0.0,gate1,5.39,0.0,MEGA,LONG,232.5,,,,,,0.0,,,0.0,0.0
