ts,day,depth,pattern,micro_z,macro_z,gate,gate1_dist,gate3_conv,oracle_label,oracle_dir,oracle_pnl,template_id,tier,pattern_dna,trade_direction,trade_result,trade_pnl,exit_reason,exit_signal_reason,exit_conviction,exit_wave_maturity
1764567900,2025_12,4,STRUCTURAL_DRIVE,2.53,0.0,score_loser,4.264,0.0,MEGA,LONG,181.5,0,3,,,,0.0,,,0.0,0.0
1764567900,2025_12,4,ROCHE_SNAP,2.53,0.0,gate4_probability,8.264,0.499,MEGA,LONG,181.5,0,3,S|1h:1|30m:0|15m:0,,,0.0,,,0.0,0.0
1764567900,2025_12,4,STRUCTURAL_DRIVE,2.53,0.0,score_loser,4.264,0.0,MEGA,LONG,181.5,0,3,,,,0.0,,,0.0,0.0
1764567900,2025_12,4,ROCHE_SNAP,2.53,0.0,gate4_probability,8.264,0.5,MEGA,LONG,181.5,0,3,S|1h:1|30m:0|15m:0,,,0.0,,,0.0,0.0
1764567900,2025_12,4,STRUCTURAL_DRIVE,2.53,0.0,score_loser,4.264,0.0,MEGA,LONG,181.5,0,3,,,,0.0,,,0.0,0.0
1764567900,2025_12,4,ROCHE_SNAP,2.53,0.0,gate4_probability,8.264,0.501,MEGA,LONG,181.5,0,3,S|1h:1|30m:0|15m:0,,,0.0,,,0.0,0.0
1764567900,2025_12,4,STRUCTURAL_DRIVE,2.53,0.0,score_loser,4.264,0.0,MEGA,LONG,181.5,0,3,,,,0.0,,,0.0,0.0
1764567900,2025_12,4,ROCHE_SNAP,2.53,0.0,gate4_probability,8.264,0.501,MEGA,LONG,181.5,0,3,S|1h:1|30m:0|15m:0,,,0.0,,,0.0,0.0
1764569700,2025_12,4,ROCHE_SNAP,2.17,0.0,gate1,4.609,0.0,MEGA,LONG,161.0,,,,,,0.0,,,0.0,0.0
1764569700,2025_12,4,STRUCTURAL_DRIVE,2.17,0.0,gate1,4.609,0.0,MEGA,LONG,161.0,,,,,,0.0,,,0.0,0.0
