**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

X,Y,tfX,tfY,regime_2d,n,pearson
price_velocity_1b,bar_range,1m,1m,ALL,46928,-0.013851118772120932
price_velocity_1b,bar_range,1m,1m,UP_SMOOTH,7146,0.3647031138199267
price_velocity_1b,bar_range,1m,1m,UP_CHOPPY,3924,-0.253728610277944
price_velocity_1b,bar_range,1m,1m,DOWN_SMOOTH,4662,-0.19680203885081493
price_velocity_1b,bar_range,1m,1m,DOWN_CHOPPY,2988,-0.11458361472905894
price_velocity_1b,bar_range,1m,1m,FLAT_SMOOTH,9893,-0.02653985384611195
price_velocity_1b,bar_range,1m,1m,FLAT_CHOPPY,18315,-0.04654305357796227
price_velocity_1b,bar_range,1m,5m,ALL,46928,-0.028984641995238893
price_velocity_1b,bar_range,1m,5m,UP_SMOOTH,7146,0.1821796711905784
price_velocity_1b,bar_range,1m,5m,UP_CHOPPY,3924,-0.17968912669137516
price_velocity_1b,bar_range,1m,5m,DOWN_SMOOTH,4662,-0.139131532812603
price_velocity_1b,bar_range,1m,5m,DOWN_CHOPPY,2988,-0.0888204726270823
price_velocity_1b,bar_range,1m,5m,FLAT_SMOOTH,9893,0.007441914381334193
price_velocity_1b,bar_range,1m,5m,FLAT_CHOPPY,18315,-0.028426578194491136
price_velocity_1b,bar_range,1m,15m,ALL,46925,-0.032991168479972924
price_velocity_1b,bar_range,1m,15m,UP_SMOOTH,7146,0.028687421053872876
price_velocity_1b,bar_range,1m,15m,UP_CHOPPY,3924,-0.1783510613509874
price_velocity_1b,bar_range,1m,15m,DOWN_SMOOTH,4662,-0.04371064505641617
price_velocity_1b,bar_range,1m,15m,DOWN_CHOPPY,2988,-0.03134018153499302
price_velocity_1b,bar_range,1m,15m,FLAT_SMOOTH,9890,0.040928296821573444
price_velocity_1b,bar_range,1m,15m,FLAT_CHOPPY,18315,-0.009112776486076522
price_velocity_1b,bar_range,1m,1h,ALL,46917,-0.03318068318615082
price_velocity_1b,bar_range,1m,1h,UP_SMOOTH,7146,-0.014725368957234844
price_velocity_1b,bar_range,1m,1h,UP_CHOPPY,3924,-0.12715250039872897
price_velocity_1b,bar_range,1m,1h,DOWN_SMOOTH,4662,-0.005506119399848612
price_velocity_1b,bar_range,1m,1h,DOWN_CHOPPY,2988,-0.05171963349900117
price_velocity_1b,bar_range,1m,1h,FLAT_SMOOTH,9882,0.012662023402175867
price_velocity_1b,bar_range,1m,1h,FLAT_CHOPPY,18315,-0.018103172480561643
price_velocity_1b,bar_range,1m,4h,ALL,46869,-0.00745619285551222
price_velocity_1b,bar_range,1m,4h,UP_SMOOTH,7146,0.011190404535925418
price_velocity_1b,bar_range,1m,4h,UP_CHOPPY,3924,-0.0048300874808439335
price_velocity_1b,bar_range,1m,4h,DOWN_SMOOTH,4662,-0.026564136974109545
price_velocity_1b,bar_range,1m,4h,DOWN_CHOPPY,2988,-0.0340501825532901
price_velocity_1b,bar_range,1m,4h,FLAT_SMOOTH,9834,-0.0017408961030115023
price_velocity_1b,bar_range,1m,4h,FLAT_CHOPPY,18315,-0.008451272257621044
price_velocity_1b,bar_range,1m,1D,ALL,46917,-0.005279396282110297
price_velocity_1b,bar_range,1m,1D,UP_SMOOTH,7146,0.01768144541557445
price_velocity_1b,bar_range,1m,1D,UP_CHOPPY,3924,0.010396345077425609
price_velocity_1b,bar_range,1m,1D,DOWN_SMOOTH,4662,0.014675563603655652
price_velocity_1b,bar_range,1m,1D,DOWN_CHOPPY,2988,-0.026158796682115674
price_velocity_1b,bar_range,1m,1D,FLAT_SMOOTH,9882,-0.007045329952868043
price_velocity_1b,bar_range,1m,1D,FLAT_CHOPPY,18315,-0.023009774581911342
price_velocity_1b,bar_range,5m,5s,ALL,46927,-0.04739713878545361
price_velocity_1b,bar_range,5m,5s,UP_SMOOTH,7146,0.179817161198841
price_velocity_1b,bar_range,5m,5s,UP_CHOPPY,3924,0.024202738261658554
price_velocity_1b,bar_range,5m,5s,DOWN_SMOOTH,4662,-0.2538110132035787
price_velocity_1b,bar_range,5m,5s,DOWN_CHOPPY,2988,-0.08401287466722696
price_velocity_1b,bar_range,5m,5s,FLAT_SMOOTH,9892,-0.08160901095108766
price_velocity_1b,bar_range,5m,5s,FLAT_CHOPPY,18315,-0.07387119510266703
price_velocity_1b,bar_range,5m,15s,ALL,46927,-0.03929896928410019
price_velocity_1b,bar_range,5m,15s,UP_SMOOTH,7146,0.1764964868063371
price_velocity_1b,bar_range,5m,15s,UP_CHOPPY,3924,0.04617691867544489
price_velocity_1b,bar_range,5m,15s,DOWN_SMOOTH,4662,-0.20296587077847897
price_velocity_1b,bar_range,5m,15s,DOWN_CHOPPY,2988,-0.1191867851368237
price_velocity_1b,bar_range,5m,15s,FLAT_SMOOTH,9892,-0.09026944274350546
price_velocity_1b,bar_range,5m,15s,FLAT_CHOPPY,18315,-0.07352731212105793
price_velocity_1b,bar_range,5m,1m,ALL,46927,-0.02330043137885456
price_velocity_1b,bar_range,5m,1m,UP_SMOOTH,7146,0.26193865333440036
price_velocity_1b,bar_range,5m,1m,UP_CHOPPY,3924,0.08665093040585042
price_velocity_1b,bar_range,5m,1m,DOWN_SMOOTH,4662,-0.27088693983253004
price_velocity_1b,bar_range,5m,1m,DOWN_CHOPPY,2988,-0.1781986896063575
price_velocity_1b,bar_range,5m,1m,FLAT_SMOOTH,9892,-0.07573213348389468
price_velocity_1b,bar_range,5m,1m,FLAT_CHOPPY,18315,-0.08225974252281984
price_velocity_1b,bar_range,5m,5m,ALL,46927,-0.010431398601040299
price_velocity_1b,bar_range,5m,5m,UP_SMOOTH,7146,0.33379300586767335
price_velocity_1b,bar_range,5m,5m,UP_CHOPPY,3924,0.1905070734150508
price_velocity_1b,bar_range,5m,5m,DOWN_SMOOTH,4662,-0.3203014242091689
price_velocity_1b,bar_range,5m,5m,DOWN_CHOPPY,2988,-0.18606916732453968
price_velocity_1b,bar_range,5m,5m,FLAT_SMOOTH,9892,-0.12180408119189176
price_velocity_1b,bar_range,5m,5m,FLAT_CHOPPY,18315,-0.06629603808084003
price_velocity_1b,bar_range,5m,15m,ALL,46925,0.008958056072074824
price_velocity_1b,bar_range,5m,15m,UP_SMOOTH,7146,0.13510821839043105
price_velocity_1b,bar_range,5m,15m,UP_CHOPPY,3924,0.04576963541933591
price_velocity_1b,bar_range,5m,15m,DOWN_SMOOTH,4662,-0.055583241480355705
price_velocity_1b,bar_range,5m,15m,DOWN_CHOPPY,2988,-0.035926397718770715
price_velocity_1b,bar_range,5m,15m,FLAT_SMOOTH,9890,-0.002175325250269148
price_velocity_1b,bar_range,5m,15m,FLAT_CHOPPY,18315,-0.027686087966445217
price_velocity_1b,bar_range,5m,1h,ALL,46917,0.00692760675574014
price_velocity_1b,bar_range,5m,1h,UP_SMOOTH,7146,0.06990402090828202
price_velocity_1b,bar_range,5m,1h,UP_CHOPPY,3924,0.011370347693571993
price_velocity_1b,bar_range,5m,1h,DOWN_SMOOTH,4662,-0.017653990074847088
price_velocity_1b,bar_range,5m,1h,DOWN_CHOPPY,2988,-0.0358779900130003
price_velocity_1b,bar_range,5m,1h,FLAT_SMOOTH,9882,-0.002281520270142141
price_velocity_1b,bar_range,5m,1h,FLAT_CHOPPY,18315,-0.00023082035487143529
price_velocity_1b,bar_range,5m,4h,ALL,46869,0.009972876603058338
price_velocity_1b,bar_range,5m,4h,UP_SMOOTH,7146,0.03856836328123126
price_velocity_1b,bar_range,5m,4h,UP_CHOPPY,3924,0.02889151007996358
price_velocity_1b,bar_range,5m,4h,DOWN_SMOOTH,4662,-0.015211189338694229
price_velocity_1b,bar_range,5m,4h,DOWN_CHOPPY,2988,-0.011401241493886062
price_velocity_1b,bar_range,5m,4h,FLAT_SMOOTH,9834,0.006704664201104389
price_velocity_1b,bar_range,5m,4h,FLAT_CHOPPY,18315,0.005112281845367255
price_velocity_1b,bar_range,5m,1D,ALL,46917,-0.0019556760012802315
price_velocity_1b,bar_range,5m,1D,UP_SMOOTH,7146,0.037780017508224496
price_velocity_1b,bar_range,5m,1D,UP_CHOPPY,3924,0.002896542592930181
price_velocity_1b,bar_range,5m,1D,DOWN_SMOOTH,4662,-0.02172266212030553
price_velocity_1b,bar_range,5m,1D,DOWN_CHOPPY,2988,-0.015728704128339332
price_velocity_1b,bar_range,5m,1D,FLAT_SMOOTH,9882,0.0032411105870921633
price_velocity_1b,bar_range,5m,1D,FLAT_CHOPPY,18315,-0.018157848740582315
price_velocity_1b,bar_range,15m,5s,ALL,46923,-0.019266190880444668
price_velocity_1b,bar_range,15m,5s,UP_SMOOTH,7146,0.2651932139179672
price_velocity_1b,bar_range,15m,5s,UP_CHOPPY,3924,0.05207829106441518
price_velocity_1b,bar_range,15m,5s,DOWN_SMOOTH,4662,-0.19630552210013485
price_velocity_1b,bar_range,15m,5s,DOWN_CHOPPY,2988,-0.13588414529011314
price_velocity_1b,bar_range,15m,5s,FLAT_SMOOTH,9888,-0.05122970864023422
price_velocity_1b,bar_range,15m,5s,FLAT_CHOPPY,18315,-0.07202997270083546
price_velocity_1b,bar_range,15m,15s,ALL,46923,-0.030195988318222282
price_velocity_1b,bar_range,15m,15s,UP_SMOOTH,7146,0.2339910526286224
price_velocity_1b,bar_range,15m,15s,UP_CHOPPY,3924,0.028348336524369494
price_velocity_1b,bar_range,15m,15s,DOWN_SMOOTH,4662,-0.22091972858492429
price_velocity_1b,bar_range,15m,15s,DOWN_CHOPPY,2988,-0.14144054618794535
price_velocity_1b,bar_range,15m,15s,FLAT_SMOOTH,9888,-0.06067114723173932
price_velocity_1b,bar_range,15m,15s,FLAT_CHOPPY,18315,-0.07064995109075489
price_velocity_1b,bar_range,15m,1m,ALL,46923,-0.026085070305250743
price_velocity_1b,bar_range,15m,1m,UP_SMOOTH,7146,0.24741129757599092
price_velocity_1b,bar_range,15m,1m,UP_CHOPPY,3924,0.07857315363213101
price_velocity_1b,bar_range,15m,1m,DOWN_SMOOTH,4662,-0.22511589681621913
price_velocity_1b,bar_range,15m,1m,DOWN_CHOPPY,2988,-0.14416146212928724
price_velocity_1b,bar_range,15m,1m,FLAT_SMOOTH,9888,-0.08580238085008751
price_velocity_1b,bar_range,15m,1m,FLAT_CHOPPY,18315,-0.09963108525209978
price_velocity_1b,bar_range,15m,5m,ALL,46923,-0.02710234678744252
price_velocity_1b,bar_range,15m,5m,UP_SMOOTH,7146,0.26965661651940465
price_velocity_1b,bar_range,15m,5m,UP_CHOPPY,3924,0.15193476354908741
price_velocity_1b,bar_range,15m,5m,DOWN_SMOOTH,4662,-0.23129310985709045
price_velocity_1b,bar_range,15m,5m,DOWN_CHOPPY,2988,-0.12534825907798866
price_velocity_1b,bar_range,15m,5m,FLAT_SMOOTH,9888,-0.09924479658253096
price_velocity_1b,bar_range,15m,5m,FLAT_CHOPPY,18315,-0.11673162237529565
price_velocity_1b,bar_range,15m,15m,ALL,46923,0.003171380314329598
price_velocity_1b,bar_range,15m,15m,UP_SMOOTH,7146,0.5189034257436269
price_velocity_1b,bar_range,15m,15m,UP_CHOPPY,3924,0.17456581198389873
price_velocity_1b,bar_range,15m,15m,DOWN_SMOOTH,4662,-0.416719583884689
price_velocity_1b,bar_range,15m,15m,DOWN_CHOPPY,2988,-0.26286841186471466
price_velocity_1b,bar_range,15m,15m,FLAT_SMOOTH,9888,-0.1518442328039232
price_velocity_1b,bar_range,15m,15m,FLAT_CHOPPY,18315,-0.08925745375314066
price_velocity_1b,bar_range,15m,1h,ALL,46917,0.02288914774119658
price_velocity_1b,bar_range,15m,1h,UP_SMOOTH,7146,0.16139755227577365
price_velocity_1b,bar_range,15m,1h,UP_CHOPPY,3924,0.07555630098663195
price_velocity_1b,bar_range,15m,1h,DOWN_SMOOTH,4662,-0.06297607251474513
price_velocity_1b,bar_range,15m,1h,DOWN_CHOPPY,2988,-0.07849402502735751
price_velocity_1b,bar_range,15m,1h,FLAT_SMOOTH,9882,0.008015319031541927
price_velocity_1b,bar_range,15m,1h,FLAT_CHOPPY,18315,-0.006588702914552978
price_velocity_1b,bar_range,15m,4h,ALL,46869,0.01446685153260643
price_velocity_1b,bar_range,15m,4h,UP_SMOOTH,7146,0.0729517281348297
price_velocity_1b,bar_range,15m,4h,UP_CHOPPY,3924,0.025043010947152375
price_velocity_1b,bar_range,15m,4h,DOWN_SMOOTH,4662,-0.024644357167817096
price_velocity_1b,bar_range,15m,4h,DOWN_CHOPPY,2988,-0.016070980131687746
price_velocity_1b,bar_range,15m,4h,FLAT_SMOOTH,9834,0.008342875922419094
price_velocity_1b,bar_range,15m,4h,FLAT_CHOPPY,18315,0.007035936060256346
price_velocity_1b,bar_range,15m,1D,ALL,46917,-0.0036555467840855395
price_velocity_1b,bar_range,15m,1D,UP_SMOOTH,7146,0.060340325962536835
price_velocity_1b,bar_range,15m,1D,UP_CHOPPY,3924,0.0066645349098567825
price_velocity_1b,bar_range,15m,1D,DOWN_SMOOTH,4662,-0.03686256917683029
price_velocity_1b,bar_range,15m,1D,DOWN_CHOPPY,2988,-0.03155139030356758
price_velocity_1b,bar_range,15m,1D,FLAT_SMOOTH,9882,0.004633049792284681
price_velocity_1b,bar_range,15m,1D,FLAT_CHOPPY,18315,-0.030698420923700235
price_velocity_1b,bar_range,1h,5s,ALL,46905,-0.007147435431006962
price_velocity_1b,bar_range,1h,5s,UP_SMOOTH,7146,0.3262410391690824
price_velocity_1b,bar_range,1h,5s,UP_CHOPPY,3924,0.15883404533736595
price_velocity_1b,bar_range,1h,5s,DOWN_SMOOTH,4662,-0.28828694263456056
price_velocity_1b,bar_range,1h,5s,DOWN_CHOPPY,2988,-0.13962349848199002
price_velocity_1b,bar_range,1h,5s,FLAT_SMOOTH,9870,-0.05186987113713829
price_velocity_1b,bar_range,1h,5s,FLAT_CHOPPY,18315,-0.08369925697910348
price_velocity_1b,bar_range,1h,15s,ALL,46905,-0.03197127097244684
price_velocity_1b,bar_range,1h,15s,UP_SMOOTH,7146,0.29387797740754884
price_velocity_1b,bar_range,1h,15s,UP_CHOPPY,3924,0.16309407296345965
price_velocity_1b,bar_range,1h,15s,DOWN_SMOOTH,4662,-0.3329789031669283
price_velocity_1b,bar_range,1h,15s,DOWN_CHOPPY,2988,-0.1907519101910827
price_velocity_1b,bar_range,1h,15s,FLAT_SMOOTH,9870,-0.07071354020243659
price_velocity_1b,bar_range,1h,15s,FLAT_CHOPPY,18315,-0.11145999464758982
price_velocity_1b,bar_range,1h,1m,ALL,46905,-0.023837712808471495
price_velocity_1b,bar_range,1h,1m,UP_SMOOTH,7146,0.2836439385166803
price_velocity_1b,bar_range,1h,1m,UP_CHOPPY,3924,0.15413503612664772
price_velocity_1b,bar_range,1h,1m,DOWN_SMOOTH,4662,-0.3152483845574525
price_velocity_1b,bar_range,1h,1m,DOWN_CHOPPY,2988,-0.16593294712516068
price_velocity_1b,bar_range,1h,1m,FLAT_SMOOTH,9870,-0.09685653353718826
price_velocity_1b,bar_range,1h,1m,FLAT_CHOPPY,18315,-0.11569137621480735
price_velocity_1b,bar_range,1h,5m,ALL,46905,-0.027511111548209784
price_velocity_1b,bar_range,1h,5m,UP_SMOOTH,7146,0.3105667060505459
price_velocity_1b,bar_range,1h,5m,UP_CHOPPY,3924,0.16878991191712583
price_velocity_1b,bar_range,1h,5m,DOWN_SMOOTH,4662,-0.3158239090410517
price_velocity_1b,bar_range,1h,5m,DOWN_CHOPPY,2988,-0.15569719336642102
price_velocity_1b,bar_range,1h,5m,FLAT_SMOOTH,9870,-0.09322299391819891
price_velocity_1b,bar_range,1h,5m,FLAT_CHOPPY,18315,-0.11584441299050192
price_velocity_1b,bar_range,1h,15m,ALL,46905,-0.03468725439898142
price_velocity_1b,bar_range,1h,15m,UP_SMOOTH,7146,0.29765425624581976
price_velocity_1b,bar_range,1h,15m,UP_CHOPPY,3924,0.19778147358953793
price_velocity_1b,bar_range,1h,15m,DOWN_SMOOTH,4662,-0.3780448164680632
price_velocity_1b,bar_range,1h,15m,DOWN_CHOPPY,2988,-0.1866421934215625
price_velocity_1b,bar_range,1h,15m,FLAT_SMOOTH,9870,-0.0983932274191637
price_velocity_1b,bar_range,1h,15m,FLAT_CHOPPY,18315,-0.13969282125132004
price_velocity_1b,bar_range,1h,1h,ALL,46905,0.012643099192610297
price_velocity_1b,bar_range,1h,1h,UP_SMOOTH,7146,0.6960084615130594
price_velocity_1b,bar_range,1h,1h,UP_CHOPPY,3924,0.38697176009487294
price_velocity_1b,bar_range,1h,1h,DOWN_SMOOTH,4662,-0.5997344811708342
price_velocity_1b,bar_range,1h,1h,DOWN_CHOPPY,2988,-0.3199229508942533
price_velocity_1b,bar_range,1h,1h,FLAT_SMOOTH,9870,-0.18418425197223093
price_velocity_1b,bar_range,1h,1h,FLAT_CHOPPY,18315,-0.17983138606492027
price_velocity_1b,bar_range,1h,4h,ALL,46869,0.05176127540959346
price_velocity_1b,bar_range,1h,4h,UP_SMOOTH,7146,0.24023559400123626
price_velocity_1b,bar_range,1h,4h,UP_CHOPPY,3924,0.08041830656299874
price_velocity_1b,bar_range,1h,4h,DOWN_SMOOTH,4662,-0.07854315109380292
price_velocity_1b,bar_range,1h,4h,DOWN_CHOPPY,2988,-0.01626336585032492
price_velocity_1b,bar_range,1h,4h,FLAT_SMOOTH,9834,-0.029238947493376154
price_velocity_1b,bar_range,1h,4h,FLAT_CHOPPY,18315,0.011354363583301167
price_velocity_1b,bar_range,1h,1D,ALL,46905,-0.006910230607417283
price_velocity_1b,bar_range,1h,1D,UP_SMOOTH,7146,0.11713994538013886
price_velocity_1b,bar_range,1h,1D,UP_CHOPPY,3924,0.006618681904988632
price_velocity_1b,bar_range,1h,1D,DOWN_SMOOTH,4662,-0.08207962439967134
price_velocity_1b,bar_range,1h,1D,DOWN_CHOPPY,2988,-0.0674988985353374
price_velocity_1b,bar_range,1h,1D,FLAT_SMOOTH,9870,0.002360706272993963
price_velocity_1b,bar_range,1h,1D,FLAT_CHOPPY,18315,-0.06559608994717016
price_velocity_1b,bar_range,4h,5s,ALL,46821,-0.047972892930978145
price_velocity_1b,bar_range,4h,5s,UP_SMOOTH,7146,0.14389151119752638
price_velocity_1b,bar_range,4h,5s,UP_CHOPPY,3924,0.3669569160746865
price_velocity_1b,bar_range,4h,5s,DOWN_SMOOTH,4662,-0.33019884145127376
price_velocity_1b,bar_range,4h,5s,DOWN_CHOPPY,2988,-0.1487211754684148
price_velocity_1b,bar_range,4h,5s,FLAT_SMOOTH,9786,-0.09461651779348183
price_velocity_1b,bar_range,4h,5s,FLAT_CHOPPY,18315,-0.12185997351674942
price_velocity_1b,bar_range,4h,15s,ALL,46821,-0.05842022637395922
price_velocity_1b,bar_range,4h,15s,UP_SMOOTH,7146,0.13768695830364241
price_velocity_1b,bar_range,4h,15s,UP_CHOPPY,3924,0.3899258780522132
price_velocity_1b,bar_range,4h,15s,DOWN_SMOOTH,4662,-0.34646582986969654
price_velocity_1b,bar_range,4h,15s,DOWN_CHOPPY,2988,-0.1562898992491925
price_velocity_1b,bar_range,4h,15s,FLAT_SMOOTH,9786,-0.11643095086140653
price_velocity_1b,bar_range,4h,15s,FLAT_CHOPPY,18315,-0.13417139373928508
price_velocity_1b,bar_range,4h,1m,ALL,46821,-0.06503739926015775
price_velocity_1b,bar_range,4h,1m,UP_SMOOTH,7146,0.1079135406555665
price_velocity_1b,bar_range,4h,1m,UP_CHOPPY,3924,0.3720166660849318
price_velocity_1b,bar_range,4h,1m,DOWN_SMOOTH,4662,-0.35868418131313345
price_velocity_1b,bar_range,4h,1m,DOWN_CHOPPY,2988,-0.17720386737352667
price_velocity_1b,bar_range,4h,1m,FLAT_SMOOTH,9786,-0.13647471172146378
price_velocity_1b,bar_range,4h,1m,FLAT_CHOPPY,18315,-0.14685636712603686
price_velocity_1b,bar_range,4h,5m,ALL,46821,-0.07380071575205753
price_velocity_1b,bar_range,4h,5m,UP_SMOOTH,7146,0.12288151646134722
price_velocity_1b,bar_range,4h,5m,UP_CHOPPY,3924,0.3739632255755323
price_velocity_1b,bar_range,4h,5m,DOWN_SMOOTH,4662,-0.3552950728379427
price_velocity_1b,bar_range,4h,5m,DOWN_CHOPPY,2988,-0.17233607721306696
price_velocity_1b,bar_range,4h,5m,FLAT_SMOOTH,9786,-0.134782162265814
price_velocity_1b,bar_range,4h,5m,FLAT_CHOPPY,18315,-0.16019056028780232
price_velocity_1b,bar_range,4h,15m,ALL,46821,-0.06850773789793581
price_velocity_1b,bar_range,4h,15m,UP_SMOOTH,7146,0.12097510230441577
price_velocity_1b,bar_range,4h,15m,UP_CHOPPY,3924,0.3850253945437948
price_velocity_1b,bar_range,4h,15m,DOWN_SMOOTH,4662,-0.3612104124375631
price_velocity_1b,bar_range,4h,15m,DOWN_CHOPPY,2988,-0.20989187796825143
price_velocity_1b,bar_range,4h,15m,FLAT_SMOOTH,9786,-0.13383190979255413
price_velocity_1b,bar_range,4h,15m,FLAT_CHOPPY,18315,-0.1665910784984007
price_velocity_1b,bar_range,4h,1h,ALL,46821,-0.06893370635700513
price_velocity_1b,bar_range,4h,1h,UP_SMOOTH,7146,0.2311871218983263
price_velocity_1b,bar_range,4h,1h,UP_CHOPPY,3924,0.42664722887148643
price_velocity_1b,bar_range,4h,1h,DOWN_SMOOTH,4662,-0.43540688704471975
price_velocity_1b,bar_range,4h,1h,DOWN_CHOPPY,2988,-0.29617776964009807
price_velocity_1b,bar_range,4h,1h,FLAT_SMOOTH,9786,-0.1535413891316434
price_velocity_1b,bar_range,4h,1h,FLAT_CHOPPY,18315,-0.1983226417578774
price_velocity_1b,bar_range,4h,4h,ALL,46821,0.024958224740479058
price_velocity_1b,bar_range,4h,4h,UP_SMOOTH,7146,0.8260640413816408
price_velocity_1b,bar_range,4h,4h,UP_CHOPPY,3924,0.5593819075248739
price_velocity_1b,bar_range,4h,4h,DOWN_SMOOTH,4662,-0.7377080954719447
price_velocity_1b,bar_range,4h,4h,DOWN_CHOPPY,2988,-0.578956298173151
price_velocity_1b,bar_range,4h,4h,FLAT_SMOOTH,9786,-0.1997629011588286
price_velocity_1b,bar_range,4h,4h,FLAT_CHOPPY,18315,-0.34507415138254305
price_velocity_1b,bar_range,4h,1D,ALL,46821,-0.014116416758608242
price_velocity_1b,bar_range,4h,1D,UP_SMOOTH,7146,0.1609580313669229
price_velocity_1b,bar_range,4h,1D,UP_CHOPPY,3924,0.12280214036720864
price_velocity_1b,bar_range,4h,1D,DOWN_SMOOTH,4662,-0.07573743820522429
price_velocity_1b,bar_range,4h,1D,DOWN_CHOPPY,2988,-0.0897805944611501
price_velocity_1b,bar_range,4h,1D,FLAT_SMOOTH,9786,0.013621563964364135
price_velocity_1b,bar_range,4h,1D,FLAT_CHOPPY,18315,-0.14594365444636498
price_velocity_1b,bar_range,1D,5s,ALL,46641,-0.08254937331947751
price_velocity_1b,bar_range,1D,5s,UP_SMOOTH,7146,-0.2513452754542285
price_velocity_1b,bar_range,1D,5s,UP_CHOPPY,3924,-0.4021290749683339
price_velocity_1b,bar_range,1D,5s,DOWN_SMOOTH,4662,-0.13505201869860192
price_velocity_1b,bar_range,1D,5s,DOWN_CHOPPY,2988,-0.0572516404746995
price_velocity_1b,bar_range,1D,5s,FLAT_SMOOTH,9606,0.148494583948896
price_velocity_1b,bar_range,1D,5s,FLAT_CHOPPY,18315,0.05595521836088353
price_velocity_1b,bar_range,1D,15s,ALL,46641,-0.09054155767407937
price_velocity_1b,bar_range,1D,15s,UP_SMOOTH,7146,-0.2504961269813808
price_velocity_1b,bar_range,1D,15s,UP_CHOPPY,3924,-0.42723397908850985
price_velocity_1b,bar_range,1D,15s,DOWN_SMOOTH,4662,-0.16817859494598952
price_velocity_1b,bar_range,1D,15s,DOWN_CHOPPY,2988,-0.0599651301754407
price_velocity_1b,bar_range,1D,15s,FLAT_SMOOTH,9606,0.15460208167300918
price_velocity_1b,bar_range,1D,15s,FLAT_CHOPPY,18315,0.05154432308397745
price_velocity_1b,bar_range,1D,1m,ALL,46641,-0.09152373001932942
price_velocity_1b,bar_range,1D,1m,UP_SMOOTH,7146,-0.22088552995225966
price_velocity_1b,bar_range,1D,1m,UP_CHOPPY,3924,-0.39754963565841284
price_velocity_1b,bar_range,1D,1m,DOWN_SMOOTH,4662,-0.18403040730394776
price_velocity_1b,bar_range,1D,1m,DOWN_CHOPPY,2988,-0.082154181312789
price_velocity_1b,bar_range,1D,1m,FLAT_SMOOTH,9606,0.13608634695543245
price_velocity_1b,bar_range,1D,1m,FLAT_CHOPPY,18315,0.06027339884419393
price_velocity_1b,bar_range,1D,5m,ALL,46641,-0.08847897681582947
price_velocity_1b,bar_range,1D,5m,UP_SMOOTH,7146,-0.250429702968344
price_velocity_1b,bar_range,1D,5m,UP_CHOPPY,3924,-0.3933034418087527
price_velocity_1b,bar_range,1D,5m,DOWN_SMOOTH,4662,-0.1767006097138242
price_velocity_1b,bar_range,1D,5m,DOWN_CHOPPY,2988,-0.08544233750440423
price_velocity_1b,bar_range,1D,5m,FLAT_SMOOTH,9606,0.14161817897377998
price_velocity_1b,bar_range,1D,5m,FLAT_CHOPPY,18315,0.06684299259931129
price_velocity_1b,bar_range,1D,15m,ALL,46641,-0.09180936448679405
price_velocity_1b,bar_range,1D,15m,UP_SMOOTH,7146,-0.24605283308673767
price_velocity_1b,bar_range,1D,15m,UP_CHOPPY,3924,-0.3892150845196744
price_velocity_1b,bar_range,1D,15m,DOWN_SMOOTH,4662,-0.18062350353858067
price_velocity_1b,bar_range,1D,15m,DOWN_CHOPPY,2988,-0.0958912264700188
price_velocity_1b,bar_range,1D,15m,FLAT_SMOOTH,9606,0.15925382783590658
price_velocity_1b,bar_range,1D,15m,FLAT_CHOPPY,18315,0.06849356195731625
price_velocity_1b,bar_range,1D,1h,ALL,46641,-0.10711412923620268
price_velocity_1b,bar_range,1D,1h,UP_SMOOTH,7146,-0.25560504809631596
price_velocity_1b,bar_range,1D,1h,UP_CHOPPY,3924,-0.44776975090525784
price_velocity_1b,bar_range,1D,1h,DOWN_SMOOTH,4662,-0.1920391583880796
price_velocity_1b,bar_range,1D,1h,DOWN_CHOPPY,2988,-0.07911595583018466
price_velocity_1b,bar_range,1D,1h,FLAT_SMOOTH,9606,0.1660548071702402
price_velocity_1b,bar_range,1D,1h,FLAT_CHOPPY,18315,0.04886950482180791
price_velocity_1b,bar_range,1D,4h,ALL,46641,-0.12772395303702008
price_velocity_1b,bar_range,1D,4h,UP_SMOOTH,7146,-0.2392914401027422
price_velocity_1b,bar_range,1D,4h,UP_CHOPPY,3924,-0.4144527202228318
price_velocity_1b,bar_range,1D,4h,DOWN_SMOOTH,4662,-0.2532484331145382
price_velocity_1b,bar_range,1D,4h,DOWN_CHOPPY,2988,-0.11881136000678696
price_velocity_1b,bar_range,1D,4h,FLAT_SMOOTH,9606,0.03970628922376706
price_velocity_1b,bar_range,1D,4h,FLAT_CHOPPY,18315,0.03983125829354746
price_velocity_1b,bar_range,1D,1D,ALL,46641,0.20080229637325228
price_velocity_1b,bar_range,1D,1D,UP_SMOOTH,7146,0.28780327728317573
price_velocity_1b,bar_range,1D,1D,UP_CHOPPY,3924,0.13307303322368838
price_velocity_1b,bar_range,1D,1D,DOWN_SMOOTH,4662,-0.5735242478560658
price_velocity_1b,bar_range,1D,1D,DOWN_CHOPPY,2988,-0.5165402861108946
price_velocity_1b,bar_range,1D,1D,FLAT_SMOOTH,9606,0.46747887179661207
price_velocity_1b,bar_range,1D,1D,FLAT_CHOPPY,18315,0.3143772885013617
price_velocity_w,swing_noise_w,5s,5s,ALL,46928,-0.036901567257847046
price_velocity_w,swing_noise_w,5s,5s,UP_SMOOTH,7146,0.18434865841934683
