**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

concept,tf1,tf2,regime_2d,n,pearson
SE_high_w,15s,1h,FLAT_CHOPPY,18315,0.2426668757968794
SE_high_w,15s,4h,ALL,46089,0.35281515356244597
SE_high_w,15s,4h,UP_SMOOTH,6978,0.3640949988355879
SE_high_w,15s,4h,UP_CHOPPY,3924,0.4071873192230997
SE_high_w,15s,4h,DOWN_SMOOTH,4662,0.3925586790857269
SE_high_w,15s,4h,DOWN_CHOPPY,2988,0.1845949416068735
SE_high_w,15s,4h,FLAT_SMOOTH,9402,0.2527295750538303
SE_high_w,15s,4h,FLAT_CHOPPY,18135,0.38414646605486114
SE_high_w,15s,1D,ALL,46089,0.357962276967157
SE_high_w,15s,1D,UP_SMOOTH,6978,0.40744801295066263
SE_high_w,15s,1D,UP_CHOPPY,3924,0.46380889103941597
SE_high_w,15s,1D,DOWN_SMOOTH,4662,0.3819892854204604
SE_high_w,15s,1D,DOWN_CHOPPY,2988,0.14242250245697974
SE_high_w,15s,1D,FLAT_SMOOTH,9402,0.29613257178630004
SE_high_w,15s,1D,FLAT_CHOPPY,18135,0.33826712780094964
SE_high_w,1m,5m,ALL,46920,0.7321916589152571
SE_high_w,1m,5m,UP_SMOOTH,7146,0.7970426143322111
SE_high_w,1m,5m,UP_CHOPPY,3924,0.8077346045364822
SE_high_w,1m,5m,DOWN_SMOOTH,4662,0.7255617268656894
SE_high_w,1m,5m,DOWN_CHOPPY,2988,0.6710197389251145
SE_high_w,1m,5m,FLAT_SMOOTH,9885,0.5989569342200384
SE_high_w,1m,5m,FLAT_CHOPPY,18315,0.7295839949727422
SE_high_w,1m,15m,ALL,46893,0.5089071154523772
SE_high_w,1m,15m,UP_SMOOTH,7146,0.5777850065811474
SE_high_w,1m,15m,UP_CHOPPY,3924,0.653019391472204
SE_high_w,1m,15m,DOWN_SMOOTH,4662,0.5396273717713432
SE_high_w,1m,15m,DOWN_CHOPPY,2988,0.5451961420879579
SE_high_w,1m,15m,FLAT_SMOOTH,9858,0.19777797371133513
SE_high_w,1m,15m,FLAT_CHOPPY,18315,0.5284715943925117
SE_high_w,1m,1h,ALL,46785,0.2773965895182208
SE_high_w,1m,1h,UP_SMOOTH,7146,0.30308279986656167
SE_high_w,1m,1h,UP_CHOPPY,3924,0.45412187634416346
SE_high_w,1m,1h,DOWN_SMOOTH,4662,0.31719448341687356
SE_high_w,1m,1h,DOWN_CHOPPY,2988,0.18515331316624012
SE_high_w,1m,1h,FLAT_SMOOTH,9750,0.10062495818846884
SE_high_w,1m,1h,FLAT_CHOPPY,18315,0.2522200695351102
SE_high_w,1m,4h,ALL,46089,0.3396272138774942
SE_high_w,1m,4h,UP_SMOOTH,6978,0.38977250928438684
SE_high_w,1m,4h,UP_CHOPPY,3924,0.3933644573617236
SE_high_w,1m,4h,DOWN_SMOOTH,4662,0.35259516380200173
SE_high_w,1m,4h,DOWN_CHOPPY,2988,0.16585213321872067
SE_high_w,1m,4h,FLAT_SMOOTH,9402,0.19612798815908705
SE_high_w,1m,4h,FLAT_CHOPPY,18135,0.39309774301096695
SE_high_w,1m,1D,ALL,46089,0.347103341180341
SE_high_w,1m,1D,UP_SMOOTH,6978,0.4309914574523716
SE_high_w,1m,1D,UP_CHOPPY,3924,0.44814349648758817
SE_high_w,1m,1D,DOWN_SMOOTH,4662,0.35294000721271174
SE_high_w,1m,1D,DOWN_CHOPPY,2988,0.16167192062659083
SE_high_w,1m,1D,FLAT_SMOOTH,9402,0.20514080033947277
SE_high_w,1m,1D,FLAT_CHOPPY,18135,0.35139876756367844
SE_high_w,5m,15m,ALL,46893,0.6263629308584993
SE_high_w,5m,15m,UP_SMOOTH,7146,0.670042930383309
SE_high_w,5m,15m,UP_CHOPPY,3924,0.7701310875947907
SE_high_w,5m,15m,DOWN_SMOOTH,4662,0.6634151948848531
SE_high_w,5m,15m,DOWN_CHOPPY,2988,0.5893261383898205
SE_high_w,5m,15m,FLAT_SMOOTH,9858,0.4251183543728022
SE_high_w,5m,15m,FLAT_CHOPPY,18315,0.6011005912521986
SE_high_w,5m,1h,ALL,46785,0.28654993675220525
SE_high_w,5m,1h,UP_SMOOTH,7146,0.30117980296964353
SE_high_w,5m,1h,UP_CHOPPY,3924,0.4690377513529609
SE_high_w,5m,1h,DOWN_SMOOTH,4662,0.3401506917745552
SE_high_w,5m,1h,DOWN_CHOPPY,2988,0.19011980974285148
SE_high_w,5m,1h,FLAT_SMOOTH,9750,0.10529351026144432
SE_high_w,5m,1h,FLAT_CHOPPY,18315,0.2601760646962081
SE_high_w,5m,4h,ALL,46089,0.32763835565910554
SE_high_w,5m,4h,UP_SMOOTH,6978,0.3798314000665064
SE_high_w,5m,4h,UP_CHOPPY,3924,0.37481979178397073
SE_high_w,5m,4h,DOWN_SMOOTH,4662,0.3839769330057909
SE_high_w,5m,4h,DOWN_CHOPPY,2988,0.16980231447627875
SE_high_w,5m,4h,FLAT_SMOOTH,9402,0.21518737270884378
SE_high_w,5m,4h,FLAT_CHOPPY,18135,0.3696755570723782
SE_high_w,5m,1D,ALL,46089,0.335840926780767
SE_high_w,5m,1D,UP_SMOOTH,6978,0.4123284831376666
SE_high_w,5m,1D,UP_CHOPPY,3924,0.4364793892646923
SE_high_w,5m,1D,DOWN_SMOOTH,4662,0.3711636425720696
SE_high_w,5m,1D,DOWN_CHOPPY,2988,0.18120129969083262
SE_high_w,5m,1D,FLAT_SMOOTH,9402,0.19871690122422314
SE_high_w,5m,1D,FLAT_CHOPPY,18135,0.33255849156828465
SE_high_w,15m,1h,ALL,46785,0.4858802448597802
SE_high_w,15m,1h,UP_SMOOTH,7146,0.5119857157355705
SE_high_w,15m,1h,UP_CHOPPY,3924,0.638643865278575
SE_high_w,15m,1h,DOWN_SMOOTH,4662,0.5187978282847174
SE_high_w,15m,1h,DOWN_CHOPPY,2988,0.21290076734605992
SE_high_w,15m,1h,FLAT_SMOOTH,9750,0.477478434872882
SE_high_w,15m,1h,FLAT_CHOPPY,18315,0.3997451001753673
SE_high_w,15m,4h,ALL,46089,0.3502047474763114
SE_high_w,15m,4h,UP_SMOOTH,6978,0.41391220225801734
SE_high_w,15m,4h,UP_CHOPPY,3924,0.47320849761592654
SE_high_w,15m,4h,DOWN_SMOOTH,4662,0.45302686413987103
SE_high_w,15m,4h,DOWN_CHOPPY,2988,0.25724940681867725
SE_high_w,15m,4h,FLAT_SMOOTH,9402,0.2655686127567667
SE_high_w,15m,4h,FLAT_CHOPPY,18135,0.3367898044384134
SE_high_w,15m,1D,ALL,46089,0.3565875095050909
SE_high_w,15m,1D,UP_SMOOTH,6978,0.44561559180248894
SE_high_w,15m,1D,UP_CHOPPY,3924,0.5014240447785434
SE_high_w,15m,1D,DOWN_SMOOTH,4662,0.45300120799517035
SE_high_w,15m,1D,DOWN_CHOPPY,2988,0.25925694163045454
SE_high_w,15m,1D,FLAT_SMOOTH,9402,0.24295383088098998
SE_high_w,15m,1D,FLAT_CHOPPY,18135,0.28725350735511024
SE_high_w,1h,4h,ALL,46089,0.5337678043417782
SE_high_w,1h,4h,UP_SMOOTH,6978,0.7697562135958458
SE_high_w,1h,4h,UP_CHOPPY,3924,0.7859189874633362
SE_high_w,1h,4h,DOWN_SMOOTH,4662,0.5731242731988266
SE_high_w,1h,4h,DOWN_CHOPPY,2988,0.2666825521747847
SE_high_w,1h,4h,FLAT_SMOOTH,9402,0.48071945778549036
SE_high_w,1h,4h,FLAT_CHOPPY,18135,0.42227612228337735
SE_high_w,1h,1D,ALL,46089,0.4999509997695812
SE_high_w,1h,1D,UP_SMOOTH,6978,0.6983122427988564
SE_high_w,1h,1D,UP_CHOPPY,3924,0.7512543379488758
SE_high_w,1h,1D,DOWN_SMOOTH,4662,0.647111874617582
SE_high_w,1h,1D,DOWN_CHOPPY,2988,0.1698040611964983
SE_high_w,1h,1D,FLAT_SMOOTH,9402,0.2807047738260606
SE_high_w,1h,1D,FLAT_CHOPPY,18135,0.34803813285514207
SE_high_w,4h,1D,ALL,46089,0.8170092245873467
SE_high_w,4h,1D,UP_SMOOTH,6978,0.8904277660621969
SE_high_w,4h,1D,UP_CHOPPY,3924,0.8734235204852245
SE_high_w,4h,1D,DOWN_SMOOTH,4662,0.6440383406803579
SE_high_w,4h,1D,DOWN_CHOPPY,2988,0.6846178944952076
SE_high_w,4h,1D,FLAT_SMOOTH,9402,0.7131201457221102
SE_high_w,4h,1D,FLAT_CHOPPY,18135,0.851782754652082
SE_low_w,5s,15s,ALL,46928,0.7595718055882758
SE_low_w,5s,15s,UP_SMOOTH,7146,0.7995298270807737
SE_low_w,5s,15s,UP_CHOPPY,3924,0.8568449559150694
SE_low_w,5s,15s,DOWN_SMOOTH,4662,0.752070935245127
SE_low_w,5s,15s,DOWN_CHOPPY,2988,0.7025970183309211
SE_low_w,5s,15s,FLAT_SMOOTH,9893,0.689401177037289
SE_low_w,5s,15s,FLAT_CHOPPY,18315,0.7228829257016188
SE_low_w,5s,1m,ALL,46925,0.6069268917426848
SE_low_w,5s,1m,UP_SMOOTH,7146,0.6435074478223182
SE_low_w,5s,1m,UP_CHOPPY,3924,0.6790985118686289
SE_low_w,5s,1m,DOWN_SMOOTH,4662,0.6706963244339682
SE_low_w,5s,1m,DOWN_CHOPPY,2988,0.6035408603871439
SE_low_w,5s,1m,FLAT_SMOOTH,9890,0.39271364700664424
SE_low_w,5s,1m,FLAT_CHOPPY,18315,0.6173813662842609
SE_low_w,5s,5m,ALL,46920,0.5354531305328784
SE_low_w,5s,5m,UP_SMOOTH,7146,0.5839940117730844
SE_low_w,5s,5m,UP_CHOPPY,3924,0.6760863742224621
SE_low_w,5s,5m,DOWN_SMOOTH,4662,0.5504358283446207
SE_low_w,5s,5m,DOWN_CHOPPY,2988,0.5337112254793739
SE_low_w,5s,5m,FLAT_SMOOTH,9885,0.34163628172176724
SE_low_w,5s,5m,FLAT_CHOPPY,18315,0.5351174903872745
SE_low_w,5s,15m,ALL,46893,0.4597175786589306
SE_low_w,5s,15m,UP_SMOOTH,7146,0.5155165827477581
SE_low_w,5s,15m,UP_CHOPPY,3924,0.6156457656979533
SE_low_w,5s,15m,DOWN_SMOOTH,4662,0.5054007431388698
SE_low_w,5s,15m,DOWN_CHOPPY,2988,0.4672952033016939
SE_low_w,5s,15m,FLAT_SMOOTH,9858,0.2632246339115935
SE_low_w,5s,15m,FLAT_CHOPPY,18315,0.44752499540246166
SE_low_w,5s,1h,ALL,46785,0.28472882393054016
SE_low_w,5s,1h,UP_SMOOTH,7146,0.2706242404139929
SE_low_w,5s,1h,UP_CHOPPY,3924,0.4384031288509472
SE_low_w,5s,1h,DOWN_SMOOTH,4662,0.3994728069608269
SE_low_w,5s,1h,DOWN_CHOPPY,2988,0.21112469628171737
SE_low_w,5s,1h,FLAT_SMOOTH,9750,0.12058955877205159
SE_low_w,5s,1h,FLAT_CHOPPY,18315,0.2710846794981602
SE_low_w,5s,4h,ALL,46089,0.33711979468335473
SE_low_w,5s,4h,UP_SMOOTH,6978,0.39392320990021373
SE_low_w,5s,4h,UP_CHOPPY,3924,0.4056170331211156
SE_low_w,5s,4h,DOWN_SMOOTH,4662,0.3656715212087284
SE_low_w,5s,4h,DOWN_CHOPPY,2988,0.20880679021869145
SE_low_w,5s,4h,FLAT_SMOOTH,9402,0.2926599865089383
SE_low_w,5s,4h,FLAT_CHOPPY,18135,0.34953283541777475
SE_low_w,5s,1D,ALL,46089,0.2762540099071476
SE_low_w,5s,1D,UP_SMOOTH,6978,0.4522056926825435
SE_low_w,5s,1D,UP_CHOPPY,3924,0.4414697642029172
SE_low_w,5s,1D,DOWN_SMOOTH,4662,0.14481120715199972
SE_low_w,5s,1D,DOWN_CHOPPY,2988,0.18564446602724793
SE_low_w,5s,1D,FLAT_SMOOTH,9402,0.3363287051379627
SE_low_w,5s,1D,FLAT_CHOPPY,18135,0.22563186723264553
SE_low_w,15s,1m,ALL,46925,0.6840169694637984
SE_low_w,15s,1m,UP_SMOOTH,7146,0.6871148861941252
SE_low_w,15s,1m,UP_CHOPPY,3924,0.7589632637213454
SE_low_w,15s,1m,DOWN_SMOOTH,4662,0.7072101110000487
SE_low_w,15s,1m,DOWN_CHOPPY,2988,0.6654607248030885
SE_low_w,15s,1m,FLAT_SMOOTH,9890,0.4709468971075092
SE_low_w,15s,1m,FLAT_CHOPPY,18315,0.734687022462614
SE_low_w,15s,5m,ALL,46920,0.5917142036201647
SE_low_w,15s,5m,UP_SMOOTH,7146,0.5781724915799602
SE_low_w,15s,5m,UP_CHOPPY,3924,0.7154774471564669
SE_low_w,15s,5m,DOWN_SMOOTH,4662,0.6179981570285463
SE_low_w,15s,5m,DOWN_CHOPPY,2988,0.5768860982682348
SE_low_w,15s,5m,FLAT_SMOOTH,9885,0.38412928933473756
SE_low_w,15s,5m,FLAT_CHOPPY,18315,0.6438125427559641
SE_low_w,15s,15m,ALL,46893,0.49171674945215604
SE_low_w,15s,15m,UP_SMOOTH,7146,0.4859459436218578
SE_low_w,15s,15m,UP_CHOPPY,3924,0.6430053764550293
SE_low_w,15s,15m,DOWN_SMOOTH,4662,0.5487656448652032
SE_low_w,15s,15m,DOWN_CHOPPY,2988,0.5155801032177582
SE_low_w,15s,15m,FLAT_SMOOTH,9858,0.2932050625908928
SE_low_w,15s,15m,FLAT_CHOPPY,18315,0.5101870402937083
SE_low_w,15s,1h,ALL,46785,0.2841097184379157
SE_low_w,15s,1h,UP_SMOOTH,7146,0.22984796329961774
SE_low_w,15s,1h,UP_CHOPPY,3924,0.43440452195683393
SE_low_w,15s,1h,DOWN_SMOOTH,4662,0.43405839397106694
SE_low_w,15s,1h,DOWN_CHOPPY,2988,0.22736631879473077
SE_low_w,15s,1h,FLAT_SMOOTH,9750,0.12142377525712031
SE_low_w,15s,1h,FLAT_CHOPPY,18315,0.28377313399175697
SE_low_w,15s,4h,ALL,46089,0.3493957673744625
SE_low_w,15s,4h,UP_SMOOTH,6978,0.37418250603335473
SE_low_w,15s,4h,UP_CHOPPY,3924,0.4003592088827422
SE_low_w,15s,4h,DOWN_SMOOTH,4662,0.38045782156938396
SE_low_w,15s,4h,DOWN_CHOPPY,2988,0.21583512429812918
SE_low_w,15s,4h,FLAT_SMOOTH,9402,0.28795778642749453
SE_low_w,15s,4h,FLAT_CHOPPY,18135,0.38170118620311694
SE_low_w,15s,1D,ALL,46089,0.29875990769886085
SE_low_w,15s,1D,UP_SMOOTH,6978,0.43693195653545536
SE_low_w,15s,1D,UP_CHOPPY,3924,0.4446267129970418
SE_low_w,15s,1D,DOWN_SMOOTH,4662,0.14781849204642078
SE_low_w,15s,1D,DOWN_CHOPPY,2988,0.21763762671123207
SE_low_w,15s,1D,FLAT_SMOOTH,9402,0.35593428794971355
SE_low_w,15s,1D,FLAT_CHOPPY,18135,0.254605177495838
SE_low_w,1m,5m,ALL,46920,0.7175543071527962
SE_low_w,1m,5m,UP_SMOOTH,7146,0.7584276833204714
SE_low_w,1m,5m,UP_CHOPPY,3924,0.7863824674927737
SE_low_w,1m,5m,DOWN_SMOOTH,4662,0.7191296648539067
SE_low_w,1m,5m,DOWN_CHOPPY,2988,0.7000188248470876
SE_low_w,1m,5m,FLAT_SMOOTH,9885,0.5986866073916136
SE_low_w,1m,5m,FLAT_CHOPPY,18315,0.7338687529322981
SE_low_w,1m,15m,ALL,46893,0.48232773905226134
SE_low_w,1m,15m,UP_SMOOTH,7146,0.5140643631088642
SE_low_w,1m,15m,UP_CHOPPY,3924,0.6401940961347381
SE_low_w,1m,15m,DOWN_SMOOTH,4662,0.5027677250868445
SE_low_w,1m,15m,DOWN_CHOPPY,2988,0.514715336028292
SE_low_w,1m,15m,FLAT_SMOOTH,9858,0.2066510504805492
SE_low_w,1m,15m,FLAT_CHOPPY,18315,0.5507013581899689
SE_low_w,1m,1h,ALL,46785,0.2714786462550768
SE_low_w,1m,1h,UP_SMOOTH,7146,0.23695628450381567
SE_low_w,1m,1h,UP_CHOPPY,3924,0.4178877355200795
SE_low_w,1m,1h,DOWN_SMOOTH,4662,0.3781156968844187
SE_low_w,1m,1h,DOWN_CHOPPY,2988,0.20519472816504672
SE_low_w,1m,1h,FLAT_SMOOTH,9750,0.09524091302870559
SE_low_w,1m,1h,FLAT_CHOPPY,18315,0.29667406216186015
SE_low_w,1m,4h,ALL,46089,0.32606677737282547
SE_low_w,1m,4h,UP_SMOOTH,6978,0.38507591860045687
SE_low_w,1m,4h,UP_CHOPPY,3924,0.39426374243612733
SE_low_w,1m,4h,DOWN_SMOOTH,4662,0.3142566419578635
SE_low_w,1m,4h,DOWN_CHOPPY,2988,0.2017890685855315
SE_low_w,1m,4h,FLAT_SMOOTH,9402,0.19345917429637952
SE_low_w,1m,4h,FLAT_CHOPPY,18135,0.3895879378857797
SE_low_w,1m,1D,ALL,46089,0.2776616971916561
SE_low_w,1m,1D,UP_SMOOTH,6978,0.45229959945497833
SE_low_w,1m,1D,UP_CHOPPY,3924,0.42657257134340965
SE_low_w,1m,1D,DOWN_SMOOTH,4662,0.14163725829485785
SE_low_w,1m,1D,DOWN_CHOPPY,2988,0.2087505245978196
SE_low_w,1m,1D,FLAT_SMOOTH,9402,0.22163571241654823
SE_low_w,1m,1D,FLAT_CHOPPY,18135,0.2663947003049068
SE_low_w,5m,15m,ALL,46893,0.6006459829293936
SE_low_w,5m,15m,UP_SMOOTH,7146,0.5986897199386104
SE_low_w,5m,15m,UP_CHOPPY,3924,0.7359794081102204
SE_low_w,5m,15m,DOWN_SMOOTH,4662,0.6284825983751676
SE_low_w,5m,15m,DOWN_CHOPPY,2988,0.595350839609273
SE_low_w,5m,15m,FLAT_SMOOTH,9858,0.4441549440821788
SE_low_w,5m,15m,FLAT_CHOPPY,18315,0.6413651885156522
SE_low_w,5m,1h,ALL,46785,0.27662746272119065
SE_low_w,5m,1h,UP_SMOOTH,7146,0.2457346357383421
SE_low_w,5m,1h,UP_CHOPPY,3924,0.4416558445965899
SE_low_w,5m,1h,DOWN_SMOOTH,4662,0.35738434026290444
SE_low_w,5m,1h,DOWN_CHOPPY,2988,0.1981115381619583
SE_low_w,5m,1h,FLAT_SMOOTH,9750,0.1052398927081822
SE_low_w,5m,1h,FLAT_CHOPPY,18315,0.3149086829042471
SE_low_w,5m,4h,ALL,46089,0.30248088606593615
SE_low_w,5m,4h,UP_SMOOTH,6978,0.38078486867243727
SE_low_w,5m,4h,UP_CHOPPY,3924,0.4011954493917369
SE_low_w,5m,4h,DOWN_SMOOTH,4662,0.29368913907680444
SE_low_w,5m,4h,DOWN_CHOPPY,2988,0.19507616880276585
SE_low_w,5m,4h,FLAT_SMOOTH,9402,0.18192892245057787
SE_low_w,5m,4h,FLAT_CHOPPY,18135,0.35851538858417753
SE_low_w,5m,1D,ALL,46089,0.2620456050157996
SE_low_w,5m,1D,UP_SMOOTH,6978,0.4521395137465987
SE_low_w,5m,1D,UP_CHOPPY,3924,0.4368899557081103
SE_low_w,5m,1D,DOWN_SMOOTH,4662,0.16830216404946483
SE_low_w,5m,1D,DOWN_CHOPPY,2988,0.19718537124641763
SE_low_w,5m,1D,FLAT_SMOOTH,9402,0.19117756621367682
SE_low_w,5m,1D,FLAT_CHOPPY,18135,0.24705340199373596
SE_low_w,15m,1h,ALL,46785,0.48311652202924216
SE_low_w,15m,1h,UP_SMOOTH,7146,0.44259063615687516
SE_low_w,15m,1h,UP_CHOPPY,3924,0.5866151572550802
SE_low_w,15m,1h,DOWN_SMOOTH,4662,0.5684351724852122
SE_low_w,15m,1h,DOWN_CHOPPY,2988,0.31422371742822375
SE_low_w,15m,1h,FLAT_SMOOTH,9750,0.47244835960126286
SE_low_w,15m,1h,FLAT_CHOPPY,18315,0.46914825752222933
SE_low_w,15m,4h,ALL,46089,0.34622760094759636
SE_low_w,15m,4h,UP_SMOOTH,6978,0.42076804454348293
SE_low_w,15m,4h,UP_CHOPPY,3924,0.5306884460162186
SE_low_w,15m,4h,DOWN_SMOOTH,4662,0.40709170562057645
SE_low_w,15m,4h,DOWN_CHOPPY,2988,0.23508454483776078
SE_low_w,15m,4h,FLAT_SMOOTH,9402,0.2088600953946137
SE_low_w,15m,4h,FLAT_CHOPPY,18135,0.3758900317535989
SE_low_w,15m,1D,ALL,46089,0.29428547637612545
SE_low_w,15m,1D,UP_SMOOTH,6978,0.498477349675052
SE_low_w,15m,1D,UP_CHOPPY,3924,0.5664969162743714
SE_low_w,15m,1D,DOWN_SMOOTH,4662,0.220554008919208
SE_low_w,15m,1D,DOWN_CHOPPY,2988,0.19873197151355668
SE_low_w,15m,1D,FLAT_SMOOTH,9402,0.20601302367127095
SE_low_w,15m,1D,FLAT_CHOPPY,18135,0.2549644235383129
SE_low_w,1h,4h,ALL,46089,0.5155925651732308
SE_low_w,1h,4h,UP_SMOOTH,6978,0.721759329278579
SE_low_w,1h,4h,UP_CHOPPY,3924,0.6447653036685719
SE_low_w,1h,4h,DOWN_SMOOTH,4662,0.702713850265816
SE_low_w,1h,4h,DOWN_CHOPPY,2988,0.3158492172393705
SE_low_w,1h,4h,FLAT_SMOOTH,9402,0.3515710564973656
SE_low_w,1h,4h,FLAT_CHOPPY,18135,0.4939692084413305
SE_low_w,1h,1D,ALL,46089,0.36815624649295564
SE_low_w,1h,1D,UP_SMOOTH,6978,0.5186036578275167
SE_low_w,1h,1D,UP_CHOPPY,3924,0.6169409971987233
SE_low_w,1h,1D,DOWN_SMOOTH,4662,0.39605848163759416
SE_low_w,1h,1D,DOWN_CHOPPY,2988,0.10402662649379439
SE_low_w,1h,1D,FLAT_SMOOTH,9402,0.2745590256690199
SE_low_w,1h,1D,FLAT_CHOPPY,18135,0.3405423188684629
SE_low_w,4h,1D,ALL,46089,0.6628893445675761
SE_low_w,4h,1D,UP_SMOOTH,6978,0.7907417826069668
SE_low_w,4h,1D,UP_CHOPPY,3924,0.8774039701894214
SE_low_w,4h,1D,DOWN_SMOOTH,4662,0.4920797087674126
SE_low_w,4h,1D,DOWN_CHOPPY,2988,0.5358331808002232
SE_low_w,4h,1D,FLAT_SMOOTH,9402,0.5659771246036301
SE_low_w,4h,1D,FLAT_CHOPPY,18135,0.6821312177006809
hurst_w,5s,15s,ALL,46928,-0.10511552121201986
hurst_w,5s,15s,UP_SMOOTH,7146,-0.10113532423607034
hurst_w,5s,15s,UP_CHOPPY,3924,-0.10207670296996071
hurst_w,5s,15s,DOWN_SMOOTH,4662,-0.10754578966902602
hurst_w,5s,15s,DOWN_CHOPPY,2988,-0.1611297722366018
hurst_w,5s,15s,FLAT_SMOOTH,9893,-0.09890560750771843
hurst_w,5s,15s,FLAT_CHOPPY,18315,-0.10252429710401652
hurst_w,5s,1m,ALL,46928,-0.02617689253351687
hurst_w,5s,1m,UP_SMOOTH,7146,-0.02525877879004408
hurst_w,5s,1m,UP_CHOPPY,3924,-0.018530192497103845
hurst_w,5s,1m,DOWN_SMOOTH,4662,-0.011863358268400776
hurst_w,5s,1m,DOWN_CHOPPY,2988,-0.015652419827438206
hurst_w,5s,1m,FLAT_SMOOTH,9893,-0.04938013432656657
hurst_w,5s,1m,FLAT_CHOPPY,18315,-0.021574549939872834
hurst_w,5s,5m,ALL,46928,0.016277866273107823
hurst_w,5s,5m,UP_SMOOTH,7146,0.009138738528824766
hurst_w,5s,5m,UP_CHOPPY,3924,0.03657704615927901
hurst_w,5s,5m,DOWN_SMOOTH,4662,0.0379374428923022
hurst_w,5s,5m,DOWN_CHOPPY,2988,0.022795292475643738
hurst_w,5s,5m,FLAT_SMOOTH,9893,0.010836775010400425
hurst_w,5s,5m,FLAT_CHOPPY,18315,0.006997615773705582
hurst_w,5s,15m,ALL,46925,0.003499410424437415
hurst_w,5s,15m,UP_SMOOTH,7146,-0.0035980692709851356
hurst_w,5s,15m,UP_CHOPPY,3924,0.027356314371385443
hurst_w,5s,15m,DOWN_SMOOTH,4662,0.02537952057528068
hurst_w,5s,15m,DOWN_CHOPPY,2988,0.022461797560100256
hurst_w,5s,15m,FLAT_SMOOTH,9890,-0.008776607798922729
hurst_w,5s,15m,FLAT_CHOPPY,18315,-0.0009476588233927115
hurst_w,5s,1h,ALL,46917,0.016072162899004077
hurst_w,5s,1h,UP_SMOOTH,7146,0.024043136101450535
hurst_w,5s,1h,UP_CHOPPY,3924,0.027185404538336136
hurst_w,5s,1h,DOWN_SMOOTH,4662,0.012645867405591508
hurst_w,5s,1h,DOWN_CHOPPY,2988,0.004284989764088743
hurst_w,5s,1h,FLAT_SMOOTH,9882,0.005216600118508213
hurst_w,5s,1h,FLAT_CHOPPY,18315,0.02049794467117273
hurst_w,5s,4h,ALL,46869,-0.006949407400126162
hurst_w,5s,4h,UP_SMOOTH,7146,0.009046387092232164
hurst_w,5s,4h,UP_CHOPPY,3924,-0.015483659233324206
hurst_w,5s,4h,DOWN_SMOOTH,4662,-0.005678873557153698
hurst_w,5s,4h,DOWN_CHOPPY,2988,-0.021931492159012904
hurst_w,5s,4h,FLAT_SMOOTH,9834,-0.016980096209467846
hurst_w,5s,4h,FLAT_CHOPPY,18315,-0.007295713768777967
hurst_w,5s,1D,ALL,46917,0.003861020788409773
hurst_w,5s,1D,UP_SMOOTH,7146,-0.004249693623793994
hurst_w,5s,1D,UP_CHOPPY,3924,-0.017557641432491753
hurst_w,5s,1D,DOWN_SMOOTH,4662,0.027347506572077275
hurst_w,5s,1D,DOWN_CHOPPY,2988,-0.021310529719565
hurst_w,5s,1D,FLAT_SMOOTH,9882,-0.021656930049485507
hurst_w,5s,1D,FLAT_CHOPPY,18315,0.013544511650397335
hurst_w,15s,1m,ALL,46928,-0.24814904628919102
hurst_w,15s,1m,UP_SMOOTH,7146,-0.23448258942471045
hurst_w,15s,1m,UP_CHOPPY,3924,-0.2844551532518446
hurst_w,15s,1m,DOWN_SMOOTH,4662,-0.26400624329231726
hurst_w,15s,1m,DOWN_CHOPPY,2988,-0.255057418588614
hurst_w,15s,1m,FLAT_SMOOTH,9893,-0.25492281147455514
hurst_w,15s,1m,FLAT_CHOPPY,18315,-0.23822825070884418
hurst_w,15s,5m,ALL,46928,-0.026632652232813837
hurst_w,15s,5m,UP_SMOOTH,7146,-0.017384240055813936
hurst_w,15s,5m,UP_CHOPPY,3924,-0.006744635859451059
hurst_w,15s,5m,DOWN_SMOOTH,4662,0.008680078977059231
hurst_w,15s,5m,DOWN_CHOPPY,2988,-0.08598389775226989
hurst_w,15s,5m,FLAT_SMOOTH,9893,-0.005233324942249104
hurst_w,15s,5m,FLAT_CHOPPY,18315,-0.045438428066741046
hurst_w,15s,15m,ALL,46925,-0.0028114129266304713
hurst_w,15s,15m,UP_SMOOTH,7146,0.0063093110582598914
hurst_w,15s,15m,UP_CHOPPY,3924,-0.019812648469613794
hurst_w,15s,15m,DOWN_SMOOTH,4662,0.006318169521744565
hurst_w,15s,15m,DOWN_CHOPPY,2988,0.0224701427257334
hurst_w,15s,15m,FLAT_SMOOTH,9890,-0.02088900349499989
hurst_w,15s,15m,FLAT_CHOPPY,18315,0.0018523427303985558
hurst_w,15s,1h,ALL,46917,0.011439490536138153
hurst_w,15s,1h,UP_SMOOTH,7146,-0.013644238267684097
hurst_w,15s,1h,UP_CHOPPY,3924,0.0051648639479945375
hurst_w,15s,1h,DOWN_SMOOTH,4662,-0.00404995418678426
hurst_w,15s,1h,DOWN_CHOPPY,2988,-0.0026003852972236764
hurst_w,15s,1h,FLAT_SMOOTH,9882,0.009635942147218336
hurst_w,15s,1h,FLAT_CHOPPY,18315,0.032245720203568605
hurst_w,15s,4h,ALL,46869,0.0011147639030431597
hurst_w,15s,4h,UP_SMOOTH,7146,-0.023656702863065815
hurst_w,15s,4h,UP_CHOPPY,3924,-0.05020314263572367
