ts,price,bars_held,pnl_ticks,hwm_ticks,F_net,envelope_tol,t_half_eff,stop_level,trail_ticks,conviction,direction,wave_maturity,decay_score,z_score,velocity,exit_reason,exit_price
1772801580.708368,24839.0,1,0.0,0.0,1459.048,94.77,10.0,24862.25,31,0.722,,0.328,0,2.697,9.5,,
1772801581.8036196,24839.0,2,0.0,0.0,1459.048,88.96,10.0,24862.25,31,0.722,,0.328,0,2.697,9.5,,
1772801582.823591,24839.0,3,0.0,0.0,1459.048,83.54,10.0,24862.25,31,0.722,,0.328,0,2.697,9.5,,
1772801583.8861647,24839.0,4,0.0,0.0,1459.048,78.48,10.0,24862.25,31,0.722,,0.328,0,2.697,9.5,,
1772801580.0,24835.75,5,13.0,13.0,-1880.2979,93.28,40.0,24862.25,31,0.722,,0.328,0,0.59,-3.25,,
1772801584.9507484,24835.75,6,13.0,13.0,-1880.2979,91.82,40.0,24862.25,31,0.739,,0.328,0,0.59,-3.25,,
1772801585.9639978,24835.75,7,13.0,13.0,-1880.2979,90.38,40.0,24862.25,31,0.739,,0.328,0,0.59,-3.25,,
1772801587.0460718,24835.75,8,13.0,13.0,-1880.2979,88.96,40.0,24862.25,31,0.739,,0.328,0,0.59,-3.25,,
1772801588.106649,24835.75,9,13.0,13.0,-1880.2979,87.57,40.0,24862.25,31,0.739,,0.328,0,0.59,-3.25,,
1772801589.172541,24835.75,10,13.0,13.0,-1880.2979,86.2,40.0,24862.25,31,0.739,,0.328,0,0.59,-3.25,,
1772801585.0,24836.5,11,10.0,13.0,-1880.2979,84.86,40.0,24862.25,31,0.739,,0.328,0,0.59,-3.25,,
1772801590.2794275,24836.5,12,10.0,13.0,-1880.2979,83.54,40.0,24862.25,31,0.739,,0.328,0,0.59,-3.25,,
1772801591.345575,24836.5,13,10.0,13.0,-1880.2979,82.24,40.0,24862.25,31,0.739,,0.328,0,0.59,-3.25,,
1772801592.4105446,24836.5,14,10.0,13.0,-1880.2979,80.97,40.0,24862.25,31,0.739,,0.328,0,0.59,-3.25,,
1772801593.4552526,24836.5,15,10.0,13.0,-1880.2979,79.71,40.0,24862.25,31,0.739,,0.328,0,0.59,-3.25,,
1772801594.4731445,24836.5,16,10.0,13.0,-1880.2979,78.48,40.0,24862.25,31,0.739,,0.328,0,0.59,-3.25,,
1772801590.0,24835.75,17,13.0,13.0,-1880.2979,77.27,40.0,24862.25,31,0.739,,0.328,0,0.59,-3.25,,
1772801580.0,24835.75,18,13.0,13.0,0.2269,74.55,37.3,24862.25,31,0.739,,0.328,0,-0.079,0.0,,
1772801595.552005,24835.75,19,13.0,13.0,0.2269,73.32,37.3,24862.25,31,0.739,,0.328,0,-0.079,0.0,,
1772801596.598219,24835.75,20,13.0,13.0,0.2269,72.12,37.3,24862.25,31,0.739,,0.328,0,-0.079,0.0,,
1772801597.6583,24835.75,21,13.0,13.0,0.2269,70.94,37.3,24862.25,31,0.739,,0.328,0,-0.079,0.0,,
1772801598.7240088,24835.75,22,13.0,13.0,0.2269,69.78,37.3,24862.25,31,0.739,,0.328,0,-0.079,0.0,,
1772801599.7868042,24835.75,23,13.0,13.0,0.2269,68.64,37.3,24862.25,31,0.739,,0.328,0,-0.079,0.0,,
1772801595.0,24834.25,24,19.0,19.0,0.2269,67.52,37.3,24842.0,31,0.739,,0.328,0,-0.079,0.0,,
1772801600.8452466,24834.25,25,19.0,19.0,0.2269,66.42,37.3,24842.0,31,0.739,,0.328,0,-0.079,0.0,,
