ts,price,bars_held,pnl_ticks,hwm_ticks,F_net,envelope_tol,t_half_eff,stop_level,trail_ticks,conviction,direction,wave_maturity,decay_score,z_score,velocity,exit_reason,exit_price
1772802810.1363134,24849.0,1,0.0,0.0,-749.1084,86.63,40.0,24869.0,27,0.561,,0.45,0,-2.81,-8.5,,
1772802811.23275,24849.0,2,0.0,0.0,-749.1084,85.27,40.0,24869.0,27,0.561,,0.45,0,-2.81,-8.5,,
1772802812.2898319,24849.0,3,0.0,0.0,-749.1084,83.95,40.0,24869.0,27,0.561,,0.45,0,-2.81,-8.5,,
1772802813.3192735,24849.0,4,0.0,0.0,-749.1084,82.64,40.0,24869.0,27,0.561,,0.45,0,-2.81,-8.5,,
1772802814.3239605,24849.0,5,0.0,0.0,-749.1084,81.36,40.0,24869.0,27,0.561,,0.45,0,-2.81,-8.5,,
1772802810.0,24853.75,6,-19.0,0.0,-749.1084,80.1,40.0,24869.0,27,0.561,,0.45,0,-2.81,-8.5,,
1772802815.341234,24853.75,7,-19.0,0.0,-749.1084,78.86,40.0,24869.0,27,0.561,,0.45,0,-2.81,-8.5,,
1772802816.3884182,24853.75,8,-19.0,0.0,-749.1084,77.64,40.0,24869.0,27,0.561,,0.45,0,-2.81,-8.5,,
1772802817.4965568,24853.75,9,-19.0,0.0,-749.1084,76.45,40.0,24869.0,27,0.561,,0.45,0,-2.81,-8.5,,
1772802818.576205,24853.75,10,-19.0,0.0,-749.1084,75.27,40.0,24869.0,27,0.561,,0.45,0,-2.81,-8.5,,
1772802819.6066053,24853.75,11,-19.0,0.0,-749.1084,74.12,40.0,24869.0,27,0.561,,0.45,0,-2.81,-8.5,,
1772802815.0,24856.0,12,-28.0,0.0,-749.1084,72.98,40.0,24869.0,27,0.561,,0.45,0,-2.81,-8.5,,
1772802820.6345482,24856.0,13,-28.0,0.0,-749.1084,71.86,40.0,24869.0,27,0.561,,0.45,0,-2.81,-8.5,,
1772802821.733243,24856.0,14,-28.0,0.0,-749.1084,70.77,40.0,24869.0,27,0.561,,0.45,0,-2.81,-8.5,,
1772802822.8386214,24856.0,15,-28.0,0.0,-749.1084,69.69,40.0,24869.0,27,0.561,,0.45,0,-2.81,-8.5,,
1772802823.9136522,24856.0,16,-28.0,0.0,-749.1084,68.63,40.0,24869.0,27,0.561,,0.45,0,-2.81,-8.5,,
1772802824.9484031,24856.0,17,-28.0,0.0,-749.1084,67.59,40.0,24869.0,27,0.561,,0.45,0,-2.81,-8.5,,
1772802820.0,24858.25,18,-37.0,0.0,-749.1084,66.56,40.0,24869.0,27,0.561,,0.45,0,-2.81,-8.5,,
1772802810.0,24853.75,19,-19.0,0.0,326.4621,29.44,10.0,24869.0,27,0.561,,0.45,0,-1.29,4.75,,
1772802826.0139043,24853.75,20,-19.0,0.0,326.4621,28.0,10.0,24869.0,27,0.556,,0.45,0,-1.29,4.75,,
1772802827.0545087,24853.75,21,-19.0,0.0,326.4621,26.66,10.0,24869.0,27,0.556,,0.45,0,-1.29,4.75,,
1772802828.1507268,24853.75,22,-19.0,0.0,326.4621,25.41,10.0,24869.0,27,0.556,,0.45,0,-1.29,4.75,,
1772802829.231141,24853.75,23,-19.0,0.0,326.4621,24.25,10.0,24869.0,27,0.556,,0.45,0,-1.29,4.75,,
1772802825.0,24858.75,24,-39.0,0.0,326.4621,23.16,10.0,24869.0,27,0.556,,0.45,0,-1.29,4.75,envelope_breach,24858.75
