ts,price,bars_held,pnl_ticks,hwm_ticks,F_net,envelope_tol,t_half_eff,stop_level,trail_ticks,conviction,direction,wave_maturity,decay_score,z_score,velocity,exit_reason,exit_price
1772772825.6990948,25125.5,1,0.0,0.0,-135.0808,35.34,5.0,25116.5,30,0.494,,0.385,0,-1.34,-1.5,,
1772772826.7074916,25125.5,2,0.0,0.0,-135.0808,31.28,5.0,25116.5,30,0.494,,0.385,0,-1.34,-1.5,,
1772772827.7233248,25125.5,3,0.0,0.0,-135.0808,27.75,5.0,25116.5,30,0.494,,0.385,0,-1.34,-1.5,,
1772772828.7904396,25125.5,4,0.0,0.0,-135.0808,24.68,5.0,25116.5,30,0.494,,0.385,0,-1.34,-1.5,,
1772772829.8904853,25125.5,5,0.0,0.0,-135.0808,22.0,5.0,25116.5,30,0.494,,0.385,0,-1.34,-1.5,,
1772772825.0,25126.25,6,3.0,3.0,-135.0808,19.67,5.0,25116.5,30,0.494,,0.385,0,-1.34,-1.5,,
1772772830.9857583,25126.25,7,3.0,3.0,-135.0808,17.64,5.0,25116.5,30,0.494,,0.385,0,-1.34,-1.5,,
1772772832.085174,25126.25,8,3.0,3.0,-135.0808,15.88,5.0,25116.5,30,0.494,,0.385,0,-1.34,-1.5,,
1772772833.181012,25126.25,9,3.0,3.0,-135.0808,14.34,5.0,25116.5,30,0.494,,0.385,0,-1.34,-1.5,,
1772772834.216912,25126.25,10,3.0,3.0,-135.0808,13.0,5.0,25116.5,30,0.494,,0.385,0,-1.34,-1.5,,
1772772830.0,25126.0,11,2.0,3.0,-135.0808,11.83,5.0,25116.5,30,0.494,,0.385,0,-1.34,-1.5,,
1772772835.2365646,25126.0,12,2.0,3.0,-135.0808,10.82,5.0,25116.5,30,0.494,,0.385,0,-1.34,-1.5,,
1772772836.2926502,25126.0,13,2.0,3.0,-135.0808,9.94,5.0,25116.5,30,0.494,,0.385,0,-1.34,-1.5,,
1772772837.3012774,25126.0,14,2.0,3.0,-135.0808,9.17,5.0,25116.5,30,0.494,,0.385,0,-1.34,-1.5,,
1772772838.3289738,25126.0,15,2.0,3.0,-135.0808,8.5,5.0,25116.5,30,0.494,,0.385,0,-1.34,-1.5,,
1772772839.369771,25126.0,16,2.0,3.0,-135.0808,7.92,5.0,25116.5,30,0.494,,0.385,0,-1.34,-1.5,,
1772772835.0,25124.5,17,-4.0,3.0,-135.0808,7.41,5.0,25116.5,30,0.494,,0.385,0,-1.34,-1.5,,
1772772825.0,25126.25,18,3.0,3.0,21.2763,23.29,20.0,25116.5,30,0.494,,0.385,0,-0.505,0.75,,
1772772840.4213312,25126.25,19,3.0,3.0,21.2763,22.63,20.0,25116.5,30,0.472,,0.385,0,-0.505,0.75,,
1772772841.5027995,25126.25,20,3.0,3.0,21.2763,22.0,20.0,25116.5,30,0.472,,0.385,0,-0.505,0.75,,
1772772842.518326,25126.25,21,3.0,3.0,21.2763,21.39,20.0,25116.5,30,0.472,,0.385,0,-0.505,0.75,,
1772772843.536447,25126.25,22,3.0,3.0,21.2763,20.79,20.0,25116.5,30,0.472,,0.385,0,-0.505,0.75,,
1772772844.6098995,25126.25,23,3.0,3.0,21.2763,20.22,20.0,25116.5,30,0.472,,0.385,0,-0.505,0.75,,
1772772840.0,25124.5,24,-4.0,3.0,21.2763,19.67,20.0,25116.5,30,0.472,,0.385,0,-0.505,0.75,,
1772772845.679451,25124.5,25,-4.0,3.0,21.2763,19.14,20.0,25116.5,30,0.472,,0.385,0,-0.505,0.75,,
1772772846.6797962,25124.5,26,-4.0,3.0,21.2763,18.62,20.0,25116.5,30,0.472,,0.385,0,-0.505,0.75,,
1772772847.7541924,25124.5,27,-4.0,3.0,21.2763,18.12,20.0,25116.5,30,0.472,,0.385,0,-0.505,0.75,,
1772772848.843817,25124.5,28,-4.0,3.0,21.2763,17.64,20.0,25116.5,30,0.472,,0.385,0,-0.505,0.75,,
1772772849.9192657,25124.5,29,-4.0,3.0,21.2763,17.18,20.0,25116.5,30,0.472,,0.385,0,-0.505,0.75,,
1772772845.0,25123.25,30,-9.0,3.0,21.2763,16.73,20.0,25116.5,30,0.472,,0.385,0,-0.505,0.75,,
1772772850.9687393,25123.25,31,-9.0,3.0,21.2763,16.29,20.0,25116.5,30,0.472,,0.385,0,-0.505,0.75,,
1772772852.0663433,25123.25,32,-9.0,3.0,21.2763,15.88,20.0,25116.5,30,0.472,,0.385,0,-0.505,0.75,,
1772772853.131684,25123.25,33,-9.0,3.0,21.2763,15.47,20.0,25116.5,30,0.472,,0.385,0,-0.505,0.75,,
1772772854.2048926,25123.25,34,-9.0,3.0,21.2763,15.08,20.0,25116.5,30,0.472,,0.385,0,-0.505,0.75,,
1772772855.2497196,25123.25,35,-9.0,3.0,21.2763,14.7,20.0,25116.5,30,0.472,,0.385,0,-0.505,0.75,,
1772772850.0,25121.75,36,-15.0,3.0,21.2763,14.34,20.0,25116.5,30,0.472,,0.385,0,-0.505,0.75,envelope_breach,25121.75
