ts,price,bars_held,pnl_ticks,hwm_ticks,F_net,envelope_tol,t_half_eff,stop_level,trail_ticks,conviction,direction,wave_maturity,decay_score,z_score,velocity,exit_reason,exit_price
1772800304.9486623,24830.5,1,0.0,0.0,-3109.3147,107.26,40.0,24855.75,34,0.592,,0.301,0,-2.869,-13.75,,
1772800306.0384727,24830.5,2,0.0,0.0,-3109.3147,105.56,40.0,24855.75,34,0.592,,0.301,0,-2.869,-13.75,,
1772800307.0966773,24830.5,3,0.0,0.0,-3109.3147,103.88,40.0,24855.75,34,0.592,,0.301,0,-2.869,-13.75,,
1772800308.1861284,24830.5,4,0.0,0.0,-3109.3147,102.24,40.0,24855.75,34,0.592,,0.301,0,-2.869,-13.75,,
1772800309.2342439,24830.5,5,0.0,0.0,-3109.3147,100.62,40.0,24855.75,34,0.592,,0.301,0,-2.869,-13.75,,
1772800305.0,24826.75,6,15.0,15.0,-1873.3597,99.03,40.0,24855.75,34,0.592,,0.301,0,-2.331,-3.75,,
1772800310.294231,24826.75,7,15.0,15.0,-1873.3597,97.46,40.0,24855.75,34,0.591,,0.301,0,-2.331,-3.75,,
1772800311.371403,24826.75,8,15.0,15.0,-1873.3597,95.93,40.0,24855.75,34,0.591,,0.301,0,-2.331,-3.75,,
1772800312.4309235,24826.75,9,15.0,15.0,-1873.3597,94.42,40.0,24855.75,34,0.591,,0.301,0,-2.331,-3.75,,
1772800313.4410727,24826.75,10,15.0,15.0,-1873.3597,92.93,40.0,24855.75,34,0.591,,0.301,0,-2.331,-3.75,,
1772800314.5415962,24826.75,11,15.0,15.0,-1873.3597,91.47,40.0,24855.75,34,0.591,,0.301,0,-2.331,-3.75,,
1772800310.0,24825.5,12,20.0,20.0,-1873.3597,90.04,40.0,24834.0,34,0.591,,0.301,0,-2.331,-3.75,,
1772800315.604238,24825.5,13,20.0,20.0,-1873.3597,88.63,40.0,24834.0,34,0.591,,0.301,0,-2.331,-3.75,,
1772800316.6050293,24825.5,14,20.0,20.0,-1873.3597,87.24,40.0,24834.0,34,0.591,,0.301,0,-2.331,-3.75,,
1772800317.6185963,24825.5,15,20.0,20.0,-1873.3597,85.88,40.0,24834.0,34,0.591,,0.301,0,-2.331,-3.75,,
1772800318.725615,24825.5,16,20.0,20.0,-1873.3597,84.54,40.0,24834.0,34,0.591,,0.301,0,-2.331,-3.75,,
1772800315.0,24824.75,17,23.0,23.0,-1873.3597,83.23,40.0,24833.25,34,0.591,,0.301,0,-2.331,-3.75,,
1772800305.0,24826.75,18,15.0,23.0,13.9128,37.0,10.0,24833.25,34,0.591,,0.301,0,-1.539,0.0,,
1772800319.804043,24826.75,19,15.0,23.0,13.9128,35.06,10.0,24833.25,34,0.641,,0.301,0,-1.539,0.0,,
1772800320.809255,24826.75,20,15.0,23.0,13.9128,33.25,10.0,24833.25,34,0.641,,0.301,0,-1.539,0.0,,
1772800321.8802803,24826.75,21,15.0,23.0,13.9128,31.56,10.0,24833.25,34,0.641,,0.301,0,-1.539,0.0,,
1772800322.9775987,24826.75,22,15.0,23.0,13.9128,29.98,10.0,24833.25,34,0.641,,0.301,0,-1.539,0.0,,
1772800324.0695584,24826.75,23,15.0,23.0,13.9128,28.51,10.0,24833.25,34,0.641,,0.301,0,-1.539,0.0,,
1772800320.0,24828.0,24,10.0,23.0,13.9128,27.14,10.0,24833.25,34,0.641,,0.301,0,-1.539,0.0,,
1772800325.1616852,24828.0,25,10.0,23.0,13.9128,25.85,10.0,24833.25,34,0.641,,0.301,0,-1.539,0.0,,
1772800326.1817892,24828.0,26,10.0,23.0,13.9128,24.66,10.0,24833.25,34,0.641,,0.301,0,-1.539,0.0,,
1772800327.2082987,24828.0,27,10.0,23.0,13.9128,23.54,10.0,24833.25,34,0.641,,0.301,0,-1.539,0.0,,
1772800328.2683067,24828.0,28,10.0,23.0,13.9128,22.5,10.0,24833.25,34,0.641,,0.301,0,-1.539,0.0,,
1772800329.2800422,24828.0,29,10.0,23.0,13.9128,21.53,10.0,24833.25,34,0.641,,0.301,0,-1.539,0.0,,
1772800325.0,24825.25,30,21.0,23.0,13.9128,20.62,10.0,24833.25,34,0.641,,0.301,0,-1.539,0.0,,
1772800330.312242,24825.25,31,21.0,23.0,13.9128,19.78,10.0,24833.25,34,0.641,,0.301,0,-1.539,0.0,,
1772800331.3286173,24825.25,32,21.0,23.0,13.9128,18.99,10.0,24833.25,34,0.641,,0.301,0,-1.539,0.0,,
1772800332.3609958,24825.25,33,21.0,23.0,13.9128,18.25,10.0,24833.25,34,0.641,,0.301,0,-1.539,0.0,,
1772800333.4371533,24825.25,34,21.0,23.0,13.9128,17.57,10.0,24833.25,34,0.641,,0.301,0,-1.539,0.0,,
1772800334.4814062,24825.25,35,21.0,23.0,13.9128,16.93,10.0,24833.25,34,0.641,,0.301,0,-1.539,0.0,,
1772800330.0,24834.0,36,-14.0,23.0,13.9128,16.33,10.0,24833.25,34,0.641,,0.301,0,-1.539,0.0,trail_stop,24834.0
