ts,price,bars_held,pnl_ticks,hwm_ticks,F_net,envelope_tol,t_half_eff,stop_level,trail_ticks,conviction,direction,wave_maturity,decay_score,z_score,velocity,exit_reason,exit_price
1772773305.999328,25107.25,1,0.0,0.0,-347.2615,44.57,20.0,25117.75,35,0.51,,0.388,0,-1.23,-3.75,,
1772773307.10216,25107.25,2,0.0,0.0,-347.2615,43.19,20.0,25117.75,35,0.51,,0.388,0,-1.23,-3.75,,
1772773308.1336334,25107.25,3,0.0,0.0,-347.2615,41.85,20.0,25117.75,35,0.51,,0.388,0,-1.23,-3.75,,
1772773309.221923,25107.25,4,0.0,0.0,-347.2615,40.56,20.0,25117.75,35,0.51,,0.388,0,-1.23,-3.75,,
1772773305.0,25109.25,5,-8.0,0.0,-347.2615,39.32,20.0,25117.75,35,0.51,,0.388,0,-1.23,-3.75,,
1772773310.2347722,25109.25,6,-8.0,0.0,-347.2615,38.11,20.0,25117.75,35,0.51,,0.388,0,-1.23,-3.75,,
1772773311.3151596,25109.25,7,-8.0,0.0,-347.2615,36.95,20.0,25117.75,35,0.51,,0.388,0,-1.23,-3.75,,
1772773312.31781,25109.25,8,-8.0,0.0,-347.2615,35.83,20.0,25117.75,35,0.51,,0.388,0,-1.23,-3.75,,
1772773313.3999739,25109.25,9,-8.0,0.0,-347.2615,34.75,20.0,25117.75,35,0.51,,0.388,0,-1.23,-3.75,,
1772773314.4322684,25109.25,10,-8.0,0.0,-347.2615,33.7,20.0,25117.75,35,0.51,,0.388,0,-1.23,-3.75,,
1772773315.4778914,25109.25,11,-8.0,0.0,-347.2615,32.69,20.0,25117.75,35,0.51,,0.388,0,-1.23,-3.75,,
1772773310.0,25109.5,12,-9.0,0.0,-347.2615,31.71,20.0,25117.75,35,0.51,,0.388,0,-1.23,-3.75,,
1772773316.536111,25109.5,13,-9.0,0.0,-347.2615,30.77,20.0,25117.75,35,0.51,,0.388,0,-1.23,-3.75,,
1772773317.6382394,25109.5,14,-9.0,0.0,-347.2615,29.85,20.0,25117.75,35,0.51,,0.388,0,-1.23,-3.75,,
1772773318.7372084,25109.5,15,-9.0,0.0,-347.2615,28.97,20.0,25117.75,35,0.51,,0.388,0,-1.23,-3.75,,
1772773319.76128,25109.5,16,-9.0,0.0,-347.2615,28.12,20.0,25117.75,35,0.51,,0.388,0,-1.23,-3.75,,
1772773315.0,25109.25,17,-8.0,0.0,-347.2615,27.3,20.0,25117.75,35,0.51,,0.388,0,-1.23,-3.75,,
1772773305.0,25109.25,18,-8.0,0.0,47.95,7.46,5.0,25117.75,35,0.51,,0.388,0,0.206,2.0,envelope_breach,25109.25
