ts,price,bars_held,pnl_ticks,hwm_ticks,F_net,envelope_tol,t_half_eff,stop_level,trail_ticks,conviction,direction,wave_maturity,decay_score,z_score,velocity,exit_reason,exit_price
1772802930.4636247,24841.25,1,0.0,0.0,-879.5849,88.59,40.0,24861.75,27,0.601,,0.45,0,-2.233,-8.5,,
1772802931.5452142,24841.25,2,0.0,0.0,-879.5849,87.21,40.0,24861.75,27,0.601,,0.45,0,-2.233,-8.5,,
1772802932.55045,24841.25,3,0.0,0.0,-879.5849,85.85,40.0,24861.75,27,0.601,,0.45,0,-2.233,-8.5,,
1772802933.5697846,24841.25,4,0.0,0.0,-879.5849,84.51,40.0,24861.75,27,0.601,,0.45,0,-2.233,-8.5,,
1772802934.6465242,24841.25,5,0.0,0.0,-879.5849,83.19,40.0,24861.75,27,0.601,,0.45,0,-2.233,-8.5,,
1772802930.0,24839.0,6,9.0,9.0,-604.5891,81.9,40.0,24861.75,27,0.601,,0.45,0,-2.0,-2.25,,
1772802935.7384088,24839.0,7,9.0,9.0,-604.5891,80.63,40.0,24861.75,27,0.585,,0.45,0,-2.0,-2.25,,
1772802936.785629,24839.0,8,9.0,9.0,-604.5891,79.39,40.0,24861.75,27,0.585,,0.45,0,-2.0,-2.25,,
1772802937.8657718,24839.0,9,9.0,9.0,-604.5891,78.16,40.0,24861.75,27,0.585,,0.45,0,-2.0,-2.25,,
1772802938.869883,24839.0,10,9.0,9.0,-604.5891,76.95,40.0,24861.75,27,0.585,,0.45,0,-2.0,-2.25,,
1772802935.0,24839.0,11,9.0,9.0,-604.5891,75.77,40.0,24861.75,27,0.585,,0.45,0,-2.0,-2.25,,
1772802939.9307172,24839.0,12,9.0,9.0,-604.5891,74.6,40.0,24861.75,27,0.585,,0.45,0,-2.0,-2.25,,
1772802940.9454677,24839.0,13,9.0,9.0,-604.5891,73.46,40.0,24861.75,27,0.585,,0.45,0,-2.0,-2.25,,
1772802941.975278,24839.0,14,9.0,9.0,-604.5891,72.34,40.0,24861.75,27,0.585,,0.45,0,-2.0,-2.25,,
1772802943.0131817,24839.0,15,9.0,9.0,-604.5891,71.23,40.0,24861.75,27,0.585,,0.45,0,-2.0,-2.25,,
1772802944.0433717,24839.0,16,9.0,9.0,-604.5891,70.14,40.0,24861.75,27,0.585,,0.45,0,-2.0,-2.25,,
1772802940.0,24845.25,17,-16.0,9.0,-604.5891,69.08,40.0,24861.75,27,0.585,,0.45,0,-2.0,-2.25,,
1772802930.0,24839.0,18,9.0,9.0,8.2305,31.55,10.0,24861.75,27,0.585,,0.45,0,-1.43,0.0,,
1772802945.1684525,24839.0,19,9.0,9.0,8.2305,29.97,10.0,24861.75,27,0.571,,0.45,0,-1.43,0.0,,
1772802946.2743268,24839.0,20,9.0,9.0,8.2305,28.5,10.0,24861.75,27,0.571,,0.45,0,-1.43,0.0,,
1772802947.369674,24839.0,21,9.0,9.0,8.2305,27.13,10.0,24861.75,27,0.571,,0.45,0,-1.43,0.0,,
1772802948.3706968,24839.0,22,9.0,9.0,8.2305,25.85,10.0,24861.75,27,0.571,,0.45,0,-1.43,0.0,,
1772802949.4514017,24839.0,23,9.0,9.0,8.2305,24.65,10.0,24861.75,27,0.571,,0.45,0,-1.43,0.0,,
1772802945.0,24845.25,24,-16.0,9.0,8.2305,23.54,10.0,24861.75,27,0.571,,0.45,0,-1.43,0.0,,
1772802950.469342,24845.25,25,-16.0,9.0,8.2305,22.5,10.0,24861.75,27,0.571,,0.45,0,-1.43,0.0,,
1772802951.4844947,24845.25,26,-16.0,9.0,8.2305,21.52,10.0,24861.75,27,0.571,,0.45,0,-1.43,0.0,,
1772802952.5671604,24845.25,27,-16.0,9.0,8.2305,20.62,10.0,24861.75,27,0.571,,0.45,0,-1.43,0.0,,
1772802953.5869114,24845.25,28,-16.0,9.0,8.2305,19.77,10.0,24861.75,27,0.571,,0.45,0,-1.43,0.0,,
1772802954.6648679,24845.25,29,-16.0,9.0,8.2305,18.99,10.0,24861.75,27,0.571,,0.45,0,-1.43,0.0,,
1772802950.0,24844.75,30,-14.0,9.0,8.2305,18.25,10.0,24861.75,27,0.571,,0.45,0,-1.43,0.0,,
1772802955.7316792,24844.75,31,-14.0,9.0,8.2305,17.56,10.0,24861.75,27,0.571,,0.45,0,-1.43,0.0,,
1772802956.7648747,24844.75,32,-14.0,9.0,8.2305,16.92,10.0,24861.75,27,0.571,,0.45,0,-1.43,0.0,,
1772802957.841631,24844.75,33,-14.0,9.0,8.2305,16.33,10.0,24861.75,27,0.571,,0.45,0,-1.43,0.0,,
1772802958.890075,24844.75,34,-14.0,9.0,8.2305,15.77,10.0,24861.75,27,0.571,,0.45,0,-1.43,0.0,,
1772802955.0,24843.75,35,-10.0,9.0,8.2305,15.25,10.0,24861.75,27,0.571,,0.45,0,-1.43,0.0,,
1772802945.0,24845.25,36,-16.0,9.0,395.6236,14.76,10.0,24861.75,27,0.571,,0.45,0,0.356,6.25,envelope_breach,24845.25
