ts,price,bars_held,pnl_ticks,hwm_ticks,F_net,envelope_tol,t_half_eff,stop_level,trail_ticks,conviction,direction,wave_maturity,decay_score,z_score,velocity,exit_reason,exit_price
1772773560.2336805,25116.75,1,0.0,0.0,-116.0745,48.43,20.0,25128.25,15,0.402,,0.371,0,0.735,-1.0,,
1772773561.2835906,25116.75,2,0.0,0.0,-116.0745,46.92,20.0,25128.25,15,0.402,,0.371,0,0.735,-1.0,,
1772773562.2976046,25116.75,3,0.0,0.0,-116.0745,45.46,20.0,25128.25,15,0.402,,0.371,0,0.735,-1.0,,
1772773563.3852365,25116.75,4,0.0,0.0,-116.0745,44.05,20.0,25128.25,15,0.402,,0.371,0,0.735,-1.0,,
1772773564.4083326,25116.75,5,0.0,0.0,-116.0745,42.68,20.0,25128.25,15,0.402,,0.371,0,0.735,-1.0,,
1772773560.0,25118.75,6,-8.0,0.0,-116.0745,41.36,20.0,25128.25,15,0.402,,0.371,0,0.735,-1.0,,
1772773565.4580886,25118.75,7,-8.0,0.0,-116.0745,40.09,20.0,25128.25,15,0.402,,0.371,0,0.735,-1.0,,
1772773566.5177906,25118.75,8,-8.0,0.0,-116.0745,38.86,20.0,25128.25,15,0.402,,0.371,0,0.735,-1.0,,
1772773567.5227091,25118.75,9,-8.0,0.0,-116.0745,37.67,20.0,25128.25,15,0.402,,0.371,0,0.735,-1.0,,
1772773568.6227067,25118.75,10,-8.0,0.0,-116.0745,36.53,20.0,25128.25,15,0.402,,0.371,0,0.735,-1.0,,
1772773569.6472676,25118.75,11,-8.0,0.0,-116.0745,35.42,20.0,25128.25,15,0.402,,0.371,0,0.735,-1.0,,
1772773565.0,25121.25,12,-18.0,0.0,-116.0745,34.35,20.0,25128.25,15,0.402,,0.371,0,0.735,-1.0,,
1772773570.6865158,25121.25,13,-18.0,0.0,-116.0745,33.31,20.0,25128.25,15,0.402,,0.371,0,0.735,-1.0,,
1772773571.7861662,25121.25,14,-18.0,0.0,-116.0745,32.32,20.0,25128.25,15,0.402,,0.371,0,0.735,-1.0,,
1772773572.8250413,25121.25,15,-18.0,0.0,-116.0745,31.35,20.0,25128.25,15,0.402,,0.371,0,0.735,-1.0,,
1772773573.862398,25121.25,16,-18.0,0.0,-116.0745,30.42,20.0,25128.25,15,0.402,,0.371,0,0.735,-1.0,,
1772773574.9125576,25121.25,17,-18.0,0.0,-116.0745,29.52,20.0,25128.25,15,0.402,,0.371,0,0.735,-1.0,,
1772773570.0,25119.5,18,-11.0,0.0,-116.0745,28.65,20.0,25128.25,15,0.402,,0.371,0,0.735,-1.0,,
1772773560.0,25118.75,19,-8.0,0.0,374.0695,7.3,5.0,25128.25,15,0.402,,0.371,0,1.527,2.0,envelope_breach,25118.75
