ts,price,bars_held,pnl_ticks,hwm_ticks,F_net,envelope_tol,t_half_eff,stop_level,trail_ticks,conviction,direction,wave_maturity,decay_score,z_score,velocity,exit_reason,exit_price
1772799735.41916,24868.25,1,0.0,0.0,-231.5898,86.63,40.0,24888.25,27,0.619,,0.301,0,-2.311,-4.25,,
1772799736.4407291,24868.25,2,0.0,0.0,-231.5898,85.27,40.0,24888.25,27,0.619,,0.301,0,-2.311,-4.25,,
1772799737.522795,24868.25,3,0.0,0.0,-231.5898,83.95,40.0,24888.25,27,0.619,,0.301,0,-2.311,-4.25,,
1772799738.586294,24868.25,4,0.0,0.0,-231.5898,82.64,40.0,24888.25,27,0.619,,0.301,0,-2.311,-4.25,,
1772799739.6797788,24868.25,5,0.0,0.0,-231.5898,81.36,40.0,24888.25,27,0.619,,0.301,0,-2.311,-4.25,,
1772799735.0,24867.75,6,2.0,2.0,-231.5898,80.1,40.0,24888.25,27,0.619,,0.301,0,-2.311,-4.25,,
1772799740.774883,24867.75,7,2.0,2.0,-231.5898,78.86,40.0,24888.25,27,0.619,,0.301,0,-2.311,-4.25,,
1772799741.8240957,24867.75,8,2.0,2.0,-231.5898,77.64,40.0,24888.25,27,0.619,,0.301,0,-2.311,-4.25,,
1772799742.9006228,24867.75,9,2.0,2.0,-231.5898,76.45,40.0,24888.25,27,0.619,,0.301,0,-2.311,-4.25,,
1772799743.9768462,24867.75,10,2.0,2.0,-231.5898,75.27,40.0,24888.25,27,0.619,,0.301,0,-2.311,-4.25,,
1772799740.0,24865.5,11,11.0,11.0,-231.5898,74.12,40.0,24888.25,27,0.619,,0.301,0,-2.311,-4.25,,
1772799744.9829872,24865.5,12,11.0,11.0,-231.5898,72.98,40.0,24888.25,27,0.619,,0.301,0,-2.311,-4.25,,
1772799745.991818,24865.5,13,11.0,11.0,-231.5898,71.86,40.0,24888.25,27,0.619,,0.301,0,-2.311,-4.25,,
1772799747.0313303,24865.5,14,11.0,11.0,-231.5898,70.77,40.0,24888.25,27,0.619,,0.301,0,-2.311,-4.25,,
1772799748.0451944,24865.5,15,11.0,11.0,-231.5898,69.69,40.0,24888.25,27,0.619,,0.301,0,-2.311,-4.25,,
1772799749.10789,24865.5,16,11.0,11.0,-231.5898,68.63,40.0,24888.25,27,0.619,,0.301,0,-2.311,-4.25,,
1772799745.0,24858.75,17,38.0,38.0,-231.5898,67.59,40.0,24865.5,27,0.619,,0.301,0,-2.311,-4.25,,
1772799735.0,24867.75,18,2.0,38.0,56.6454,30.97,10.0,24865.5,27,0.619,,0.301,0,-1.88,-0.5,trail_stop,24867.75
