ts,price,bars_held,pnl_ticks,hwm_ticks,F_net,envelope_tol,t_half_eff,stop_level,trail_ticks,conviction,direction,wave_maturity,decay_score,z_score,velocity,exit_reason,exit_price
1772802405.7699485,24843.75,1,0.0,0.0,543.0864,113.43,10.0,24872.0,38,0.637,,0.387,0,2.358,7.0,,
1772802406.7953932,24843.75,2,0.0,0.0,543.0864,106.37,10.0,24872.0,38,0.637,,0.387,0,2.358,7.0,,
1772802407.8692818,24843.75,3,0.0,0.0,543.0864,99.78,10.0,24872.0,38,0.637,,0.387,0,2.358,7.0,,
1772802408.9539015,24843.75,4,0.0,0.0,543.0864,93.64,10.0,24872.0,38,0.637,,0.387,0,2.358,7.0,,
1772802405.0,24844.75,5,-4.0,0.0,80.4266,87.9,10.0,24872.0,38,0.637,,0.387,0,2.003,1.0,,
1772802409.9855905,24844.75,6,-4.0,0.0,80.4266,82.55,10.0,24872.0,38,0.652,,0.387,0,2.003,1.0,,
1772802411.000778,24844.75,7,-4.0,0.0,80.4266,77.56,10.0,24872.0,38,0.652,,0.387,0,2.003,1.0,,
1772802412.01437,24844.75,8,-4.0,0.0,80.4266,72.9,10.0,24872.0,38,0.652,,0.387,0,2.003,1.0,,
1772802413.0157082,24844.75,9,-4.0,0.0,80.4266,68.56,10.0,24872.0,38,0.652,,0.387,0,2.003,1.0,,
1772802414.0942724,24844.75,10,-4.0,0.0,80.4266,64.5,10.0,24872.0,38,0.652,,0.387,0,2.003,1.0,,
1772802410.0,24847.0,11,-13.0,0.0,80.4266,60.72,10.0,24872.0,38,0.652,,0.387,0,2.003,1.0,,
1772802415.1737578,24847.0,12,-13.0,0.0,80.4266,57.19,10.0,24872.0,38,0.652,,0.387,0,2.003,1.0,,
1772802416.177324,24847.0,13,-13.0,0.0,80.4266,53.89,10.0,24872.0,38,0.652,,0.387,0,2.003,1.0,,
1772802417.1797636,24847.0,14,-13.0,0.0,80.4266,50.82,10.0,24872.0,38,0.652,,0.387,0,2.003,1.0,,
1772802418.2736,24847.0,15,-13.0,0.0,80.4266,47.95,10.0,24872.0,38,0.652,,0.387,0,2.003,1.0,,
1772802419.350372,24847.0,16,-13.0,0.0,80.4266,45.28,10.0,24872.0,38,0.652,,0.387,0,2.003,1.0,,
1772802415.0,24844.0,17,-1.0,0.0,80.4266,42.78,10.0,24872.0,38,0.652,,0.387,0,2.003,1.0,,
1772802405.0,24844.75,18,-4.0,0.0,-16.1764,90.72,40.0,24872.0,38,0.652,,0.387,0,1.572,0.0,,
1772802420.3967702,24844.75,19,-4.0,0.0,-16.1764,89.3,40.0,24872.0,38,0.691,,0.387,0,1.572,0.0,,
1772802421.4717994,24844.75,20,-4.0,0.0,-16.1764,87.9,40.0,24872.0,38,0.691,,0.387,0,1.572,0.0,,
1772802422.5359044,24844.75,21,-4.0,0.0,-16.1764,86.53,40.0,24872.0,38,0.691,,0.387,0,1.572,0.0,,
1772802423.548058,24844.75,22,-4.0,0.0,-16.1764,85.18,40.0,24872.0,38,0.691,,0.387,0,1.572,0.0,,
1772802424.6001244,24844.75,23,-4.0,0.0,-16.1764,83.86,40.0,24872.0,38,0.691,,0.387,0,1.572,0.0,,
1772802420.0,24843.75,24,0.0,0.0,-16.1764,82.55,40.0,24872.0,38,0.691,,0.387,0,1.572,0.0,,
1772802425.6212354,24843.75,25,0.0,0.0,-16.1764,81.27,40.0,24872.0,38,0.691,,0.387,0,1.572,0.0,,
1772802426.6967928,24843.75,26,0.0,0.0,-16.1764,80.01,40.0,24872.0,38,0.691,,0.387,0,1.572,0.0,,
