ts,price,bars_held,pnl_ticks,hwm_ticks,F_net,envelope_tol,t_half_eff,stop_level,trail_ticks,conviction,direction,wave_maturity,decay_score,z_score,velocity,exit_reason,exit_price
1772773706.7883148,25115.25,1,0.0,0.0,-210.2981,48.43,20.0,25126.75,15,0.556,,0.435,0,-1.387,-1.5,,
1772773707.8397098,25115.25,2,0.0,0.0,-210.2981,46.92,20.0,25126.75,15,0.556,,0.435,0,-1.387,-1.5,,
1772773708.8486946,25115.25,3,0.0,0.0,-210.2981,45.46,20.0,25126.75,15,0.556,,0.435,0,-1.387,-1.5,,
1772773709.916854,25115.25,4,0.0,0.0,-210.2981,44.05,20.0,25126.75,15,0.556,,0.435,0,-1.387,-1.5,,
1772773705.0,25116.0,5,-3.0,0.0,-210.2981,42.68,20.0,25126.75,15,0.556,,0.435,0,-1.387,-1.5,,
1772773695.0,25115.5,6,-1.0,0.0,10.2486,24.02,5.0,25126.75,15,0.556,,0.435,0,-1.047,0.25,,
1772773710.9632435,25115.5,7,-1.0,0.0,10.2486,21.43,5.0,25126.75,15,0.542,,0.435,0,-1.047,0.25,,
1772773711.9633567,25115.5,8,-1.0,0.0,10.2486,19.17,5.0,25126.75,15,0.542,,0.435,0,-1.047,0.25,,
1772773713.0638847,25115.5,9,-1.0,0.0,10.2486,17.21,5.0,25126.75,15,0.542,,0.435,0,-1.047,0.25,,
1772773714.1317775,25115.5,10,-1.0,0.0,10.2486,15.5,5.0,25126.75,15,0.542,,0.435,0,-1.047,0.25,,
1772773715.144786,25115.5,11,-1.0,0.0,10.2486,14.01,5.0,25126.75,15,0.542,,0.435,0,-1.047,0.25,,
1772773710.0,25116.75,12,-6.0,0.0,10.2486,12.72,5.0,25126.75,15,0.542,,0.435,0,-1.047,0.25,,
1772773716.2125514,25116.75,13,-6.0,0.0,10.2486,11.59,5.0,25126.75,15,0.542,,0.435,0,-1.047,0.25,,
1772773717.3188667,25116.75,14,-6.0,0.0,10.2486,10.61,5.0,25126.75,15,0.542,,0.435,0,-1.047,0.25,,
1772773718.372275,25116.75,15,-6.0,0.0,10.2486,9.75,5.0,25126.75,15,0.542,,0.435,0,-1.047,0.25,,
1772773719.3914256,25116.75,16,-6.0,0.0,10.2486,9.01,5.0,25126.75,15,0.542,,0.435,0,-1.047,0.25,,
1772773720.4631145,25116.75,17,-6.0,0.0,10.2486,8.36,5.0,25126.75,15,0.542,,0.435,0,-1.047,0.25,,
1772773715.0,25119.75,18,-18.0,0.0,10.2486,7.79,5.0,25126.75,15,0.542,,0.435,0,-1.047,0.25,envelope_breach,25119.75
