ts,price,bars_held,pnl_ticks,hwm_ticks,F_net,envelope_tol,t_half_eff,stop_level,trail_ticks,conviction,direction,wave_maturity,decay_score,z_score,velocity,exit_reason,exit_price
1772773500.7666936,25114.75,1,0.0,0.0,86.1082,34.47,5.0,25123.5,12,0.52,,0.371,0,0.703,0.75,,
1772773501.8091605,25114.75,2,0.0,0.0,86.1082,30.53,5.0,25123.5,12,0.52,,0.371,0,0.703,0.75,,
1772773502.818005,25114.75,3,0.0,0.0,86.1082,27.09,5.0,25123.5,12,0.52,,0.371,0,0.703,0.75,,
1772773503.8593013,25114.75,4,0.0,0.0,86.1082,24.1,5.0,25123.5,12,0.52,,0.371,0,0.703,0.75,,
1772773504.8987894,25114.75,5,0.0,0.0,86.1082,21.5,5.0,25123.5,12,0.52,,0.371,0,0.703,0.75,,
1772773500.0,25112.0,6,11.0,11.0,86.1082,19.23,5.0,25115.0,12,0.52,,0.371,0,0.703,0.75,,
1772773505.9119785,25112.0,7,11.0,11.0,86.1082,17.26,5.0,25115.0,12,0.52,,0.371,0,0.703,0.75,,
1772773506.9597898,25112.0,8,11.0,11.0,86.1082,15.55,5.0,25115.0,12,0.52,,0.371,0,0.703,0.75,,
1772773508.0180118,25112.0,9,11.0,11.0,86.1082,14.05,5.0,25115.0,12,0.52,,0.371,0,0.703,0.75,,
1772773509.0238235,25112.0,10,11.0,11.0,86.1082,12.75,5.0,25115.0,12,0.52,,0.371,0,0.703,0.75,,
1772773505.0,25114.0,11,3.0,11.0,86.1082,11.62,5.0,25115.0,12,0.52,,0.371,0,0.703,0.75,,
1772773510.0683851,25114.0,12,3.0,11.0,86.1082,10.63,5.0,25115.0,12,0.52,,0.371,0,0.703,0.75,,
1772773511.1211956,25114.0,13,3.0,11.0,86.1082,9.77,5.0,25115.0,12,0.52,,0.371,0,0.703,0.75,,
1772773512.1590436,25114.0,14,3.0,11.0,86.1082,9.03,5.0,25115.0,12,0.52,,0.371,0,0.703,0.75,,
1772773513.225753,25114.0,15,3.0,11.0,86.1082,8.38,5.0,25115.0,12,0.52,,0.371,0,0.703,0.75,,
1772773514.2788987,25114.0,16,3.0,11.0,86.1082,7.81,5.0,25115.0,12,0.52,,0.371,0,0.703,0.75,,
1772773510.0,25113.0,17,7.0,11.0,86.1082,7.32,5.0,25115.0,12,0.52,,0.371,0,0.703,0.75,,
1772773500.0,25112.0,18,11.0,11.0,-232.837,22.76,20.0,25115.0,12,0.52,,0.371,0,-1.528,-2.75,,
