ts,price,bars_held,pnl_ticks,hwm_ticks,F_net,envelope_tol,t_half_eff,stop_level,trail_ticks,conviction,direction,wave_maturity,decay_score,z_score,velocity,exit_reason,exit_price
1772773741.2340522,25120.5,1,0.0,0.0,173.3497,40.56,5.0,25131.0,14,0.58,,0.435,0,1.01,3.75,,
1772773742.2587392,25120.5,2,0.0,0.0,173.3497,35.83,5.0,25131.0,14,0.58,,0.435,0,1.01,3.75,,
1772773743.2803998,25120.5,3,0.0,0.0,173.3497,31.71,5.0,25131.0,14,0.58,,0.435,0,1.01,3.75,,
1772773744.3492608,25120.5,4,0.0,0.0,173.3497,28.12,5.0,25131.0,14,0.58,,0.435,0,1.01,3.75,,
1772773745.3908322,25120.5,5,0.0,0.0,173.3497,25.0,5.0,25131.0,14,0.58,,0.435,0,1.01,3.75,,
1772773740.0,25118.5,6,8.0,8.0,173.3497,22.28,5.0,25122.0,14,0.58,,0.435,0,1.01,3.75,,
1772773746.459851,25118.5,7,8.0,8.0,173.3497,19.92,5.0,25122.0,14,0.58,,0.435,0,1.01,3.75,,
1772773747.4964836,25118.5,8,8.0,8.0,173.3497,17.85,5.0,25122.0,14,0.58,,0.435,0,1.01,3.75,,
1772773748.5374691,25118.5,9,8.0,8.0,173.3497,16.06,5.0,25122.0,14,0.58,,0.435,0,1.01,3.75,,
1772773749.6014404,25118.5,10,8.0,8.0,173.3497,14.5,5.0,25122.0,14,0.58,,0.435,0,1.01,3.75,,
1772773745.0,25119.0,11,6.0,8.0,173.3497,13.14,5.0,25122.0,14,0.58,,0.435,0,1.01,3.75,,
1772773750.6067812,25119.0,12,6.0,8.0,173.3497,11.96,5.0,25122.0,14,0.58,,0.435,0,1.01,3.75,,
1772773751.645738,25119.0,13,6.0,8.0,173.3497,10.93,5.0,25122.0,14,0.58,,0.435,0,1.01,3.75,,
1772773752.66749,25119.0,14,6.0,8.0,173.3497,10.03,5.0,25122.0,14,0.58,,0.435,0,1.01,3.75,,
1772773753.6937602,25119.0,15,6.0,8.0,173.3497,9.25,5.0,25122.0,14,0.58,,0.435,0,1.01,3.75,,
1772773754.7179177,25119.0,16,6.0,8.0,173.3497,8.57,5.0,25122.0,14,0.58,,0.435,0,1.01,3.75,,
1772773755.738224,25119.0,17,6.0,8.0,173.3497,7.98,5.0,25122.0,14,0.58,,0.435,0,1.01,3.75,,
1772773756.806499,25119.0,18,6.0,8.0,173.3497,7.46,5.0,25122.0,14,0.58,,0.435,0,1.01,3.75,,
1772773750.0,25119.25,19,5.0,8.0,173.3497,7.02,5.0,25122.0,14,0.58,,0.435,0,1.01,3.75,,
1772773740.0,25118.5,20,8.0,8.0,-78.8518,25.0,20.0,25122.0,14,0.58,,0.435,0,0.111,-2.0,,
