ts,price,bars_held,pnl_ticks,hwm_ticks,F_net,envelope_tol,t_half_eff,stop_level,trail_ticks,conviction,direction,wave_maturity,decay_score,z_score,velocity,exit_reason,exit_price
1772772501.05678,25135.25,1,0.0,0.0,448.7928,37.81,20.0,25126.5,29,0.559,,0.368,0,0.971,1.75,,
1772772502.1191885,25135.25,2,0.0,0.0,448.7928,36.66,20.0,25126.5,29,0.559,,0.368,0,0.971,1.75,,
1772772503.2097137,25135.25,3,0.0,0.0,448.7928,35.54,20.0,25126.5,29,0.559,,0.368,0,0.971,1.75,,
1772772504.2230804,25135.25,4,0.0,0.0,448.7928,34.47,20.0,25126.5,29,0.559,,0.368,0,0.971,1.75,,
1772772505.2627568,25135.25,5,0.0,0.0,448.7928,33.43,20.0,25126.5,29,0.559,,0.368,0,0.971,1.75,,
1772772506.3010917,25135.25,6,0.0,0.0,448.7928,32.43,20.0,25126.5,29,0.559,,0.368,0,0.971,1.75,,
1772772500.0,25133.25,7,-8.0,0.0,448.7928,31.46,20.0,25126.5,29,0.559,,0.368,0,0.971,1.75,,
1772772507.3742971,25133.25,8,-8.0,0.0,448.7928,30.53,20.0,25126.5,29,0.559,,0.368,0,0.971,1.75,,
1772772508.445202,25133.25,9,-8.0,0.0,448.7928,29.62,20.0,25126.5,29,0.559,,0.368,0,0.971,1.75,,
1772772509.4709172,25133.25,10,-8.0,0.0,448.7928,28.75,20.0,25126.5,29,0.559,,0.368,0,0.971,1.75,,
1772772510.5369892,25133.25,11,-8.0,0.0,448.7928,27.91,20.0,25126.5,29,0.559,,0.368,0,0.971,1.75,,
1772772511.5408428,25133.25,12,-8.0,0.0,448.7928,27.09,20.0,25126.5,29,0.559,,0.368,0,0.971,1.75,,
1772772505.0,25134.0,13,-5.0,0.0,448.7928,26.3,20.0,25126.5,29,0.559,,0.368,0,0.971,1.75,,
1772772495.0,25135.25,14,0.0,0.0,-0.5514,15.87,9.0,25126.5,29,0.559,,0.368,0,0.47,0.0,,
1772772512.5971959,25135.25,15,0.0,0.0,-0.5514,14.98,9.0,25126.5,29,0.536,,0.368,0,0.47,0.0,,
1772772513.6242955,25135.25,16,0.0,0.0,-0.5514,14.17,9.0,25126.5,29,0.536,,0.368,0,0.47,0.0,,
1772772514.6693807,25135.25,17,0.0,0.0,-0.5514,13.41,9.0,25126.5,29,0.536,,0.368,0,0.47,0.0,,
1772772515.6916769,25135.25,18,0.0,0.0,-0.5514,12.71,9.0,25126.5,29,0.536,,0.368,0,0.47,0.0,,
1772772516.709172,25135.25,19,0.0,0.0,-0.5514,12.06,9.0,25126.5,29,0.536,,0.368,0,0.47,0.0,,
1772772510.0,25133.25,20,-8.0,0.0,-0.5514,11.46,9.0,25126.5,29,0.536,,0.368,0,0.47,0.0,,
1772772517.7425692,25133.25,21,-8.0,0.0,-0.5514,10.91,9.0,25126.5,29,0.536,,0.368,0,0.47,0.0,,
1772772518.8092263,25133.25,22,-8.0,0.0,-0.5514,10.4,9.0,25126.5,29,0.536,,0.368,0,0.47,0.0,,
1772772519.8767467,25133.25,23,-8.0,0.0,-0.5514,9.92,9.0,25126.5,29,0.536,,0.368,0,0.47,0.0,,
1772772520.9152486,25133.25,24,-8.0,0.0,-0.5514,9.48,9.0,25126.5,29,0.536,,0.368,0,0.47,0.0,,
1772772515.0,25133.25,25,-8.0,0.0,-0.5514,9.07,9.0,25126.5,29,0.536,,0.368,0,0.47,0.0,,
1772772521.995283,25133.25,26,-8.0,0.0,-0.5514,8.7,9.0,25126.5,29,0.536,,0.368,0,0.47,0.0,,
1772772523.092866,25133.25,27,-8.0,0.0,-0.5514,8.35,9.0,25126.5,29,0.536,,0.368,0,0.47,0.0,,
1772772524.1139877,25133.25,28,-8.0,0.0,-0.5514,8.02,9.0,25126.5,29,0.536,,0.368,0,0.47,0.0,,
1772772525.194415,25133.25,29,-8.0,0.0,-0.5514,7.72,9.0,25126.5,29,0.536,,0.368,0,0.47,0.0,envelope_breach,25133.25
