ts,price,bars_held,pnl_ticks,hwm_ticks,F_net,envelope_tol,t_half_eff,stop_level,trail_ticks,conviction,direction,wave_maturity,decay_score,z_score,velocity,exit_reason,exit_price
1772803380.4037843,24837.75,1,0.0,0.0,-730.411,82.69,40.0,24856.75,25,0.677,,0.315,0,-2.76,-7.5,,
1772803381.4658492,24837.75,2,0.0,0.0,-730.411,81.41,40.0,24856.75,25,0.677,,0.315,0,-2.76,-7.5,,
1772803382.5417457,24837.75,3,0.0,0.0,-730.411,80.15,40.0,24856.75,25,0.677,,0.315,0,-2.76,-7.5,,
1772803383.6320913,24837.75,4,0.0,0.0,-730.411,78.91,40.0,24856.75,25,0.677,,0.315,0,-2.76,-7.5,,
1772803384.6452484,24837.75,5,0.0,0.0,-730.411,77.69,40.0,24856.75,25,0.677,,0.315,0,-2.76,-7.5,,
1772803380.0,24843.25,6,-22.0,0.0,1747.7157,58.14,10.0,24856.75,25,0.677,,0.315,0,-0.518,5.5,,
1772803385.7176597,24843.25,7,-22.0,0.0,1747.7157,54.78,10.0,24856.75,25,0.661,,0.315,0,-0.518,5.5,,
1772803386.7997842,24843.25,8,-22.0,0.0,1747.7157,51.65,10.0,24856.75,25,0.661,,0.315,0,-0.518,5.5,,
1772803387.8985572,24843.25,9,-22.0,0.0,1747.7157,48.73,10.0,24856.75,25,0.661,,0.315,0,-0.518,5.5,,
1772803388.9246032,24843.25,10,-22.0,0.0,1747.7157,46.0,10.0,24856.75,25,0.661,,0.315,0,-0.518,5.5,,
1772803389.9656215,24843.25,11,-22.0,0.0,1747.7157,43.46,10.0,24856.75,25,0.661,,0.315,0,-0.518,5.5,,
1772803391.0355904,24843.25,12,-22.0,0.0,1747.7157,41.08,10.0,24856.75,25,0.661,,0.315,0,-0.518,5.5,,
1772803385.0,24840.5,13,-11.0,0.0,1747.7157,38.87,10.0,24856.75,25,0.661,,0.315,0,-0.518,5.5,,
1772803392.0510745,24840.5,14,-11.0,0.0,1747.7157,36.8,10.0,24856.75,25,0.661,,0.315,0,-0.518,5.5,,
1772803393.0799713,24840.5,15,-11.0,0.0,1747.7157,34.87,10.0,24856.75,25,0.661,,0.315,0,-0.518,5.5,,
1772803394.1631148,24840.5,16,-11.0,0.0,1747.7157,33.07,10.0,24856.75,25,0.661,,0.315,0,-0.518,5.5,,
1772803390.0,24842.0,17,-17.0,0.0,1747.7157,31.39,10.0,24856.75,25,0.661,,0.315,0,-0.518,5.5,,
1772803380.0,24843.25,18,-22.0,0.0,0.5372,60.4,33.6,24856.75,25,0.661,,0.315,0,-0.284,0.0,,
1772803395.2337918,24843.25,19,-22.0,0.0,0.5372,59.33,33.6,24856.75,25,0.677,,0.315,0,-0.284,0.0,,
1772803396.318992,24843.25,20,-22.0,0.0,0.5372,58.28,33.6,24856.75,25,0.677,,0.315,0,-0.284,0.0,,
1772803397.3872588,24843.25,21,-22.0,0.0,0.5372,57.25,33.6,24856.75,25,0.677,,0.315,0,-0.284,0.0,,
1772803398.4756463,24843.25,22,-22.0,0.0,0.5372,56.24,33.6,24856.75,25,0.677,,0.315,0,-0.284,0.0,,
1772803399.5275435,24843.25,23,-22.0,0.0,0.5372,55.26,33.6,24856.75,25,0.677,,0.315,0,-0.284,0.0,,
1772803395.0,24840.25,24,-10.0,0.0,0.5372,54.29,33.6,24856.75,25,0.677,,0.315,0,-0.284,0.0,,
1772803400.5719442,24840.25,25,-10.0,0.0,0.5372,53.34,33.6,24856.75,25,0.677,,0.315,0,-0.284,0.0,,
1772803401.5834107,24840.25,26,-10.0,0.0,0.5372,52.42,33.6,24856.75,25,0.677,,0.315,0,-0.284,0.0,,
1772803402.6005824,24840.25,27,-10.0,0.0,0.5372,51.51,33.6,24856.75,25,0.677,,0.315,0,-0.284,0.0,,
1772803403.6424837,24840.25,28,-10.0,0.0,0.5372,50.62,33.6,24856.75,25,0.677,,0.315,0,-0.284,0.0,,
1772803404.694283,24840.25,29,-10.0,0.0,0.5372,49.75,33.6,24856.75,25,0.677,,0.315,0,-0.284,0.0,,
1772803400.0,24841.75,30,-16.0,0.0,0.5372,48.89,33.6,24856.75,25,0.677,,0.315,0,-0.284,0.0,MANUAL_FLATTEN,24841.75
