ts,price,bars_held,pnl_ticks,hwm_ticks,F_net,envelope_tol,t_half_eff,stop_level,trail_ticks,conviction,direction,wave_maturity,decay_score,z_score,velocity,exit_reason,exit_price
1772773606.8015313,25119.25,1,0.0,0.0,-1.1036,43.6,20.0,25129.5,14,0.474,,0.371,0,0.773,0.0,,
1772773607.8061364,25119.25,2,0.0,0.0,-1.1036,42.25,20.0,25129.5,14,0.474,,0.371,0,0.773,0.0,,
1772773608.8148577,25119.25,3,0.0,0.0,-1.1036,40.95,20.0,25129.5,14,0.474,,0.371,0,0.773,0.0,,
1772773609.8565805,25119.25,4,0.0,0.0,-1.1036,39.69,20.0,25129.5,14,0.474,,0.371,0,0.773,0.0,,
1772773605.0,25120.5,5,-5.0,0.0,-1.1036,38.48,20.0,25129.5,14,0.474,,0.371,0,0.773,0.0,,
1772773610.9435837,25120.5,6,-5.0,0.0,-1.1036,37.3,20.0,25129.5,14,0.474,,0.371,0,0.773,0.0,,
1772773611.998337,25120.5,7,-5.0,0.0,-1.1036,36.17,20.0,25129.5,14,0.474,,0.371,0,0.773,0.0,,
1772773613.026241,25120.5,8,-5.0,0.0,-1.1036,35.07,20.0,25129.5,14,0.474,,0.371,0,0.773,0.0,,
1772773614.1242585,25120.5,9,-5.0,0.0,-1.1036,34.01,20.0,25129.5,14,0.474,,0.371,0,0.773,0.0,,
1772773615.1495812,25120.5,10,-5.0,0.0,-1.1036,32.99,20.0,25129.5,14,0.474,,0.371,0,0.773,0.0,,
1772773610.0,25120.25,11,-4.0,0.0,-1.1036,32.0,20.0,25129.5,14,0.474,,0.371,0,0.773,0.0,,
1772773616.1721518,25120.25,12,-4.0,0.0,-1.1036,31.05,20.0,25129.5,14,0.474,,0.371,0,0.773,0.0,,
1772773617.2393508,25120.25,13,-4.0,0.0,-1.1036,30.13,20.0,25129.5,14,0.474,,0.371,0,0.773,0.0,,
1772773618.2547815,25120.25,14,-4.0,0.0,-1.1036,29.24,20.0,25129.5,14,0.474,,0.371,0,0.773,0.0,,
1772773619.2960067,25120.25,15,-4.0,0.0,-1.1036,28.38,20.0,25129.5,14,0.474,,0.371,0,0.773,0.0,,
1772773615.0,25117.5,16,7.0,7.0,-1.1036,27.55,20.0,25129.5,14,0.474,,0.371,0,0.773,0.0,,
1772773605.0,25120.5,17,-5.0,7.0,68.8108,7.88,5.0,25129.5,14,0.474,,0.371,0,1.023,1.25,,
1772773620.305405,25120.5,18,-5.0,7.0,68.8108,7.38,5.0,25129.5,14,0.487,,0.371,0,1.023,1.25,,
1772773621.365185,25120.5,19,-5.0,7.0,68.8108,6.94,5.0,25129.5,14,0.487,,0.371,0,1.023,1.25,,
1772773622.4374373,25120.5,20,-5.0,7.0,68.8108,6.56,5.0,25129.5,14,0.487,,0.371,0,1.023,1.25,,
1772773623.493111,25120.5,21,-5.0,7.0,68.8108,6.23,5.0,25129.5,14,0.487,,0.371,0,1.023,1.25,,
1772773624.497501,25120.5,22,-5.0,7.0,68.8108,5.94,5.0,25129.5,14,0.487,,0.371,0,1.023,1.25,,
1772773625.5319514,25120.5,23,-5.0,7.0,68.8108,5.69,5.0,25129.5,14,0.487,,0.371,0,1.023,1.25,,
1772773620.0,25118.0,24,5.0,7.0,68.8108,5.47,5.0,25129.5,14,0.487,,0.371,0,1.023,1.25,,
1772773626.6264539,25118.0,25,5.0,7.0,68.8108,5.28,5.0,25129.5,14,0.487,,0.371,0,1.023,1.25,,
1772773627.677718,25118.0,26,5.0,7.0,68.8108,5.12,5.0,25129.5,14,0.487,,0.371,0,1.023,1.25,,
1772773628.7160974,25118.0,27,5.0,7.0,68.8108,4.97,5.0,25129.5,14,0.487,,0.371,0,1.023,1.25,,
