day,entry_ts,leg_dir,entry_price,exit_ts,exit_price,pnl_pts,gross_usd,net_usd,exit_reason
2024_02_05,1707089100,SHORT,17711.0,1707089160,17710.25,0.75,15.0,0.9000000000000004,ema_inflection
2024_02_05,1707092340,LONG,17713.5,1707092400,17702.75,-10.75,-215.0,-229.1,ema_inflection
2024_02_05,1707094020,SHORT,17676.75,1707094200,17681.0,-4.25,-85.0,-99.1,ema_inflection
2024_02_05,1707097860,LONG,17678.5,1707098340,17683.75,5.25,105.0,90.9,ema_inflection
2024_02_05,1707099180,SHORT,17678.75,1707099240,17680.5,-1.75,-35.0,-49.1,ema_inflection
2024_02_05,1707101820,SHORT,17677.25,1707101880,17677.0,0.25,5.0,-9.1,ema_inflection
2024_02_05,1707110700,LONG,17691.25,1707110820,17692.75,1.5,30.0,15.9,ema_inflection
2024_02_05,1707113760,LONG,17696.25,1707113820,17696.0,-0.25,-5.0,-19.1,ema_inflection
2024_02_05,1707115800,LONG,17695.5,1707115860,17693.0,-2.5,-50.0,-64.1,ema_inflection
2024_02_05,1707119220,LONG,17703.75,1707119280,17703.25,-0.5,-10.0,-24.1,ema_inflection
2024_02_05,1707120240,SHORT,17697.0,1707120300,17703.5,-6.5,-130.0,-144.1,ema_inflection
2024_02_05,1707121500,LONG,17707.0,1707121560,17709.25,2.25,45.0,30.9,ema_inflection
2024_02_05,1707125640,SHORT,17695.25,1707125700,17696.0,-0.75,-15.0,-29.1,ema_inflection
2024_02_05,1707127020,SHORT,17682.75,1707127080,17684.25,-1.5,-30.0,-44.1,ema_inflection
2024_02_05,1707129720,LONG,17713.75,1707129780,17713.0,-0.75,-15.0,-29.1,ema_inflection
2024_02_05,1707130620,LONG,17718.0,1707130680,17716.5,-1.5,-30.0,-44.1,ema_inflection
2024_02_05,1707134280,SHORT,17709.75,1707134340,17707.5,2.25,45.0,30.9,ema_inflection
2024_02_05,1707135900,LONG,17728.75,1707135960,17725.25,-3.5,-70.0,-84.1,ema_inflection
2024_02_05,1707136500,SHORT,17723.0,1707136560,17724.75,-1.75,-35.0,-49.1,ema_inflection
2024_02_05,1707136860,LONG,17729.0,1707137040,17731.5,2.5,50.0,35.9,ema_inflection
2024_02_05,1707137460,SHORT,17726.25,1707137520,17728.0,-1.75,-35.0,-49.1,ema_inflection
2024_02_05,1707140040,SHORT,17710.5,1707140700,17702.0,8.5,170.0,155.9,ema_inflection
2024_02_05,1707141300,LONG,17702.25,1707141360,17697.75,-4.5,-90.0,-104.1,ema_inflection
2024_02_05,1707144000,SHORT,17712.25,1707144360,17705.0,7.25,145.0,130.9,ema_inflection
2024_02_05,1707144720,SHORT,17689.25,1707144780,17694.75,-5.5,-110.0,-124.1,ema_inflection
2024_02_05,1707145260,LONG,17682.5,1707145320,17680.0,-2.5,-50.0,-64.1,ema_inflection
2024_02_05,1707145560,SHORT,17670.25,1707145620,17680.0,-9.75,-195.0,-209.1,ema_inflection
2024_02_05,1707145860,SHORT,17669.75,1707146640,17623.25,46.5,930.0,915.9,ema_inflection
2024_02_05,1707147360,SHORT,17618.25,1707147420,17616.75,1.5,30.0,15.9,ema_inflection
2024_02_05,1707147840,SHORT,17569.0,1707148080,17572.25,-3.25,-65.0,-79.1,ema_inflection
2024_02_05,1707148320,LONG,17575.75,1707148380,17576.0,0.25,5.0,-9.1,ema_inflection
2024_02_05,1707149040,LONG,17590.25,1707149100,17589.0,-1.25,-25.0,-39.1,ema_inflection
2024_02_05,1707149520,LONG,17609.5,1707150120,17620.75,11.25,225.0,210.9,ema_inflection
2024_02_05,1707151020,LONG,17636.0,1707151080,17633.0,-3.0,-60.0,-74.1,ema_inflection
