day,entry_ts,leg_dir,entry_price,exit_ts,exit_price,pnl_pts,gross_usd,net_usd,exit_reason
2024_02_05,1707087960,SHORT,17722.25,1707088380,17716.5,5.75,115.0,100.9,hdbscan_cluster_break
2024_02_05,1707090420,LONG,17707.0,1707091080,17710.25,3.25,65.0,50.9,hdbscan_cluster_break
2024_02_05,1707094020,SHORT,17676.75,1707094680,17684.0,-7.25,-145.0,-159.1,hdbscan_cluster_break
2024_02_05,1707095940,SHORT,17677.75,1707096480,17671.25,6.5,130.0,115.9,hdbscan_cluster_break
2024_02_05,1707121500,LONG,17707.0,1707121980,17718.5,11.5,230.0,215.9,hdbscan_cluster_break
2024_02_05,1707123300,LONG,17715.5,1707123780,17718.5,3.0,60.0,45.9,hdbscan_cluster_break
2024_02_05,1707125640,SHORT,17695.25,1707126180,17698.0,-2.75,-55.0,-69.1,hdbscan_cluster_break
2024_02_05,1707127020,SHORT,17682.75,1707127680,17694.5,-11.75,-235.0,-249.1,hdbscan_cluster_break
2024_02_05,1707129720,LONG,17713.75,1707130380,17718.5,4.75,95.0,80.9,hdbscan_cluster_break
2024_02_05,1707130620,LONG,17718.0,1707131340,17712.25,-5.75,-115.0,-129.1,hdbscan_cluster_break
2024_02_05,1707137100,LONG,17727.5,1707137580,17728.0,0.5,10.0,-4.1,hdbscan_cluster_break
2024_02_05,1707140040,SHORT,17710.5,1707140580,17696.75,13.75,275.0,260.9,hdbscan_cluster_break
2024_02_05,1707140820,SHORT,17705.5,1707141480,17693.5,12.0,240.0,225.9,hdbscan_cluster_break
2024_02_05,1707141660,SHORT,17704.25,1707142080,17702.25,2.0,40.0,25.9,hdbscan_cluster_break
2024_02_05,1707143580,LONG,17719.25,1707144180,17699.75,-19.5,-390.0,-404.1,hdbscan_cluster_break
2024_02_05,1707145620,SHORT,17680.0,1707146280,17630.5,49.5,990.0,975.9,hdbscan_cluster_break
2024_02_05,1707146520,SHORT,17615.5,1707147180,17616.75,-1.25,-25.0,-39.1,hdbscan_cluster_break
2024_02_05,1707147360,SHORT,17618.25,1707147780,17558.75,59.5,1190.0,1175.9,hdbscan_cluster_break
2024_02_05,1707148020,SHORT,17566.5,1707148680,17588.0,-21.5,-430.0,-444.1,hdbscan_cluster_break
2024_02_05,1707148920,SHORT,17596.0,1707149580,17615.5,-19.5,-390.0,-404.1,hdbscan_cluster_break
2024_02_05,1707151020,LONG,17636.0,1707151680,17639.0,3.0,60.0,45.9,hdbscan_cluster_break
2024_02_05,1707152100,LONG,17648.0,1707152580,17658.25,10.25,205.0,190.9,hdbscan_cluster_break
2024_02_05,1707153780,LONG,17676.25,1707154380,17693.5,17.25,345.0,330.9,hdbscan_cluster_break
2024_02_05,1707154860,LONG,17708.0,1707155280,17705.75,-2.25,-45.0,-59.1,hdbscan_cluster_break
2024_02_05,1707155460,LONG,17698.0,1707155880,17696.5,-1.5,-30.0,-44.1,hdbscan_cluster_break
2024_02_05,1707156120,LONG,17682.25,1707156780,17709.5,27.25,545.0,530.9,hdbscan_cluster_break
2024_02_05,1707156960,LONG,17712.25,1707157380,17696.5,-15.75,-315.0,-329.1,hdbscan_cluster_break
2024_02_05,1707157920,SHORT,17688.75,1707158580,17687.5,1.25,25.0,10.9,hdbscan_cluster_break
2024_02_05,1707159900,SHORT,17689.0,1707160380,17705.75,-16.75,-335.0,-349.1,hdbscan_cluster_break
2024_02_05,1707160680,LONG,17698.75,1707161220,17716.0,17.25,345.0,330.9,hdbscan_cluster_break
2024_02_05,1707162540,LONG,17737.0,1707163080,17735.25,-1.75,-35.0,-49.1,hdbscan_cluster_break
2024_02_05,1707163320,LONG,17723.75,1707163980,17696.5,-27.25,-545.0,-559.1,hdbscan_cluster_break
