day,entry_ts,leg_dir,entry_price,exit_ts,exit_price,pnl_pts,pnl_usd,extra_z_se,exit_reason
2024_02_06,1707200040,LONG,17732.75,1707200220,17733.25,0.5,1.1923076923076923,-1.8663780098537686,z_exit
2024_02_06,1707201420,SHORT,17735.0,1707201720,17737.5,-2.5,-5.961538461538462,2.3280023377907897,z_exit
2024_02_06,1707202320,LONG,17731.75,1707202380,17734.0,2.25,5.365384615384615,-2.0772025963712206,z_exit
2024_02_06,1707202680,SHORT,17736.75,1707203100,17744.5,-7.75,-18.48076923076923,1.9737038563174558,z_exit
2024_02_06,1707206220,SHORT,17766.75,1707206880,17757.0,9.75,23.25,1.9628048132444182,z_exit
2024_02_06,1707207180,SHORT,17756.5,1707207480,17754.25,2.25,5.365384615384615,1.9524065882995842,z_exit
2024_02_06,1707207780,SHORT,17766.25,1707207900,17764.0,2.25,5.365384615384615,2.089014770594594,z_exit
2024_02_06,1707209280,SHORT,17752.25,1707209400,17749.0,3.25,7.75,2.121306788184112,z_exit
2024_02_06,1707210660,LONG,17743.75,1707210840,17745.5,1.75,4.173076923076923,-1.9918734715438595,z_exit
2024_02_06,1707212640,LONG,17740.5,1707212760,17742.75,2.25,5.365384615384615,-1.907199697196752,z_exit
2024_02_06,1707212880,LONG,17734.0,1707213060,17734.5,0.5,1.1923076923076923,-2.294859676325065,z_exit
2024_02_06,1707215280,LONG,17720.25,1707215340,17723.25,3.0,7.153846153846153,-2.2481056364994423,z_exit
2024_02_06,1707216720,SHORT,17733.75,1707216900,17735.5,-1.75,-4.173076923076923,2.355503880743049,z_exit
2024_02_06,1707218040,LONG,17726.75,1707218100,17730.0,3.25,7.75,-2.2293040976595924,z_exit
2024_02_06,1707219180,LONG,17720.0,1707220560,17690.5,-29.5,-70.34615384615384,-1.9645064668907317,z_exit
2024_02_06,1707221520,LONG,17691.25,1707221820,17693.5,2.25,5.365384615384615,-1.9739789976662065,z_exit
2024_02_06,1707221940,LONG,17682.25,1707222300,17681.5,-0.75,-1.7884615384615383,-2.0729532446413197,z_exit
2024_02_06,1707223680,LONG,17700.0,1707224040,17707.5,7.5,17.884615384615383,-1.914860583044917,z_exit
2024_02_06,1707224640,SHORT,17712.5,1707224880,17718.0,-5.5,-13.115384615384615,2.23591789775903,z_exit
2024_02_06,1707226080,LONG,17733.25,1707226320,17732.25,-1.0,-2.3846153846153846,-1.87928055669762,z_exit
2024_02_06,1707228000,LONG,17738.25,1707228060,17740.5,2.25,5.365384615384615,-1.976531299039074,z_exit
2024_02_06,1707228180,SHORT,17745.25,1707228240,17743.0,2.25,5.365384615384615,2.263973016659411,z_exit
2024_02_06,1707228540,LONG,17739.75,1707228720,17746.25,6.5,15.5,-2.022445213849195,z_exit
2024_02_06,1707229860,SHORT,17763.75,1707230340,17716.25,47.5,113.26923076923077,2.6852582891859056,z_exit
2024_02_06,1707231060,LONG,17668.0,1707231180,17686.0,18.0,42.92307692307692,-2.107647413502089,z_exit
2024_02_06,1707232080,SHORT,17641.25,1707232200,17620.5,20.75,49.48076923076923,2.2321311902777827,z_exit
2024_02_06,1707233040,LONG,17638.75,1707233280,17621.5,-17.25,-41.13461538461539,-2.0257916687633144,z_exit
2024_02_06,1707233940,LONG,17641.75,1707234300,17638.0,-3.75,-8.942307692307692,-1.8540802956346965,z_exit
2024_02_06,1707235740,SHORT,17652.25,1707235800,17645.25,7.0,16.692307692307693,2.0489499069943657,z_exit
2024_02_06,1707236040,LONG,17625.25,1707236160,17641.75,16.5,39.34615384615385,-2.252659643676666,z_exit
2024_02_06,1707237360,LONG,17645.25,1707237540,17644.25,-1.0,-2.3846153846153846,-1.9886181930221791,z_exit
2024_02_06,1707238020,LONG,17591.25,1707238260,17593.0,1.75,4.173076923076923,-2.0402738733538954,z_exit
2024_02_06,1707239580,LONG,17576.0,1707239940,17579.5,3.5,8.346153846153847,-2.0653215342900486,z_exit
2024_02_06,1707241560,LONG,17605.5,1707241920,17598.25,-7.25,-17.288461538461537,-2.3091053583901218,z_exit
2024_02_06,1707242160,SHORT,17601.5,1707242340,17593.25,8.25,19.673076923076923,1.9772922631150835,z_exit
2024_02_06,1707243120,LONG,17590.0,1707243540,17596.25,6.25,14.903846153846153,-2.3665159860748277,z_exit
2024_02_06,1707244380,SHORT,17617.5,1707244440,17615.5,2.0,4.769230769230769,2.243341235718969,z_exit
2024_02_06,1707244920,LONG,17615.75,1707245100,17627.0,11.25,26.826923076923077,-2.116967879953567,z_exit
2024_02_06,1707245340,LONG,17617.5,1707245400,17626.0,8.5,20.26923076923077,-1.9444030437084494,z_exit
2024_02_06,1707246360,LONG,17607.0,1707247080,17566.5,-40.5,-96.57692307692308,-2.006924809176145,z_exit
2024_02_06,1707247380,SHORT,17593.5,1707247860,17601.0,-7.5,-17.884615384615383,2.1932109085975147,z_exit
2024_02_06,1707248280,LONG,17601.75,1707248520,17604.25,2.5,5.961538461538462,-2.107513167128173,z_exit
2024_02_06,1707249180,LONG,17618.0,1707249300,17623.75,5.75,13.711538461538462,-1.9213076542557554,z_exit
2024_02_06,1707251580,LONG,17619.0,1707251760,17611.0,-8.0,-19.076923076923077,-2.1196300981482064,z_exit
2024_02_06,1707252960,SHORT,17652.25,1707253140,17653.25,-1.0,-2.3846153846153846,2.4919481005905313,z_exit
2024_02_06,1707253440,LONG,17650.25,1707253800,17647.75,-2.5,-5.961538461538462,-2.3989762129649894,z_exit
2024_02_06,1707254580,SHORT,17648.0,1707254880,17649.25,-1.25,-2.980769230769231,1.976281234739094,z_exit
2024_02_06,1707256500,LONG,17644.0,1707256795,17649.5,5.5,13.115384615384615,-1.8595489059124377,eod
2024_02_07,1707260460,SHORT,17653.5,1707261180,17660.0,-6.5,-15.5,1.9809216242161447,z_exit
2024_02_07,1707267060,LONG,17653.75,1707267600,17659.25,5.5,13.115384615384615,-2.0056461444567444,z_exit
2024_02_07,1707267720,SHORT,17666.5,1707267900,17678.5,-12.0,-28.615384615384613,1.85871858092049,z_exit
2024_02_07,1707267960,SHORT,17682.0,1707268140,17683.75,-1.75,-4.173076923076923,2.9624167036367193,z_exit
2024_02_07,1707268200,SHORT,17702.5,1707268320,17697.75,4.75,11.326923076923077,2.069611818957021,z_exit
2024_02_07,1707270060,LONG,17707.5,1707270480,17703.5,-4.0,-9.538461538461538,-1.9137992839855782,z_exit
2024_02_07,1707270840,LONG,17691.75,1707271560,17686.25,-5.5,-13.115384615384615,-2.805574332544551,z_exit
2024_02_07,1707272700,LONG,17683.25,1707272880,17683.75,0.5,1.1923076923076923,-1.9114698000281283,z_exit
2024_02_07,1707273360,LONG,17676.5,1707273480,17679.25,2.75,6.5576923076923075,-1.8617595810756526,z_exit
2024_02_07,1707274680,SHORT,17686.0,1707274920,17687.75,-1.75,-4.173076923076923,2.2522872305809014,z_exit
2024_02_07,1707274980,LONG,17684.5,1707275340,17683.5,-1.0,-2.3846153846153846,-1.8679879404711022,z_exit
2024_02_07,1707276000,SHORT,17681.75,1707276180,17680.75,1.0,2.3846153846153846,1.9203636767540584,z_exit
2024_02_07,1707276360,LONG,17676.0,1707276485,17678.5,2.5,5.961538461538462,-2.355353193899996,z_exit
2024_02_07,1707278400,LONG,17659.0,1707278520,17660.5,1.5,3.5769230769230766,-1.866349739981944,z_exit
2024_02_07,1707279000,SHORT,17659.25,1707279180,17659.0,0.25,0.5961538461538461,1.9475557108278339,z_exit
2024_02_07,1707280560,LONG,17659.5,1707280680,17661.25,1.75,4.173076923076923,-1.8910671395500263,z_exit
2024_02_07,1707281400,LONG,17660.0,1707281580,17660.0,0.0,0.0,-1.8798257532656988,z_exit
2024_02_07,1707283080,SHORT,17661.5,1707283260,17662.0,-0.5,-1.1923076923076923,2.094349512453913,z_exit
2024_02_07,1707283980,LONG,17656.25,1707284280,17655.75,-0.5,-1.1923076923076923,-2.7986204495290186,z_exit
2024_02_07,1707284640,SHORT,17658.5,1707285060,17662.75,-4.25,-10.134615384615385,1.983502542741995,z_exit
2024_02_07,1707287280,LONG,17654.75,1707287580,17636.0,-18.75,-44.71153846153846,-2.3765035057487527,z_exit
2024_02_07,1707289800,LONG,17643.5,1707290040,17644.25,0.75,1.7884615384615383,-2.5916966172888456,z_exit
2024_02_07,1707290700,LONG,17638.75,1707290760,17644.5,5.75,13.711538461538462,-2.026622980844279,z_exit
2024_02_07,1707292980,SHORT,17644.0,1707293280,17644.0,0.0,0.0,2.2248901080159116,z_exit
2024_02_07,1707294600,SHORT,17646.5,1707294840,17647.0,-0.5,-1.1923076923076923,1.9695410294469449,z_exit
2024_02_07,1707295500,LONG,17652.5,1707296160,17654.75,2.25,5.365384615384615,-1.9428510205320988,z_exit
2024_02_07,1707296520,LONG,17651.25,1707296580,17654.75,3.5,8.346153846153847,-2.129399955377262,z_exit
2024_02_07,1707297120,SHORT,17655.5,1707297360,17653.75,1.75,4.173076923076923,2.2773453136044237,z_exit
2024_02_07,1707297780,SHORT,17668.75,1707297960,17670.5,-1.75,-4.173076923076923,1.9228448489460488,z_exit
2024_02_07,1707298920,SHORT,17672.25,1707299040,17669.25,3.0,7.153846153846153,1.8845100656624416,z_exit
2024_02_07,1707301020,LONG,17676.0,1707301200,17678.75,2.75,6.5576923076923075,-2.1635752754814157,z_exit
2024_02_07,1707302040,LONG,17670.25,1707302220,17666.5,-3.75,-8.942307692307692,-2.0421789791481753,z_exit
2024_02_07,1707303120,LONG,17653.25,1707303540,17658.75,5.5,13.115384615384615,-1.9298331053679338,z_exit
2024_02_07,1707304920,SHORT,17670.25,1707305280,17676.5,-6.25,-14.903846153846153,1.9392754748336458,z_exit
2024_02_07,1707305820,LONG,17681.5,1707306000,17686.0,4.5,10.73076923076923,-2.215245126041746,z_exit
2024_02_07,1707307320,LONG,17666.25,1707307560,17670.75,4.5,10.73076923076923,-2.0553388818850595,z_exit
2024_02_07,1707308220,LONG,17667.5,1707308460,17666.25,-1.25,-2.980769230769231,-2.0576924959835043,z_exit
2024_02_07,1707308880,SHORT,17666.0,1707309240,17677.0,-11.0,-26.23076923076923,2.2243429113601674,z_exit
2024_02_07,1707309840,SHORT,17694.75,1707310080,17701.75,-7.0,-16.692307692307693,2.002420045530405,z_exit
2024_02_07,1707310440,LONG,17707.25,1707310800,17706.5,-0.75,-1.7884615384615383,-1.9787707842138365,z_exit
2024_02_07,1707311040,SHORT,17720.25,1707311340,17727.5,-7.25,-17.288461538461537,2.555410605280475,z_exit
2024_02_07,1707312000,LONG,17729.75,1707312360,17727.0,-2.75,-6.5576923076923075,-1.8756488004075798,z_exit
2024_02_07,1707312480,SHORT,17735.75,1707312960,17738.5,-2.75,-6.5576923076923075,2.1168194168214565,z_exit
2024_02_07,1707314580,SHORT,17751.25,1707314880,17757.5,-6.25,-14.903846153846153,2.2897961746670417,z_exit
2024_02_07,1707315180,LONG,17756.75,1707315420,17759.75,3.0,7.153846153846153,-1.8903912631863269,z_exit
2024_02_07,1707315900,SHORT,17770.0,1707316080,17770.75,-0.75,-1.7884615384615383,1.9587425709612205,z_exit
2024_02_07,1707316260,LONG,17757.25,1707316560,17749.75,-7.5,-17.884615384615383,-2.4815555849630044,z_exit
2024_02_07,1707316800,LONG,17725.75,1707317100,17738.0,12.25,29.21153846153846,-1.8703911184442665,z_exit
2024_02_07,1707317340,SHORT,17751.0,1707318000,17749.0,2.0,4.769230769230769,1.8632786875824574,z_exit
2024_02_07,1707318840,SHORT,17803.0,1707319020,17809.75,-6.75,-16.096153846153847,2.070965650455555,z_exit
2024_02_07,1707319200,LONG,17811.5,1707319500,17838.25,26.75,63.78846153846154,-2.1439515757908665,z_exit
2024_02_07,1707320160,LONG,17848.25,1707320400,17847.25,-1.0,-2.3846153846153846,-2.017563394489847,z_exit
2024_02_07,1707321240,LONG,17856.0,1707321480,17844.75,-11.25,-26.826923076923077,-2.2303125975392635,z_exit
2024_02_07,1707322620,LONG,17826.0,1707322980,17821.0,-5.0,-11.923076923076923,-2.625894584007429,z_exit
2024_02_07,1707323220,SHORT,17827.75,1707323520,17824.5,3.25,7.75,2.0389200544194486,z_exit
2024_02_07,1707323700,LONG,17806.75,1707323880,17816.25,9.5,22.653846153846153,-2.0465247676210767,z_exit
2024_02_07,1707324600,LONG,17823.5,1707324720,17836.25,12.75,30.403846153846153,-2.107621549428512,z_exit
2024_02_07,1707326220,SHORT,17844.75,1707326880,17821.5,23.25,55.44230769230769,2.1614332410848025,z_exit
2024_02_07,1707328860,LONG,17805.0,1707329220,17808.25,3.25,7.75,-2.2377147466137823,z_exit
2024_02_07,1707333360,SHORT,17854.0,1707333420,17852.5,1.5,3.5769230769230766,1.8689838884439203,z_exit
2024_02_07,1707333600,LONG,17842.0,1707333660,17844.0,2.0,4.769230769230769,-1.8584430865835957,z_exit
2024_02_07,1707334380,LONG,17835.0,1707334500,17838.75,3.75,8.942307692307692,-1.910892717140322,z_exit
2024_02_07,1707334740,SHORT,17846.75,1707334920,17844.0,2.75,6.5576923076923075,1.9025891776148711,z_exit
2024_02_07,1707335880,LONG,17853.75,1707336180,17856.5,2.75,6.5576923076923075,-1.9439162914489496,z_exit
2024_02_07,1707336240,SHORT,17864.25,1707336420,17858.5,5.75,13.711538461538462,1.903051386506801,z_exit
2024_02_07,1707337980,LONG,17842.25,1707338160,17848.5,6.25,14.903846153846153,-2.3480398730490615,z_exit
2024_02_07,1707340260,SHORT,17844.25,1707340985,17848.75,-4.5,-10.73076923076923,2.1903742143287204,z_exit
2024_02_07,1707342420,SHORT,17853.0,1707342720,17852.25,0.75,1.7884615384615383,2.6185028963457047,z_exit
2024_02_08,1707346860,LONG,17849.75,1707347160,17843.75,-6.0,-14.307692307692307,-2.5577271316447514,z_exit
2024_02_08,1707349740,SHORT,17838.75,1707349980,17838.75,0.0,0.0,2.375663148187197,z_exit
2024_02_08,1707350460,LONG,17840.0,1707350700,17838.75,-1.25,-2.980769230769231,-2.4419218152457405,z_exit
2024_02_08,1707354060,SHORT,17838.75,1707354125,17838.5,0.25,0.5961538461538461,2.4746579505678645,z_exit
2024_02_08,1707354900,SHORT,17845.0,1707355080,17840.5,4.5,10.73076923076923,2.1066088831015826,z_exit
2024_02_08,1707355860,SHORT,17841.0,1707356280,17843.25,-2.25,-5.365384615384615,1.9058942845405842,z_exit
2024_02_08,1707356460,LONG,17842.0,1707356820,17841.0,-1.0,-2.3846153846153846,-2.1159262411123545,z_exit
2024_02_08,1707356880,SHORT,17846.5,1707357420,17851.25,-4.75,-11.326923076923077,2.230466740498259,z_exit
2024_02_08,1707358200,LONG,17853.75,1707358500,17851.75,-2.0,-4.769230769230769,-2.0319205069368507,z_exit
2024_02_08,1707361920,LONG,17846.25,1707362220,17846.5,0.25,0.5961538461538461,-2.1364688397432072,z_exit
2024_02_08,1707363960,LONG,17844.5,1707364440,17847.5,3.0,7.153846153846153,-2.256932506957213,z_exit
2024_02_08,1707365700,SHORT,17848.5,1707365820,17847.5,1.0,2.3846153846153846,2.3829035694609026,z_exit
2024_02_08,1707367140,SHORT,17851.0,1707367260,17851.0,0.0,0.0,2.1358551159685653,z_exit
2024_02_08,1707367500,SHORT,17852.25,1707367860,17850.75,1.5,3.5769230769230766,2.5355691581756323,z_exit
2024_02_08,1707368580,LONG,17849.0,1707368760,17850.25,1.25,2.980769230769231,-2.228178868636243,z_exit
2024_02_08,1707369480,SHORT,17850.25,1707369840,17852.75,-2.5,-5.961538461538462,1.8997059950337385,z_exit
2024_02_08,1707370260,LONG,17851.5,1707370800,17848.0,-3.5,-8.346153846153847,-2.3980514845261034,z_exit
2024_02_08,1707372120,SHORT,17849.0,1707372665,17846.25,2.75,6.5576923076923075,1.8661535809016916,z_exit
2024_02_08,1707373860,SHORT,17850.0,1707374040,17850.5,-0.5,-1.1923076923076923,1.9356301472454858,z_exit
2024_02_08,1707374460,LONG,17851.0,1707374580,17854.5,3.5,8.346153846153847,-2.0078904353108293,z_exit
2024_02_08,1707376080,SHORT,17856.0,1707376440,17860.5,-4.5,-10.73076923076923,2.2768533847663064,z_exit
2024_02_08,1707376560,LONG,17855.0,1707376800,17860.0,5.0,11.923076923076923,-1.941018286129943,z_exit
2024_02_08,1707379260,SHORT,17851.0,1707379440,17849.75,1.25,2.980769230769231,2.1188446663115754,z_exit
2024_02_08,1707379920,LONG,17844.25,1707380040,17846.0,1.75,4.173076923076923,-1.9639120885352892,z_exit
2024_02_08,1707380340,LONG,17832.5,1707380520,17830.75,-1.75,-4.173076923076923,-2.2287429502135754,z_exit
2024_02_08,1707381360,LONG,17830.5,1707381540,17830.75,0.25,0.5961538461538461,-1.8576984020988117,z_exit
2024_02_08,1707382860,SHORT,17842.75,1707382980,17842.0,0.75,1.7884615384615383,1.9181704115082998,z_exit
2024_02_08,1707383340,LONG,17844.0,1707383580,17850.5,6.5,15.5,-2.531310504452708,z_exit
2024_02_08,1707386460,SHORT,17850.5,1707387000,17844.5,6.0,14.307692307692307,2.5441662794804656,z_exit
2024_02_08,1707390360,LONG,17835.5,1707390720,17833.75,-1.75,-4.173076923076923,-2.041245988287637,z_exit
2024_02_08,1707390840,LONG,17830.75,1707390900,17832.0,1.25,2.980769230769231,-1.895522235150789,z_exit
2024_02_08,1707391140,LONG,17827.25,1707391200,17828.5,1.25,2.980769230769231,-1.8640035296953592,z_exit
2024_02_08,1707391500,LONG,17815.0,1707391620,17817.0,2.0,4.769230769230769,-2.116504714916887,z_exit
2024_02_08,1707392100,SHORT,17813.0,1707392460,17814.5,-1.5,-3.5769230769230766,1.968603618934521,z_exit
2024_02_08,1707393540,SHORT,17811.25,1707393660,17808.0,3.25,7.75,1.944111644779722,z_exit
2024_02_08,1707394440,SHORT,17817.75,1707394620,17816.5,1.25,2.980769230769231,2.3555271533597573,z_exit
2024_02_08,1707395880,SHORT,17816.75,1707396060,17811.0,5.75,13.711538461538462,1.884848901403035,z_exit
2024_02_08,1707396300,SHORT,17817.75,1707396420,17814.75,3.0,7.153846153846153,2.00931785389501,z_exit
2024_02_08,1707397320,SHORT,17810.75,1707397680,17815.0,-4.25,-10.134615384615385,2.236207986681174,z_exit
2024_02_08,1707399060,SHORT,17807.5,1707399120,17806.0,1.5,3.5769230769230766,2.1435995677132142,z_exit
2024_02_08,1707399540,SHORT,17824.5,1707400320,17819.25,5.25,12.519230769230768,2.01792936332003,z_exit
2024_02_08,1707400380,SHORT,17822.75,1707400620,17817.5,5.25,12.519230769230768,2.2505992044778247,z_exit
2024_02_08,1707402960,SHORT,17845.0,1707403140,17838.75,6.25,14.903846153846153,2.4575333259115295,z_exit
2024_02_08,1707403320,LONG,17813.75,1707403500,17823.25,9.5,22.653846153846153,-1.940229015222504,z_exit
2024_02_08,1707404160,LONG,17837.5,1707404220,17843.75,6.25,14.903846153846153,-2.2515380696766547,z_exit
2024_02_08,1707404280,LONG,17839.5,1707404580,17854.0,14.5,34.57692307692307,-2.098890468789339,z_exit
2024_02_08,1707405360,SHORT,17849.25,1707405660,17855.75,-6.5,-15.5,2.4938859849115924,z_exit
2024_02_08,1707405840,LONG,17841.0,1707406020,17841.25,0.25,0.5961538461538461,-2.40022162747201,z_exit
2024_02_08,1707406380,SHORT,17843.5,1707406680,17851.75,-8.25,-19.673076923076923,1.9229880184738228,z_exit
2024_02_08,1707407340,SHORT,17873.75,1707407580,17885.0,-11.25,-26.826923076923077,2.066788812617986,z_exit
2024_02_08,1707408720,SHORT,17885.75,1707408900,17882.75,3.0,7.153846153846153,1.9606342029354438,z_exit
2024_02_08,1707409260,SHORT,17891.0,1707409440,17886.75,4.25,10.134615384615385,1.8572846825197242,z_exit
2024_02_08,1707409620,LONG,17866.75,1707409860,17869.75,3.0,7.153846153846153,-2.3514298855396207,z_exit
2024_02_08,1707410100,SHORT,17881.0,1707410340,17877.5,3.5,8.346153846153847,1.8743781365311776,z_exit
2024_02_08,1707410580,LONG,17874.25,1707410940,17870.5,-3.75,-8.942307692307692,-1.8581015331437805,z_exit
2024_02_08,1707411660,LONG,17885.0,1707411840,17882.25,-2.75,-6.5576923076923075,-2.0207555505216406,z_exit
2024_02_08,1707412380,SHORT,17877.5,1707412680,17881.75,-4.25,-10.134615384615385,2.0963894051482184,z_exit
2024_02_08,1707412920,LONG,17877.5,1707413400,17889.0,11.5,27.423076923076923,-2.121334102822115,z_exit
2024_02_08,1707414120,LONG,17872.0,1707414360,17864.25,-7.75,-18.48076923076923,-2.025222469334759,z_exit
2024_02_08,1707414420,LONG,17856.5,1707414600,17860.0,3.5,8.346153846153847,-2.0621487437011896,z_exit
2024_02_08,1707414720,SHORT,17866.25,1707415200,17854.75,11.5,27.423076923076923,2.038118994280703,z_exit
2024_02_08,1707415320,SHORT,17875.5,1707415560,17881.0,-5.5,-13.115384615384615,2.5958082331528987,z_exit
2024_02_08,1707416220,LONG,17859.75,1707416280,17867.0,7.25,17.288461538461537,-2.226685819342684,z_exit
2024_02_08,1707416760,SHORT,17878.5,1707417060,17880.25,-1.75,-4.173076923076923,2.002053426251077,z_exit
2024_02_08,1707417300,LONG,17881.75,1707417480,17886.5,4.75,11.326923076923077,-1.9234857331830049,z_exit
2024_02_08,1707417660,LONG,17883.0,1707417720,17885.0,2.0,4.769230769230769,-2.0314933835056013,z_exit
2024_02_08,1707417780,LONG,17876.5,1707417960,17877.5,1.0,2.3846153846153846,-2.425404990882091,z_exit
2024_02_08,1707418860,SHORT,17874.5,1707418980,17868.25,6.25,14.903846153846153,1.9140987802802174,z_exit
2024_02_08,1707419100,LONG,17858.0,1707419460,17851.5,-6.5,-15.5,-1.8675211219913217,z_exit
2024_02_08,1707420300,LONG,17849.75,1707420540,17848.25,-1.5,-3.5769230769230766,-2.053697189596726,z_exit
2024_02_08,1707421080,LONG,17828.5,1707421620,17850.75,22.25,53.05769230769231,-2.15832641851189,z_exit
2024_02_08,1707422040,LONG,17852.5,1707422340,17862.25,9.75,23.25,-2.1279557409487557,z_exit
2024_02_08,1707423660,SHORT,17873.0,1707423780,17871.5,1.5,3.5769230769230766,2.2811799419369776,z_exit
2024_02_08,1707425340,SHORT,17857.75,1707425640,17860.0,-2.25,-5.365384615384615,2.1243004328941213,z_exit
2024_02_08,1707427020,SHORT,17863.75,1707427260,17863.5,0.25,0.5961538461538461,1.9746554333799204,z_exit
2024_02_08,1707428640,SHORT,17862.5,1707429000,17863.75,-1.25,-2.980769230769231,1.9211186485733203,z_exit
2024_02_08,1707429120,LONG,17862.75,1707429595,17861.0,-1.75,-4.173076923076923,-2.0776704136398356,eod
2024_02_09,1707433260,LONG,17858.75,1707433500,17858.75,0.0,0.0,-2.286169057456257,z_exit
2024_02_09,1707435000,LONG,17863.0,1707435125,17864.0,1.0,2.3846153846153846,-1.8942450600707033,z_exit
2024_02_09,1707435420,SHORT,17865.75,1707435540,17865.25,0.5,1.1923076923076923,1.8752632824783722,z_exit
2024_02_09,1707436260,LONG,17865.25,1707436450,17867.0,1.75,4.173076923076923,-2.4044473324620292,z_exit
2024_02_09,1707437100,SHORT,17871.75,1707437400,17875.5,-3.75,-8.942307692307692,2.3300307471880677,z_exit
2024_02_09,1707439560,LONG,17868.5,1707439980,17865.25,-3.25,-7.75,-2.3773770570704476,z_exit
2024_02_09,1707440520,SHORT,17863.5,1707440700,17862.25,1.25,2.980769230769231,1.9587300765380644,z_exit
2024_02_09,1707445560,LONG,17862.5,1707445680,17862.0,-0.5,-1.1923076923076923,-1.9313566752873275,z_exit
2024_02_09,1707445740,LONG,17860.25,1707446100,17858.75,-1.5,-3.5769230769230766,-1.9379572436240387,z_exit
2024_02_09,1707446220,SHORT,17860.0,1707446460,17860.75,-0.75,-1.7884615384615383,2.1137817131513215,z_exit
2024_02_09,1707447540,LONG,17860.0,1707447960,17864.5,4.5,10.73076923076923,-1.9262951246673259,z_exit
2024_02_09,1707448260,LONG,17864.0,1707448500,17865.75,1.75,4.173076923076923,-1.899874118863294,z_exit
2024_02_09,1707449640,LONG,17862.0,1707449820,17863.0,1.0,2.3846153846153846,-2.1094319383990032,z_exit
2024_02_09,1707451390,LONG,17867.0,1707451620,17867.75,0.75,1.7884615384615383,-2.105107466349015,z_exit
2024_02_09,1707452340,SHORT,17869.0,1707452520,17868.25,0.75,1.7884615384615383,2.503349734159322,z_exit
2024_02_09,1707453000,LONG,17866.5,1707453180,17867.25,0.75,1.7884615384615383,-2.2398949825729586,z_exit
2024_02_09,1707453790,SHORT,17867.0,1707453975,17866.75,0.25,0.5961538461538461,2.270081601465229,z_exit
2024_02_09,1707454620,LONG,17864.75,1707456080,17869.25,4.5,10.73076923076923,-2.0946389172647772,z_exit
2024_02_09,1707456365,SHORT,17870.0,1707456490,17870.75,-0.75,-1.7884615384615383,2.115564576466735,z_exit
2024_02_09,1707456960,LONG,17868.0,1707457200,17867.25,-0.75,-1.7884615384615383,-2.106899761973014,z_exit
2024_02_09,1707457800,LONG,17864.25,1707457920,17865.5,1.25,2.980769230769231,-1.9461942549944722,z_exit
2024_02_09,1707459300,SHORT,17864.75,1707459840,17862.5,2.25,5.365384615384615,2.2017524430361117,z_exit
2024_02_09,1707460260,SHORT,17865.0,1707460440,17863.5,1.5,3.5769230769230766,2.4725575236929678,z_exit
2024_02_09,1707461040,LONG,17863.5,1707461180,17865.0,1.5,3.5769230769230766,-1.8733633662418598,z_exit
2024_02_09,1707462180,SHORT,17868.25,1707462360,17866.5,1.75,4.173076923076923,2.6787812896674765,z_exit
2024_02_09,1707463320,SHORT,17877.25,1707463560,17880.75,-3.5,-8.346153846153847,1.9071286532008105,z_exit
2024_02_09,1707463740,LONG,17882.0,1707464160,17880.25,-1.75,-4.173076923076923,-2.3482421737838597,z_exit
2024_02_09,1707464460,SHORT,17883.5,1707464580,17882.25,1.25,2.980769230769231,2.038658826573034,z_exit
2024_02_09,1707465720,SHORT,17903.75,1707465960,17902.5,1.25,2.980769230769231,2.5320688860785157,z_exit
2024_02_09,1707467280,SHORT,17925.0,1707467760,17922.75,2.25,5.365384615384615,2.5809234500734206,z_exit
2024_02_09,1707469260,LONG,17911.5,1707469800,17900.25,-11.25,-26.826923076923077,-2.438592621560078,z_exit
2024_02_09,1707470100,LONG,17888.5,1707470340,17888.75,0.25,0.5961538461538461,-2.324003005876646,z_exit
2024_02_09,1707471360,LONG,17893.5,1707471720,17899.25,5.75,13.711538461538462,-1.9620071792200366,z_exit
2024_02_09,1707473100,SHORT,17911.75,1707473280,17908.75,3.0,7.153846153846153,2.227066504578234,z_exit
2024_02_09,1707473940,SHORT,17917.0,1707474060,17914.5,2.5,5.961538461538462,1.9653304030060783,z_exit
2024_02_09,1707474360,LONG,17912.75,1707474600,17916.25,3.5,8.346153846153847,-1.9589167457533831,z_exit
2024_02_09,1707475440,SHORT,17920.0,1707475500,17914.25,5.75,13.711538461538462,2.028842007291831,z_exit
2024_02_09,1707476400,SHORT,17913.25,1707476700,17902.5,10.75,25.634615384615383,2.3672836954668988,z_exit
2024_02_09,1707477720,LONG,17902.5,1707477845,17906.0,3.5,8.346153846153847,-1.8904281018622324,z_exit
2024_02_09,1707478140,SHORT,17910.0,1707478440,17915.25,-5.25,-12.519230769230768,1.9453888217463866,z_exit
2024_02_09,1707479280,LONG,17915.25,1707479400,17915.75,0.5,1.1923076923076923,-2.28145280753749,z_exit
2024_02_09,1707479825,SHORT,17915.5,1707480240,17929.5,-14.0,-33.38461538461539,1.9441625406150869,z_exit
2024_02_09,1707480480,LONG,17923.0,1707480660,17926.25,3.25,7.75,-1.9038886806148803,z_exit
2024_02_09,1707481320,SHORT,17932.5,1707481560,17935.75,-3.25,-7.75,2.3824713581670935,z_exit
2024_02_09,1707481740,LONG,17932.75,1707482520,17925.75,-7.0,-16.692307692307693,-1.9189231586880442,z_exit
2024_02_09,1707482700,SHORT,17931.0,1707482820,17927.25,3.75,8.942307692307692,1.9573871280253394,z_exit
