ts,day,depth,pattern,micro_z,macro_z,gate,gate1_dist,gate3_conv,oracle_label,oracle_dir,oracle_pnl,template_id,tier,playbook,trade_direction,trade_result,trade_pnl,exit_reason,exit_signal_reason,exit_conviction,exit_wave_maturity
1743489900,2025_04,4,STRUCTURAL_DRIVE,2.37,0.0,score_loser,3.643,0.0,NOISE,NONE,162.5,1,3,,,,0.0,,,0.0,0.0
1743489900,2025_04,4,ROCHE_SNAP,2.37,0.0,traded,7.643,0.536,NOISE,NONE,162.5,1,3,Unknown,LONG,LOSS,-1.5,MAX_HOLD,aligned_fresh,0.5220298903697369,0.024307401883368704
1743501600,2025_04,4,ROCHE_SNAP,2.18,0.0,score_loser,3.088,0.0,MEGA,SHORT,80.5,1,3,,,,0.0,,,0.0,0.0
1743501600,2025_04,4,STRUCTURAL_DRIVE,2.18,0.0,score_loser,3.088,0.0,MEGA,SHORT,80.5,1,3,,,,0.0,,,0.0,0.0
1743501600,2025_04,5,STRUCTURAL_DRIVE,2.6,2.18,score_loser,1.247,0.0,MEGA,SHORT,13.0,32,3,,,,0.0,,,0.0,0.0
1743501600,2025_04,5,ROCHE_SNAP,2.6,2.18,traded,6.247,0.481,MEGA,SHORT,13.0,32,3,Unknown,SHORT,WIN,62.5,trail_stop,aligned_fresh,0.5056601822679163,0.0028574296976298236
1743501900,2025_04,5,STRUCTURAL_DRIVE,3.15,2.18,score_loser,2.064,0.0,MEGA,SHORT,25.5,880,3,,,,0.0,,,0.0,0.0
1743501900,2025_04,5,ROCHE_SNAP,3.15,2.18,gate3,7.064,0.472,MEGA,SHORT,25.5,880,3,,,,0.0,,,0.0,0.0
1743501900,2025_04,5,STRUCTURAL_DRIVE,3.15,2.18,score_loser,2.064,0.0,MEGA,SHORT,25.5,880,3,,,,0.0,,,0.0,0.0
1743501900,2025_04,5,ROCHE_SNAP,3.15,2.18,gate3,7.064,0.476,MEGA,SHORT,25.5,880,3,,,,0.0,,,0.0,0.0
1743501900,2025_04,5,STRUCTURAL_DRIVE,3.15,2.18,score_loser,2.064,0.0,MEGA,SHORT,25.5,880,3,,,,0.0,,,0.0,0.0
1743501900,2025_04,5,ROCHE_SNAP,3.15,2.18,traded,7.064,0.48,MEGA,SHORT,25.5,880,3,Unknown,SHORT,WIN,181.5,MAX_HOLD,aligned_fresh,0.5034313797827324,0.07639586184227128
1743517800,2025_04,3,STRUCTURAL_DRIVE,2.19,0.0,score_loser,2.398,0.0,SCALP,SHORT,1056.5,1,3,,,,0.0,,,0.0,0.0
1743517800,2025_04,4,ROCHE_SNAP,2.08,0.0,score_loser,3.035,0.0,MEGA,LONG,401.0,1,3,,,,0.0,,,0.0,0.0
1743517800,2025_04,5,ROCHE_SNAP,2.05,2.08,score_loser,1.733,0.0,MEGA,LONG,580.0,90,3,,,,0.0,,,0.0,0.0
1743517800,2025_04,3,ROCHE_SNAP,2.19,0.0,traded,5.398,0.536,SCALP,SHORT,1056.5,1,3,Unknown,LONG,WIN,561.0,profit_target,aligned_fresh,0.5054330009272029,0.047492338561641846
1743524520,2025_04,7,STRUCTURAL_DRIVE,2.09,2.08,score_loser,2.105,0.0,MEGA,SHORT,19.5,45000,3,,,,0.0,,,0.0,0.0
1743524520,2025_04,7,ROCHE_SNAP,2.09,2.08,gate3,9.105,0.454,MEGA,SHORT,19.5,45000,3,,,,0.0,,,0.0,0.0
1743524520,2025_04,7,STRUCTURAL_DRIVE,2.09,2.08,score_loser,2.105,0.0,MEGA,SHORT,19.5,45000,3,,,,0.0,,,0.0,0.0
1743524520,2025_04,7,ROCHE_SNAP,2.09,2.08,gate3,9.105,0.456,MEGA,SHORT,19.5,45000,3,,,,0.0,,,0.0,0.0
1743524520,2025_04,7,STRUCTURAL_DRIVE,2.09,2.08,score_loser,2.105,0.0,MEGA,SHORT,19.5,45000,3,,,,0.0,,,0.0,0.0
1743524520,2025_04,7,ROCHE_SNAP,2.09,2.08,gate3,9.105,0.443,MEGA,SHORT,19.5,45000,3,,,,0.0,,,0.0,0.0
1743524520,2025_04,7,STRUCTURAL_DRIVE,2.09,2.08,score_loser,2.105,0.0,MEGA,SHORT,19.5,45000,3,,,,0.0,,,0.0,0.0
1743524520,2025_04,7,ROCHE_SNAP,2.09,2.08,gate3,9.105,0.441,MEGA,SHORT,19.5,45000,3,,,,0.0,,,0.0,0.0
1743524640,2025_04,6,STRUCTURAL_DRIVE,2.5,2.08,score_loser,1.763,0.0,MEGA,LONG,116.0,103,3,,,,0.0,,,0.0,0.0
1743524640,2025_04,7,ROCHE_SNAP,2.11,2.08,score_loser,1.841,0.0,MEGA,SHORT,5.5,45000,3,,,,0.0,,,0.0,0.0
1743524640,2025_04,7,STRUCTURAL_DRIVE,2.11,2.08,score_loser,1.841,0.0,MEGA,SHORT,5.5,45000,3,,,,0.0,,,0.0,0.0
1743524640,2025_04,6,ROCHE_SNAP,2.5,2.08,gate3,7.763,0.475,MEGA,LONG,116.0,103,3,,,,0.0,,,0.0,0.0
1743524640,2025_04,6,STRUCTURAL_DRIVE,2.5,2.08,score_loser,1.763,0.0,MEGA,LONG,116.0,103,3,,,,0.0,,,0.0,0.0
1743524640,2025_04,7,ROCHE_SNAP,2.11,2.08,score_loser,1.841,0.0,MEGA,SHORT,5.5,45000,3,,,,0.0,,,0.0,0.0
1743524640,2025_04,7,STRUCTURAL_DRIVE,2.11,2.08,score_loser,1.841,0.0,MEGA,SHORT,5.5,45000,3,,,,0.0,,,0.0,0.0
1743524640,2025_04,6,ROCHE_SNAP,2.5,2.08,gate3,7.763,0.476,MEGA,LONG,116.0,103,3,,,,0.0,,,0.0,0.0
1743524640,2025_04,6,STRUCTURAL_DRIVE,2.5,2.08,score_loser,1.763,0.0,MEGA,LONG,116.0,103,3,,,,0.0,,,0.0,0.0
1743524640,2025_04,7,ROCHE_SNAP,2.11,2.08,score_loser,1.841,0.0,MEGA,SHORT,5.5,45000,3,,,,0.0,,,0.0,0.0
1743524640,2025_04,7,STRUCTURAL_DRIVE,2.11,2.08,score_loser,1.841,0.0,MEGA,SHORT,5.5,45000,3,,,,0.0,,,0.0,0.0
1743524640,2025_04,6,ROCHE_SNAP,2.5,2.08,gate3,7.763,0.464,MEGA,LONG,116.0,103,3,,,,0.0,,,0.0,0.0
1743524640,2025_04,6,STRUCTURAL_DRIVE,2.5,2.08,score_loser,1.763,0.0,MEGA,LONG,116.0,103,3,,,,0.0,,,0.0,0.0
1743524640,2025_04,7,ROCHE_SNAP,2.11,2.08,score_loser,1.841,0.0,MEGA,SHORT,5.5,45000,3,,,,0.0,,,0.0,0.0
1743524640,2025_04,7,STRUCTURAL_DRIVE,2.11,2.08,score_loser,1.841,0.0,MEGA,SHORT,5.5,45000,3,,,,0.0,,,0.0,0.0
1743524640,2025_04,6,ROCHE_SNAP,2.5,2.08,gate3,7.763,0.461,MEGA,LONG,116.0,103,3,,,,0.0,,,0.0,0.0
1743524700,2025_04,5,STRUCTURAL_DRIVE,2.32,2.08,score_loser,1.889,0.0,MEGA,LONG,144.0,32,3,,,,0.0,,,0.0,0.0
1743524700,2025_04,5,ROCHE_SNAP,2.32,2.08,gate3,6.889,0.453,MEGA,LONG,144.0,32,3,,,,0.0,,,0.0,0.0
1743524700,2025_04,5,STRUCTURAL_DRIVE,2.32,2.08,score_loser,1.889,0.0,MEGA,LONG,144.0,32,3,,,,0.0,,,0.0,0.0
1743524700,2025_04,5,ROCHE_SNAP,2.32,2.08,gate3,6.889,0.448,MEGA,LONG,144.0,32,3,,,,0.0,,,0.0,0.0
1743524700,2025_04,5,STRUCTURAL_DRIVE,2.32,2.08,score_loser,1.889,0.0,MEGA,LONG,144.0,32,3,,,,0.0,,,0.0,0.0
1743524700,2025_04,5,ROCHE_SNAP,2.32,2.08,gate3,6.889,0.459,MEGA,LONG,144.0,32,3,,,,0.0,,,0.0,0.0
1743524700,2025_04,5,STRUCTURAL_DRIVE,2.32,2.08,score_loser,1.889,0.0,MEGA,LONG,144.0,32,3,,,,0.0,,,0.0,0.0
