ts,day,depth,pattern,micro_z,macro_z,gate,gate1_dist,gate3_conv,oracle_label,oracle_dir,oracle_pnl,template_id,tier,playbook,trade_direction,trade_result,trade_pnl,exit_reason,exit_signal_reason,exit_conviction,exit_wave_maturity
1735825800,2025_01,11,ROCHE_SNAP,3.13,2.3,score_loser,1.786,0.0,MEGA,SHORT,0.5,361,3,,,,0.0,,,0.0,0.0
1735825800,2025_01,11,STRUCTURAL_DRIVE,3.13,2.3,score_loser,1.786,0.0,MEGA,SHORT,0.5,361,3,,,,0.0,,,0.0,0.0
1735825800,2025_01,12,ROCHE_SNAP,3.87,2.3,score_loser,2.236,0.0,MEGA,SHORT,0.5,360,3,,,,0.0,,,0.0,0.0
1735825800,2025_01,12,STRUCTURAL_DRIVE,3.87,2.3,score_loser,2.236,0.0,MEGA,SHORT,0.5,360,3,,,,0.0,,,0.0,0.0
1735825800,2025_01,12,ROCHE_SNAP,3.87,2.3,score_loser,2.407,0.0,MEGA,SHORT,0.5,560,3,,,,0.0,,,0.0,0.0
1735825800,2025_01,12,STRUCTURAL_DRIVE,3.87,2.3,score_loser,2.407,0.0,MEGA,SHORT,0.5,560,3,,,,0.0,,,0.0,0.0
1735825800,2025_01,12,ROCHE_SNAP,2.55,2.3,score_loser,2.309,0.0,MEGA,SHORT,1.5,231,3,,,,0.0,,,0.0,0.0
1735825800,2025_01,12,ROCHE_SNAP,2.55,2.3,score_loser,2.348,0.0,MEGA,SHORT,1.5,220,3,,,,0.0,,,0.0,0.0
1735825800,2025_01,11,ROCHE_SNAP,2.77,2.3,score_loser,1.424,0.0,MEGA,SHORT,0.0,133,3,,,,0.0,,,0.0,0.0
1735825800,2025_01,11,STRUCTURAL_DRIVE,2.77,2.3,score_loser,1.424,0.0,MEGA,SHORT,0.0,133,3,,,,0.0,,,0.0,0.0
1735825800,2025_01,11,ROCHE_SNAP,2.24,2.3,score_loser,1.589,0.0,MEGA,SHORT,7.0,352,3,,,,0.0,,,0.0,0.0
1735825800,2025_01,11,STRUCTURAL_DRIVE,2.24,2.3,score_loser,1.589,0.0,MEGA,SHORT,7.0,352,3,,,,0.0,,,0.0,0.0
1735825800,2025_01,10,ROCHE_SNAP,2.18,2.3,score_loser,1.421,0.0,MEGA,SHORT,24.5,471,3,,,,0.0,,,0.0,0.0
1735825800,2025_01,10,STRUCTURAL_DRIVE,2.18,2.3,score_loser,1.421,0.0,MEGA,SHORT,24.5,471,3,,,,0.0,,,0.0,0.0
1735825800,2025_01,8,ROCHE_SNAP,2.39,2.3,traded,9.766,0.573,MEGA,SHORT,24.5,502,3,Unknown,SHORT,WIN,45.5,MAX_HOLD,aligned_fresh,0.5867876095238965,0.07633704984732506
1735826400,2025_01,3,STRUCTURAL_DRIVE,2.67,0.0,score_loser,3.103,0.0,SCALP,SHORT,423.0,10,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,4,ROCHE_SNAP,2.28,0.0,score_loser,3.237,0.0,MEGA,SHORT,136.5,1,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,4,STRUCTURAL_DRIVE,2.28,0.0,score_loser,3.237,0.0,MEGA,SHORT,136.5,1,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,5,ROCHE_SNAP,2.42,2.3,score_loser,1.523,0.0,MEGA,SHORT,156.5,90,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,5,STRUCTURAL_DRIVE,2.42,2.3,score_loser,1.523,0.0,MEGA,SHORT,156.5,90,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,6,ROCHE_SNAP,2.63,2.3,score_loser,1.647,0.0,MEGA,SHORT,144.0,90,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,6,STRUCTURAL_DRIVE,2.63,2.3,score_loser,1.647,0.0,MEGA,SHORT,144.0,90,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,7,ROCHE_SNAP,2.73,2.3,score_loser,2.024,0.0,MEGA,SHORT,145.0,880,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,7,STRUCTURAL_DRIVE,2.73,2.3,score_loser,2.024,0.0,MEGA,SHORT,145.0,880,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,9,ROCHE_SNAP,2.0,2.3,score_loser,1.454,0.0,MEGA,SHORT,8.5,151,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,10,ROCHE_SNAP,2.23,2.3,score_loser,1.571,0.0,MEGA,SHORT,8.5,470,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,10,STRUCTURAL_DRIVE,2.23,2.3,score_loser,1.571,0.0,MEGA,SHORT,8.5,470,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,11,ROCHE_SNAP,2.7,2.3,score_loser,1.532,0.0,MEGA,SHORT,23.5,131,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,11,STRUCTURAL_DRIVE,2.7,2.3,score_loser,1.532,0.0,MEGA,SHORT,23.5,131,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,12,ROCHE_SNAP,3.59,2.3,score_loser,1.509,0.0,MEGA,SHORT,19.5,361,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,12,STRUCTURAL_DRIVE,3.59,2.3,score_loser,1.509,0.0,MEGA,SHORT,19.5,361,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,12,ROCHE_SNAP,3.59,2.3,score_loser,1.274,0.0,MEGA,SHORT,19.5,360,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,12,STRUCTURAL_DRIVE,3.59,2.3,score_loser,1.274,0.0,MEGA,SHORT,19.5,360,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,12,ROCHE_SNAP,2.44,2.3,score_loser,1.763,0.0,MEGA,SHORT,21.0,330,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,12,ROCHE_SNAP,2.44,2.3,score_loser,1.509,0.0,MEGA,SHORT,21.0,330,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,11,ROCHE_SNAP,2.1,2.3,score_loser,1.648,0.0,MEGA,SHORT,8.5,470,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,11,STRUCTURAL_DRIVE,2.1,2.3,score_loser,1.648,0.0,MEGA,SHORT,8.5,470,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,9,ROCHE_SNAP,2.66,2.3,score_loser,0.989,0.0,MEGA,SHORT,7.0,130,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,9,STRUCTURAL_DRIVE,2.66,2.3,score_loser,0.989,0.0,MEGA,SHORT,7.0,130,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,10,ROCHE_SNAP,2.83,2.3,score_loser,1.421,0.0,MEGA,SHORT,7.0,131,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,10,STRUCTURAL_DRIVE,2.83,2.3,score_loser,1.421,0.0,MEGA,SHORT,7.0,131,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,11,ROCHE_SNAP,2.62,2.3,score_loser,1.336,0.0,MEGA,SHORT,11.5,131,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,11,STRUCTURAL_DRIVE,2.62,2.3,score_loser,1.336,0.0,MEGA,SHORT,11.5,131,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,12,ROCHE_SNAP,2.22,2.3,score_loser,1.709,0.0,MEGA,SHORT,11.5,470,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,12,STRUCTURAL_DRIVE,2.22,2.3,score_loser,1.709,0.0,MEGA,SHORT,11.5,470,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,12,ROCHE_SNAP,2.22,2.3,score_loser,1.532,0.0,MEGA,SHORT,11.5,470,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,12,STRUCTURAL_DRIVE,2.22,2.3,score_loser,1.532,0.0,MEGA,SHORT,11.5,470,3,,,,0.0,,,0.0,0.0
1735826400,2025_01,3,ROCHE_SNAP,2.67,0.0,traded,6.103,0.587,SCALP,SHORT,423.0,10,3,Unknown,SHORT,WIN,259.0,MAX_HOLD,aligned_fresh,0.5180844828014735,0.05144236540953976
1735837200,2025_01,3,STRUCTURAL_DRIVE,2.39,0.0,score_loser,2.647,0.0,SCALP,LONG,815.5,0,3,,,,0.0,,,0.0,0.0
1735837200,2025_01,3,ROCHE_SNAP,2.39,0.0,traded,5.647,0.566,SCALP,LONG,815.5,0,3,Unknown,SHORT,WIN,449.5,MAX_HOLD,aligned_fresh,0.45297996840330135,0.004402840186832017
1735891200,2025_01,4,ROCHE_SNAP,2.48,0.0,score_loser,3.64,0.0,MEGA,SHORT,34.5,1,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,4,STRUCTURAL_DRIVE,2.48,0.0,score_loser,3.64,0.0,MEGA,SHORT,34.5,1,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,5,STRUCTURAL_DRIVE,2.93,2.48,score_loser,2.091,0.0,MEGA,SHORT,61.0,20,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,6,ROCHE_SNAP,3.59,2.48,score_loser,1.761,0.0,MEGA,LONG,349.0,640,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,6,STRUCTURAL_DRIVE,3.59,2.48,score_loser,1.761,0.0,MEGA,LONG,349.0,640,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,5,ROCHE_SNAP,2.93,2.48,gate3,7.091,0.473,MEGA,SHORT,61.0,20,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,4,ROCHE_SNAP,2.48,0.0,score_loser,3.64,0.0,MEGA,SHORT,34.5,1,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,4,STRUCTURAL_DRIVE,2.48,0.0,score_loser,3.64,0.0,MEGA,SHORT,34.5,1,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,5,STRUCTURAL_DRIVE,2.93,2.48,score_loser,2.091,0.0,MEGA,SHORT,61.0,20,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,6,ROCHE_SNAP,3.59,2.48,score_loser,1.761,0.0,MEGA,LONG,349.0,640,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,6,STRUCTURAL_DRIVE,3.59,2.48,score_loser,1.761,0.0,MEGA,LONG,349.0,640,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,5,ROCHE_SNAP,2.93,2.48,gate3,7.091,0.477,MEGA,SHORT,61.0,20,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,4,ROCHE_SNAP,2.48,0.0,score_loser,3.64,0.0,MEGA,SHORT,34.5,1,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,4,STRUCTURAL_DRIVE,2.48,0.0,score_loser,3.64,0.0,MEGA,SHORT,34.5,1,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,5,STRUCTURAL_DRIVE,2.93,2.48,score_loser,2.091,0.0,MEGA,SHORT,61.0,20,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,6,ROCHE_SNAP,3.59,2.48,score_loser,1.761,0.0,MEGA,LONG,349.0,640,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,6,STRUCTURAL_DRIVE,3.59,2.48,score_loser,1.761,0.0,MEGA,LONG,349.0,640,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,5,ROCHE_SNAP,2.93,2.48,gate3,7.091,0.479,MEGA,SHORT,61.0,20,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,4,ROCHE_SNAP,2.48,0.0,score_loser,3.64,0.0,MEGA,SHORT,34.5,1,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,4,STRUCTURAL_DRIVE,2.48,0.0,score_loser,3.64,0.0,MEGA,SHORT,34.5,1,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,5,STRUCTURAL_DRIVE,2.93,2.48,score_loser,2.091,0.0,MEGA,SHORT,61.0,20,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,6,ROCHE_SNAP,3.59,2.48,score_loser,1.761,0.0,MEGA,LONG,349.0,640,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,6,STRUCTURAL_DRIVE,3.59,2.48,score_loser,1.761,0.0,MEGA,LONG,349.0,640,3,,,,0.0,,,0.0,0.0
1735891200,2025_01,5,ROCHE_SNAP,2.93,2.48,traded,7.091,0.483,MEGA,SHORT,61.0,20,3,Unknown,SHORT,LOSS,-6.0,trail_stop,low_conviction,0.4625816443722725,0.11936510563252026
1735891380,2025_01,6,STRUCTURAL_DRIVE,2.3,2.48,score_loser,2.013,0.0,MEGA,LONG,356.5,163,3,,,,0.0,,,0.0,0.0
1735891380,2025_01,6,ROCHE_SNAP,2.3,2.48,traded,8.013,0.49,MEGA,LONG,356.5,163,3,Unknown,SHORT,WIN,4.0,trail_stop,aligned_fresh,0.4722291425767048,0.17516334951490942
1735891500,2025_01,5,ROCHE_SNAP,2.07,2.48,traded,6.709,0.527,MEGA,SHORT,48.0,30,3,Unknown,SHORT,LOSS,-40.5,loss_watchdog,aligned_fresh,0.5021578071088063,0.03723103728182701
1735894980,2025_01,6,STRUCTURAL_DRIVE,2.15,2.48,score_loser,1.516,0.0,MEGA,LONG,603.0,30,3,,,,0.0,,,0.0,0.0
1735894980,2025_01,6,ROCHE_SNAP,2.15,2.48,traded,7.516,0.558,MEGA,LONG,603.0,30,3,Unknown,LONG,WIN,85.0,MAX_HOLD,aligned_fresh,0.45402853583356956,0.051638810407479745
1735896480,2025_01,7,STRUCTURAL_DRIVE,2.54,2.48,score_loser,1.793,0.0,MEGA,LONG,332.5,963,3,,,,0.0,,,0.0,0.0
1735896480,2025_01,7,ROCHE_SNAP,2.54,2.48,gate3,8.793,0.454,MEGA,LONG,332.5,963,3,,,,0.0,,,0.0,0.0
1735896480,2025_01,7,STRUCTURAL_DRIVE,2.54,2.48,score_loser,1.793,0.0,MEGA,LONG,332.5,963,3,,,,0.0,,,0.0,0.0
1735896480,2025_01,7,ROCHE_SNAP,2.54,2.48,gate3,8.793,0.443,MEGA,LONG,332.5,963,3,,,,0.0,,,0.0,0.0
1735896480,2025_01,7,STRUCTURAL_DRIVE,2.54,2.48,score_loser,1.793,0.0,MEGA,LONG,332.5,963,3,,,,0.0,,,0.0,0.0
1735896480,2025_01,7,ROCHE_SNAP,2.54,2.48,gate3,8.793,0.455,MEGA,LONG,332.5,963,3,,,,0.0,,,0.0,0.0
1735896480,2025_01,7,STRUCTURAL_DRIVE,2.54,2.48,score_loser,1.793,0.0,MEGA,LONG,332.5,963,3,,,,0.0,,,0.0,0.0
1735896480,2025_01,7,ROCHE_SNAP,2.54,2.48,gate3,8.793,0.463,MEGA,LONG,332.5,963,3,,,,0.0,,,0.0,0.0
1735896600,2025_01,7,STRUCTURAL_DRIVE,2.74,2.48,score_loser,1.754,0.0,MEGA,LONG,349.5,5800,3,,,,0.0,,,0.0,0.0
1735896600,2025_01,7,ROCHE_SNAP,2.74,2.48,traded,8.754,0.486,MEGA,LONG,349.5,5800,3,Unknown,SHORT,LOSS,-15.0,MAX_HOLD,aligned_fresh,0.5074094991037171,0.011589941997436279
1735898400,2025_01,9,ROCHE_SNAP,2.62,2.48,score_loser,1.739,0.0,MEGA,LONG,314.0,592,3,,,,0.0,,,0.0,0.0
1735898400,2025_01,9,STRUCTURAL_DRIVE,2.62,2.48,score_loser,1.739,0.0,MEGA,LONG,314.0,592,3,,,,0.0,,,0.0,0.0
1735898400,2025_01,9,ROCHE_SNAP,2.0,2.48,score_loser,2.272,0.0,MEGA,LONG,315.5,371,3,,,,0.0,,,0.0,0.0
1735898400,2025_01,8,ROCHE_SNAP,2.08,2.48,gate3,9.752,0.461,MEGA,LONG,540.0,142,3,,,,0.0,,,0.0,0.0
1735898400,2025_01,9,ROCHE_SNAP,2.62,2.48,score_loser,1.739,0.0,MEGA,LONG,314.0,592,3,,,,0.0,,,0.0,0.0
1735898400,2025_01,9,STRUCTURAL_DRIVE,2.62,2.48,score_loser,1.739,0.0,MEGA,LONG,314.0,592,3,,,,0.0,,,0.0,0.0
1735898400,2025_01,9,ROCHE_SNAP,2.0,2.48,score_loser,2.272,0.0,MEGA,LONG,315.5,371,3,,,,0.0,,,0.0,0.0
1735898400,2025_01,8,ROCHE_SNAP,2.08,2.48,traded,9.752,0.495,MEGA,LONG,540.0,142,3,Unknown,SHORT,WIN,7.5,trail_stop,aligned_fresh,0.5021367892261258,0.21670378003875615
1735899120,2025_01,9,STRUCTURAL_DRIVE,2.21,2.48,score_loser,1.288,0.0,MEGA,LONG,352.0,140,3,,,,0.0,,,0.0,0.0
1735899120,2025_01,10,ROCHE_SNAP,2.25,2.48,score_loser,1.593,0.0,MEGA,LONG,164.5,164,3,,,,0.0,,,0.0,0.0
1735899120,2025_01,10,STRUCTURAL_DRIVE,2.25,2.48,score_loser,1.593,0.0,MEGA,LONG,164.5,164,3,,,,0.0,,,0.0,0.0
1735899120,2025_01,9,ROCHE_SNAP,2.21,2.48,traded,10.288,0.502,MEGA,LONG,352.0,140,3,Unknown,SHORT,LOSS,-0.5,MAX_HOLD,neutral,0.5098718034402118,0.12351511214973702
1735899420,2025_01,9,STRUCTURAL_DRIVE,2.14,2.48,score_loser,1.289,0.0,MEGA,LONG,352.5,140,3,,,,0.0,,,0.0,0.0
1735899420,2025_01,10,ROCHE_SNAP,2.19,2.48,score_loser,2.037,0.0,MEGA,LONG,205.0,350,3,,,,0.0,,,0.0,0.0
1735899420,2025_01,10,STRUCTURAL_DRIVE,2.19,2.48,score_loser,2.037,0.0,MEGA,LONG,205.0,350,3,,,,0.0,,,0.0,0.0
1735899420,2025_01,11,ROCHE_SNAP,2.64,2.48,score_loser,1.872,0.0,MEGA,LONG,307.0,340,3,,,,0.0,,,0.0,0.0
1735899420,2025_01,11,STRUCTURAL_DRIVE,2.64,2.48,score_loser,1.872,0.0,MEGA,LONG,307.0,340,3,,,,0.0,,,0.0,0.0
1735899420,2025_01,10,ROCHE_SNAP,2.29,2.48,score_loser,1.642,0.0,MEGA,LONG,209.0,350,3,,,,0.0,,,0.0,0.0
1735899420,2025_01,10,STRUCTURAL_DRIVE,2.29,2.48,score_loser,1.642,0.0,MEGA,LONG,209.0,350,3,,,,0.0,,,0.0,0.0
1735899420,2025_01,11,ROCHE_SNAP,2.41,2.48,score_loser,1.625,0.0,MEGA,LONG,309.5,331,3,,,,0.0,,,0.0,0.0
1735899420,2025_01,11,STRUCTURAL_DRIVE,2.41,2.48,score_loser,1.625,0.0,MEGA,LONG,309.5,331,3,,,,0.0,,,0.0,0.0
1735899420,2025_01,11,ROCHE_SNAP,2.35,2.48,score_loser,1.986,0.0,MEGA,LONG,313.0,370,3,,,,0.0,,,0.0,0.0
1735899420,2025_01,11,STRUCTURAL_DRIVE,2.35,2.48,score_loser,1.986,0.0,MEGA,LONG,313.0,370,3,,,,0.0,,,0.0,0.0
1735899420,2025_01,9,ROCHE_SNAP,2.14,2.48,traded,10.289,0.51,MEGA,LONG,352.5,140,3,Unknown,LONG,LOSS,-6.5,loss_watchdog,aligned_fresh,0.4777470769552528,0.1621098174128037
1735899720,2025_01,11,ROCHE_SNAP,3.58,2.48,score_loser,1.801,0.0,MEGA,LONG,327.0,362,3,,,,0.0,,,0.0,0.0
1735899720,2025_01,11,ROCHE_SNAP,2.57,2.48,score_loser,1.592,0.0,MEGA,LONG,337.5,351,3,,,,0.0,,,0.0,0.0
1735899720,2025_01,11,STRUCTURAL_DRIVE,2.57,2.48,score_loser,1.592,0.0,MEGA,LONG,337.5,351,3,,,,0.0,,,0.0,0.0
1735899720,2025_01,12,ROCHE_SNAP,2.51,2.48,score_loser,1.221,0.0,MEGA,LONG,348.0,231,3,,,,0.0,,,0.0,0.0
1735899720,2025_01,12,STRUCTURAL_DRIVE,2.51,2.48,score_loser,1.221,0.0,MEGA,LONG,348.0,231,3,,,,0.0,,,0.0,0.0
1735899720,2025_01,12,ROCHE_SNAP,2.51,2.48,score_loser,1.058,0.0,MEGA,LONG,348.0,231,3,,,,0.0,,,0.0,0.0
