ts,day,depth,pattern,micro_z,macro_z,gate,gate1_dist,gate3_conv,oracle_label,oracle_dir,oracle_pnl,template_id,tier,playbook,trade_direction,trade_result,trade_pnl,exit_reason,exit_signal_reason,exit_conviction,exit_wave_maturity
1751357700,2025_07,4,STRUCTURAL_DRIVE,2.23,0.0,score_loser,4.063,0.0,MEGA,SHORT,22.5,0,3,,,,0.0,,,0.0,0.0
1751357700,2025_07,4,ROCHE_SNAP,2.23,0.0,traded,8.063,0.503,MEGA,SHORT,22.5,0,3,Unknown,SHORT,WIN,1.5,MAX_HOLD,aligned_fresh,0.44296507617075453,0.1935184262565433
1751371200,2025_07,3,STRUCTURAL_DRIVE,2.56,0.0,score_loser,3.589,0.0,SCALP,SHORT,156.5,1,3,,,,0.0,,,0.0,0.0
1751371200,2025_07,4,ROCHE_SNAP,2.74,0.0,score_loser,3.979,0.0,MEGA,SHORT,99.5,0,3,,,,0.0,,,0.0,0.0
1751371200,2025_07,4,STRUCTURAL_DRIVE,2.74,0.0,score_loser,3.979,0.0,MEGA,SHORT,99.5,0,3,,,,0.0,,,0.0,0.0
1751371200,2025_07,3,ROCHE_SNAP,2.56,0.0,traded,6.589,0.564,SCALP,SHORT,156.5,1,3,Unknown,SHORT,WIN,139.0,MAX_HOLD,aligned_fresh,0.5795603169046069,0.050043115600267335
1751380200,2025_07,3,STRUCTURAL_DRIVE,3.26,0.0,score_loser,3.088,0.0,SCALP,LONG,350.5,11,3,,,,0.0,,,0.0,0.0
1751380200,2025_07,4,ROCHE_SNAP,2.65,0.0,score_loser,3.468,0.0,SCALP,SHORT,98.0,10,3,,,,0.0,,,0.0,0.0
1751380200,2025_07,4,STRUCTURAL_DRIVE,2.65,0.0,score_loser,3.468,0.0,SCALP,SHORT,98.0,10,3,,,,0.0,,,0.0,0.0
1751380200,2025_07,5,ROCHE_SNAP,2.71,2.74,score_loser,1.99,0.0,MEGA,SHORT,35.0,90,3,,,,0.0,,,0.0,0.0
1751380200,2025_07,5,STRUCTURAL_DRIVE,2.71,2.74,score_loser,1.99,0.0,MEGA,SHORT,35.0,90,3,,,,0.0,,,0.0,0.0
1751380200,2025_07,3,ROCHE_SNAP,3.26,0.0,traded,6.088,0.58,SCALP,LONG,350.5,11,3,Unknown,LONG,LOSS,-29.0,loss_watchdog,aligned_fresh,0.5545439920627461,0.050043115600267335
1751380500,2025_07,5,STRUCTURAL_DRIVE,2.27,2.74,score_loser,1.148,0.0,MEGA,SHORT,1.5,90,3,,,,0.0,,,0.0,0.0
1751380500,2025_07,5,ROCHE_SNAP,2.27,2.74,traded,6.148,0.543,MEGA,SHORT,1.5,90,3,Unknown,LONG,LOSS,-20.0,loss_watchdog,aligned_fresh,0.5281334820790651,0.08185702946311252
1751381100,2025_07,4,STRUCTURAL_DRIVE,2.35,0.0,score_loser,3.676,0.0,SCALP,SHORT,148.5,0,3,,,,0.0,,,0.0,0.0
1751381100,2025_07,4,ROCHE_SNAP,2.35,0.0,traded,7.676,0.513,SCALP,SHORT,148.5,0,3,Unknown,LONG,LOSS,-44.5,loss_watchdog,aligned_fresh,0.5044298344949937,0.11434814310734989
1751382000,2025_07,3,STRUCTURAL_DRIVE,2.18,0.0,score_loser,4.059,0.0,SCALP,LONG,357.5,0,3,,,,0.0,,,0.0,0.0
1751382000,2025_07,4,ROCHE_SNAP,2.87,0.0,score_loser,3.426,0.0,MEGA,LONG,316.0,11,3,,,,0.0,,,0.0,0.0
1751382000,2025_07,4,STRUCTURAL_DRIVE,2.87,0.0,score_loser,3.426,0.0,MEGA,LONG,316.0,11,3,,,,0.0,,,0.0,0.0
1751382000,2025_07,3,ROCHE_SNAP,2.18,0.0,traded,7.059,0.59,SCALP,LONG,357.5,0,3,Unknown,LONG,LOSS,-9.5,loss_watchdog,aligned_fresh,0.5776367512124829,0.06891188253305018
1751382720,2025_07,7,ROCHE_SNAP,2.01,2.74,traded,9.231,0.591,MEGA,LONG,274.5,151,3,Unknown,LONG,LOSS,-48.5,loss_watchdog,aligned_fresh,0.5744300162027274,0.05485117823751288
1751383440,2025_07,6,STRUCTURAL_DRIVE,2.42,2.74,score_loser,1.167,0.0,MEGA,SHORT,188.5,103,3,,,,0.0,,,0.0,0.0
1751383440,2025_07,7,ROCHE_SNAP,2.04,2.74,score_loser,2.038,0.0,MEGA,SHORT,130.5,151,3,,,,0.0,,,0.0,0.0
1751383440,2025_07,6,ROCHE_SNAP,2.42,2.74,traded,7.167,0.535,MEGA,SHORT,188.5,103,3,Unknown,SHORT,LOSS,-16.5,trail_stop,aligned_fresh,0.5360776414302565,0.10853026231246769
1751383440,2025_07,6,STRUCTURAL_DRIVE,2.42,2.74,score_loser,1.167,0.0,MEGA,SHORT,188.5,103,3,,,,0.0,,,0.0,0.0
1751383440,2025_07,7,ROCHE_SNAP,2.04,2.74,score_loser,2.038,0.0,MEGA,SHORT,130.5,151,3,,,,0.0,,,0.0,0.0
1751383440,2025_07,6,ROCHE_SNAP,2.42,2.74,traded,7.167,0.536,MEGA,SHORT,188.5,103,3,Unknown,SHORT,LOSS,-12.0,trail_stop,aligned_fresh,0.5311409597787462,0.10853026231246769
1751383440,2025_07,6,STRUCTURAL_DRIVE,2.42,2.74,score_loser,1.167,0.0,MEGA,SHORT,188.5,103,3,,,,0.0,,,0.0,0.0
1751383440,2025_07,7,ROCHE_SNAP,2.04,2.74,score_loser,2.038,0.0,MEGA,SHORT,130.5,151,3,,,,0.0,,,0.0,0.0
1751383440,2025_07,6,ROCHE_SNAP,2.42,2.74,traded,7.167,0.531,MEGA,SHORT,188.5,103,3,Unknown,SHORT,LOSS,-17.0,trail_stop,aligned_fresh,0.49964929505627204,0.048043185691267094
1751383920,2025_07,8,ROCHE_SNAP,2.03,2.74,gate3,9.213,0.47,MEGA,SHORT,170.5,151,3,,,,0.0,,,0.0,0.0
1751383920,2025_07,8,ROCHE_SNAP,2.03,2.74,gate3,9.213,0.474,MEGA,SHORT,170.5,151,3,,,,0.0,,,0.0,0.0
1751383920,2025_07,8,ROCHE_SNAP,2.03,2.74,gate3,9.213,0.472,MEGA,SHORT,170.5,151,3,,,,0.0,,,0.0,0.0
1751383920,2025_07,8,ROCHE_SNAP,2.03,2.74,gate3,9.213,0.471,MEGA,SHORT,170.5,151,3,,,,0.0,,,0.0,0.0
1751384160,2025_07,8,ROCHE_SNAP,2.08,2.74,traded,9.443,0.508,MEGA,SHORT,200.0,502,3,Unknown,SHORT,WIN,73.5,MAX_HOLD,aligned_fresh,0.540086595408603,0.06593089905724005
1751384940,2025_07,10,STRUCTURAL_DRIVE,2.14,2.74,score_loser,2.227,0.0,MEGA,LONG,214.0,164,3,,,,0.0,,,0.0,0.0
1751384940,2025_07,10,ROCHE_SNAP,2.14,2.74,traded,12.227,0.536,MEGA,LONG,214.0,164,3,Unknown,SHORT,LOSS,-20.0,trail_stop,aligned_fresh,0.5415679515703604,0.05355359778261022
1751385060,2025_07,10,ROCHE_SNAP,2.73,2.74,score_loser,1.0,0.0,MEGA,LONG,174.5,111,3,,,,0.0,,,0.0,0.0
1751385060,2025_07,10,STRUCTURAL_DRIVE,2.73,2.74,score_loser,1.0,0.0,MEGA,LONG,174.5,111,3,,,,0.0,,,0.0,0.0
1751385060,2025_07,10,STRUCTURAL_DRIVE,2.22,2.74,score_loser,0.979,0.0,MEGA,LONG,169.5,1620,3,,,,0.0,,,0.0,0.0
1751385060,2025_07,10,ROCHE_SNAP,2.26,2.74,score_loser,1.138,0.0,MEGA,LONG,155.5,1200,3,,,,0.0,,,0.0,0.0
1751385060,2025_07,10,STRUCTURAL_DRIVE,2.26,2.74,score_loser,1.138,0.0,MEGA,LONG,155.5,1200,3,,,,0.0,,,0.0,0.0
1751385060,2025_07,11,ROCHE_SNAP,2.43,2.74,score_loser,1.408,0.0,MEGA,LONG,194.0,454,3,,,,0.0,,,0.0,0.0
1751385060,2025_07,11,STRUCTURAL_DRIVE,2.43,2.74,score_loser,1.408,0.0,MEGA,LONG,194.0,454,3,,,,0.0,,,0.0,0.0
1751385060,2025_07,12,ROCHE_SNAP,3.95,2.74,score_loser,3.137,0.0,MEGA,LONG,224.0,363,3,,,,0.0,,,0.0,0.0
1751385060,2025_07,12,STRUCTURAL_DRIVE,3.95,2.74,score_loser,3.137,0.0,MEGA,LONG,224.0,363,3,,,,0.0,,,0.0,0.0
1751385060,2025_07,12,ROCHE_SNAP,2.48,2.74,score_loser,2.31,0.0,MEGA,LONG,227.0,221,3,,,,0.0,,,0.0,0.0
1751385060,2025_07,10,ROCHE_SNAP,2.22,2.74,traded,10.979,0.507,MEGA,LONG,169.5,1620,3,Unknown,SHORT,LOSS,-15.0,loss_watchdog,aligned_fresh,0.488852655013599,0.05355359778261022
1751385120,2025_07,11,ROCHE_SNAP,2.13,2.74,score_loser,1.383,0.0,MEGA,LONG,190.0,482,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,11,STRUCTURAL_DRIVE,2.13,2.74,score_loser,1.383,0.0,MEGA,LONG,190.0,482,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,ROCHE_SNAP,2.76,2.74,score_loser,2.023,0.0,MEGA,LONG,220.0,633,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,STRUCTURAL_DRIVE,2.76,2.74,score_loser,2.023,0.0,MEGA,LONG,220.0,633,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,ROCHE_SNAP,2.76,2.74,score_loser,2.642,0.0,MEGA,LONG,220.0,271,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,STRUCTURAL_DRIVE,2.76,2.74,score_loser,2.642,0.0,MEGA,LONG,220.0,271,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,ROCHE_SNAP,2.79,2.74,score_loser,2.28,0.0,MEGA,LONG,223.0,362,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,STRUCTURAL_DRIVE,2.79,2.74,score_loser,2.28,0.0,MEGA,LONG,223.0,362,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,ROCHE_SNAP,2.79,2.74,score_loser,2.662,0.0,MEGA,LONG,223.0,322,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,STRUCTURAL_DRIVE,2.79,2.74,score_loser,2.662,0.0,MEGA,LONG,223.0,322,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,11,STRUCTURAL_DRIVE,2.45,2.74,score_loser,1.28,0.0,MEGA,LONG,196.0,480,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,ROCHE_SNAP,2.52,2.74,score_loser,0.783,0.0,MEGA,LONG,220.0,651,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,STRUCTURAL_DRIVE,2.52,2.74,score_loser,0.783,0.0,MEGA,LONG,220.0,651,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,ROCHE_SNAP,2.52,2.74,score_loser,3.035,0.0,MEGA,LONG,220.0,271,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,STRUCTURAL_DRIVE,2.52,2.74,score_loser,3.035,0.0,MEGA,LONG,220.0,271,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,ROCHE_SNAP,2.09,2.74,score_loser,0.902,0.0,MEGA,LONG,212.5,482,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,ROCHE_SNAP,2.09,2.74,score_loser,2.308,0.0,MEGA,LONG,212.5,602,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,ROCHE_SNAP,2.11,2.74,score_loser,0.905,0.0,MEGA,LONG,220.5,352,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,STRUCTURAL_DRIVE,2.11,2.74,score_loser,0.905,0.0,MEGA,LONG,220.5,352,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,ROCHE_SNAP,2.11,2.74,score_loser,2.062,0.0,MEGA,LONG,220.5,602,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,STRUCTURAL_DRIVE,2.11,2.74,score_loser,2.062,0.0,MEGA,LONG,220.5,602,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,11,ROCHE_SNAP,2.45,2.74,traded,12.28,0.489,MEGA,LONG,196.0,480,3,Unknown,SHORT,LOSS,-7.5,trail_stop,aligned_fresh,0.4808736454731342,0.05355359778261022
1751385120,2025_07,11,ROCHE_SNAP,2.13,2.74,score_loser,1.383,0.0,MEGA,LONG,190.0,482,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,11,STRUCTURAL_DRIVE,2.13,2.74,score_loser,1.383,0.0,MEGA,LONG,190.0,482,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,ROCHE_SNAP,2.76,2.74,score_loser,2.023,0.0,MEGA,LONG,220.0,633,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,STRUCTURAL_DRIVE,2.76,2.74,score_loser,2.023,0.0,MEGA,LONG,220.0,633,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,ROCHE_SNAP,2.76,2.74,score_loser,2.642,0.0,MEGA,LONG,220.0,271,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,STRUCTURAL_DRIVE,2.76,2.74,score_loser,2.642,0.0,MEGA,LONG,220.0,271,3,,,,0.0,,,0.0,0.0
1751385120,2025_07,12,ROCHE_SNAP,2.79,2.74,score_loser,2.28,0.0,MEGA,LONG,223.0,362,3,,,,0.0,,,0.0,0.0
