ts,day,depth,pattern,micro_z,macro_z,gate,gate1_dist,gate3_conv,oracle_label,oracle_dir,oracle_pnl,template_id,tier,playbook,trade_direction,trade_result,trade_pnl,exit_reason,exit_signal_reason,exit_conviction,exit_wave_maturity
1759300200,2025_10,4,STRUCTURAL_DRIVE,2.22,0.0,score_loser,3.863,0.0,SCALP,SHORT,75.5,1,3,,,,0.0,,,0.0,0.0
1759300200,2025_10,4,ROCHE_SNAP,2.22,0.0,gate3,7.863,0.476,SCALP,SHORT,75.5,1,3,,,,0.0,,,0.0,0.0
1759300200,2025_10,4,STRUCTURAL_DRIVE,2.22,0.0,score_loser,3.863,0.0,SCALP,SHORT,75.5,1,3,,,,0.0,,,0.0,0.0
1759300200,2025_10,4,ROCHE_SNAP,2.22,0.0,gate3,7.863,0.47,SCALP,SHORT,75.5,1,3,,,,0.0,,,0.0,0.0
1759300200,2025_10,4,STRUCTURAL_DRIVE,2.22,0.0,score_loser,3.863,0.0,SCALP,SHORT,75.5,1,3,,,,0.0,,,0.0,0.0
1759300200,2025_10,4,ROCHE_SNAP,2.22,0.0,gate3,7.863,0.472,SCALP,SHORT,75.5,1,3,,,,0.0,,,0.0,0.0
1759300200,2025_10,4,STRUCTURAL_DRIVE,2.22,0.0,score_loser,3.863,0.0,SCALP,SHORT,75.5,1,3,,,,0.0,,,0.0,0.0
1759300200,2025_10,4,ROCHE_SNAP,2.22,0.0,gate3,7.863,0.468,SCALP,SHORT,75.5,1,3,,,,0.0,,,0.0,0.0
1759301100,2025_10,4,STRUCTURAL_DRIVE,3.63,0.0,score_loser,4.158,0.0,MEGA,LONG,229.5,11,3,,,,0.0,,,0.0,0.0
1759301100,2025_10,4,ROCHE_SNAP,3.63,0.0,gate3,8.158,0.466,MEGA,LONG,229.5,11,3,,,,0.0,,,0.0,0.0
1759301100,2025_10,4,STRUCTURAL_DRIVE,3.63,0.0,score_loser,4.158,0.0,MEGA,LONG,229.5,11,3,,,,0.0,,,0.0,0.0
1759301100,2025_10,4,ROCHE_SNAP,3.63,0.0,gate3,8.158,0.466,MEGA,LONG,229.5,11,3,,,,0.0,,,0.0,0.0
1759301100,2025_10,4,STRUCTURAL_DRIVE,3.63,0.0,score_loser,4.158,0.0,MEGA,LONG,229.5,11,3,,,,0.0,,,0.0,0.0
1759301100,2025_10,4,ROCHE_SNAP,3.63,0.0,gate3,8.158,0.46,MEGA,LONG,229.5,11,3,,,,0.0,,,0.0,0.0
1759301100,2025_10,4,STRUCTURAL_DRIVE,3.63,0.0,score_loser,4.158,0.0,MEGA,LONG,229.5,11,3,,,,0.0,,,0.0,0.0
1759301100,2025_10,4,ROCHE_SNAP,3.63,0.0,gate3,8.158,0.46,MEGA,LONG,229.5,11,3,,,,0.0,,,0.0,0.0
1759302000,2025_10,4,ROCHE_SNAP,2.26,0.0,gate1,5.027,0.0,MEGA,LONG,232.5,,,,,,0.0,,,0.0,0.0
1759302000,2025_10,4,STRUCTURAL_DRIVE,2.26,0.0,gate1,5.027,0.0,MEGA,LONG,232.5,,,,,,0.0,,,0.0,0.0
1759302000,2025_10,4,ROCHE_SNAP,2.26,0.0,gate1,5.027,0.0,MEGA,LONG,232.5,,,,,,0.0,,,0.0,0.0
1759302000,2025_10,4,STRUCTURAL_DRIVE,2.26,0.0,gate1,5.027,0.0,MEGA,LONG,232.5,,,,,,0.0,,,0.0,0.0
1759302000,2025_10,4,ROCHE_SNAP,2.26,0.0,gate1,5.027,0.0,MEGA,LONG,232.5,,,,,,0.0,,,0.0,0.0
1759302000,2025_10,4,STRUCTURAL_DRIVE,2.26,0.0,gate1,5.027,0.0,MEGA,LONG,232.5,,,,,,0.0,,,0.0,0.0
1759302000,2025_10,4,ROCHE_SNAP,2.26,0.0,gate1,5.027,0.0,MEGA,LONG,232.5,,,,,,0.0,,,0.0,0.0
1759302000,2025_10,4,STRUCTURAL_DRIVE,2.26,0.0,gate1,5.027,0.0,MEGA,LONG,232.5,,,,,,0.0,,,0.0,0.0
1759307400,2025_10,5,ROCHE_SNAP,3.14,2.22,score_loser,2.677,0.0,MEGA,LONG,112.5,20,3,,,,0.0,,,0.0,0.0
1759307400,2025_10,5,STRUCTURAL_DRIVE,3.14,2.22,score_loser,2.677,0.0,MEGA,LONG,112.5,20,3,,,,0.0,,,0.0,0.0
1759307400,2025_10,4,ROCHE_SNAP,2.07,0.0,traded,7.63,0.484,MEGA,LONG,158.0,0,3,Unknown,LONG,WIN,120.0,MAX_HOLD,aligned_fresh,0.4791910950011107,0.16066016845812603
1759328100,2025_10,4,ROCHE_SNAP,2.53,0.0,score_loser,3.659,0.0,MEGA,LONG,281.5,1,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,4,STRUCTURAL_DRIVE,2.53,0.0,score_loser,3.659,0.0,MEGA,LONG,281.5,1,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,5,STRUCTURAL_DRIVE,3.82,2.53,score_loser,2.374,0.0,MEGA,LONG,182.0,78,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,6,ROCHE_SNAP,3.69,2.53,score_loser,1.686,0.0,MEGA,LONG,397.0,771,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,6,STRUCTURAL_DRIVE,3.69,2.53,score_loser,1.686,0.0,MEGA,LONG,397.0,771,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,5,ROCHE_SNAP,3.82,2.53,gate3,7.374,0.47,MEGA,LONG,182.0,78,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,4,ROCHE_SNAP,2.53,0.0,score_loser,3.659,0.0,MEGA,LONG,281.5,1,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,4,STRUCTURAL_DRIVE,2.53,0.0,score_loser,3.659,0.0,MEGA,LONG,281.5,1,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,5,STRUCTURAL_DRIVE,3.82,2.53,score_loser,2.374,0.0,MEGA,LONG,182.0,78,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,6,ROCHE_SNAP,3.69,2.53,score_loser,1.686,0.0,MEGA,LONG,397.0,771,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,6,STRUCTURAL_DRIVE,3.69,2.53,score_loser,1.686,0.0,MEGA,LONG,397.0,771,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,5,ROCHE_SNAP,3.82,2.53,gate3,7.374,0.469,MEGA,LONG,182.0,78,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,4,ROCHE_SNAP,2.53,0.0,score_loser,3.659,0.0,MEGA,LONG,281.5,1,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,4,STRUCTURAL_DRIVE,2.53,0.0,score_loser,3.659,0.0,MEGA,LONG,281.5,1,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,5,STRUCTURAL_DRIVE,3.82,2.53,score_loser,2.374,0.0,MEGA,LONG,182.0,78,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,6,ROCHE_SNAP,3.69,2.53,score_loser,1.686,0.0,MEGA,LONG,397.0,771,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,6,STRUCTURAL_DRIVE,3.69,2.53,score_loser,1.686,0.0,MEGA,LONG,397.0,771,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,5,ROCHE_SNAP,3.82,2.53,gate3,7.374,0.469,MEGA,LONG,182.0,78,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,4,ROCHE_SNAP,2.53,0.0,score_loser,3.659,0.0,MEGA,LONG,281.5,1,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,4,STRUCTURAL_DRIVE,2.53,0.0,score_loser,3.659,0.0,MEGA,LONG,281.5,1,3,,,,0.0,,,0.0,0.0
1759328100,2025_10,5,STRUCTURAL_DRIVE,3.82,2.53,score_loser,2.374,0.0,MEGA,LONG,182.0,78,3,,,,0.0,,,0.0,0.0
