**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

x_q,y_q,n,mean_fwd,win_rate,interaction,regime_2d
0,0,552,15.53623188405797,0.6938405797101449,-5.564267952451283,UP_SMOOTH
0,1,624,23.240384615384617,0.6346153846153846,-8.817183568178688,UP_SMOOTH
0,2,1068,39.908941947565545,0.6207865168539326,5.358207870987208,UP_SMOOTH
1,0,792,10.57260101010101,0.6717171717171717,1.0707513285075017,UP_SMOOTH
1,1,1086,26.33816758747698,0.638121546961326,5.879249558829418,UP_SMOOTH
1,2,528,10.531723484848484,0.6325757575757576,-12.42036043681411,UP_SMOOTH
2,0,972,10.344650205761317,0.6039094650205762,5.554131625109607,UP_SMOOTH
2,1,552,14.591485507246377,0.6195652173913043,-1.1561014204593878,UP_SMOOTH
2,2,804,15.026119402985074,0.6318407960199005,-3.2146334177357154,UP_SMOOTH
0,0,276,6.725543478260869,0.572463768115942,-15.185776707305711,UP_CHOPPY
0,1,264,15.327651515151516,0.5492424242424242,-3.3824540102390657,UP_CHOPPY
0,2,636,32.332154088050316,0.589622641509434,6.188453041117782,UP_CHOPPY
1,0,384,12.942057291666666,0.6354166666666666,6.314574779100319,UP_CHOPPY
1,1,468,7.666666666666667,0.5833333333333334,4.240398814276316,UP_CHOPPY
1,2,540,2.7671296296296295,0.5277777777777778,-8.092733744302672,UP_CHOPPY
2,0,648,10.444444444444445,0.6234567901234568,6.175394441287111,UP_CHOPPY
2,1,444,1.8536036036036037,0.5382882882882883,0.7857682606222656,UP_CHOPPY
2,2,264,-3.7765151515151514,0.4621212121212121,-12.277946016038438,UP_CHOPPY
0,0,276,-20.826992753623188,0.40217391304347827,9.21821792109494,DOWN_SMOOTH
0,1,456,-38.918311403508774,0.36622807017543857,-2.86819953466906,DOWN_SMOOTH
0,2,660,-34.23257575757576,0.44545454545454544,-1.1092756704804643,DOWN_SMOOTH
1,0,732,-21.53756830601093,0.3551912568306011,-3.7894979628759806,DOWN_SMOOTH
1,1,354,-27.843220338983052,0.3700564971751412,-4.090248801726517,DOWN_SMOOTH
1,2,372,-12.69489247311828,0.45161290322580644,8.131267282393836,DOWN_SMOOTH
2,0,444,-12.84009009009009,0.4144144144144144,-2.8485210228770335,DOWN_SMOOTH
2,1,696,-13.889367816091953,0.3735632183908046,2.10710244524269,DOWN_SMOOTH
2,2,492,-12.071646341463415,0.42276422764227645,0.9980121381268159,DOWN_SMOOTH
0,0,252,-15.51388888888889,0.3968253968253968,-9.70373813078269,DOWN_CHOPPY
0,1,276,0.151268115942029,0.5615942028985508,11.77508546722871,DOWN_CHOPPY
0,2,456,-15.349780701754385,0.3881578947368421,0.1611894273100738,DOWN_CHOPPY
1,0,276,-7.586956521739131,0.42028985507246375,7.475907651001215,DOWN_CHOPPY
1,1,444,-27.82207207207207,0.3918918918918919,-6.945541306151245,DOWN_CHOPPY
1,2,180,-21.22222222222222,0.37222222222222223,3.5414613214763833,DOWN_CHOPPY
2,0,444,-4.787162162162162,0.4527027027027027,0.38981432941875926,DOWN_CHOPPY
2,1,288,-6.871527777777778,0.5243055555555556,4.1191153069836295,DOWN_CHOPPY
2,2,372,-19.862903225806452,0.3736559139784946,-4.98510736326727,DOWN_CHOPPY
0,0,768,1.9026692708333333,0.54296875,-0.41155863269653836,FLAT_SMOOTH
0,1,1104,-2.4375,0.5172101449275363,-1.1636154642523342,FLAT_SMOOTH
0,2,1248,3.8267227564102564,0.5600961538461539,1.3606720463663962,FLAT_SMOOTH
1,0,1464,0.4458674863387978,0.5184426229508197,0.4001630995780567,FLAT_SMOOTH
1,1,1530,-3.2676470588235293,0.4477124183006536,0.27476099369326734,FLAT_SMOOTH
1,2,84,10.267857142857142,0.5833333333333334,10.070329949582412,FLAT_SMOOTH
2,0,732,1.606898907103825,0.5396174863387978,0.646906094325898,FLAT_SMOOTH
2,1,588,-0.4995748299319728,0.49489795918367346,2.128544796567638,FLAT_SMOOTH
2,2,1884,-0.8386411889596603,0.5095541401273885,-1.950456808251576,FLAT_SMOOTH
0,0,564,1.4902482269503545,0.4574468085106383,3.069195691686563,FLAT_CHOPPY
0,1,1836,-0.5784313725490197,0.5065359477124183,1.75094452071869,FLAT_CHOPPY
0,2,3456,-4.961950231481482,0.4788773148148148,-0.05962761206215195,FLAT_CHOPPY
1,0,2209,3.8802625622453597,0.5654142145767316,1.0135700049955707,FLAT_CHOPPY
1,1,2387,-1.6434855467113532,0.5031420192710515,-3.759749675429641,FLAT_CHOPPY
1,2,1548,2.8690245478036176,0.5458656330749354,3.325707145236951,FLAT_CHOPPY
2,0,3036,-1.1898056653491436,0.5210803689064558,-2.787889598937959,FLAT_CHOPPY
2,1,1839,3.5281402936378465,0.524741707449701,2.6804847885805323,FLAT_CHOPPY
2,2,1152,-1.3934461805555556,0.4947916666666667,0.33184504053875075,FLAT_CHOPPY
