x_q,y_q,n,mean_fwd,win_rate,interaction,regime_2d
0,0,132,17.272727272727273,0.6818181818181818,-10.182780972704958,UP_SMOOTH
0,1,912,17.816611842105264,0.6480263157894737,-5.841007918233757,UP_SMOOTH
0,2,1200,39.31,0.6341666666666667,2.6677310594760826,UP_SMOOTH
1,0,1362,22.661710719530102,0.6864904552129222,6.804852629013617,UP_SMOOTH
1,1,252,3.2728174603174605,0.6825396825396826,-8.786152145105818,UP_SMOOTH
1,2,792,13.696338383838384,0.5707070707070707,-11.347280401769794,UP_SMOOTH
2,0,792,10.147727272727273,0.6123737373737373,-0.997799716847414,UP_SMOOTH
2,1,1176,13.770833333333334,0.6181972789115646,6.423194828851857,UP_SMOOTH
2,2,360,16.552777777777777,0.625,-3.7795099068885953,UP_SMOOTH
0,0,84,-1.8005952380952381,0.5119047619047619,-19.332370537164525,UP_CHOPPY
0,2,1092,24.374771062271062,0.5815018315018315,-5.074923342149393,UP_CHOPPY
1,0,636,7.452437106918239,0.5676100628930818,5.2044994808491865,UP_CHOPPY
1,1,660,11.498484848484848,0.6196969696969697,6.882795857268597,UP_CHOPPY
1,2,96,-23.716145833333332,0.3333333333333333,-37.882002564753556,UP_CHOPPY
2,0,528,5.523200757575758,0.5397727272727273,5.633695640915716,UP_CHOPPY
2,1,636,5.14622641509434,0.5974842767295597,2.888969933287102,UP_CHOPPY
2,2,192,2.1080729166666665,0.5208333333333334,-9.699351305344546,UP_CHOPPY
0,0,84,-1.244047619047619,0.5,27.278933581391776,DOWN_SMOOTH
0,1,288,-14.850694444444445,0.4375,12.14543139112721,DOWN_SMOOTH
0,2,1020,-40.88921568627451,0.396078431372549,1.5547515210153122,DOWN_SMOOTH
1,0,594,-24.34006734006734,0.3063973063973064,-8.114226471211122,DOWN_SMOOTH
1,1,588,-18.352891156462587,0.3979591836734694,-3.653905652474112,DOWN_SMOOTH
1,2,276,-18.46014492753623,0.5181159420289855,11.68668194817042,DOWN_SMOOTH
2,0,756,-13.402116402116402,0.3968253968253968,-4.9327768091820765,DOWN_SMOOTH
2,1,540,-13.248148148148148,0.387037037037037,-6.305663920081566,DOWN_SMOOTH
2,2,336,-11.968005952380953,0.4255952380952381,10.422319647403807,DOWN_SMOOTH
0,0,276,-7.061594202898551,0.43478260869565216,-3.4213390767027096,DOWN_CHOPPY
0,1,252,-7.614087301587301,0.5357142857142857,7.449664279564161,DOWN_CHOPPY
0,2,456,-15.349780701754385,0.3881578947368421,-0.9069653345946911,DOWN_CHOPPY
1,0,276,-7.586956521739131,0.42028985507246375,5.306012019090854,DOWN_CHOPPY
1,1,444,-27.82207207207207,0.3918918918918919,-3.5056070762864557,DOWN_CHOPPY
1,2,180,-21.22222222222222,0.37222222222222223,2.4733065595716255,DOWN_CHOPPY
2,0,444,-4.787162162162162,0.4527027027027027,-1.780081302491598,DOWN_CHOPPY
2,1,276,-10.332427536231885,0.48188405797101447,4.098149778394305,DOWN_CHOPPY
2,2,384,-16.969401041666668,0.4088541666666667,-3.159759941032247,DOWN_CHOPPY
0,0,876,0.6703767123287672,0.5376712328767124,0.338859632959658,FLAT_SMOOTH
0,1,864,3.3544560185185186,0.5254629629629629,1.0934735683656793,FLAT_SMOOTH
0,2,1380,0.04384057971014493,0.5521739130434783,-0.7565428887116373,FLAT_SMOOTH
1,0,1716,-2.4175407925407923,0.4819347319347319,-0.4805343551407708,FLAT_SMOOTH
1,1,1278,-0.15512519561815336,0.48278560250391234,-0.14758412900186213,FLAT_SMOOTH
1,2,84,10.267857142857142,0.5833333333333334,11.735997191204492,FLAT_SMOOTH
2,0,480,1.834375,0.53125,2.8570930113828354,FLAT_SMOOTH
2,1,1008,0.6240079365079365,0.5486111111111112,-0.2827394228929583,FLAT_SMOOTH
2,2,1716,-1.2861305361305362,0.48834498834498835,-0.7322789138003738,FLAT_SMOOTH
0,0,192,-6.6015625,0.4947916666666667,-4.093277877288681,FLAT_CHOPPY
0,1,1812,-2.4944812362030904,0.4735099337748344,0.45119511195076045,FLAT_CHOPPY
0,2,3852,-3.0068795430944966,0.49065420560747663,0.41502057473854936,FLAT_CHOPPY
1,0,3251,1.4770070747462318,0.5472162411565672,-0.4603483245284472,FLAT_CHOPPY
1,1,2161,1.6938917167977787,0.5201295696436835,0.19392804296563249,FLAT_CHOPPY
1,2,732,0.85724043715847,0.5355191256830601,-0.16649946699448137,FLAT_CHOPPY
2,0,2388,-1.3113484087102178,0.5159128978224455,-1.9800951843239234,FLAT_CHOPPY
2,1,2091,-0.6571018651362984,0.5126733620277379,-0.8884569153074712,FLAT_CHOPPY
2,2,1548,3.731427648578811,0.5251937984496124,3.9762963680868335,FLAT_CHOPPY
