**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

x_q,y_q,n,mean_fwd,win_rate,interaction,regime_2d
0,0,815,34.114110429447855,0.7680981595092025,-1.887830626688661,UP_SMOOTH
0,1,720,15.296875,0.6666666666666666,0.5413249194710765,UP_SMOOTH
0,2,769,12.286736020806241,0.6098829648894668,0.16005191965875554,UP_SMOOTH
1,0,679,32.549705449189986,0.6023564064801178,0.9987127719315332,UP_SMOOTH
1,1,996,14.96762048192771,0.6716867469879518,4.66301878027685,UP_SMOOTH
1,2,635,1.7326771653543307,0.5291338582677165,-5.943058556915088,UP_SMOOTH
2,0,828,37.57669082125604,0.5893719806763285,0.5036446687080769,UP_SMOOTH
2,1,612,9.549019607843137,0.6503267973856209,-6.277635569097244,UP_SMOOTH
2,2,924,16.338474025974026,0.6093073593073594,3.1406848284150897,UP_SMOOTH
0,0,504,12.074404761904763,0.5714285714285714,-9.456823994288623,UP_CHOPPY
0,1,504,10.838789682539682,0.6349206349206349,3.9625667853305444,UP_CHOPPY
0,2,287,6.798780487804878,0.5121951219512195,3.596940115322303,UP_CHOPPY
1,0,360,22.04375,0.6277777777777778,2.1828348729437685,UP_CHOPPY
1,1,444,1.606981981981982,0.5405405405405406,-3.598927286089997,UP_CHOPPY
1,2,505,5.563861386138614,0.5821782178217821,4.032334642793197,UP_CHOPPY
2,0,420,34.15952380952381,0.5428571428571428,9.299967862503237,UP_CHOPPY
2,1,360,9.870833333333334,0.5916666666666667,-0.33371675470299245,UP_CHOPPY
2,2,540,0.4685185185185185,0.5351851851851852,-6.061649044791247,UP_CHOPPY
0,0,828,-40.091485507246375,0.3973429951690821,4.175840177058809,DOWN_SMOOTH
0,1,432,-22.78935185185185,0.3449074074074074,5.82933422157021,DOWN_SMOOTH
0,2,264,-30.830492424242426,0.36742424242424243,-2.8948667340645677,DOWN_SMOOTH
1,0,324,-8.276234567901234,0.46296296296296297,13.10941979141301,DOWN_SMOOTH
1,1,569,-11.01274165202109,0.4077328646748682,-5.275726903589957,DOWN_SMOOTH
1,2,648,-11.63966049382716,0.39969135802469136,-6.5857061286402345,DOWN_SMOOTH
2,0,396,-36.46401515151515,0.43686868686868685,-4.4556346350690035,DOWN_SMOOTH
2,1,529,-18.295368620037806,0.3931947069943289,-1.9356277144747693,DOWN_SMOOTH
2,2,672,-14.785714285714286,0.4017857142857143,0.8909662366045392,DOWN_SMOOTH
0,0,444,-4.081081081081081,0.4346846846846847,6.6458610237580285,DOWN_CHOPPY
0,1,240,-24.034375,0.475,-16.665195791986292,DOWN_CHOPPY
0,2,288,-4.699652777777778,0.5,4.846437611375058,DOWN_CHOPPY
1,0,336,-25.752232142857142,0.33035714285714285,-6.113566282272412,DOWN_CHOPPY
1,1,397,-9.695843828715365,0.4256926952141058,6.5850591350439664,DOWN_CHOPPY
1,2,276,-20.883152173913043,0.4420289855072464,-2.4253380290145934,DOWN_CHOPPY
2,0,180,-22.570833333333333,0.45555555555555555,-7.700086391162133,DOWN_CHOPPY
2,1,371,-6.069407008086253,0.49056603773584906,5.443577037259548,DOWN_CHOPPY
2,2,456,-15.600328947368421,0.3574561403508772,-1.9104337208834945,DOWN_CHOPPY
0,0,1380,0.803804347826087,0.5557971014492754,-1.5719956142032832,FLAT_SMOOTH
0,1,924,7.394209956709957,0.5595238095238095,2.9036088752353626,FLAT_SMOOTH
0,2,805,-0.19813664596273292,0.5577639751552795,-0.8462823655433458,FLAT_SMOOTH
1,0,900,-0.8663888888888889,0.5,-0.05680178107997458,FLAT_SMOOTH
1,1,1296,0.7023533950617284,0.5285493827160493,-0.6028606165745809,FLAT_SMOOTH
1,2,948,-2.4005801687763713,0.4630801687763713,0.1366611814813008,FLAT_SMOOTH
2,0,822,-1.1362530413625305,0.48175182481751827,0.982904832681798,FLAT_SMOOTH
2,1,924,-1.8465909090909092,0.47619047619047616,-1.8422341544918046,FLAT_SMOOTH
2,2,1403,-2.5889166072701353,0.4868139700641482,1.257895509222951,FLAT_SMOOTH
0,0,2593,13.390860007713073,0.560740455071346,2.561135957465284,FLAT_CHOPPY
0,1,2013,5.9407600596125185,0.5399900645802285,-2.0014481334205323,FLAT_CHOPPY
0,2,1407,5.442608386638238,0.5707178393745558,-2.915980059772785,FLAT_CHOPPY
1,0,1548,-5.439114987080103,0.5071059431524548,-5.791571060501653,FLAT_CHOPPY
1,1,2064,-1.822795542635659,0.5203488372093024,0.71226424115753,FLAT_CHOPPY
1,2,2423,1.4401568303755674,0.505571605447792,3.5588363607907847,FLAT_CHOPPY
2,0,1837,-9.738568317909635,0.46869896570495373,-2.801656084750566,FLAT_CHOPPY
2,1,1955,-8.759590792838875,0.4859335038363171,1.0648372975349325,FLAT_CHOPPY
2,2,2235,-7.874384787472036,0.4657718120805369,1.5336630495238,FLAT_CHOPPY
