**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,seg_idx,shape_class,cluster_id,ride_pnl_pts,resolved_as_cascade,length_min,peak_abs_z
2025_02_26,9,LINEAR_UP,0,-2.5,True,164.92,4.119
2025_02_27,1,EXPONENTIAL_UP,0,31.25,False,105.0,2.548
2025_02_27,2,EXPONENTIAL_UP,0,-31.25,False,75.0,1.827
2025_02_27,3,LINEAR_DOWN,0,-8.5,False,30.0,2.196
2025_02_27,4,LOGARITHMIC_UP,0,199.25,False,540.0,3.93
2025_02_27,5,NOISE,1,-32.25,False,45.0,4.026
2025_02_27,6,LINEAR_DOWN,1,322.5,True,195.0,9.586
2025_02_27,7,STEP_UP,0,83.25,False,30.0,1.236
2025_02_27,8,STEP_DOWN,0,14.75,False,30.0,1.318
2025_02_27,9,EXPONENTIAL_DOWN,1,405.25,True,314.92,4.194
2025_02_28,1,EXPONENTIAL_DOWN,1,3.0,True,240.0,5.03
2025_02_28,2,BACK_SKEWED_UP,0,-2.5,False,30.0,1.711
2025_02_28,3,LINEAR_UP,-1,-28.5,False,105.0,1.857
2025_02_28,4,STEP_DOWN,0,-20.25,False,30.0,3.297
2025_02_28,5,BACK_SKEWED_UP,0,-7.75,False,30.0,1.127
2025_02_28,6,LINEAR_UP,0,42.0,False,225.0,3.003
2025_02_28,7,LINEAR_DOWN,1,75.5,True,180.0,7.761
2025_02_28,8,LINEAR_UP,0,29.75,True,165.0,5.811
2025_02_28,9,LINEAR_DOWN,1,-67.5,False,120.0,2.927
2025_02_28,10,EXPONENTIAL_UP,0,226.75,False,134.92,3.481
2025_03_03,1,EXPONENTIAL_UP,0,91.75,True,375.0,5.285
2025_03_03,2,STEP_UP,0,-2.25,False,60.0,2.455
2025_03_03,3,LOGARITHMIC_DOWN,1,25.25,True,60.0,4.406
2025_03_03,4,STEP_UP,-1,40.5,False,30.0,1.164
2025_03_03,5,LINEAR_UP,0,56.0,False,285.0,3.645
2025_03_03,6,EXPONENTIAL_DOWN,1,529.25,True,569.83,7.45
2025_03_04,1,NOISE,1,1.25,False,90.0,3.12
2025_03_04,2,LINEAR_UP,-1,22.75,False,90.0,1.904
2025_03_04,3,LINEAR_UP,0,22.25,True,195.0,4.051
2025_03_04,4,LINEAR_DOWN,1,35.75,False,120.0,3.943
2025_03_04,5,EXPONENTIAL_DOWN,0,22.75,False,60.0,1.582
2025_03_04,6,LINEAR_DOWN,1,194.5,True,435.0,5.375
2025_03_04,7,LOGARITHMIC_UP,0,277.0,False,404.92,2.881
2025_03_05,1,LOGARITHMIC_DOWN,1,14.5,True,135.0,4.358
2025_03_05,2,EXPONENTIAL_UP,0,57.0,False,150.0,1.959
2025_03_05,3,NOISE,0,-14.0,False,45.0,1.437
2025_03_05,4,NOISE,0,-8.5,False,60.0,2.326
2025_03_05,5,EXPONENTIAL_UP,0,27.5,True,135.0,4.414
2025_03_05,6,STEP_UP,0,-23.5,False,60.0,1.58
2025_03_05,7,LINEAR_DOWN,1,174.5,True,360.0,4.752
2025_03_05,8,LINEAR_UP,0,242.25,False,345.0,2.684
2025_03_05,9,LOGARITHMIC_DOWN,0,7.75,False,59.92,1.405
2025_03_06,1,NOISE,0,17.75,False,30.0,1.23
2025_03_06,2,EXPONENTIAL_DOWN,0,3.0,False,90.0,1.724
2025_03_06,3,LOGARITHMIC_UP,0,21.25,False,195.0,2.701
2025_03_06,4,LINEAR_DOWN,1,245.5,True,315.0,5.316
2025_03_06,5,EXPONENTIAL_DOWN,1,123.25,False,165.0,3.525
2025_03_06,6,EXPONENTIAL_UP,-1,172.0,False,90.0,3.038
2025_03_06,7,LINEAR_DOWN,1,318.75,False,285.0,2.481
2025_03_06,8,EXPONENTIAL_UP,0,66.75,False,164.92,3.569
2025_03_07,1,LINEAR_UP,0,11.0,False,90.0,2.419
2025_03_07,2,EXPONENTIAL_UP,0,0.25,False,45.0,1.554
2025_03_07,3,BACK_SKEWED_DOWN,0,-14.5,False,30.0,1.782
2025_03_07,4,LINEAR_DOWN,1,13.5,True,270.0,6.867
2025_03_07,5,STEP_UP,0,9.5,False,30.0,1.749
2025_03_07,6,LINEAR_UP,0,-3.0,False,150.0,3.727
2025_03_07,7,EXPONENTIAL_UP,0,1.25,False,60.0,2.221
2025_03_07,8,EXPONENTIAL_DOWN,1,128.0,True,390.0,5.453
2025_03_07,9,LOGARITHMIC_UP,0,158.25,False,209.92,2.365
2025_03_09,2,SYMMETRIC_V_DOWN,-1,5.5,False,44.92,1.789
2025_03_10,0,NOISE,0,0.0,False,285.0,2.902
2025_03_10,1,STEP_DOWN,0,1.5,False,30.0,3.246
2025_03_10,2,EXPONENTIAL_DOWN,-1,4.5,False,60.0,2.674
2025_03_10,3,EXPONENTIAL_DOWN,0,15.0,False,75.0,1.755
2025_03_10,4,EXPONENTIAL_DOWN,1,612.25,True,780.0,6.46
2025_03_10,5,EXPONENTIAL_UP,0,-57.0,False,90.0,1.237
2025_03_10,6,STEP_DOWN,1,1.75,False,30.0,1.214
2025_03_10,7,EXPONENTIAL_UP,0,-74.0,False,45.0,1.999
2025_03_10,8,LINEAR_DOWN,1,45.75,False,44.92,3.381
2025_03_11,1,LINEAR_UP,0,244.5,False,345.0,3.056
2025_03_11,2,EXPONENTIAL_DOWN,0,43.5,False,30.0,4.993
2025_03_11,3,LINEAR_UP,0,102.25,True,195.0,4.163
2025_03_11,4,STEP_DOWN,0,-0.5,False,30.0,6.712
2025_03_11,5,STEP_UP,0,47.25,False,30.0,1.891
2025_03_11,6,LINEAR_DOWN,1,144.5,False,90.0,3.679
2025_03_11,7,EXPONENTIAL_DOWN,1,-18.75,False,120.0,3.571
2025_03_11,8,EXPONENTIAL_DOWN,1,148.25,False,135.0,2.392
2025_03_11,9,LINEAR_UP,0,123.0,False,255.0,2.815
2025_03_11,10,LINEAR_DOWN,0,-58.0,False,119.92,1.608
2025_03_12,1,EXPONENTIAL_UP,0,30.25,False,60.0,1.7
2025_03_12,2,EXPONENTIAL_DOWN,0,31.25,False,60.0,2.201
2025_03_12,3,NOISE,0,-2.25,False,45.0,2.18
2025_03_12,4,EXPONENTIAL_DOWN,0,-7.0,False,75.0,1.358
2025_03_12,5,EXPONENTIAL_UP,0,20.25,False,30.08,3.792
2025_03_12,6,EXPONENTIAL_DOWN,1,29.0,True,104.92,6.703
2025_03_12,7,STEP_UP,0,10.75,False,30.0,2.008
2025_03_12,8,LINEAR_UP,0,156.25,True,375.0,9.059
2025_03_12,9,LINEAR_DOWN,1,-6.75,False,90.0,3.113
2025_03_12,10,EXPONENTIAL_DOWN,0,-1.5,False,60.0,1.554
2025_03_12,11,LINEAR_UP,0,46.25,False,120.0,1.365
2025_03_12,12,EXPONENTIAL_DOWN,0,100.0,False,105.0,1.785
2025_03_12,13,STEP_UP,0,36.0,False,90.0,1.143
2025_03_12,14,EXPONENTIAL_DOWN,0,-19.5,False,45.0,1.014
2025_03_12,15,EXPONENTIAL_UP,-1,56.5,False,59.92,2.419
2025_03_13,0,NOISE,-1,0.0,False,510.0,3.461
2025_03_13,1,LINEAR_UP,0,64.0,False,210.0,3.468
2025_03_13,2,EXPONENTIAL_DOWN,1,203.75,True,390.0,5.676
2025_03_13,3,EXPONENTIAL_UP,-1,-13.5,False,45.0,1.725
2025_03_13,4,EXPONENTIAL_DOWN,1,57.75,False,45.0,1.39
2025_03_13,5,LINEAR_UP,0,86.5,False,150.0,1.083
2025_03_13,6,STEP_DOWN,-1,-24.25,False,30.0,1.717
2025_03_13,7,EXPONENTIAL_UP,0,-6.75,False,59.92,1.77
2025_03_14,0,NOISE,0,0.0,True,330.0,12.896
2025_03_14,1,LINEAR_DOWN,1,11.5,False,165.0,3.298
2025_03_14,2,EXPONENTIAL_UP,0,220.0,True,600.0,4.589
2025_03_14,3,LINEAR_DOWN,0,-39.0,False,45.0,1.851
2025_03_14,4,STEP_UP,0,-3.75,False,30.0,2.289
2025_03_14,5,BACK_SKEWED_DOWN,0,13.0,False,30.0,2.991
2025_03_14,6,EXPONENTIAL_UP,1,-14.75,False,59.92,1.067
2025_03_16,0,NOISE,1,0.0,True,119.92,207.0
2025_03_17,0,NOISE,0,0.0,True,120.0,4.801
2025_03_17,1,SYMMETRIC_V_UP,0,-5.25,False,45.0,0.713
2025_03_17,2,EXPONENTIAL_UP,0,-12.75,False,45.0,1.981
2025_03_17,3,LINEAR_DOWN,0,7.0,False,30.0,2.418
2025_03_17,4,LINEAR_DOWN,1,-0.0,True,240.0,6.278
2025_03_17,5,LINEAR_UP,0,92.0,True,450.0,4.339
2025_03_17,6,LINEAR_DOWN,-1,-46.75,False,105.0,2.43
2025_03_17,7,LINEAR_UP,0,106.75,False,285.0,3.685
2025_03_17,8,EXPONENTIAL_DOWN,0,9.0,False,119.83,1.266
2025_03_18,1,LINEAR_DOWN,1,49.5,True,315.0,5.248
2025_03_18,2,LINEAR_UP,0,28.0,False,225.0,3.308
2025_03_18,3,EXPONENTIAL_DOWN,-1,11.75,False,45.0,3.489
2025_03_18,4,EXPONENTIAL_DOWN,1,273.75,True,360.0,8.409
2025_03_18,5,LOGARITHMIC_UP,0,34.0,False,150.0,2.635
2025_03_18,6,STEP_DOWN,0,28.5,False,30.0,1.358
2025_03_18,7,STEP_DOWN,0,-18.75,False,30.0,2.046
2025_03_18,8,STEP_UP,0,-0.25,False,30.0,0.698
2025_03_18,9,NOISE,0,11.5,False,75.0,0.464
2025_03_18,10,STEP_DOWN,1,-5.25,False,119.92,2.606
2025_03_19,0,NOISE,0,0.0,False,165.0,2.063
2025_03_19,1,NOISE,0,-9.5,False,45.25,1.212
2025_03_19,2,LOGARITHMIC_DOWN,1,55.5,True,344.75,5.247
2025_03_19,3,LINEAR_UP,0,56.25,False,225.0,2.407
2025_03_19,4,BACK_SKEWED_DOWN,0,19.75,False,30.0,2.461
2025_03_19,5,EXPONENTIAL_UP,-1,88.75,True,210.0,5.405
2025_03_19,6,LOGARITHMIC_DOWN,-1,43.75,False,45.0,1.67
2025_03_19,7,EXPONENTIAL_UP,1,80.0,False,30.0,1.705
2025_03_19,8,EXPONENTIAL_UP,0,96.0,False,270.0,3.965
2025_03_19,9,NOISE,0,-1.5,False,30.0,0.719
2025_03_19,10,SYMMETRIC_V_DOWN,0,22.75,False,44.5,1.643
2025_03_20,2,LINEAR_UP,0,58.75,False,240.0,2.641
2025_03_20,3,EXPONENTIAL_DOWN,1,304.5,True,450.0,4.848
2025_03_20,4,LINEAR_UP,0,105.0,True,180.0,4.873
2025_03_20,5,LINEAR_DOWN,1,42.75,False,180.0,1.965
2025_03_20,6,STEP_UP,0,44.5,False,30.0,1.772
2025_03_20,7,EXPONENTIAL_UP,0,2.25,False,239.83,2.198
2025_03_21,4,LINEAR_DOWN,1,26.0,False,195.08,3.805
2025_03_21,5,LINEAR_UP,0,-13.0,False,44.83,1.386
2025_03_21,6,STEP_UP,0,-2.0,False,30.08,1.731
2025_03_21,7,LINEAR_DOWN,1,141.0,False,59.83,7.719
2025_04_01,1,LINEAR_UP,0,81.5,False,255.0,3.022
2025_04_01,2,EXPONENTIAL_DOWN,1,28.75,False,45.0,1.938
2025_04_01,3,LINEAR_UP,0,120.0,True,225.0,4.349
2025_04_01,4,LINEAR_DOWN,1,108.5,False,45.0,2.535
2025_04_01,5,LINEAR_DOWN,1,13.75,False,165.0,2.419
2025_04_01,6,EXPONENTIAL_DOWN,1,36.25,True,60.0,4.627
2025_04_01,7,LINEAR_UP,0,197.75,True,195.0,4.107
2025_04_01,8,LINEAR_DOWN,1,56.75,True,105.0,4.201
2025_04_01,9,EXPONENTIAL_UP,0,175.5,False,269.92,2.452
2025_04_02,2,EXPONENTIAL_UP,0,20.5,False,30.0,2.552
2025_04_02,3,STEP_DOWN,-1,6.25,False,30.0,1.622
2025_04_02,4,EXPONENTIAL_DOWN,0,13.75,False,45.0,1.289
2025_04_02,5,LINEAR_DOWN,1,-12.75,False,105.0,2.268
2025_04_02,6,NOISE,0,15.75,False,30.0,1.605
2025_04_02,7,EXPONENTIAL_DOWN,1,-5.0,False,60.0,3.062
2025_04_02,8,EXPONENTIAL_DOWN,1,240.75,True,420.0,5.853
2025_04_02,9,EXPONENTIAL_UP,0,350.0,False,285.0,2.878
2025_04_02,10,STEP_DOWN,-1,-5.5,False,30.0,2.116
2025_04_02,11,LOGARITHMIC_DOWN,1,-62.0,False,75.0,1.903
2025_04_02,12,LINEAR_DOWN,1,877.75,True,239.92,4.727
2025_04_03,0,NOISE,0,0.0,False,315.08,2.634
2025_04_03,1,LINEAR_DOWN,1,38.75,False,74.92,3.33
2025_04_03,2,LINEAR_DOWN,-1,-34.25,False,105.0,2.118
2025_04_03,3,EXPONENTIAL_UP,0,-10.75,False,60.0,2.98
2025_04_03,4,BACK_SKEWED_DOWN,1,-12.5,False,30.0,0.645
2025_04_03,5,LINEAR_DOWN,1,180.5,True,360.0,4.482
2025_04_03,6,EXPONENTIAL_UP,-1,67.0,False,45.0,1.286
2025_04_03,7,LINEAR_DOWN,0,142.75,False,60.0,1.157
2025_04_03,8,EXPONENTIAL_UP,0,-18.75,False,30.0,1.126
2025_04_03,9,LINEAR_DOWN,1,165.5,False,359.92,2.932
2025_04_04,0,NOISE,1,0.0,True,120.0,5.075
2025_04_04,1,EXPONENTIAL_DOWN,1,14.25,True,225.0,4.784
2025_04_04,2,EXPONENTIAL_UP,0,9.0,False,165.0,2.154
2025_04_04,3,EXPONENTIAL_DOWN,1,453.25,True,285.0,8.682
2025_04_04,4,BACK_SKEWED_UP,0,145.25,False,30.0,1.356
2025_04_04,5,STEP_UP,1,-34.25,False,30.0,1.319
2025_04_04,6,EXPONENTIAL_DOWN,1,215.25,False,210.0,3.62
2025_04_04,7,LINEAR_DOWN,1,55.0,False,105.0,2.541
2025_04_04,8,EXPONENTIAL_DOWN,1,247.25,False,89.92,2.736
2025_04_06,0,NOISE,1,0.0,True,119.92,25.997
2025_04_07,0,NOISE,0,0.0,False,240.0,2.535
2025_04_07,1,LINEAR_DOWN,1,109.5,False,240.0,3.52
2025_04_07,2,LINEAR_UP,0,381.25,False,315.0,2.992
2025_04_07,3,EXPONENTIAL_DOWN,0,327.75,False,30.0,4.938
2025_04_07,4,LINEAR_UP,0,573.75,True,180.0,7.631
2025_04_07,5,NOISE,0,-146.5,False,30.0,1.021
2025_04_07,6,LOGARITHMIC_UP,0,192.25,False,195.0,2.12
2025_04_07,7,NOISE,0,-0.5,False,90.0,0.842
2025_04_07,8,EXPONENTIAL_UP,0,98.0,False,119.92,1.433
2025_04_08,1,LOGARITHMIC_UP,0,84.0,False,90.0,1.707
2025_04_08,2,EXPONENTIAL_DOWN,0,55.25,False,45.0,1.001
2025_04_08,3,LINEAR_UP,1,11.75,False,45.0,1.22
2025_04_08,4,LINEAR_DOWN,1,51.75,False,120.0,2.944
2025_04_08,5,LINEAR_UP,0,73.0,False,195.0,3.369
2025_04_08,6,LINEAR_DOWN,1,18.25,False,90.0,2.259
2025_04_08,7,EXPONENTIAL_UP,0,270.25,True,240.0,4.608
2025_04_08,8,EXPONENTIAL_UP,-1,-15.0,False,45.0,1.721
2025_04_08,9,LINEAR_DOWN,1,1038.75,False,479.92,3.582
2025_04_09,1,LOGARITHMIC_UP,0,-17.5,True,165.0,5.833
2025_04_09,2,EXPONENTIAL_DOWN,1,12.0,False,120.0,2.719
2025_04_09,3,BACK_SKEWED_UP,0,-50.25,False,30.0,2.507
2025_04_09,4,LINEAR_UP,0,319.75,True,210.0,5.009
2025_04_09,5,EXPONENTIAL_DOWN,1,70.75,True,195.0,6.825
2025_04_09,6,EXPONENTIAL_UP,0,2113.75,True,644.92,12.799
2025_04_10,0,NOISE,1,0.0,False,345.0,3.543
2025_04_10,1,EXPONENTIAL_UP,0,-44.5,False,105.0,3.338
2025_04_10,2,LINEAR_DOWN,1,96.25,True,180.0,5.011
2025_04_10,3,SYMMETRIC_V_DOWN,0,-50.25,False,45.0,2.548
2025_04_10,4,EXPONENTIAL_UP,0,-36.75,False,60.0,1.467
2025_04_10,5,EXPONENTIAL_DOWN,1,541.75,False,360.0,3.329
2025_04_10,6,LINEAR_UP,0,225.0,False,240.0,2.436
2025_04_10,7,LOGARITHMIC_DOWN,0,83.0,False,60.0,1.369
2025_04_10,8,EXPONENTIAL_UP,0,-95.5,False,44.92,3.103
2025_04_11,1,LINEAR_UP,0,401.75,False,435.0,3.507
2025_04_11,2,LOGARITHMIC_DOWN,1,-38.0,False,120.0,3.426
2025_04_11,3,STEP_UP,-1,35.5,False,30.0,1.718
2025_04_11,4,EXPONENTIAL_UP,0,-65.75,False,120.0,1.591
2025_04_11,5,LINEAR_DOWN,1,61.0,True,180.0,4.449
2025_04_11,6,LINEAR_UP,0,308.0,False,314.92,3.025
2025_04_13,1,LOGARITHMIC_UP,0,73.0,False,59.92,1.335
2025_04_14,0,NOISE,1,0.0,False,120.0,3.511
2025_04_14,1,LINEAR_UP,0,43.5,False,60.0,1.279
2025_04_14,2,LOGARITHMIC_UP,0,58.25,False,375.0,3.311
2025_04_14,3,LINEAR_DOWN,1,8.25,False,105.0,3.665
2025_04_14,4,EXPONENTIAL_UP,0,52.0,False,30.0,2.038
2025_04_14,5,NOISE,1,81.0,False,30.0,1.562
2025_04_14,6,EXPONENTIAL_UP,-1,144.5,False,90.0,3.03
2025_04_14,7,LINEAR_DOWN,1,86.0,False,60.0,3.231
2025_04_14,8,EXPONENTIAL_UP,0,-3.25,False,30.0,1.021
2025_04_14,9,LINEAR_DOWN,1,174.75,False,195.0,3.061
2025_04_14,10,LINEAR_UP,0,-31.5,False,120.0,2.511
2025_04_14,11,BACK_SKEWED_DOWN,-1,-39.0,False,30.0,2.379
2025_04_14,12,EXPONENTIAL_DOWN,1,33.75,False,194.92,1.444
2025_04_15,1,EXPONENTIAL_DOWN,0,20.75,False,30.0,1.012
2025_04_15,2,EXPONENTIAL_DOWN,1,1.0,False,90.0,2.001
2025_04_15,3,SYMMETRIC_V_DOWN,0,-16.0,False,60.0,1.376
2025_04_15,4,NOISE,0,-1.25,False,30.0,1.608
2025_04_15,5,EXPONENTIAL_UP,0,81.25,True,315.08,9.304
2025_04_15,6,LINEAR_DOWN,1,25.0,True,194.92,4.572
2025_04_15,7,LINEAR_UP,-1,118.75,False,45.0,3.742
2025_04_15,8,LINEAR_UP,0,-19.5,False,135.0,1.953
2025_04_15,9,LINEAR_DOWN,1,110.0,False,225.0,2.993
2025_04_15,10,EXPONENTIAL_DOWN,1,231.25,True,224.92,10.85
2025_04_16,1,LOGARITHMIC_UP,1,22.5,False,90.0,2.419
2025_04_16,2,NOISE,0,15.25,False,45.0,1.163
2025_04_16,3,EXPONENTIAL_UP,-1,-37.0,False,45.0,1.749
2025_04_16,4,LINEAR_DOWN,1,150.75,True,255.0,6.896
2025_04_16,5,LOGARITHMIC_UP,0,169.75,True,195.0,7.732
2025_04_16,6,LINEAR_DOWN,1,57.25,True,225.0,4.35
2025_04_16,7,EXPONENTIAL_DOWN,-1,48.5,False,60.0,2.307
2025_04_16,8,NOISE,-1,-1.0,False,30.0,1.307
2025_04_16,9,LINEAR_DOWN,1,189.75,True,240.0,4.523
2025_04_16,10,EXPONENTIAL_UP,0,2.25,False,194.92,1.136
2025_04_17,0,NOISE,0,0.0,True,525.0,6.468
2025_04_17,1,LINEAR_DOWN,1,0.25,False,60.0,2.186
2025_04_17,2,EXPONENTIAL_DOWN,1,105.5,True,435.0,5.65
2025_04_17,3,EXPONENTIAL_UP,0,-42.25,False,120.0,2.725
2025_04_17,4,NOISE,0,34.75,False,30.0,1.994
2025_04_17,5,NOISE,-1,15.0,False,30.0,2.226
2025_04_17,6,STEP_UP,0,59.5,False,59.92,1.202
2025_04_20,1,LOGARITHMIC_UP,-1,44.5,True,74.58,6.825
2025_04_21,1,LINEAR_DOWN,1,124.5,True,285.0,4.956
2025_04_21,2,LINEAR_UP,-1,4.75,False,60.0,3.451
2025_04_21,3,EXPONENTIAL_DOWN,1,62.75,True,210.0,4.152
2025_04_21,4,EXPONENTIAL_DOWN,0,4.75,False,45.0,1.75
2025_04_21,5,EXPONENTIAL_DOWN,1,323.0,True,540.0,6.094
2025_04_21,6,LINEAR_UP,0,157.25,True,254.92,7.461
2025_04_22,1,LOGARITHMIC_UP,0,36.75,True,75.0,5.144
2025_04_22,2,NOISE,0,-5.0,False,45.0,1.161
2025_04_22,3,STEP_DOWN,1,38.0,False,30.0,3.229
2025_04_22,4,LINEAR_DOWN,1,6.0,False,150.0,1.627
2025_04_22,5,LINEAR_UP,0,115.0,True,225.0,7.575
2025_04_22,6,STEP_DOWN,0,-2.0,False,30.0,0.969
2025_04_22,7,STEP_DOWN,0,8.25,False,30.0,1.365
2025_04_22,8,STEP_UP,0,-36.0,False,30.0,2.819
2025_04_22,9,LINEAR_DOWN,1,-42.75,False,90.0,2.818
2025_04_22,10,EXPONENTIAL_UP,0,279.25,False,270.0,3.646
2025_04_22,11,EXPONENTIAL_DOWN,1,29.25,False,75.0,2.058
2025_04_22,12,STEP_UP,0,41.0,False,30.0,0.342
2025_04_22,13,LOGARITHMIC_DOWN,0,28.75,False,75.0,2.115
2025_04_22,14,EXPONENTIAL_UP,0,396.5,True,224.92,13.092
2025_04_23,1,EXPONENTIAL_DOWN,1,31.5,False,90.0,3.598
2025_04_23,2,EXPONENTIAL_DOWN,0,-10.5,False,60.0,0.828
2025_04_23,3,EXPONENTIAL_UP,0,228.75,True,720.0,5.814
2025_04_23,4,LOGARITHMIC_DOWN,1,98.75,False,450.0,3.451
2025_04_23,5,EXPONENTIAL_UP,0,29.5,False,59.92,1.168
2025_04_24,1,LINEAR_DOWN,1,106.75,True,285.0,4.866
2025_04_24,2,EXPONENTIAL_DOWN,0,18.75,False,45.0,5.843
2025_04_24,3,SYMMETRIC_V_DOWN,-1,-24.5,False,45.0,1.451
2025_04_24,4,LINEAR_DOWN,1,43.25,False,195.0,3.367
2025_04_24,5,LOGARITHMIC_UP,-1,705.0,True,824.92,5.304
2025_04_25,1,STEP_DOWN,1,17.0,False,30.0,1.279
2025_04_25,2,LOGARITHMIC_DOWN,1,-2.0,False,135.0,2.313
2025_04_25,3,STEP_UP,-1,-21.25,False,30.0,2.609
2025_04_25,4,STEP_DOWN,1,16.5,False,30.0,0.688
2025_04_25,5,LINEAR_UP,0,51.0,False,120.0,1.928
2025_04_25,6,LOGARITHMIC_DOWN,-1,54.5,False,45.0,2.414
2025_04_25,7,BACK_SKEWED_UP,0,-5.5,False,30.0,1.174
2025_04_25,8,EXPONENTIAL_DOWN,1,92.75,True,315.0,5.111
2025_04_25,9,EXPONENTIAL_UP,0,73.75,False,45.0,5.879
2025_04_25,10,LINEAR_UP,0,161.0,False,404.92,2.771
2025_04_27,0,NOISE,1,0.0,False,119.92,2.507
2025_04_28,1,EXPONENTIAL_DOWN,1,-4.0,False,45.0,2.723
2025_04_28,2,EXPONENTIAL_UP,0,27.5,False,60.08,2.56
2025_04_28,3,LINEAR_DOWN,1,28.75,False,89.92,2.172
2025_04_28,4,LINEAR_UP,-1,12.25,False,30.0,0.936
2025_04_28,5,EXPONENTIAL_DOWN,0,2.25,False,75.0,1.283
2025_04_28,6,LINEAR_UP,0,88.5,True,255.0,5.592
2025_04_28,7,EXPONENTIAL_UP,0,7.0,False,105.0,1.892
2025_04_28,8,EXPONENTIAL_DOWN,1,1.5,False,30.0,1.927
2025_04_28,9,EXPONENTIAL_UP,0,89.25,False,75.0,3.182
2025_04_28,10,BACK_SKEWED_DOWN,1,-101.0,False,30.0,2.882
2025_04_28,11,STEP_DOWN,-1,-14.5,False,30.0,2.009
2025_04_28,12,LINEAR_DOWN,1,139.0,True,210.0,4.563
2025_04_28,13,LINEAR_UP,0,127.75,False,300.0,2.655
2025_04_28,14,EXPONENTIAL_DOWN,0,-21.25,False,44.92,2.29
2025_04_29,0,NOISE,0,0.0,True,270.0,21.39
2025_04_29,1,LOGARITHMIC_DOWN,1,48.5,False,150.0,2.435
2025_04_29,2,EXPONENTIAL_UP,0,63.75,False,60.0,3.211
2025_04_29,3,LINEAR_UP,-1,-41.5,False,120.0,1.803
2025_04_29,4,EXPONENTIAL_DOWN,1,89.75,True,225.0,5.13
2025_04_29,5,NOISE,-1,98.5,False,30.0,3.059
2025_04_29,6,EXPONENTIAL_UP,0,0.5,False,150.0,2.348
2025_04_29,7,NOISE,0,58.75,False,30.0,2.712
2025_04_29,8,LINEAR_UP,0,92.0,False,195.0,3.242
2025_04_29,9,EXPONENTIAL_DOWN,1,44.25,False,209.92,3.464
2025_04_30,0,NOISE,1,0.0,True,270.0,4.554
2025_04_30,1,NOISE,0,-7.5,False,30.0,1.33
2025_04_30,2,LINEAR_UP,0,71.0,True,300.0,4.289
2025_04_30,3,EXPONENTIAL_DOWN,1,176.75,True,330.0,6.046
2025_04_30,4,EXPONENTIAL_UP,0,503.5,True,509.92,5.129
2025_05_01,2,BACK_SKEWED_UP,-1,-10.25,False,45.0,1.517
2025_05_01,3,STEP_UP,-1,13.5,False,30.0,2.291
2025_05_01,4,STEP_DOWN,1,10.5,False,30.08,2.404
2025_05_01,5,LOGARITHMIC_UP,0,1.25,False,180.0,2.782
2025_05_01,6,EXPONENTIAL_DOWN,0,-12.0,False,60.0,3.043
2025_05_01,7,LINEAR_UP,0,9.25,False,44.92,2.869
2025_05_01,8,LINEAR_UP,0,73.0,False,255.0,3.197
2025_05_01,9,EXPONENTIAL_DOWN,1,97.25,True,120.0,5.566
2025_05_01,10,EXPONENTIAL_UP,-1,36.25,False,105.0,2.425
2025_05_01,11,EXPONENTIAL_DOWN,1,0.25,False,30.0,1.263
2025_05_01,12,EXPONENTIAL_UP,0,36.25,False,60.0,1.146
2025_05_01,13,LOGARITHMIC_DOWN,0,-30.0,False,75.0,1.545
2025_05_01,14,LINEAR_UP,0,-44.25,False,60.0,1.959
2025_05_01,15,LINEAR_DOWN,1,195.75,True,254.92,5.58
2025_05_02,0,NOISE,0,0.0,False,330.0,2.814
2025_05_02,1,LINEAR_DOWN,1,72.5,True,240.0,4.646
2025_05_02,2,NOISE,-1,-38.25,False,45.0,1.11
2025_05_02,3,EXPONENTIAL_UP,0,5.5,False,60.0,1.904
2025_05_02,4,EXPONENTIAL_DOWN,-1,13.5,False,30.0,1.69
2025_05_02,5,LOGARITHMIC_UP,0,290.0,True,435.0,15.404
2025_05_02,6,LOGARITHMIC_DOWN,1,11.75,False,119.92,3.635
2025_05_04,0,NOISE,-1,0.0,False,119.92,2.963
2025_05_05,1,LINEAR_DOWN,1,47.75,False,224.92,3.845
2025_05_05,2,LOGARITHMIC_UP,0,12.75,False,210.0,3.379
2025_05_05,3,LINEAR_DOWN,1,71.0,True,240.0,4.701
2025_05_05,4,EXPONENTIAL_DOWN,0,-18.0,False,75.0,2.11
2025_05_05,5,LINEAR_UP,0,128.5,True,360.0,4.49
2025_05_05,6,EXPONENTIAL_DOWN,1,121.75,False,284.92,3.82
2025_05_06,0,NOISE,1,0.0,False,285.0,3.197
2025_05_06,1,LOGARITHMIC_UP,0,-10.0,False,45.0,1.387
2025_05_06,2,EXPONENTIAL_DOWN,1,48.75,False,330.0,3.811
2025_05_06,3,STEP_UP,0,-55.75,False,30.0,2.346
2025_05_06,4,EXPONENTIAL_DOWN,0,7.25,False,30.0,3.017
2025_05_06,5,EXPONENTIAL_DOWN,1,12.75,False,135.0,3.136
2025_05_06,6,LINEAR_UP,0,79.0,False,180.0,2.856
2025_05_06,7,LINEAR_DOWN,1,-25.25,False,75.0,1.997
2025_05_06,8,EXPONENTIAL_UP,0,21.5,False,30.0,1.309
2025_05_06,9,NOISE,0,-79.0,False,60.0,1.742
2025_05_06,10,EXPONENTIAL_DOWN,1,52.5,False,30.0,2.227
