level,parent_motif_idx,seg_idx,start_ts,end_ts,start_iso,end_iso,length_min,slope_pts_per_min,mean_sigma,sigma_rank_mid,r2adj,shape_class,shape_pearson_r,peak_abs_z,tod_start_hour_utc,net_move_pts,day,split,sequence_position,prev_seg_shape,next_seg_idx,next_seg_continued,ride_pnl_pts,fade_pnl_pts,max_mfe_ride_pts,max_mae_ride_pts,max_mfe_fade_pts,max_mae_fade_pts,time_to_max_z_min,time_to_revert_min,resolved_as_cascade,extended_60m,extended_120m
motif,-1,0,1770768000,1770784200,2026-02-11T00:00:00+00:00,2026-02-11T04:30:00+00:00,270.0,,11.875,0.878,0.76,NOISE,-999.0,5.539,0,39.75,2026_02_11,OOS,0,NONE,8,False,0.0,-0.0,68.75,-7.75,7.75,-68.75,235.5,252.25,True,True,True
motif,-1,1,1770784200,1770808500,2026-02-11T04:30:00+00:00,2026-02-11T11:15:00+00:00,405.0,-0.2473,19.057,0.069,0.809,EXPONENTIAL_DOWN,0.99,4.183,4,-96.25,2026_02_11,OOS,1,NOISE,7,True,96.25,-96.25,166.25,-10.75,10.75,-166.25,334.42,387.67,True,True,True
motif,-1,2,1770808500,1770811200,2026-02-11T11:15:00+00:00,2026-02-11T12:00:00+00:00,45.0,-0.1185,31.324,0.562,0.161,FLATLINE,0.0,0.891,11,1.5,2026_02_11,OOS,2,EXPONENTIAL_DOWN,6,False,-1.5,1.5,9.25,-31.5,31.5,-9.25,16.37,16.58,False,False,False
motif,-1,3,1770811200,1770813000,2026-02-11T12:00:00+00:00,2026-02-11T12:30:00+00:00,30.0,0.0354,29.595,0.501,0.401,FLATLINE,0.0,2.076,12,34.0,2026_02_11,OOS,3,FLATLINE,5,True,34.0,-34.0,54.25,-8.0,8.0,-54.25,13.92,18.42,False,False,False
motif,-1,4,1770813000,1770822000,2026-02-11T12:30:00+00:00,2026-02-11T15:00:00+00:00,150.0,0.6869,49.65,1.0,0.651,EXPONENTIAL_UP,0.991,5.575,12,51.0,2026_02_11,OOS,4,FLATLINE,4,False,51.0,-51.0,207.5,-30.0,30.0,-207.5,120.75,122.42,True,True,True
motif,-1,5,1770822000,1770825600,2026-02-11T15:00:00+00:00,2026-02-11T16:00:00+00:00,60.0,-0.4587,98.148,1.0,0.033,FLATLINE,0.0,2.834,15,-53.5,2026_02_11,OOS,5,EXPONENTIAL_UP,3,True,53.5,-53.5,241.5,-32.0,32.0,-241.5,27.08,27.42,False,True,False
motif,-1,6,1770825600,1770832800,2026-02-11T16:00:00+00:00,2026-02-11T18:00:00+00:00,120.0,-0.608,101.105,0.001,0.286,FLATLINE,0.0,1.558,16,13.5,2026_02_11,OOS,6,FLATLINE,2,False,-13.5,13.5,106.25,-72.0,72.0,-106.25,62.58,111.83,False,True,True
motif,-1,7,1770832800,1770840900,2026-02-11T18:00:00+00:00,2026-02-11T20:15:00+00:00,135.0,0.5673,48.8,0.564,0.63,LINEAR_UP,0.986,2.207,18,42.0,2026_02_11,OOS,7,FLATLINE,1,True,42.0,-42.0,92.75,-63.25,63.25,-92.75,86.08,90.42,False,True,True
motif,-1,8,1770840900,1770846300,2026-02-11T20:15:00+00:00,2026-02-11T21:45:00+00:00,90.0,0.0884,32.982,0.626,0.264,FLATLINE,0.0,1.049,20,-26.25,2026_02_11,OOS,8,LINEAR_UP,0,False,-26.25,26.25,15.25,-38.5,38.5,-15.25,55.83,57.08,False,True,False
motif,-1,9,1770846300,1770854395,2026-02-11T21:45:00+00:00,2026-02-11T23:59:55+00:00,134.92,-0.1859,25.645,0.937,0.802,FLATLINE,0.0,2.952,21,-45.5,2026_02_11,OOS,9,FLATLINE,-1,False,45.5,-45.5,74.0,-11.75,11.75,-74.0,111.08,113.75,False,True,True
motif,-1,0,1770854400,1770877800,2026-02-12T00:00:00+00:00,2026-02-12T06:30:00+00:00,390.0,,18.942,0.117,0.828,NOISE,-999.0,59.043,0,91.75,2026_02_12,OOS,0,NONE,8,False,0.0,-0.0,112.25,-15.25,15.25,-112.25,342.92,,True,True,True
motif,-1,1,1770877800,1770885000,2026-02-12T06:30:00+00:00,2026-02-12T08:30:00+00:00,120.0,0.0719,13.407,0.999,0.741,FLATLINE,0.0,3.027,6,26.75,2026_02_12,OOS,1,NOISE,7,True,26.75,-26.75,45.0,-30.25,30.25,-45.0,90.5,92.83,False,True,True
motif,-1,2,1770885000,1770891300,2026-02-12T08:30:00+00:00,2026-02-12T10:15:00+00:00,105.0,0.1179,14.721,0.94,0.339,FLATLINE,0.0,3.304,8,-7.25,2026_02_12,OOS,2,FLATLINE,6,False,-7.25,7.25,23.75,-25.0,25.0,-23.75,9.75,10.08,False,True,False
motif,-1,3,1770891300,1770894000,2026-02-12T10:15:00+00:00,2026-02-12T11:00:00+00:00,45.0,-0.0343,7.042,0.308,0.137,FLATLINE,0.0,1.883,10,9.0,2026_02_12,OOS,3,FLATLINE,5,False,-9.0,9.0,7.75,-9.0,9.0,-7.75,45.0,,False,False,False
motif,-1,4,1770894000,1770897600,2026-02-12T11:00:00+00:00,2026-02-12T12:00:00+00:00,60.0,0.0764,7.993,0.998,0.034,FLATLINE,0.0,2.961,11,14.0,2026_02_12,OOS,4,FLATLINE,4,True,14.0,-14.0,18.5,-9.25,9.25,-18.5,31.08,31.92,False,True,False
motif,-1,5,1770897600,1770901200,2026-02-12T12:00:00+00:00,2026-02-12T13:00:00+00:00,60.0,0.05,9.375,0.999,0.239,FLATLINE,0.0,3.276,12,-9.25,2026_02_12,OOS,5,FLATLINE,3,True,-9.25,9.25,18.0,-22.75,22.75,-18.0,11.25,12.83,False,True,False
motif,-1,6,1770901200,1770905700,2026-02-12T13:00:00+00:00,2026-02-12T14:15:00+00:00,75.0,0.1281,15.173,0.688,0.52,FLATLINE,0.0,5.623,13,9.5,2026_02_12,OOS,6,FLATLINE,2,False,9.5,-9.5,62.5,-35.5,35.5,-62.5,43.67,43.75,True,True,False
motif,-1,7,1770905700,1770923700,2026-02-12T14:15:00+00:00,2026-02-12T19:15:00+00:00,300.0,-1.6557,109.218,1.0,0.735,LINEAR_DOWN,0.982,6.355,14,-491.75,2026_02_12,OOS,7,FLATLINE,1,False,491.75,-491.75,561.5,-24.0,24.0,-561.5,225.17,,True,True,True
motif,-1,8,1770923700,1770927300,2026-02-12T19:15:00+00:00,2026-02-12T20:15:00+00:00,60.0,0.175,27.637,0.251,0.066,FLATLINE,0.0,2.628,19,-4.75,2026_02_12,OOS,8,LINEAR_DOWN,0,False,-4.75,4.75,68.0,-29.5,29.5,-68.0,35.67,56.5,False,True,False
motif,-1,9,1770927300,1770940795,2026-02-12T20:15:00+00:00,2026-02-12T23:59:55+00:00,224.92,-0.2416,42.547,0.938,0.038,LINEAR_DOWN,0.991,3.617,20,-46.5,2026_02_12,OOS,9,FLATLINE,-1,False,46.5,-46.5,146.75,-0.5,0.5,-146.75,37.08,38.17,False,True,True
motif,-1,0,1770940800,1770944400,2026-02-13T00:00:00+00:00,2026-02-13T01:00:00+00:00,60.0,,48.043,,0.905,FLATLINE,0.0,1.559,0,-79.0,2026_02_13,OOS,0,NONE,8,False,0.0,-0.0,43.0,-109.75,109.75,-43.0,53.58,,False,True,False
motif,-1,1,1770944400,1770951600,2026-02-13T01:00:00+00:00,2026-02-13T03:00:00+00:00,120.0,0.1557,39.461,0.124,0.21,FLATLINE,0.0,1.17,1,62.0,2026_02_13,OOS,1,FLATLINE,7,False,62.0,-62.0,89.5,-0.75,0.75,-89.5,93.08,106.17,False,True,True
motif,-1,2,1770951600,1770953400,2026-02-13T03:00:00+00:00,2026-02-13T03:30:00+00:00,30.0,-0.1312,29.105,0.001,0.791,FLATLINE,0.0,0.832,3,-28.25,2026_02_13,OOS,2,FLATLINE,6,False,28.25,-28.25,33.75,-15.75,15.75,-33.75,24.67,,False,False,False
motif,-1,3,1770953400,1770955200,2026-02-13T03:30:00+00:00,2026-02-13T04:00:00+00:00,30.0,0.1618,25.179,0.001,0.718,FLATLINE,0.0,2.334,3,-25.0,2026_02_13,OOS,3,FLATLINE,5,False,-25.0,25.0,20.25,-30.25,30.25,-20.25,25.67,26.42,False,False,False
motif,-1,4,1770955200,1770970500,2026-02-13T04:00:00+00:00,2026-02-13T08:15:00+00:00,255.0,-0.3077,27.157,0.937,0.161,LINEAR_DOWN,0.981,3.214,4,-15.0,2026_02_13,OOS,4,FLATLINE,4,False,15.0,-15.0,104.5,-50.75,50.75,-104.5,157.67,158.58,False,True,True
motif,-1,5,1770970500,1770979500,2026-02-13T08:15:00+00:00,2026-02-13T10:45:00+00:00,150.0,0.3321,25.848,1.0,0.395,LINEAR_UP,0.985,2.443,8,27.0,2026_02_13,OOS,5,LINEAR_DOWN,3,False,27.0,-27.0,71.75,-59.25,59.25,-71.75,93.42,96.92,False,True,True
motif,-1,6,1770979500,1770989400,2026-02-13T10:45:00+00:00,2026-02-13T13:30:00+00:00,165.0,-0.4232,41.246,0.688,0.075,EXPONENTIAL_DOWN,0.988,4.074,10,6.25,2026_02_13,OOS,6,LINEAR_UP,2,False,-6.25,6.25,136.0,-6.25,6.25,-136.0,150.42,,True,True,True
motif,-1,7,1770989400,1770993900,2026-02-13T13:30:00+00:00,2026-02-13T14:45:00+00:00,75.0,0.2881,40.352,0.938,0.468,FLATLINE,0.0,3.566,13,-34.5,2026_02_13,OOS,7,EXPONENTIAL_DOWN,1,True,-34.5,34.5,49.5,-184.0,184.0,-49.5,72.67,72.92,False,True,False
motif,-1,8,1770993900,1771011900,2026-02-13T14:45:00+00:00,2026-02-13T19:45:00+00:00,300.0,0.7365,55.708,1.0,0.679,LINEAR_UP,0.99,3.478,14,171.0,2026_02_13,OOS,8,FLATLINE,0,False,171.0,-171.0,258.75,-50.75,50.75,-258.75,177.0,200.42,False,True,True
motif,-1,9,1771011900,1771019995,2026-02-13T19:45:00+00:00,2026-02-13T21:59:55+00:00,134.92,-0.7346,59.156,0.938,0.471,LINEAR_DOWN,0.989,4.199,19,-132.75,2026_02_13,OOS,9,LINEAR_UP,-1,False,132.75,-132.75,172.0,-28.0,28.0,-172.0,52.58,69.67,True,True,True
motif,-1,0,1771196400,1771199995,2026-02-15T23:00:00+00:00,2026-02-15T23:59:55+00:00,59.92,,11.654,,0.2,FLATLINE,0.0,2.357,23,23.75,2026_02_15,OOS,0,NONE,-1,False,0.0,-0.0,23.75,-56.25,56.25,-23.75,5.33,,False,False,False
motif,-1,0,1771200000,1771205400,2026-02-16T00:00:00+00:00,2026-02-16T01:30:00+00:00,90.0,,3.123,0.503,0.043,NOISE,-999.0,11.314,0,3.0,2026_02_16,OOS,0,NONE,7,False,0.0,-0.0,12.25,-23.5,23.5,-12.25,3.17,36.52,True,True,False
motif,-1,1,1771205400,1771209900,2026-02-16T01:30:00+00:00,2026-02-16T02:45:00+00:00,75.0,0.062,6.634,0.936,0.039,FLATLINE,0.0,10.052,1,5.0,2026_02_16,OOS,1,NOISE,6,False,5.0,-5.0,33.25,-8.75,8.75,-33.25,35.42,35.58,True,True,False
motif,-1,2,1771209900,1771215300,2026-02-16T02:45:00+00:00,2026-02-16T04:15:00+00:00,90.0,-0.0688,10.075,0.997,0.183,FLATLINE,0.0,2.784,2,-15.5,2026_02_16,OOS,2,FLATLINE,5,True,15.5,-15.5,35.0,-1.0,1.0,-35.0,47.75,50.5,False,True,False
motif,-1,3,1771215300,1771223400,2026-02-16T04:15:00+00:00,2026-02-16T06:30:00+00:00,135.0,-0.1051,10.79,0.062,0.689,LINEAR_DOWN,0.979,4.065,4,-18.5,2026_02_16,OOS,3,FLATLINE,4,False,18.5,-18.5,33.5,-12.0,12.0,-33.5,126.33,127.33,True,True,True
motif,-1,4,1771223400,1771225200,2026-02-16T06:30:00+00:00,2026-02-16T07:00:00+00:00,30.0,0.0153,10.636,0.883,0.764,FLATLINE,0.0,1.86,6,14.5,2026_02_16,OOS,4,LINEAR_DOWN,3,True,14.5,-14.5,17.0,-9.75,9.75,-17.0,28.1,,False,False,False
motif,-1,5,1771225200,1771239600,2026-02-16T07:00:00+00:00,2026-02-16T11:00:00+00:00,240.0,0.2957,22.083,0.631,0.505,LINEAR_UP,0.987,3.589,7,52.25,2026_02_16,OOS,5,FLATLINE,2,False,52.25,-52.25,97.0,0.0,-0.0,-97.0,147.92,185.0,False,True,True
motif,-1,6,1771239600,1771263000,2026-02-16T11:00:00+00:00,2026-02-16T17:30:00+00:00,390.0,-0.4236,31.808,0.988,0.803,EXPONENTIAL_DOWN,0.995,8.913,11,-128.25,2026_02_16,OOS,6,LINEAR_UP,1,False,128.25,-128.25,204.75,-3.5,3.5,-204.75,339.42,361.08,True,True,True
motif,-1,7,1771263000,1771282800,2026-02-16T17:30:00+00:00,2026-02-16T23:00:00+00:00,330.0,0.0032,26.723,0.251,0.129,FLATLINE,0.0,1.567,17,18.5,2026_02_16,OOS,7,EXPONENTIAL_DOWN,0,True,18.5,-18.5,20.0,-12.75,12.75,-20.0,21.0,22.33,False,True,True
motif,-1,8,1771282800,1771286395,2026-02-16T23:00:00+00:00,2026-02-16T23:59:55+00:00,59.92,0.2907,28.9,0.626,0.874,FLATLINE,0.0,2.897,23,50.75,2026_02_16,OOS,8,FLATLINE,-1,False,50.75,-50.75,73.75,-27.0,27.0,-73.75,51.58,57.83,False,False,False
motif,-1,0,1771286400,1771290000,2026-02-17T00:00:00+00:00,2026-02-17T01:00:00+00:00,60.0,,12.375,,0.222,FLATLINE,0.0,2.737,0,-22.25,2026_02_17,OOS,0,NONE,11,False,0.0,-0.0,14.75,-35.25,35.25,-14.75,57.42,58.17,False,True,False
motif,-1,1,1771290000,1771308000,2026-02-17T01:00:00+00:00,2026-02-17T06:00:00+00:00,300.0,-0.6566,45.148,0.877,0.715,LINEAR_DOWN,0.989,7.881,1,-210.25,2026_02_17,OOS,1,FLATLINE,10,True,210.25,-210.25,233.25,-28.5,28.5,-233.25,275.25,,True,True,True
motif,-1,2,1771308000,1771309800,2026-02-17T06:00:00+00:00,2026-02-17T06:30:00+00:00,30.0,-0.025,13.041,0.251,0.282,FLATLINE,0.0,1.897,6,27.5,2026_02_17,OOS,2,LINEAR_DOWN,9,False,-27.5,27.5,-0.0,-47.75,47.75,0.0,11.08,13.67,False,False,False
motif,-1,3,1771309800,1771311600,2026-02-17T06:30:00+00:00,2026-02-17T07:00:00+00:00,30.0,0.1208,13.101,0.124,0.607,FLATLINE,0.0,2.383,6,17.5,2026_02_17,OOS,3,FLATLINE,8,False,17.5,-17.5,27.0,-9.25,9.25,-27.0,16.67,17.33,False,False,False
motif,-1,4,1771311600,1771313400,2026-02-17T07:00:00+00:00,2026-02-17T07:30:00+00:00,30.0,-0.1431,14.856,1.0,0.357,FLATLINE,0.0,1.633,7,-30.25,2026_02_17,OOS,4,FLATLINE,7,False,30.25,-30.25,43.75,-1.25,1.25,-43.75,28.58,,False,False,False
motif,-1,5,1771313400,1771324200,2026-02-17T07:30:00+00:00,2026-02-17T10:30:00+00:00,180.0,0.3145,29.991,0.626,0.11,LINEAR_UP,0.993,5.246,7,59.75,2026_02_17,OOS,5,FLATLINE,6,False,59.75,-59.75,126.25,-12.75,12.75,-126.25,42.67,46.0,True,True,True
motif,-1,6,1771324200,1771329600,2026-02-17T10:30:00+00:00,2026-02-17T12:00:00+00:00,90.0,-0.2722,29.004,0.874,0.024,FLATLINE,0.0,2.681,10,-41.25,2026_02_17,OOS,6,LINEAR_UP,5,True,41.25,-41.25,86.0,-0.5,0.5,-86.0,55.25,56.58,False,True,False
motif,-1,7,1771329600,1771335900,2026-02-17T12:00:00+00:00,2026-02-17T13:45:00+00:00,105.0,-0.3161,28.823,0.064,0.463,EXPONENTIAL_DOWN,0.972,4.135,12,-14.75,2026_02_17,OOS,7,FLATLINE,4,False,14.75,-14.75,99.0,-48.5,48.5,-99.0,73.0,73.08,True,True,False
motif,-1,8,1771335900,1771339500,2026-02-17T13:45:00+00:00,2026-02-17T14:45:00+00:00,60.0,0.2569,26.737,0.751,0.56,FLATLINE,0.0,6.374,13,91.75,2026_02_17,OOS,8,EXPONENTIAL_DOWN,3,False,91.75,-91.75,206.5,-24.0,24.0,-206.5,54.67,57.67,True,True,False
motif,-1,9,1771339500,1771343100,2026-02-17T14:45:00+00:00,2026-02-17T15:45:00+00:00,60.0,-0.6653,55.808,1.0,0.364,FLATLINE,0.0,3.662,14,-172.0,2026_02_17,OOS,9,FLATLINE,2,False,172.0,-172.0,245.0,-5.0,5.0,-245.0,48.58,,False,True,False
motif,-1,10,1771343100,1771349400,2026-02-17T15:45:00+00:00,2026-02-17T17:30:00+00:00,105.0,0.6288,90.972,0.938,0.261,FLATLINE,0.0,2.927,15,230.5,2026_02_17,OOS,10,FLATLINE,1,True,230.5,-230.5,269.0,-17.75,17.75,-269.0,39.83,97.83,False,True,False
motif,-1,11,1771349400,1771363800,2026-02-17T17:30:00+00:00,2026-02-17T21:30:00+00:00,240.0,0.6875,75.231,0.751,0.171,LOGARITHMIC_UP,0.987,2.413,17,34.5,2026_02_17,OOS,11,FLATLINE,0,False,34.5,-34.5,135.5,-143.75,143.75,-135.5,23.67,133.67,False,True,True
motif,-1,12,1771363800,1771372795,2026-02-17T21:30:00+00:00,2026-02-17T23:59:55+00:00,149.92,-0.2729,34.158,0.999,0.795,LINEAR_DOWN,0.98,2.517,21,-77.0,2026_02_17,OOS,12,LOGARITHMIC_UP,-1,False,77.0,-77.0,84.75,-0.5,0.5,-84.75,137.42,,False,True,True
motif,-1,0,1771372800,1771379100,2026-02-18T00:00:00+00:00,2026-02-18T01:45:00+00:00,105.0,,8.776,0.835,0.246,NOISE,-999.0,3.851,0,22.25,2026_02_18,OOS,0,NONE,6,False,0.0,-0.0,45.25,0.0,-0.0,-45.25,15.33,16.25,False,True,False
motif,-1,1,1771379100,1771383600,2026-02-18T01:45:00+00:00,2026-02-18T03:00:00+00:00,75.0,0.132,12.533,0.936,0.652,FLATLINE,0.0,2.707,1,28.25,2026_02_18,OOS,1,NOISE,5,True,28.25,-28.25,39.25,-13.75,13.75,-39.25,61.92,70.92,False,True,False
motif,-1,2,1771383600,1771400700,2026-02-18T03:00:00+00:00,2026-02-18T07:45:00+00:00,285.0,0.3071,22.87,0.949,0.505,LINEAR_UP,0.987,3.312,3,80.0,2026_02_18,OOS,2,FLATLINE,4,True,80.0,-80.0,85.5,-22.0,22.0,-85.5,230.87,264.83,False,True,True
motif,-1,3,1771400700,1771414200,2026-02-18T07:45:00+00:00,2026-02-18T11:30:00+00:00,225.0,0.3953,28.024,0.938,0.489,LINEAR_UP,0.988,6.036,7,68.75,2026_02_18,OOS,3,LINEAR_UP,3,False,68.75,-68.75,101.75,-12.75,12.75,-101.75,114.68,205.42,True,True,True
motif,-1,4,1771414200,1771416000,2026-02-18T11:30:00+00:00,2026-02-18T12:00:00+00:00,30.0,-0.0292,13.099,0.251,0.055,FLATLINE,0.0,2.077,11,-10.75,2026_02_18,OOS,4,LINEAR_UP,2,True,10.75,-10.75,18.25,-6.5,6.5,-18.25,11.75,14.08,False,False,False
motif,-1,5,1771416000,1771425900,2026-02-18T12:00:00+00:00,2026-02-18T14:45:00+00:00,165.0,-0.2581,24.477,0.688,0.757,EXPONENTIAL_DOWN,0.992,3.734,12,-52.25,2026_02_18,OOS,5,FLATLINE,1,False,52.25,-52.25,142.25,-64.25,64.25,-142.25,150.75,151.08,False,True,True
motif,-1,6,1771425900,1771439400,2026-02-18T14:45:00+00:00,2026-02-18T18:30:00+00:00,225.0,0.9353,76.946,0.938,0.376,LINEAR_UP,0.992,3.757,14,222.0,2026_02_18,OOS,6,EXPONENTIAL_DOWN,0,False,222.0,-222.0,282.5,-47.0,47.0,-282.5,142.5,,False,True,True
motif,-1,7,1771439400,1771459195,2026-02-18T18:30:00+00:00,2026-02-18T23:59:55+00:00,329.92,-0.4453,49.557,0.878,0.072,LOGARITHMIC_DOWN,0.979,5.02,18,-103.0,2026_02_18,OOS,7,LINEAR_UP,-1,False,103.0,-103.0,210.5,-6.75,6.75,-210.5,106.0,124.33,True,True,True
motif,-1,0,1771459200,1771461900,2026-02-19T00:00:00+00:00,2026-02-19T00:45:00+00:00,45.0,,19.945,,0.446,FLATLINE,0.0,0.895,0,-36.5,2026_02_19,OOS,0,NONE,12,False,0.0,-0.0,3.25,-52.0,52.0,-3.25,25.42,33.0,False,False,False
motif,-1,1,1771461900,1771473600,2026-02-19T00:45:00+00:00,2026-02-19T04:00:00+00:00,195.0,0.2082,19.55,0.058,0.35,LINEAR_UP,0.979,4.242,0,52.25,2026_02_19,OOS,1,FLATLINE,11,True,52.25,-52.25,66.5,-1.75,1.75,-66.5,166.42,176.17,True,True,True
motif,-1,2,1771473600,1771476302,2026-02-19T04:00:00+00:00,2026-02-19T04:45:02+00:00,45.03,0.0514,11.066,0.061,0.626,FLATLINE,0.0,1.401,4,-12.5,2026_02_19,OOS,2,LINEAR_UP,10,False,-12.5,12.5,8.5,-16.0,16.0,-8.5,44.08,,False,False,False
motif,-1,3,1771476302,1771479000,2026-02-19T04:45:02+00:00,2026-02-19T05:30:00+00:00,44.97,-0.0788,9.503,0.311,0.002,FLATLINE,0.0,3.908,4,1.5,2026_02_19,OOS,3,FLATLINE,9,False,-1.5,1.5,31.75,-2.0,2.0,-31.75,22.65,44.8,False,False,False
motif,-1,4,1771479000,1771490700,2026-02-19T05:30:00+00:00,2026-02-19T08:45:00+00:00,195.0,0.2076,18.587,0.935,0.735,EXPONENTIAL_UP,0.993,2.516,5,34.5,2026_02_19,OOS,4,FLATLINE,8,False,34.5,-34.5,79.5,0.0,-0.0,-79.5,171.67,177.13,False,True,True
motif,-1,5,1771490700,1771506000,2026-02-19T08:45:00+00:00,2026-02-19T13:00:00+00:00,255.0,-0.5965,44.851,0.938,0.392,LINEAR_DOWN,0.983,4.304,8,-137.5,2026_02_19,OOS,5,EXPONENTIAL_UP,7,True,137.5,-137.5,192.75,-0.75,0.75,-192.75,197.58,220.58,True,True,True
motif,-1,6,1771506000,1771512300,2026-02-19T13:00:00+00:00,2026-02-19T14:45:00+00:00,105.0,-0.0744,16.607,0.814,0.064,FLATLINE,0.0,4.856,13,-35.5,2026_02_19,OOS,6,LINEAR_DOWN,6,False,35.5,-35.5,103.5,-8.25,8.25,-103.5,96.25,96.75,True,True,False
motif,-1,7,1771512300,1771514100,2026-02-19T14:45:00+00:00,2026-02-19T15:15:00+00:00,30.0,0.0556,19.095,1.0,0.505,FLATLINE,0.0,4.617,14,48.0,2026_02_19,OOS,7,FLATLINE,5,True,48.0,-48.0,110.75,-57.0,57.0,-110.75,18.67,19.58,False,False,False
motif,-1,8,1771514100,1771518600,2026-02-19T15:15:00+00:00,2026-02-19T16:30:00+00:00,75.0,0.1836,25.474,0.938,0.061,FLATLINE,0.0,4.579,15,-3.0,2026_02_19,OOS,8,FLATLINE,4,False,-3.0,3.0,73.25,-29.75,29.75,-73.25,68.33,52.58,True,True,False
motif,-1,9,1771518600,1771521300,2026-02-19T16:30:00+00:00,2026-02-19T17:15:00+00:00,45.0,-0.037,30.864,0.438,0.562,FLATLINE,0.0,2.268,16,-33.0,2026_02_19,OOS,9,FLATLINE,3,True,33.0,-33.0,78.25,-37.5,37.5,-78.25,21.83,23.25,False,False,False
motif,-1,10,1771521300,1771533900,2026-02-19T17:15:00+00:00,2026-02-19T20:45:00+00:00,210.0,-0.3363,33.715,0.001,0.192,LINEAR_DOWN,0.984,3.573,17,-40.25,2026_02_19,OOS,10,FLATLINE,2,False,40.25,-40.25,95.25,-54.0,54.0,-95.25,65.25,68.33,False,True,True
motif,-1,11,1771533900,1771537500,2026-02-19T20:45:00+00:00,2026-02-19T21:45:00+00:00,60.0,0.2882,27.357,0.625,0.016,FLATLINE,0.0,2.855,20,23.0,2026_02_19,OOS,11,LINEAR_DOWN,1,False,23.0,-23.0,63.25,-2.0,2.0,-63.25,18.0,25.17,False,True,False
motif,-1,12,1771537500,1771542000,2026-02-19T21:45:00+00:00,2026-02-19T23:00:00+00:00,75.0,-0.005,29.507,0.442,0.581,FLATLINE,0.0,0.796,21,10.25,2026_02_19,OOS,12,FLATLINE,0,False,-10.25,10.25,0.75,-10.25,10.25,-0.75,75.0,,False,True,False
motif,-1,13,1771542000,1771545595,2026-02-19T23:00:00+00:00,2026-02-19T23:59:55+00:00,59.92,0.2361,30.621,1.0,0.814,FLATLINE,0.0,2.012,23,37.5,2026_02_19,OOS,13,FLATLINE,-1,False,37.5,-37.5,47.25,-13.75,13.75,-47.25,37.0,53.58,False,False,False
motif,-1,0,1771545600,1771551000,2026-02-20T00:00:00+00:00,2026-02-20T01:30:00+00:00,90.0,,7.039,0.503,0.785,NOISE,-999.0,63.64,0,39.25,2026_02_20,OOS,0,NONE,13,False,0.0,-0.0,56.75,-18.0,18.0,-56.75,74.83,77.75,True,True,False
motif,-1,1,1771551000,1771552800,2026-02-20T01:30:00+00:00,2026-02-20T02:00:00+00:00,30.0,-0.0104,16.666,0.876,0.266,FLATLINE,0.0,1.078,1,-7.25,2026_02_20,OOS,1,NOISE,12,True,7.25,-7.25,23.75,-7.5,7.5,-23.75,20.93,21.27,False,False,False
motif,-1,2,1771552800,1771556400,2026-02-20T02:00:00+00:00,2026-02-20T03:00:00+00:00,60.0,-0.0708,14.377,0.125,0.319,FLATLINE,0.0,1.916,2,-13.0,2026_02_20,OOS,2,FLATLINE,11,False,13.0,-13.0,29.25,-24.0,24.0,-29.25,47.92,49.83,False,True,False
motif,-1,3,1771556400,1771558200,2026-02-20T03:00:00+00:00,2026-02-20T03:30:00+00:00,30.0,0.0764,13.275,0.124,0.372,FLATLINE,0.0,0.658,3,6.0,2026_02_20,OOS,3,FLATLINE,10,False,6.0,-6.0,14.25,-2.0,2.0,-14.25,25.6,26.0,False,False,False
motif,-1,4,1771558200,1771561800,2026-02-20T03:30:00+00:00,2026-02-20T04:30:00+00:00,60.0,-0.0795,12.25,0.731,0.042,FLATLINE,0.0,1.394,3,0.0,2026_02_20,OOS,4,FLATLINE,9,True,-0.0,0.0,16.5,-11.75,11.75,-16.5,31.83,,False,True,False
motif,-1,5,1771561800,1771563600,2026-02-20T04:30:00+00:00,2026-02-20T05:00:00+00:00,30.0,-0.009,7.761,0.223,0.026,FLATLINE,0.0,1.179,4,1.5,2026_02_20,OOS,5,FLATLINE,8,False,-1.5,1.5,8.75,-5.25,5.25,-8.75,10.7,18.83,False,False,False
motif,-1,6,1771563600,1771576200,2026-02-20T05:00:00+00:00,2026-02-20T08:30:00+00:00,210.0,0.1873,15.593,0.749,0.001,LINEAR_UP,0.989,4.291,5,25.75,2026_02_20,OOS,6,FLATLINE,7,False,25.75,-25.75,51.25,-7.0,7.0,-51.25,75.42,90.25,True,True,True
motif,-1,7,1771576200,1771578000,2026-02-20T08:30:00+00:00,2026-02-20T09:00:00+00:00,30.0,-0.059,12.078,0.125,0.586,FLATLINE,0.0,3.306,8,8.0,2026_02_20,OOS,7,LINEAR_UP,6,False,-8.0,8.0,30.75,-11.75,11.75,-30.75,5.33,29.92,False,False,False
motif,-1,8,1771578000,1771580700,2026-02-20T09:00:00+00:00,2026-02-20T09:45:00+00:00,45.0,0.1088,14.422,0.938,0.178,FLATLINE,0.0,3.554,9,22.0,2026_02_20,OOS,8,FLATLINE,5,False,22.0,-22.0,46.25,-4.75,4.75,-46.25,19.08,27.5,False,False,False
motif,-1,9,1771580700,1771597800,2026-02-20T09:45:00+00:00,2026-02-20T14:30:00+00:00,285.0,-0.4859,34.563,0.936,0.904,EXPONENTIAL_DOWN,0.996,4.309,9,-235.75,2026_02_20,OOS,9,FLATLINE,4,False,235.75,-235.75,259.75,-0.5,0.5,-259.75,275.67,,True,True,True
