day,seg_idx,original_shape,absorbed_to
2025_08_26,0,NOISE,NOISE
2025_08_26,1,FLATLINE,FLATLINE
2025_08_26,2,FLATLINE,FLATLINE
2025_08_26,3,FLATLINE,FLATLINE
2025_08_26,4,FLATLINE,FLATLINE
2025_08_26,5,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_08_26,6,FLATLINE,FLATLINE
2025_08_26,7,FLATLINE,FLATLINE
2025_08_26,8,FLATLINE,FLATLINE
2025_08_26,9,LINEAR_UP,LINEAR_UP
2025_08_26,10,FLATLINE,FLATLINE
2025_08_26,11,FLATLINE,FLATLINE
2025_08_26,12,LINEAR_UP,LINEAR_UP
2025_08_26,13,FLATLINE,FLATLINE
2025_08_26,14,FLATLINE,FLATLINE
2025_08_26,15,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_08_27,0,FLATLINE,FLATLINE
2025_08_27,1,LINEAR_UP,LINEAR_UP
2025_08_27,2,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_08_27,3,LINEAR_DOWN,LINEAR_DOWN
2025_08_27,4,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_08_27,5,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_08_27,6,LINEAR_UP,LINEAR_UP
2025_08_27,7,FLATLINE,FLATLINE
2025_08_27,8,LINEAR_DOWN,LINEAR_DOWN
2025_08_28,0,NOISE,NOISE
2025_08_28,1,FLATLINE,FLATLINE
2025_08_28,2,LINEAR_UP,LINEAR_UP
2025_08_28,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_08_28,4,FLATLINE,FLATLINE
2025_08_28,5,FLATLINE,FLATLINE
2025_08_28,6,LINEAR_UP,LINEAR_UP
2025_08_28,7,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_08_29,0,FLATLINE,FLATLINE
2025_08_29,1,LINEAR_DOWN,LINEAR_DOWN
2025_08_29,2,FLATLINE,FLATLINE
2025_08_29,3,LINEAR_DOWN,LINEAR_DOWN
2025_08_29,4,FLATLINE,FLATLINE
2025_08_29,5,FLATLINE,FLATLINE
2025_08_29,6,LINEAR_DOWN,LINEAR_DOWN
2025_08_29,7,FLATLINE,FLATLINE
2025_08_29,8,FLATLINE,FLATLINE
2025_08_29,9,FLATLINE,FLATLINE
2025_08_29,10,FLATLINE,FLATLINE
2025_08_31,0,NOISE,NOISE
2025_09_01,0,NOISE,NOISE
2025_09_01,1,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_09_01,2,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_09_01,3,LINEAR_UP,LINEAR_UP
2025_09_01,4,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_09_02,0,NOISE,NOISE
2025_09_02,1,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_09_02,2,FLATLINE,FLATLINE
2025_09_02,3,LINEAR_DOWN,LINEAR_DOWN
2025_09_02,4,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_09_02,5,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_09_03,0,NOISE,NOISE
2025_09_03,1,FLATLINE,FLATLINE
2025_09_03,2,FLATLINE,FLATLINE
2025_09_03,3,FLATLINE,FLATLINE
2025_09_03,4,FLATLINE,FLATLINE
2025_09_03,5,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_09_03,6,FLATLINE,FLATLINE
2025_09_03,7,FLATLINE,FLATLINE
2025_09_03,8,FLATLINE,FLATLINE
2025_09_03,9,FLATLINE,FLATLINE
2025_09_03,10,FLATLINE,FLATLINE
2025_09_03,11,FLATLINE,FLATLINE
2025_09_03,12,FLATLINE,FLATLINE
2025_09_03,13,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_09_03,14,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_09_04,0,FLATLINE,FLATLINE
2025_09_04,1,FLATLINE,FLATLINE
2025_09_04,2,FLATLINE,FLATLINE
2025_09_04,3,FLATLINE,FLATLINE
2025_09_04,4,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_09_04,5,FLATLINE,FLATLINE
2025_09_04,6,FLATLINE,FLATLINE
2025_09_04,7,LINEAR_UP,LINEAR_UP
2025_09_04,8,FLATLINE,FLATLINE
2025_09_04,9,LINEAR_DOWN,LINEAR_DOWN
2025_09_04,10,FLATLINE,FLATLINE
2025_09_04,11,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_09_05,0,FLATLINE,FLATLINE
2025_09_05,1,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_09_05,2,FLATLINE,FLATLINE
2025_09_05,3,LINEAR_UP,LINEAR_UP
2025_09_05,4,LINEAR_UP,LINEAR_UP
2025_09_05,5,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_09_05,6,LINEAR_DOWN,LINEAR_DOWN
2025_09_05,7,FLATLINE,FLATLINE
2025_09_05,8,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_09_07,0,NOISE,NOISE
2025_09_08,0,NOISE,NOISE
2025_09_08,1,LINEAR_DOWN,LINEAR_DOWN
2025_09_08,2,FLATLINE,FLATLINE
2025_09_08,3,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_09_08,4,FLATLINE,FLATLINE
2025_09_08,5,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_09_08,6,LINEAR_DOWN,LINEAR_DOWN
2025_09_08,7,FLATLINE,FLATLINE
2025_09_08,8,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_09_09,0,NOISE,NOISE
2025_09_09,1,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_09_09,2,FLATLINE,FLATLINE
2025_09_09,3,LINEAR_UP,LINEAR_UP
2025_09_09,4,FLATLINE,FLATLINE
2025_09_09,5,FLATLINE,FLATLINE
2025_09_09,6,FLATLINE,FLATLINE
2025_09_09,7,FLATLINE,FLATLINE
2025_09_09,8,FLATLINE,FLATLINE
2025_09_09,9,LINEAR_DOWN,LINEAR_DOWN
2025_09_09,10,LINEAR_UP,LINEAR_UP
2025_09_10,0,FLATLINE,FLATLINE
2025_09_10,1,STEP_DOWN,LINEAR_DOWN
2025_09_10,2,LINEAR_UP,LINEAR_UP
2025_09_10,3,LINEAR_DOWN,LINEAR_DOWN
2025_09_10,4,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_09_10,5,LINEAR_DOWN,LINEAR_DOWN
2025_09_10,6,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_09_11,0,NOISE,NOISE
2025_09_11,1,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_09_11,2,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_09_11,3,LINEAR_UP,LINEAR_UP
2025_09_11,4,LINEAR_UP,LINEAR_UP
2025_09_11,5,FLATLINE,FLATLINE
2025_09_11,6,FLATLINE,FLATLINE
2025_09_11,7,LINEAR_DOWN,LINEAR_DOWN
2025_09_12,0,FLATLINE,FLATLINE
2025_09_12,1,LINEAR_DOWN,LINEAR_DOWN
2025_09_12,2,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_09_12,3,LINEAR_DOWN,LINEAR_DOWN
2025_09_12,4,LINEAR_UP,LINEAR_UP
2025_09_12,5,FLATLINE,FLATLINE
2025_09_14,0,FLATLINE,FLATLINE
2025_09_14,1,LINEAR_DOWN,LINEAR_DOWN
2025_09_15,0,FLATLINE,FLATLINE
2025_09_15,1,LINEAR_UP,LINEAR_UP
2025_09_15,2,LINEAR_DOWN,LINEAR_DOWN
2025_09_15,3,LINEAR_UP,LINEAR_UP
2025_09_15,4,FLATLINE,FLATLINE
2025_09_15,5,FLATLINE,FLATLINE
2025_09_15,6,FLATLINE,FLATLINE
2025_09_15,7,LINEAR_UP,LINEAR_UP
2025_09_16,0,NOISE,NOISE
2025_09_16,1,LINEAR_DOWN,LINEAR_DOWN
2025_09_16,2,FLATLINE,FLATLINE
2025_09_16,3,LINEAR_UP,LINEAR_UP
2025_09_16,4,FLATLINE,FLATLINE
2025_09_16,5,FLATLINE,FLATLINE
2025_09_16,6,FLATLINE,FLATLINE
2025_09_16,7,FLATLINE,FLATLINE
2025_09_16,8,FLATLINE,FLATLINE
2025_09_17,0,FLATLINE,FLATLINE
2025_09_17,1,FLATLINE,FLATLINE
2025_09_17,2,LINEAR_DOWN,LINEAR_DOWN
2025_09_17,3,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_09_17,4,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_09_17,5,FLATLINE,FLATLINE
2025_09_17,6,FLATLINE,FLATLINE
2025_09_17,7,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_09_17,8,FLATLINE,FLATLINE
2025_09_17,9,FLATLINE,FLATLINE
2025_09_17,10,FLATLINE,FLATLINE
2025_09_17,11,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_09_18,0,FLATLINE,FLATLINE
2025_09_18,1,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_09_18,2,FLATLINE,FLATLINE
2025_09_18,3,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_09_18,4,FLATLINE,FLATLINE
2025_09_18,5,FLATLINE,FLATLINE
2025_09_18,6,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_09_18,7,FLATLINE,FLATLINE
2025_09_18,8,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_09_18,9,FLATLINE,FLATLINE
2025_09_18,10,FLATLINE,FLATLINE
2025_09_18,11,FLATLINE,FLATLINE
2025_09_19,0,FLATLINE,FLATLINE
2025_09_19,1,FLATLINE,FLATLINE
2025_09_19,2,FLATLINE,FLATLINE
2025_09_19,3,FLATLINE,FLATLINE
2025_09_19,4,FLATLINE,FLATLINE
2025_09_19,5,FLATLINE,FLATLINE
2025_09_19,6,FLATLINE,FLATLINE
2025_09_19,7,LINEAR_DOWN,LINEAR_DOWN
2025_09_19,8,FLATLINE,FLATLINE
2025_09_19,9,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_10_01,0,FLATLINE,FLATLINE
2025_10_01,1,FLATLINE,FLATLINE
2025_10_01,2,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_10_01,3,LINEAR_UP,LINEAR_UP
2025_10_01,4,FLATLINE,FLATLINE
2025_10_01,5,FLATLINE,FLATLINE
2025_10_02,0,NOISE,NOISE
2025_10_02,1,FLATLINE,FLATLINE
2025_10_02,2,FLATLINE,FLATLINE
2025_10_02,3,FLATLINE,FLATLINE
2025_10_02,4,LINEAR_UP,LINEAR_UP
2025_10_02,5,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_10_02,6,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_10_02,7,LINEAR_UP,LINEAR_UP
2025_10_02,8,FLATLINE,FLATLINE
2025_10_03,0,NOISE,NOISE
2025_10_03,1,FLATLINE,FLATLINE
2025_10_03,2,FLATLINE,FLATLINE
2025_10_03,3,FLATLINE,FLATLINE
2025_10_03,4,FLATLINE,FLATLINE
2025_10_03,5,LINEAR_DOWN,LINEAR_DOWN
2025_10_03,6,FLATLINE,FLATLINE
2025_10_03,7,FLATLINE,FLATLINE
2025_10_03,8,LINEAR_DOWN,LINEAR_DOWN
2025_10_05,0,NOISE,NOISE
2025_10_06,0,FLATLINE,FLATLINE
2025_10_06,1,LINEAR_UP,LINEAR_UP
2025_10_06,2,FLATLINE,FLATLINE
2025_10_06,3,FLATLINE,FLATLINE
2025_10_06,4,FLATLINE,FLATLINE
2025_10_06,5,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_10_06,6,FLATLINE,FLATLINE
2025_10_06,7,FLATLINE,FLATLINE
2025_10_06,8,FLATLINE,FLATLINE
2025_10_06,9,LINEAR_UP,LINEAR_UP
2025_10_06,10,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_10_07,0,FLATLINE,FLATLINE
2025_10_07,1,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_10_07,2,FLATLINE,FLATLINE
2025_10_07,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_10_07,4,LINEAR_UP,LINEAR_UP
2025_10_07,5,LINEAR_DOWN,LINEAR_DOWN
2025_10_07,6,FLATLINE,FLATLINE
2025_10_07,7,FLATLINE,FLATLINE
2025_10_07,8,LINEAR_UP,LINEAR_UP
2025_10_08,0,NOISE,NOISE
2025_10_08,1,LINEAR_DOWN,LINEAR_DOWN
2025_10_08,2,LINEAR_UP,LINEAR_UP
2025_10_08,3,FLATLINE,FLATLINE
2025_10_08,4,FLATLINE,FLATLINE
2025_10_08,5,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_10_09,0,NOISE,NOISE
2025_10_09,1,LINEAR_UP,LINEAR_UP
2025_10_09,2,FLATLINE,FLATLINE
2025_10_09,3,LINEAR_DOWN,LINEAR_DOWN
2025_10_09,4,FLATLINE,FLATLINE
2025_10_09,5,FLATLINE,FLATLINE
2025_10_09,6,FLATLINE,FLATLINE
2025_10_09,7,FLATLINE,FLATLINE
2025_10_09,8,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_10_09,9,FLATLINE,FLATLINE
2025_10_09,10,LINEAR_UP,LINEAR_UP
2025_10_10,0,FLATLINE,FLATLINE
2025_10_10,1,LINEAR_UP,LINEAR_UP
2025_10_10,2,FLATLINE,FLATLINE
2025_10_10,3,LINEAR_DOWN,LINEAR_DOWN
2025_10_10,4,FLATLINE,FLATLINE
2025_10_10,5,FLATLINE,FLATLINE
2025_10_10,6,FLATLINE,FLATLINE
2025_10_10,7,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_10_10,8,LINEAR_UP,LINEAR_UP
2025_10_10,9,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_10_12,0,FLATLINE,FLATLINE
2025_10_12,1,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_10_13,0,NOISE,NOISE
2025_10_13,1,FLATLINE,FLATLINE
2025_10_13,2,LINEAR_DOWN,LINEAR_DOWN
2025_10_13,3,FLATLINE,FLATLINE
2025_10_13,4,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_10_13,5,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_10_13,6,FLATLINE,FLATLINE
2025_10_13,7,LINEAR_UP,LINEAR_UP
2025_10_13,8,FLATLINE,FLATLINE
2025_10_13,9,FLATLINE,FLATLINE
2025_10_13,10,FLATLINE,FLATLINE
2025_10_13,11,FLATLINE,FLATLINE
2025_10_14,0,FLATLINE,FLATLINE
2025_10_14,1,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_10_14,2,FLATLINE,FLATLINE
2025_10_14,3,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_10_14,4,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_10_15,0,NOISE,NOISE
2025_10_15,1,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_10_15,2,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_10_15,3,FLATLINE,FLATLINE
2025_10_15,4,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_10_15,5,FLATLINE,FLATLINE
2025_10_16,0,NOISE,NOISE
2025_10_16,1,FLATLINE,FLATLINE
2025_10_16,2,FLATLINE,FLATLINE
2025_10_16,3,FLATLINE,FLATLINE
2025_10_16,4,FLATLINE,FLATLINE
2025_10_16,5,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_10_16,6,FLATLINE,FLATLINE
2025_10_16,7,FLATLINE,FLATLINE
2025_10_16,8,LINEAR_DOWN,LINEAR_DOWN
2025_10_16,9,FLATLINE,FLATLINE
2025_10_16,10,FLATLINE,FLATLINE
2025_10_17,0,NOISE,NOISE
2025_10_17,1,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_10_17,2,FLATLINE,FLATLINE
2025_10_17,3,LINEAR_UP,LINEAR_UP
2025_10_17,4,FLATLINE,FLATLINE
2025_10_17,5,FLATLINE,FLATLINE
2025_10_17,6,FLATLINE,FLATLINE
2025_10_17,7,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_10_19,0,FLATLINE,FLATLINE
2025_10_19,1,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_10_20,0,NOISE,NOISE
2025_10_20,1,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_10_20,2,FLATLINE,FLATLINE
2025_10_20,3,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_10_20,4,LINEAR_DOWN,LINEAR_DOWN
2025_10_20,5,FLATLINE,FLATLINE
2025_10_21,0,NOISE,NOISE
2025_10_21,1,LINEAR_DOWN,LINEAR_DOWN
2025_10_21,2,FLATLINE,FLATLINE
2025_10_21,3,LINEAR_UP,LINEAR_UP
2025_10_21,4,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_10_21,5,LINEAR_UP,LINEAR_UP
2025_10_21,6,FLATLINE,FLATLINE
2025_10_21,7,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_10_22,0,NOISE,NOISE
2025_10_22,1,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_10_22,2,LINEAR_DOWN,LINEAR_DOWN
2025_10_22,3,FLATLINE,FLATLINE
2025_10_22,4,FLATLINE,FLATLINE
2025_10_22,5,FLATLINE,FLATLINE
2025_10_22,6,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_10_22,7,LINEAR_UP,LINEAR_UP
2025_10_23,0,NOISE,NOISE
2025_10_23,1,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_10_23,2,LINEAR_UP,LINEAR_UP
2025_10_23,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_10_23,4,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_10_23,5,FLATLINE,FLATLINE
2025_10_23,6,LINEAR_UP,LINEAR_UP
2025_10_24,0,NOISE,NOISE
2025_10_24,1,LINEAR_UP,LINEAR_UP
2025_10_24,2,FLATLINE,FLATLINE
2025_10_24,3,LINEAR_UP,LINEAR_UP
2025_10_24,4,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_10_24,5,FLATLINE,FLATLINE
2025_10_26,0,FLATLINE,FLATLINE
2025_10_26,1,FLATLINE,FLATLINE
2025_10_27,0,NOISE,NOISE
2025_10_27,1,LINEAR_UP,LINEAR_UP
2025_10_27,2,FLATLINE,FLATLINE
2025_10_27,3,LINEAR_UP,LINEAR_UP
2025_10_27,4,FLATLINE,FLATLINE
2025_10_27,5,LINEAR_UP,LINEAR_UP
2025_10_28,0,NOISE,NOISE
2025_10_28,1,FLATLINE,FLATLINE
2025_10_28,2,FLATLINE,FLATLINE
2025_10_28,3,FLATLINE,FLATLINE
2025_10_28,4,FLATLINE,FLATLINE
2025_10_28,5,LINEAR_DOWN,LINEAR_DOWN
2025_10_28,6,FLATLINE,FLATLINE
2025_10_28,7,FLATLINE,FLATLINE
2025_10_28,8,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_10_28,9,FLATLINE,FLATLINE
2025_10_29,0,FLATLINE,FLATLINE
2025_10_29,1,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_10_29,2,LINEAR_DOWN,LINEAR_DOWN
2025_10_29,3,LINEAR_UP,LINEAR_UP
2025_10_29,4,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_10_29,5,FLATLINE,FLATLINE
2025_10_29,6,FLATLINE,FLATLINE
2025_10_29,7,FLATLINE,FLATLINE
2025_10_29,8,FLATLINE,FLATLINE
2025_10_29,9,FLATLINE,FLATLINE
2025_10_30,0,FLATLINE,FLATLINE
2025_10_30,1,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_10_30,2,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_10_30,3,FLATLINE,FLATLINE
2025_10_30,4,FLATLINE,FLATLINE
2025_10_30,5,FLATLINE,FLATLINE
2025_10_30,6,FLATLINE,FLATLINE
2025_10_30,7,FLATLINE,FLATLINE
2025_10_30,8,LINEAR_DOWN,LINEAR_DOWN
2025_10_30,9,FLATLINE,FLATLINE
2025_10_30,10,FLATLINE,FLATLINE
2025_10_30,11,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_10_30,12,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_10_31,0,FLATLINE,FLATLINE
2025_10_31,1,FLATLINE,FLATLINE
2025_10_31,2,FLATLINE,FLATLINE
2025_10_31,3,FLATLINE,FLATLINE
2025_10_31,4,FLATLINE,FLATLINE
2025_10_31,5,FLATLINE,FLATLINE
2025_10_31,6,FLATLINE,FLATLINE
2025_10_31,7,FLATLINE,FLATLINE
2025_10_31,8,FLATLINE,FLATLINE
2025_10_31,9,FLATLINE,FLATLINE
2025_10_31,10,FLATLINE,FLATLINE
2025_10_31,11,LINEAR_UP,LINEAR_UP
2025_10_31,12,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_10_31,13,FLATLINE,FLATLINE
2025_11_02,0,FLATLINE,FLATLINE
2025_11_03,0,FLATLINE,FLATLINE
2025_11_03,1,FLATLINE,FLATLINE
2025_11_03,2,LINEAR_DOWN,LINEAR_DOWN
2025_11_03,3,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_11_03,4,LINEAR_DOWN,LINEAR_DOWN
2025_11_03,5,FLATLINE,FLATLINE
2025_11_03,6,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_11_04,0,FLATLINE,FLATLINE
2025_11_04,1,FLATLINE,FLATLINE
2025_11_04,2,LINEAR_DOWN,LINEAR_DOWN
2025_11_04,3,FLATLINE,FLATLINE
2025_11_04,4,FLATLINE,FLATLINE
2025_11_04,5,FLATLINE,FLATLINE
2025_11_04,6,FLATLINE,FLATLINE
2025_11_04,7,FLATLINE,FLATLINE
2025_11_04,8,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_11_05,0,NOISE,NOISE
2025_11_05,1,FLATLINE,FLATLINE
2025_11_05,2,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_11_05,3,FLATLINE,FLATLINE
2025_11_05,4,FLATLINE,FLATLINE
2025_11_05,5,FLATLINE,FLATLINE
2025_11_05,6,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_11_05,7,LINEAR_UP,LINEAR_UP
2025_11_05,8,LINEAR_DOWN,LINEAR_DOWN
2025_11_06,0,FLATLINE,FLATLINE
2025_11_06,1,FLATLINE,FLATLINE
2025_11_06,2,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_11_06,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_11_06,4,LINEAR_UP,LINEAR_UP
2025_11_06,5,LINEAR_DOWN,LINEAR_DOWN
2025_11_06,6,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_11_06,7,FLATLINE,FLATLINE
2025_11_06,8,FLATLINE,FLATLINE
2025_11_07,0,NOISE,NOISE
2025_11_07,1,LINEAR_DOWN,LINEAR_DOWN
2025_11_07,2,FLATLINE,FLATLINE
2025_11_07,3,LINEAR_UP,LINEAR_UP
2025_11_07,4,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_11_07,5,LINEAR_UP,LINEAR_UP
2025_11_09,0,FLATLINE,FLATLINE
2025_11_10,0,NOISE,NOISE
2025_11_10,1,FLATLINE,FLATLINE
2025_11_10,2,FLATLINE,FLATLINE
2025_11_10,3,LINEAR_UP,LINEAR_UP
2025_11_10,4,FLATLINE,FLATLINE
2025_11_10,5,FLATLINE,FLATLINE
2025_11_10,6,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_11_10,7,FLATLINE,FLATLINE
2025_11_10,8,FLATLINE,FLATLINE
2025_11_10,9,FLATLINE,FLATLINE
2025_11_10,10,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_11_11,0,NOISE,NOISE
2025_11_11,1,FLATLINE,FLATLINE
2025_11_11,2,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_11_11,3,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_11_11,4,FLATLINE,FLATLINE
2025_11_11,5,LINEAR_DOWN,LINEAR_DOWN
2025_11_11,6,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_11_11,7,FLATLINE,FLATLINE
2025_11_12,0,NOISE,NOISE
2025_11_12,1,FLATLINE,FLATLINE
2025_11_12,2,LINEAR_UP,LINEAR_UP
2025_11_12,3,FLATLINE,FLATLINE
2025_11_12,4,FLATLINE,FLATLINE
2025_11_12,5,FLATLINE,FLATLINE
2025_11_12,6,LINEAR_DOWN,LINEAR_DOWN
2025_11_12,7,FLATLINE,FLATLINE
2025_11_12,8,FLATLINE,FLATLINE
2025_11_12,9,LINEAR_UP,LINEAR_UP
2025_11_12,10,FLATLINE,FLATLINE
2025_11_13,0,FLATLINE,FLATLINE
2025_11_13,1,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_11_13,2,FLATLINE,FLATLINE
2025_11_13,3,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_11_13,4,LINEAR_DOWN,LINEAR_DOWN
2025_11_13,5,FLATLINE,FLATLINE
2025_11_13,6,LINEAR_DOWN,LINEAR_DOWN
2025_11_13,7,FLATLINE,FLATLINE
2025_11_14,0,FLATLINE,FLATLINE
2025_11_14,1,FLATLINE,FLATLINE
2025_11_14,2,FLATLINE,FLATLINE
2025_11_14,3,FLATLINE,FLATLINE
2025_11_14,4,FLATLINE,FLATLINE
2025_11_14,5,LINEAR_DOWN,LINEAR_DOWN
2025_11_14,6,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_11_14,7,LINEAR_UP,LINEAR_UP
2025_11_14,8,LINEAR_DOWN,LINEAR_DOWN
2025_11_16,0,FLATLINE,FLATLINE
2025_11_17,0,NOISE,NOISE
2025_11_17,1,FLATLINE,FLATLINE
2025_11_17,2,LINEAR_UP,LINEAR_UP
2025_11_17,3,FLATLINE,FLATLINE
2025_11_17,4,FLATLINE,FLATLINE
2025_11_17,5,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_11_17,6,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_11_17,7,FLATLINE,FLATLINE
2025_11_17,8,LINEAR_DOWN,LINEAR_DOWN
2025_11_17,9,FLATLINE,FLATLINE
2025_11_18,0,FLATLINE,FLATLINE
2025_11_18,1,FLATLINE,FLATLINE
2025_11_18,2,LINEAR_DOWN,LINEAR_DOWN
2025_11_18,3,FLATLINE,FLATLINE
2025_11_18,4,FLATLINE,FLATLINE
2025_11_18,5,LINEAR_UP,LINEAR_UP
2025_11_18,6,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_11_18,7,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_11_18,8,LINEAR_DOWN,LINEAR_DOWN
2025_11_19,0,FLATLINE,FLATLINE
2025_11_19,1,FLATLINE,FLATLINE
2025_11_19,2,LINEAR_UP,LINEAR_UP
2025_11_19,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_11_19,4,LINEAR_UP,LINEAR_UP
2025_11_19,5,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_11_19,6,FLATLINE,FLATLINE
2025_11_19,7,FLATLINE,FLATLINE
2025_11_19,8,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_11_19,9,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_11_20,0,FLATLINE,FLATLINE
2025_11_20,1,FLATLINE,FLATLINE
2025_11_20,2,FLATLINE,FLATLINE
2025_11_20,3,LINEAR_UP,LINEAR_UP
2025_11_20,4,FLATLINE,FLATLINE
2025_11_20,5,FLATLINE,FLATLINE
