**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

level,parent_motif_idx,seg_idx,start_ts,end_ts,start_iso,end_iso,length_min,slope_pts_per_min,mean_sigma,sigma_rank_mid,r2adj,shape_class,shape_pearson_r,peak_abs_z,tod_start_hour_utc,net_move_pts,day,split,sequence_position,prev_seg_shape,next_seg_idx,next_seg_continued,ride_pnl_pts,fade_pnl_pts,max_mfe_ride_pts,max_mae_ride_pts,max_mfe_fade_pts,max_mae_fade_pts,time_to_max_z_min,time_to_revert_min,resolved_as_cascade,extended_60m,extended_120m,n_bars_in_seg,z_close_15m__mean,z_close_15m__std,z_close_15m__q10,z_close_15m__q50,z_close_15m__q90,z_close_15m__pct_pos,sigma_rank_15m__mean,sigma_rank_15m__std,sigma_rank_15m__q10,sigma_rank_15m__q50,sigma_rank_15m__q90,slope_5m__mean,slope_5m__std,slope_5m__q10,slope_5m__q50,slope_5m__q90,slope_5m__pct_pos,z_close_5m__mean,z_close_5m__std,z_close_5m__q10,z_close_5m__q50,z_close_5m__q90,z_close_5m__pct_pos,sigma_rank_5m__mean,sigma_rank_5m__std,sigma_rank_5m__q10,sigma_rank_5m__q50,sigma_rank_5m__q90,r2adj_5m__mean,r2adj_5m__std,r2adj_5m__q10,r2adj_5m__q50,r2adj_5m__q90,slope_15m__mean,slope_15m__std,slope_15m__q10,slope_15m__q50,slope_15m__q90,slope_15m__pct_pos
motif,-1,0,1735772400,1735775995,2025-01-01T23:00:00+00:00,2025-01-01T23:59:55+00:00,59.92,,11.852,,0.528,NOISE,-999.0,23.476,23,0.75,2025_01_01,IS,0,NONE,-1,False,0.0,-0.0,51.75,-23.25,23.25,-51.75,5.08,5.17,False,False,False,606,-7.030928353076333,7.92722608569358,-19.23330444827409,-1.6045802491555874,-0.8775621957624621,0.033003300330033,0.6861439811286008,0.18030300034982016,0.5038850532945737,0.7637736900780379,0.9240497958714278,-0.06145536562203134,0.006015410399305152,-0.06682098765431874,-0.06257716049382604,-0.053742283950618405,0.0,-1.5702323636744717,0.9762092875003892,-2.6139877847104933,-1.3970939914466531,-0.5123155195786812,0.02857142857142857,0.7690321512379852,0.223008482659181,0.5111111111111111,0.869198312236287,0.9817275747508306,0.37952469941233463,0.32769731612456754,-0.006320631972459932,0.3171244724272376,0.8537292396444565,,,,,,
motif,-1,0,1735776000,1735805700,2025-01-02T00:00:00+00:00,2025-01-02T08:15:00+00:00,495.0,,32.378,0.107,0.792,NOISE,-999.0,3.997,0,155.0,2025_01_02,IS,0,NONE,5,False,0.0,-0.0,157.25,-136.75,136.75,-157.25,494.17,,False,True,True,5223,1.0885328298822485,0.7865543393181513,-0.002025491453149207,1.0702763678899436,2.0281495271468377,0.899671727533853,0.5071371667349504,0.3963448642829573,0.035416666666666666,0.4798611111111111,0.9743055555555555,0.03498243550206258,0.05812713992951043,-0.03256172839506285,0.03603395061728507,0.11280864197530414,0.7300484312486839,0.43823196479065146,1.4954327665290224,-1.5224974186958935,0.8774174245278651,1.9020878372469059,0.6737130553924447,0.45399911298311546,0.3348770144192149,0.02361111111111111,0.4388888888888889,0.9645833333333333,0.4075175747619252,0.29018294809189554,0.01575863619772475,0.4001977332991782,0.8096067698664603,0.03935346926879922,0.016634851158258874,0.017766203703705387,0.03737461419753142,0.06015625,1.0
motif,-1,1,1735805700,1735807500,2025-01-02T08:15:00+00:00,2025-01-02T08:45:00+00:00,30.0,-0.0465,18.708,0.726,0.685,EXPONENTIAL_DOWN,0.786,2.584,8,-76.0,2025_01_02,IS,1,NOISE,4,False,76.0,-76.0,95.0,-0.0,0.0,-95.0,19.25,27.42,False,False,False,359,-0.3420425839654513,1.3671977150609802,-1.766985932446676,-0.7006850750694892,1.6108997706583668,0.3426183844011142,0.5525050294026617,0.24055308445782408,0.27625,0.7256944444444444,0.8251388888888889,0.020394227793251115,0.01393855956174783,-0.0004629629629663315,0.025,0.03726851851851178,0.8328690807799443,-0.3837587748597249,0.9714850589515911,-1.3936499934356446,-0.6872396499162395,1.0981962348268992,0.33147632311977715,0.9662198235840298,0.03243086315283149,0.9033333333333333,0.9756944444444444,0.9952777777777778,0.4289098069673532,0.2924452861627915,0.04666847334281357,0.39051424959403125,0.8217322960088794,0.023687680542660718,0.006741182240853819,0.016116898148149834,0.025028935185188554,0.03411458333333333,1.0
motif,-1,2,1735807500,1735812000,2025-01-02T08:45:00+00:00,2025-01-02T10:00:00+00:00,75.0,0.0944,20.886,0.945,0.342,EXPONENTIAL_UP,0.961,1.601,8,61.25,2025_01_02,IS,2,EXPONENTIAL_DOWN,3,True,61.25,-61.25,61.25,-5.25,5.25,-61.25,75.0,,False,True,False,873,0.39587877042550607,0.5971753934837307,-0.45144169696906467,0.5361815180000954,1.1112255744367556,0.7399770904925544,0.9395618556701031,0.034673618178791624,0.8916666666666667,0.9395833333333333,0.9861111111111112,0.009285686507431114,0.05128590321788735,-0.05200617283950729,-0.0038580246913524105,0.08047839506172952,0.46048109965635736,0.44508743774204834,0.8499433589617169,-0.5106917468394501,0.3483320674247269,1.7929885648524129,0.6345933562428407,0.2616695303550974,0.32225250991432935,0.013194444444444444,0.11527777777777778,0.8977777777777779,0.4043580244755724,0.2843802604460021,0.012266324978823942,0.383600995233329,0.7830396535633929,0.007008744855967734,0.0031248635656290357,0.0018518518518552203,0.007552083333333333,0.010763888888888889,1.0
motif,-1,3,1735812000,1735815600,2025-01-02T10:00:00+00:00,2025-01-02T11:00:00+00:00,60.0,0.1024,22.787,0.892,0.015,EXPONENTIAL_UP,0.826,1.347,10,-7.25,2025_01_02,IS,3,EXPONENTIAL_UP,2,True,-7.25,7.25,3.25,-45.75,45.75,-3.25,13.83,13.92,False,True,False,657,0.3976957448616617,0.4359980287459173,-0.2749626787638042,0.4011393208716788,0.9149308333875448,0.8264840182648402,0.772043590394047,0.2987851490305072,0.2476388888888889,0.9243055555555556,0.985,0.003335635229343979,0.01289196407967764,-0.010246913580249381,0.0015432098765510696,0.025771604938270482,0.5235920852359208,-0.10201084616841989,1.0128010542503993,-1.535425888689724,-0.057387978603032845,1.0989942456374078,0.4809741248097412,0.4281339844410621,0.22597338838730396,0.16458333333333333,0.4222222222222222,0.7259722222222221,0.4374260445709802,0.2947817031368609,0.027190261787354317,0.44474967490541106,0.8523238343694657,0.0060191350978066474,0.002517934267597924,0.0019965277777777776,0.005381944444444444,0.009288194444444444,1.0
motif,-1,4,1735815600,1735826400,2025-01-02T11:00:00+00:00,2025-01-02T14:00:00+00:00,180.0,0.3041,28.738,0.993,0.116,LINEAR_UP,0.989,5.317,11,15.75,2025_01_02,IS,4,EXPONENTIAL_UP,1,False,15.75,-15.75,91.0,-27.0,27.0,-91.0,76.67,77.67,True,True,True,2116,1.0301607020788779,1.197221573571499,-0.26780172957942716,0.6199882829344278,2.8962567773003856,0.8251417769376181,0.420431632010082,0.4069055288537686,0.025694444444444443,0.14201388888888888,0.9635416666666667,0.021780263250017477,0.06670908943175077,-0.0693672839506184,0.01080246913580696,0.12330246913580696,0.6649338374291115,0.12319091736489338,1.5720075396009112,-1.8456303866547212,0.3625035727235305,1.8065646309129206,0.5723062381852552,0.43641927903801725,0.3194591862473622,0.025694444444444443,0.39375,0.9791666666666666,0.3861677304365005,0.28917141418808284,0.017049894312864966,0.3375102384936242,0.8058407840205069,0.024684379485226914,0.010833646725330982,0.008535879629632998,0.023350694444444445,0.03790509259258922,1.0
motif,-1,5,1735826400,1735848900,2025-01-02T14:00:00+00:00,2025-01-02T20:15:00+00:00,375.0,-0.9539,83.34,0.064,0.654,LINEAR_DOWN,0.989,6.534,14,-263.25,2025_01_02,IS,5,LINEAR_UP,0,False,263.25,-263.25,426.0,-27.75,27.75,-426.0,230.0,328.25,True,True,True,4501,-1.231972004194274,1.1759178740024252,-2.4687342102716254,-1.1703264506076396,0.0851498568257307,0.12508331481892912,0.5927991310572959,0.38104219018023144,0.04583333333333333,0.7798611111111111,0.9722222222222222,-0.07497502269728797,0.1691626332031386,-0.2949074074074108,-0.03148148148147811,0.11134259259258922,0.4127971561875139,-0.33445001203672853,1.3738111394513144,-1.9412573636904482,-0.3332785583213932,1.240565761711098,0.43212619417907133,0.49820903996642724,0.379791022403015,0.025,0.4798611111111111,0.9819444444444444,0.4340764172181796,0.3144567944194702,0.0005668376890543003,0.4364370842527363,0.8527752748885963,-0.06838750982291981,0.039018236657144933,-0.12352430555555556,-0.07280092592592256,0.0012152777777777778,0.11997333925794268
motif,-1,6,1735848900,1735862395,2025-01-02T20:15:00+00:00,2025-01-02T23:59:55+00:00,224.92,0.3541,45.72,0.898,0.016,LINEAR_UP,0.98,2.623,20,12.0,2025_01_02,IS,6,LINEAR_DOWN,-1,False,12.0,-12.0,51.75,-29.0,29.0,-51.75,74.25,76.0,False,True,True,1735,1.09030400831094,0.707525110983646,-0.039737905845777154,1.2680636315988207,1.869816476159268,0.8801152737752161,0.42587255843739996,0.36522514062860567,0.03125,0.32222222222222224,0.9400000000000001,0.04179083502330361,0.05201843301867929,-0.04945987654320763,0.060185185185188554,0.09591049382715937,0.7492795389048992,-0.046010914817587345,1.4442358829064323,-1.9727488419165247,0.11919329258436362,1.385260629586991,0.5400576368876081,0.42244836695485116,0.2814487365312778,0.025,0.3972222222222222,0.7719444444444445,0.36011427464991524,0.2930214025764813,0.0006480275713577128,0.31809584346899833,0.7748222417076612,0.014606097902657428,0.05958242730878178,-0.0928240740740724,0.039814814814811444,0.07447916666666667,0.6887608069164265
motif,-1,0,1735862400,1735866900,2025-01-03T00:00:00+00:00,2025-01-03T01:15:00+00:00,75.0,,14.661,0.507,0.825,NOISE,-999.0,2.303,0,78.25,2025_01_03,IS,0,NONE,11,False,0.0,-0.0,85.75,-6.75,6.75,-85.75,69.33,,False,True,False,783,1.2760427112236217,0.4253880954750657,0.7330409911421603,1.2222932908092154,1.9394928855402445,1.0,0.7613915412909169,0.18391465825807066,0.5041528925619835,0.8407079646017699,0.9584254143646409,0.08167236328124909,0.007637125350711637,0.07074652777777778,0.0811342592592559,0.08859126984127418,1.0,1.1670859147356303,0.3943930199462627,0.6124770279820976,1.1963082182053786,1.6735530176798463,1.0,0.3302577202231197,0.3559144232490858,0.014705882352941176,0.1449438202247191,0.9578313253012049,0.47735203237542384,0.2945752208732309,0.016384794887842367,0.5298654850846537,0.8403248223889,,,,,,
motif,-1,1,1735866900,1735869600,2025-01-03T01:15:00+00:00,2025-01-03T02:00:00+00:00,45.0,-0.0336,15.462,0.504,0.218,EXPONENTIAL_DOWN,0.911,1.276,1,-16.5,2025_01_03,IS,1,NOISE,10,False,16.5,-16.5,34.25,-1.0,1.0,-34.25,30.92,31.5,False,False,False,444,0.002339087143441239,0.4330078253287341,-0.5579127756878827,0.019168056564232545,0.6500210866661649,0.5315315315315315,0.5125287574532522,0.33156352118325144,0.1076388888888889,0.5043636386716767,0.9565945282222479,0.03279800758099392,0.038091406904398044,-0.01875,0.030555555555555555,0.08450038580247363,0.6959459459459459,-1.076681840615695,0.9852074603622539,-2.3784582791198723,-1.1109367904555358,0.3342741034835348,0.17117117117117117,0.28652652342947277,0.19810077387314057,0.016794871794871796,0.28854166666666664,0.5504861111111111,0.44295809756595017,0.30409442882249804,-0.005576677632726175,0.4810319166221317,0.8060600479229544,0.02019787467456148,0.0034142659987727035,0.01140873015873088,0.021130952380953104,0.02285879629629461,1.0
motif,-1,2,1735869600,1735876800,2025-01-03T02:00:00+00:00,2025-01-03T04:00:00+00:00,120.0,0.1278,12.707,0.279,0.526,EXPONENTIAL_UP,0.987,2.187,2,25.25,2025_01_03,IS,2,EXPONENTIAL_DOWN,9,True,25.25,-25.25,35.75,-2.0,2.0,-35.75,86.0,112.25,False,True,True,1090,0.9870579495110415,0.6167659808387405,0.1749715646384541,1.0379616532440117,1.842058923319135,0.944954128440367,0.21519495412844036,0.18393854761633813,0.02013888888888889,0.1,0.46743055555555557,0.013757008154944147,0.02146880612734374,-0.025131172839514368,0.02199074074074411,0.037808641975304154,0.763302752293578,0.49060749595957975,1.1949019692579932,-1.3271085573041932,0.556519184767872,1.913224073974982,0.6798165137614679,0.46856396534148825,0.3671057695524379,0.01597222222222222,0.3607638888888889,0.975,0.4196339341215185,0.31728294630083365,0.0012683518639693549,0.4149009959377797,0.8382266573488302,0.008682197686784441,0.0052477729266233964,0.0021527777777767673,0.007051917989418952,0.01564429012345398,0.9798165137614679
motif,-1,3,1735876800,1735879500,2025-01-03T04:00:00+00:00,2025-01-03T04:45:00+00:00,45.0,0.0606,12.308,0.537,0.507,EXPONENTIAL_UP,0.869,1.107,4,-15.25,2025_01_03,IS,3,EXPONENTIAL_UP,8,False,-15.25,15.25,4.5,-19.25,19.25,-4.5,44.25,,False,False,False,333,0.08760288030423831,0.4525265701521102,-0.6047105192935354,0.17656083851986465,0.5778573766118421,0.6546546546546547,0.5004275108441775,0.07043363300873987,0.4015277777777778,0.525,0.5713888888888888,0.0007398602306013788,0.02123521466615914,-0.029783950617274967,0.0006944444444444445,0.031327160493836145,0.5885885885885885,-1.5130932641249601,0.994493449861658,-2.816912869209475,-1.6077403903837246,-0.24899957997262076,0.021021021021021023,0.2980355355355355,0.13303101350383362,0.14180555555555555,0.28680555555555554,0.4895833333333333,0.4242850869208929,0.3262550463076382,-0.0019319549969229511,0.45228299983267617,0.8721245788211729,0.016010320611014078,0.0007188861906764258,0.015409301346800122,0.016059027777777776,0.01704282407407239,1.0
motif,-1,4,1735879500,1735889400,2025-01-03T04:45:00+00:00,2025-01-03T07:30:00+00:00,165.0,-0.0734,10.677,0.938,0.153,LINEAR_DOWN,0.991,2.996,4,1.5,2025_01_03,IS,4,EXPONENTIAL_UP,7,False,-1.5,1.5,26.25,-21.5,21.5,-26.25,37.17,107.75,False,True,True,1466,-0.6025865245577189,1.1824890817976708,-2.1954086334414975,-0.7718165743877544,1.090082128499335,0.3294679399727149,0.3706438532666363,0.33147777586707966,0.034722222222222224,0.271875,0.9493055555555555,-0.006051782796893973,0.031088589911543313,-0.04521604938271492,-0.005246913580251405,0.0354938271604927,0.47066848567530695,-0.20047671169348177,1.5088197438919215,-2.145406778439316,-0.24725946213818234,1.8055362713374778,0.4406548431105048,0.6193179664999242,0.2691519983122767,0.19340277777777778,0.6211805555555556,0.9489583333333333,0.4507793634825839,0.29196326472967454,0.018726033079200288,0.48037543735053906,0.8082114626941264,-0.0030830775352431554,0.007935932428160607,-0.010677083333333334,-0.0072048611111111115,0.011487268518521887,0.2646657571623465
motif,-1,5,1735889400,1735893000,2025-01-03T07:30:00+00:00,2025-01-03T08:30:00+00:00,60.0,0.1181,10.08,0.867,0.23,EXPONENTIAL_UP,0.953,4.372,7,-10.75,2025_01_03,IS,5,LINEAR_DOWN,6,True,-10.75,10.75,38.0,-10.75,10.75,-38.0,44.67,,True,True,False,641,1.8444750845761284,1.1483395754264842,0.6007123011217306,1.6110582081889102,3.59192496794201,0.9485179407176287,0.6250812532501301,0.3532728217188142,0.04583333333333333,0.8666666666666667,0.9555555555555556,0.011918106353883233,0.029672939806689648,-0.02577160493828059,0.013734567901236814,0.04992283950617396,0.5959438377535101,1.3203646478639455,1.4307693816240246,-0.21982092169610468,1.2813979879394521,3.062570049027854,0.8689547581903276,0.5861858641012307,0.2837642924865024,0.32430555555555557,0.5340277777777778,0.9784722222222222,0.3997646031955504,0.2635761248335783,0.018708068694288205,0.42163365540037645,0.7462556913282887,-0.0007563323366260653,0.005334957882054427,-0.006655092592594277,-0.0009548611111111111,0.008015046296299665,0.37753510140405616
motif,-1,6,1735893000,1735901100,2025-01-03T08:30:00+00:00,2025-01-03T10:45:00+00:00,135.0,0.1373,17.289,0.976,0.254,EXPONENTIAL_UP,0.984,2.919,8,29.5,2025_01_03,IS,6,EXPONENTIAL_UP,5,False,29.5,-29.5,62.5,-11.25,11.25,-62.5,55.08,60.17,False,True,True,1476,0.5663381670481856,1.1088274644831504,-0.8290737358258685,0.39438600209351526,2.09095711502547,0.6104336043360433,0.6879803711231557,0.2753817146561594,0.24722222222222223,0.7253472222222221,0.9746527777777778,0.012413116029308254,0.04780129365757371,-0.043055555555555555,0.007870370370367002,0.08788580246913019,0.5481029810298103,-0.2700260611194788,1.4453690312919516,-1.8875678436853143,-0.5339909407651414,1.937238725594347,0.3997289972899729,0.5506219888587774,0.34297479493550487,0.035416666666666666,0.5385416666666667,0.9833333333333333,0.4067645330897247,0.312852790188532,0.0025463161672506507,0.3965998430778927,0.8631818568653246,0.011683953283398581,0.004555321989895089,0.005844907407405723,0.009837962962966332,0.01895254629629461,1.0
motif,-1,7,1735901100,1735902900,2025-01-03T10:45:00+00:00,2025-01-03T11:15:00+00:00,30.0,-0.1396,19.27,0.408,0.779,NOISE,0.732,1.839,10,-25.5,2025_01_03,IS,7,EXPONENTIAL_UP,4,False,25.5,-25.5,34.75,-2.0,2.0,-34.75,25.0,,False,False,False,306,-1.075810514645455,0.45184890910913256,-1.6083856577854208,-1.1269901948331977,-0.2839713024482366,0.0032679738562091504,0.29064542483660133,0.17976037047087182,0.084375,0.4079861111111111,0.49270833333333336,-0.045034495279594244,0.005014842172973759,-0.05316358024691807,-0.045293209876540966,-0.03757716049382604,0.0,-1.9035204231979315,0.8730260974811604,-3.1965403622484567,-1.7189895832927538,-0.9396332902581517,0.0032679738562091504,0.5860316811909949,0.38528811186679834,0.022569444444444444,0.7444444444444445,0.9795138888888888,0.3895212214369897,0.3242450583736028,-0.004526452393622038,0.3601293146782347,0.8860205201266464,0.012923153443474132,0.002952936560488246,0.007783564814816499,0.011747685185183501,0.016464120370367003,1.0
motif,-1,8,1735902900,1735905600,2025-01-03T11:15:00+00:00,2025-01-03T12:00:00+00:00,45.0,0.0944,18.684,0.048,0.368,EXPONENTIAL_UP,0.955,1.214,11,15.5,2025_01_03,IS,8,NOISE,3,False,15.5,-15.5,22.75,-1.5,1.5,-22.75,12.5,15.33,False,False,False,427,-0.5520282209664545,0.23978578895129435,-0.859849274289605,-0.5464853499208105,-0.2509528992285331,0.0,0.26358151183970857,0.2981929969212055,0.015694444444444445,0.075,0.6961111111111111,-0.03238030184751392,0.01946220385191965,-0.050154320987652073,-0.03873456790123681,0.003240740740734004,0.10304449648711944,0.6404260203648612,0.6440571526441161,-0.38563094256902414,0.7482602302054232,1.440860215054175,0.7985948477751756,0.5529143897996357,0.280168441438717,0.1601388888888889,0.5715277777777777,0.9704166666666667,0.4114979315632041,0.28509907574006954,0.03675174532250929,0.40036781207383687,0.845582876126965,0.0006521597710133067,0.001552422199983242,-0.001967592592594277,0.00040509259259427683,0.002864583333333333,0.8501170960187353
motif,-1,9,1735905600,1735910100,2025-01-03T12:00:00+00:00,2025-01-03T13:15:00+00:00,75.0,-0.1894,14.68,0.06,0.515,LINEAR_DOWN,0.979,2.635,12,10.25,2025_01_03,IS,9,EXPONENTIAL_UP,2,False,-10.25,10.25,34.75,-23.25,23.25,-34.75,19.83,69.67,False,True,False,841,-0.788447876157873,1.2036339581956517,-1.9087027833639565,-1.1998667473010183,1.5325892261816805,0.1985731272294887,0.10566042409829568,0.09803793040730412,0.015277777777777777,0.07361111111111111,0.2881944444444444,-0.007906978024397429,0.021379462774040705,-0.036265432098763185,-0.010416666666666666,0.018518518518521886,0.40190249702734837,-0.049888094574563766,1.6307312214628606,-2.2603990895102934,-0.1157777367900371,1.8803912484620777,0.45541022592152197,0.5510412537983882,0.30550621029275987,0.11180555555555556,0.5965277777777778,0.9715277777777778,0.47985806629769767,0.2765139771098768,0.06347611069486325,0.5218623837017997,0.8260141343129215,-0.007423302836129639,0.007160764344041104,-0.01863425925925589,-0.0032696759259276103,8.680555555555556e-05,0.24256837098692033
