leaf_id,n_trades,actual_total,actual_avg,same_best_total,counter_best_total,optimal_total,avg_regret,total_regret,dominant_action,dominant_pct,avg_same_best_bar,avg_counter_best_bar
180,34,-90.5,-2.661764705882353,2820.5,6540.5,8163.0,242.75,8253.5,counter_extended,82.35294117647058,127.97058823529412,211.61764705882354
44,20,-270.5,-13.525,4048.5,5284.0,7918.0,409.425,8188.5,counter_extended,55.00000000000001,203.95,205.95
88,28,270.5,9.660714285714286,5757.0,4398.0,8417.5,290.9642857142857,8147.0,same_extended,53.57142857142857,197.25,134.35714285714286
164,20,9.0,0.45,4812.5,5865.0,8132.0,406.15,8123.0,counter_extended,55.00000000000001,197.3,229.65
198,21,24.5,1.1666666666666667,6153.5,4030.5,7805.0,370.5,7780.5,same_extended,71.42857142857143,242.52380952380952,157.85714285714286
204,38,5.5,0.14473684210526316,5334.5,5066.0,7584.5,199.44736842105263,7579.0,same_extended,52.63157894736842,184.55263157894737,187.10526315789474
36,25,-58.0,-2.32,2794.0,5179.5,7313.0,294.84,7371.0,counter_extended,52.0,126.56,180.96
223,26,128.0,4.923076923076923,7087.5,1549.0,7250.5,273.9423076923077,7122.5,same_extended,92.3076923076923,295.4230769230769,138.53846153846155
184,44,47.5,1.0795454545454546,5122.0,4217.0,7030.0,158.6931818181818,6982.5,same_extended,36.36363636363637,118.25,139.70454545454547
79,25,-49.5,-1.98,4428.0,3860.0,6431.5,259.24,6481.0,counter_extended,56.00000000000001,161.76,196.08
151,30,94.5,3.15,4686.5,4010.5,6536.0,214.71666666666667,6441.5,counter_extended,46.666666666666664,144.06666666666666,142.7
19,20,187.0,9.35,4625.5,3957.0,6621.5,321.725,6434.5,counter_extended,50.0,160.65,145.5
149,36,87.0,2.4166666666666665,5605.0,3793.0,6501.0,178.16666666666666,6414.0,same_extended,61.111111111111114,170.66666666666666,86.69444444444444
249,32,145.5,4.546875,4070.0,3570.0,6405.5,195.625,6260.0,same_extended,43.75,192.3125,162.75
218,20,-184.0,-9.2,4177.0,2343.0,6022.0,310.3,6206.0,counter_extended,45.0,153.05,108.55
12,20,-130.0,-6.5,4351.5,3847.0,6060.0,309.5,6190.0,counter_extended,60.0,151.6,97.4
81,21,4.0,0.19047619047619047,4176.0,3817.5,6112.5,290.8809523809524,6108.5,same_extended,52.38095238095239,213.76190476190476,205.42857142857142
173,28,-40.5,-1.4464285714285714,3412.5,4232.5,5838.0,209.94642857142858,5878.5,counter_extended,64.28571428571429,179.10714285714286,174.92857142857142
211,26,113.0,4.346153846153846,3651.5,4279.0,5826.5,219.75,5713.5,counter_extended,53.84615384615385,137.80769230769232,184.23076923076923
174,21,56.5,2.6904761904761907,3017.0,4514.5,5708.5,269.14285714285717,5652.0,counter_extended,66.66666666666666,114.19047619047619,112.0952380952381
48,22,-43.0,-1.9545454545454546,4718.5,3092.5,5577.0,255.45454545454547,5620.0,same_extended,59.09090909090909,177.5,167.77272727272728
163,18,204.5,11.36111111111111,4866.5,2282.5,5534.0,296.0833333333333,5329.5,same_extended,77.77777777777779,208.88888888888889,222.66666666666666
232,23,325.0,14.130434782608695,3945.0,3102.0,5480.5,224.15217391304347,5155.5,same_extended,52.17391304347826,205.1304347826087,151.69565217391303
74,32,21.0,0.65625,3379.5,3065.0,5062.5,157.546875,5041.5,counter_extended,40.625,155.21875,158.375
181,20,103.0,5.15,4560.0,1372.0,5036.5,246.675,4933.5,same_extended,70.0,176.05,130.3
224,13,-159.5,-12.26923076923077,1063.0,4506.5,4544.0,361.8076923076923,4703.5,counter_extended,84.61538461538461,161.76923076923077,338.3076923076923
194,29,64.5,2.2241379310344827,2828.0,2857.5,4632.0,157.5,4567.5,counter_extended,41.37931034482759,36.03448275862069,28.82758620689655
135,22,89.0,4.045454545454546,2565.5,3306.5,4371.0,194.63636363636363,4282.0,counter_extended,59.09090909090909,251.5,227.6818181818182
166,23,345.0,15.0,3938.0,2273.0,4352.0,174.2173913043478,4007.0,same_extended,60.86956521739131,206.0,181.3913043478261
136,27,1.0,0.037037037037037035,2183.5,2624.0,3797.0,140.59259259259258,3796.0,counter_extended,55.55555555555556,183.25925925925927,202.96296296296296
154,25,113.5,4.54,3037.5,1835.0,3723.5,144.4,3610.0,same_extended,56.00000000000001,138.88,95.44
66,23,-53.5,-2.3260869565217392,1578.5,2561.0,3333.0,147.2391304347826,3386.5,counter_extended,56.52173913043478,41.0,33.0
63,28,-101.0,-3.607142857142857,1691.5,2096.5,3252.5,119.76785714285714,3353.5,counter_extended,60.71428571428571,33.535714285714285,36.17857142857143
176,20,114.0,5.7,1645.5,2559.0,3126.0,150.6,3012.0,counter_extended,65.0,180.1,292.8
177,20,79.5,3.975,2160.0,1172.0,2846.5,138.35,2767.0,same_extended,45.0,172.6,120.35
69,24,84.0,3.5,1373.5,1999.5,2750.0,111.08333333333333,2666.0,counter_extended,54.166666666666664,25.958333333333332,38.208333333333336
62,30,197.0,6.566666666666666,1382.0,1371.0,2547.5,78.35,2350.5,counter_extended,36.666666666666664,25.1,28.833333333333332
58,39,156.0,4.0,1425.5,863.5,2126.0,50.51282051282051,1970.0,same_early,38.46153846153847,39.07692307692308,24.71794871794872
153,20,74.5,3.725,1118.5,1399.0,1789.0,85.725,1714.5,counter_extended,65.0,65.0,97.4
253,32,-212.5,-6.640625,732.5,875.5,1450.5,51.96875,1663.0,counter_extended,40.625,11.8125,9.3125
70,34,-29.5,-0.8676470588235294,714.5,575.0,1219.0,36.720588235294116,1248.5,same_early,55.88235294117647,4.411764705882353,4.117647058823529
64,20,30.5,1.525,901.5,471.5,1165.0,56.725,1134.5,same_early,40.0,32.5,18.25
124,20,-282.5,-14.125,100.5,604.0,764.0,52.325,1046.5,counter_extended,50.0,9.85,6.6
252,27,-92.0,-3.4074074074074074,233.0,497.5,708.5,29.64814814814815,800.5,counter_extended,40.74074074074074,8.925925925925926,9.222222222222221
127,22,-5.5,-0.25,277.0,499.0,793.5,36.31818181818182,799.0,counter_extended,54.54545454545454,7.818181818181818,8.909090909090908
126,26,90.5,3.480769230769231,580.5,220.0,762.5,25.846153846153847,672.0,same_early,57.692307692307686,9.692307692307692,7.653846153846154
128,23,-76.0,-3.3043478260869565,101.0,333.5,594.5,29.152173913043477,670.5,same_early,43.47826086956522,2.782608695652174,3.9565217391304346
29,1,-79.5,-79.5,461.0,110.5,461.0,540.5,540.5,same_extended,100.0,355.0,7.0
254,37,38.0,1.027027027027027,219.5,59.0,470.0,11.675675675675675,432.0,same_early,64.86486486486487,1.054054054054054,0.7567567567567568
129,24,145.5,6.0625,147.5,-100.5,256.0,4.604166666666667,110.5,same_early,66.66666666666666,0.08333333333333333,0.375
