leaf_id,n_trades,strategy,strategy_pct,actual_pnl,optimal_pnl,recoverable,avg_regret,exit_bar_same,exit_bar_counter,long_pct,wr
113,49,long_extended,77.55102040816327,16264.5,16264.5,0.0,0.0,81.77551020408163,52.224489795918366,81.63265306122449,100.0
143,20,long_extended,90.0,15783.5,15783.5,0.0,0.0,252.35,27.8,90.0,100.0
52,73,long_extended,56.16438356164384,15618.0,15618.0,0.0,0.0,105.68493150684931,99.01369863013699,56.16438356164384,100.0
117,58,long_extended,50.0,15500.0,15500.0,0.0,0.0,86.36206896551724,137.10344827586206,53.44827586206896,100.0
247,46,long_extended,63.04347826086957,15437.0,15437.0,0.0,0.0,102.71739130434783,101.8695652173913,63.04347826086957,100.0
227,52,long_extended,76.92307692307693,15212.0,15212.0,0.0,0.0,148.15384615384616,174.67307692307693,76.92307692307693,100.0
193,48,short_extended,89.58333333333334,15200.0,15200.0,0.0,0.0,73.6875,112.64583333333333,10.416666666666668,100.0
86,21,long_extended,66.66666666666666,14906.0,14906.0,0.0,0.0,144.47619047619048,199.47619047619048,66.66666666666666,100.0
244,37,long_extended,86.48648648648648,14467.5,14467.5,0.0,0.0,134.7027027027027,94.32432432432432,86.48648648648648,100.0
45,37,long_extended,91.8918918918919,14027.0,14027.0,0.0,0.0,183.56756756756758,122.48648648648648,91.8918918918919,100.0
201,28,short_extended,50.0,13859.5,13859.5,0.0,0.0,70.85714285714286,77.42857142857143,39.285714285714285,100.0
40,41,short_extended,58.536585365853654,13842.0,13842.0,0.0,0.0,108.1951219512195,133.34146341463415,39.02439024390244,100.0
140,39,long_extended,56.41025641025641,13823.0,13823.0,0.0,0.0,127.61538461538461,116.38461538461539,56.41025641025641,100.0
168,33,short_extended,100.0,13468.5,13468.5,0.0,0.0,147.27272727272728,151.15151515151516,0.0,100.0
23,70,short_extended,51.42857142857142,13135.5,13135.5,0.0,0.0,144.88571428571427,122.62857142857143,47.14285714285714,100.0
116,55,long_extended,83.63636363636363,12992.5,12992.5,0.0,0.0,82.49090909090908,100.78181818181818,85.45454545454545,100.0
245,40,short_extended,57.49999999999999,12449.0,12449.0,0.0,0.0,121.75,95.9,42.5,100.0
8,26,short_extended,76.92307692307693,11442.5,11442.5,0.0,0.0,107.26923076923077,50.61538461538461,23.076923076923077,100.0
146,25,long_extended,84.0,10809.0,10809.0,0.0,0.0,39.28,259.44,84.0,100.0
219,31,long_extended,100.0,10756.5,10756.5,0.0,0.0,130.25806451612902,111.74193548387096,100.0,100.0
212,44,long_extended,100.0,10506.0,10506.0,0.0,0.0,156.47727272727272,150.25,100.0,100.0
47,37,short_extended,91.8918918918919,10491.5,10491.5,0.0,0.0,93.97297297297297,104.02702702702703,8.108108108108109,100.0
205,39,short_extended,66.66666666666666,10034.5,10034.5,0.0,0.0,171.56410256410257,164.94871794871796,33.33333333333333,100.0
216,43,long_extended,95.34883720930233,9984.0,9984.0,0.0,0.0,157.25581395348837,136.04651162790697,95.34883720930233,100.0
192,27,long_extended,51.85185185185185,9961.0,9961.0,0.0,0.0,80.70370370370371,60.77777777777778,51.85185185185185,100.0
169,20,short_extended,90.0,9773.0,9773.0,0.0,0.0,87.25,240.95,10.0,100.0
89,22,short_extended,77.27272727272727,9408.5,9408.5,0.0,0.0,143.9090909090909,216.54545454545453,22.727272727272727,100.0
226,21,short_extended,66.66666666666666,9144.0,9144.0,0.0,0.0,116.14285714285714,164.8095238095238,33.33333333333333,100.0
188,23,short_extended,52.17391304347826,9082.5,9082.5,0.0,0.0,61.869565217391305,132.43478260869566,43.47826086956522,100.0
147,21,short_extended,61.904761904761905,9053.0,9053.0,0.0,0.0,131.04761904761904,94.85714285714286,33.33333333333333,100.0
164,20,short_extended,55.00000000000001,8988.5,8988.5,0.0,0.0,76.8,189.35,45.0,100.0
119,37,long_extended,72.97297297297297,8712.5,8712.5,0.0,0.0,103.10810810810811,178.05405405405406,72.97297297297297,100.0
180,34,short_extended,100.0,8090.0,8090.0,0.0,0.0,47.5,207.11764705882354,0.0,100.0
29,29,long_extended,58.620689655172406,8052.5,8052.5,0.0,0.0,175.75862068965517,202.9655172413793,58.620689655172406,100.0
88,28,long_extended,92.85714285714286,7915.5,7915.5,0.0,0.0,166.14285714285714,93.25,92.85714285714286,100.0
44,20,short_extended,55.00000000000001,7643.0,7643.0,0.0,0.0,112.35,148.4,40.0,95.0
198,20,long_extended,90.0,7603.5,7603.5,0.0,0.0,206.5,99.35,90.0,100.0
204,39,long_extended,76.92307692307693,7542.0,7542.0,0.0,0.0,140.71794871794873,133.10256410256412,79.48717948717949,97.43589743589743
33,28,short_extended,60.71428571428571,7509.5,7509.5,0.0,0.0,112.89285714285714,127.57142857142857,39.285714285714285,100.0
36,25,short_extended,68.0,7097.0,7097.0,0.0,0.0,79.88,139.64,28.000000000000004,96.0
68,70,short_extended,57.14285714285714,7093.0,7093.0,0.0,0.0,17.814285714285713,22.042857142857144,21.428571428571427,97.14285714285714
184,45,long_extended,40.0,6933.5,6933.5,0.0,0.0,101.55555555555556,64.57777777777778,46.666666666666664,95.55555555555556
224,20,long_extended,85.0,6735.5,6735.5,0.0,0.0,46.9,304.3,85.0,100.0
223,26,long_extended,100.0,6687.5,6687.5,0.0,0.0,265.84615384615387,36.88461538461539,100.0,100.0
249,33,short_extended,87.87878787878788,6555.0,6555.0,0.0,0.0,155.12121212121212,124.27272727272727,12.121212121212121,96.96969696969697
19,20,short_extended,80.0,6551.0,6551.0,0.0,0.0,108.1,94.7,10.0,95.0
79,25,long_extended,60.0,6291.0,6291.0,0.0,0.0,118.44,150.16,64.0,100.0
151,30,long_extended,53.333333333333336,6270.0,6270.0,0.0,0.0,92.33333333333333,102.43333333333334,60.0,96.66666666666667
81,21,short_extended,71.42857142857143,6128.5,6128.5,0.0,0.0,164.0952380952381,152.52380952380952,28.57142857142857,100.0
149,34,long_extended,70.58823529411765,5987.5,5987.5,0.0,0.0,152.1764705882353,17.941176470588236,79.41176470588235,100.0
218,20,long_extended,90.0,5968.0,5968.0,0.0,0.0,138.85,97.45,90.0,100.0
163,20,short_extended,90.0,5774.5,5774.5,0.0,0.0,157.05,92.3,10.0,100.0
12,20,long_extended,55.00000000000001,5710.0,5710.0,0.0,0.0,65.45,79.5,55.00000000000001,100.0
174,21,long_extended,52.38095238095239,5666.5,5666.5,0.0,0.0,69.52380952380952,91.28571428571429,57.14285714285714,100.0
211,26,long_extended,80.76923076923077,5632.5,5632.5,0.0,0.0,89.38461538461539,132.8846153846154,88.46153846153845,100.0
173,28,short_extended,92.85714285714286,5612.0,5612.0,0.0,0.0,58.464285714285715,149.46428571428572,7.142857142857142,100.0
48,22,long_extended,59.09090909090909,5429.0,5429.0,0.0,0.0,132.36363636363637,56.13636363636363,59.09090909090909,100.0
74,33,long_extended,66.66666666666666,5334.5,5334.5,0.0,0.0,113.06060606060606,102.0,69.6969696969697,96.96969696969697
232,23,long_extended,56.52173913043478,5068.0,5068.0,0.0,0.0,150.69565217391303,65.56521739130434,60.86956521739131,100.0
181,20,short_extended,80.0,5060.5,5060.5,0.0,0.0,152.4,37.1,15.0,100.0
166,25,long_extended,60.0,4922.5,4922.5,0.0,0.0,152.84,97.32,60.0,100.0
194,29,long_extended,41.37931034482759,4440.0,4440.0,0.0,0.0,28.275862068965516,22.689655172413794,55.172413793103445,89.65517241379311
135,22,short_extended,77.27272727272727,4315.5,4315.5,0.0,0.0,110.68181818181819,150.36363636363637,22.727272727272727,100.0
154,27,short_extended,100.0,3812.0,3812.0,0.0,0.0,79.44444444444444,46.7037037037037,0.0,100.0
136,27,long_extended,77.77777777777779,3779.5,3779.5,0.0,0.0,125.44444444444444,149.7037037037037,77.77777777777779,100.0
176,20,long_extended,95.0,3195.5,3195.5,0.0,0.0,118.9,242.4,95.0,100.0
63,27,short_extended,100.0,3101.5,3101.5,0.0,0.0,25.074074074074073,32.22222222222222,0.0,100.0
177,20,long_extended,55.00000000000001,2871.0,2871.0,0.0,0.0,144.0,86.55,55.00000000000001,100.0
66,23,long_extended,52.17391304347826,2788.0,2788.0,0.0,0.0,18.52173913043478,20.434782608695652,56.52173913043478,100.0
69,24,long_extended,37.5,2339.0,2339.0,0.0,0.0,14.458333333333334,23.166666666666668,58.333333333333336,91.66666666666666
62,30,short_extended,70.0,2245.5,2245.5,0.0,0.0,22.566666666666666,16.166666666666668,13.333333333333334,90.0
58,39,long_extended,53.84615384615385,1787.0,1787.0,0.0,0.0,31.846153846153847,14.025641025641026,71.7948717948718,92.3076923076923
153,20,short_extended,55.00000000000001,1720.5,1720.5,0.0,0.0,23.05,54.05,30.0,100.0
253,32,long_extended,31.25,1303.0,1303.0,0.0,0.0,8.46875,7.0,65.625,100.0
70,34,short_fast,29.411764705882355,825.5,825.5,0.0,0.0,3.176470588235294,2.088235294117647,41.17647058823529,67.64705882352942
64,20,short_extended,25.0,780.5,780.5,0.0,0.0,13.0,9.9,55.00000000000001,85.0
127,22,long_long,45.45454545454545,630.0,630.0,0.0,0.0,5.181818181818182,6.136363636363637,63.63636363636363,100.0
126,26,short_long,30.76923076923077,451.0,451.0,0.0,0.0,6.1923076923076925,2.9615384615384617,34.61538461538461,84.61538461538461
252,27,long_medium,29.629629629629626,409.5,409.5,0.0,0.0,3.814814814814815,3.5185185185185186,51.85185185185185,96.29629629629629
124,20,short_medium,35.0,400.5,400.5,0.0,0.0,4.05,4.2,40.0,85.0
128,23,long_medium,43.47826086956522,323.5,323.5,0.0,0.0,2.0,1.6521739130434783,60.86956521739131,86.95652173913044
254,37,short_fast,54.054054054054056,215.0,215.0,0.0,0.0,0.8108108108108109,0.2972972972972973,40.54054054054054,40.54054054054054
129,24,short_fast,54.166666666666664,4.5,4.5,0.0,0.0,0.08333333333333333,0.041666666666666664,45.83333333333333,8.333333333333332
