leaf_id,n_trades,strategy,strategy_pct,actual_pnl,optimal_pnl,recoverable,avg_regret,exit_bar_same,exit_bar_counter,long_pct,wr
55,633,short_extended,83.72827804107425,248561.5,248561.5,0.0,0.0,112.10742496050553,115.02527646129542,14.375987361769353,100.0
101,857,short_extended,58.809801633605595,236286.5,236286.5,0.0,0.0,103.37456242707118,100.84130688448074,38.739789964994166,99.64994165694281
237,579,long_extended,80.13816925734024,201068.0,201068.0,0.0,0.0,163.0103626943005,138.35405872193436,80.31088082901555,100.0
240,787,long_extended,61.3722998729352,175296.5,175296.5,0.0,0.0,117.07242693773824,120.46378653113088,64.29479034307496,99.61880559085134
230,302,long_extended,98.67549668874173,164722.5,164722.5,0.0,0.0,156.80132450331126,168.05298013245033,99.00662251655629,100.0
37,385,short_extended,94.02597402597402,145026.0,145026.0,0.0,0.0,99.83116883116882,134.6727272727273,5.454545454545454,100.0
9,193,short_extended,95.33678756476684,124467.0,124467.0,0.0,0.0,111.79274611398964,130.44041450777203,4.66321243523316,100.0
248,357,long_extended,89.6358543417367,124127.5,124127.5,0.0,0.0,98.9719887955182,103.80672268907563,90.47619047619048,100.0
82,193,short_extended,95.85492227979275,107344.0,107344.0,0.0,0.0,144.98445595854923,156.27461139896374,3.6269430051813467,100.0
110,318,long_extended,72.0125786163522,96209.0,96209.0,0.0,0.0,103.15408805031447,88.062893081761,73.58490566037736,99.05660377358491
85,128,short_extended,78.90625,94871.5,94871.5,0.0,0.0,131.5078125,147.984375,21.09375,100.0
98,538,long_extended,56.50557620817844,80999.5,80999.5,0.0,0.0,149.65241635687732,142.92379182156134,56.50557620817844,100.0
26,240,long_extended,54.58333333333333,80867.0,80867.0,0.0,0.0,120.0875,117.025,55.833333333333336,99.58333333333333
97,406,short_extended,65.76354679802957,80590.5,80590.5,0.0,0.0,162.64285714285714,148.16256157635468,34.23645320197045,100.0
105,279,short_extended,84.58781362007169,80358.0,80358.0,0.0,0.0,147.09318996415772,118.54838709677419,15.053763440860216,99.6415770609319
215,371,long_extended,64.15094339622641,70700.5,70700.5,0.0,0.0,115.21563342318059,103.22371967654986,66.84636118598382,98.6522911051213
15,127,short_extended,85.03937007874016,67006.0,67006.0,0.0,0.0,124.75590551181102,137.3228346456693,14.173228346456693,100.0
120,147,short_extended,77.55102040816327,61615.0,61615.0,0.0,0.0,116.37414965986395,113.33333333333333,21.768707482993197,100.0
39,93,short_extended,89.24731182795699,59392.5,59392.5,0.0,0.0,110.80645161290323,139.4516129032258,10.75268817204301,100.0
141,102,long_extended,88.23529411764706,55557.5,55557.5,0.0,0.0,196.04901960784315,126.46078431372548,89.2156862745098,100.0
27,239,short_extended,58.57740585774059,51779.5,51779.5,0.0,0.0,105.7112970711297,90.89958158995816,38.912133891213394,100.0
51,165,short_extended,67.87878787878789,51673.0,51673.0,0.0,0.0,85.80606060606061,179.3030303030303,30.303030303030305,100.0
102,227,long_extended,62.11453744493392,49898.0,49898.0,0.0,0.0,96.61674008810573,92.3215859030837,64.31718061674009,99.11894273127754
54,184,short_extended,66.30434782608695,44775.0,44775.0,0.0,0.0,177.6576086956522,138.68478260869566,33.15217391304348,100.0
95,210,long_extended,53.80952380952381,41215.0,41215.0,0.0,0.0,134.55714285714285,151.44285714285715,53.80952380952381,100.0
112,90,short_extended,57.77777777777777,41122.5,41122.5,0.0,0.0,147.88888888888889,144.9777777777778,42.22222222222222,100.0
183,176,short_extended,73.86363636363636,39944.5,39944.5,0.0,0.0,90.70454545454545,104.93181818181819,21.59090909090909,98.86363636363636
160,143,long_extended,53.84615384615385,37489.5,37489.5,0.0,0.0,150.92307692307693,111.76223776223776,54.54545454545454,99.3006993006993
231,113,long_extended,84.070796460177,35853.5,35853.5,0.0,0.0,126.39823008849558,127.5575221238938,88.49557522123894,98.23008849557522
144,83,long_extended,100.0,35413.0,35413.0,0.0,0.0,199.95180722891567,130.26506024096386,100.0,100.0
78,62,short_extended,77.41935483870968,32826.0,32826.0,0.0,0.0,133.1290322580645,161.33870967741936,22.58064516129032,100.0
24,73,short_extended,90.41095890410958,32726.0,32726.0,0.0,0.0,168.76712328767124,131.58904109589042,9.58904109589041,100.0
94,164,long_extended,87.8048780487805,31680.0,31680.0,0.0,0.0,176.2987804878049,144.17073170731706,87.8048780487805,100.0
238,87,short_extended,56.32183908045977,30748.5,30748.5,0.0,0.0,143.01149425287358,146.3793103448276,43.67816091954023,100.0
202,61,long_extended,85.24590163934425,27246.0,27246.0,0.0,0.0,139.68852459016392,126.81967213114754,85.24590163934425,100.0
161,45,long_extended,86.66666666666667,26235.0,26235.0,0.0,0.0,170.26666666666668,131.57777777777778,86.66666666666667,100.0
11,50,short_extended,88.0,24881.0,24881.0,0.0,0.0,76.66,111.36,12.0,100.0
199,44,long_extended,100.0,24125.5,24125.5,0.0,0.0,128.36363636363637,106.18181818181819,100.0,100.0
18,51,long_extended,66.66666666666666,22284.0,22284.0,0.0,0.0,96.11764705882354,129.2549019607843,66.66666666666666,100.0
241,112,short_extended,56.25,22258.5,22258.5,0.0,0.0,115.00892857142857,120.63392857142857,42.857142857142854,99.10714285714286
30,39,long_extended,94.87179487179486,21840.5,21840.5,0.0,0.0,106.92307692307692,179.25641025641025,94.87179487179486,100.0
109,69,long_extended,92.7536231884058,21139.0,21139.0,0.0,0.0,103.8840579710145,99.53623188405797,95.65217391304348,100.0
189,33,long_extended,81.81818181818183,18425.0,18425.0,0.0,0.0,157.96969696969697,75.96969696969697,81.81818181818183,100.0
104,62,long_extended,48.38709677419355,18198.0,18198.0,0.0,0.0,139.41935483870967,95.88709677419355,51.61290322580645,100.0
16,38,short_extended,44.73684210526316,16486.5,16486.5,0.0,0.0,98.92105263157895,124.47368421052632,50.0,100.0
