day,entry_ts,leg_dir,entry_price,exit_ts,exit_price,pnl_pts,gross_usd,net_usd,exit_reason
2024_01_02,1704152160,LONG,17031.0,1704153780,17028.0,-3.0,-60.0,-74.1,consecutive_breakdown
2024_01_02,1704160320,SHORT,17017.75,1704162720,17012.0,5.75,115.0,100.9,consecutive_breakdown
2024_01_02,1704185160,LONG,17029.75,1704185520,17028.75,-1.0,-20.0,-34.1,consecutive_breakdown
2024_01_02,1704187740,SHORT,17005.25,1704192120,16994.75,10.5,210.0,195.9,consecutive_breakdown
2024_01_02,1704193920,SHORT,16952.0,1704198420,16867.25,84.75,1695.0,1680.9,consecutive_breakdown
2024_01_02,1704200460,SHORT,16827.25,1704202620,16837.75,-10.5,-210.0,-224.1,consecutive_breakdown
2024_01_02,1704203520,LONG,16841.75,1704206220,16824.5,-17.25,-345.0,-359.1,consecutive_breakdown
2024_01_02,1704206700,SHORT,16777.5,1704212220,16750.25,27.25,545.0,530.9,consecutive_breakdown
2024_01_02,1704212460,LONG,16750.0,1704216120,16771.0,21.0,420.0,405.9,consecutive_breakdown
2024_01_02,1704219120,SHORT,16716.25,1704220920,16738.75,-22.5,-450.0,-464.1,consecutive_breakdown
2024_01_02,1704222600,SHORT,16678.0,1704225120,16678.75,-0.75,-15.0,-29.1,consecutive_breakdown
2024_01_02,1704226080,SHORT,16637.5,1704228420,16655.0,-17.5,-350.0,-364.1,consecutive_breakdown
2024_01_02,1704230040,LONG,16727.5,1704232320,16731.5,4.0,80.0,65.9,consecutive_breakdown
2024_01_03,1704272460,SHORT,16679.25,1704277920,16659.25,20.0,400.0,385.9,consecutive_breakdown
2024_01_03,1704278220,LONG,16659.5,1704279720,16663.5,4.0,80.0,65.9,consecutive_breakdown
2024_01_03,1704281580,SHORT,16643.0,1704287820,16621.25,21.75,435.0,420.9,consecutive_breakdown
2024_01_03,1704288240,LONG,16627.25,1704290520,16624.5,-2.75,-55.0,-69.1,consecutive_breakdown
2024_01_03,1704291480,SHORT,16605.75,1704293220,16628.0,-22.25,-445.0,-459.1,consecutive_breakdown
2024_01_03,1704293820,LONG,16607.0,1704294720,16587.25,-19.75,-395.0,-409.1,consecutive_breakdown
2024_01_03,1704295140,SHORT,16573.5,1704297720,16609.5,-36.0,-720.0,-734.1,consecutive_breakdown
