day,entry_ts,leg_dir,entry_price,exit_ts,exit_price,pnl_pts,gross_usd,net_usd,exit_reason
2024_02_05,1707087960,SHORT,17722.25,1707088200,17720.0,2.25,45.0,30.9,delta_drop_short
2024_02_05,1707090420,LONG,17707.0,1707090600,17707.5,0.5,10.0,-4.1,delta_drop_long
2024_02_05,1707094020,SHORT,17676.75,1707095100,17682.5,-5.75,-115.0,-129.1,delta_drop_short
2024_02_05,1707095940,SHORT,17677.75,1707096000,17682.0,-4.25,-85.0,-99.1,delta_drop_short
2024_02_05,1707121500,LONG,17707.0,1707123600,17718.0,11.0,220.0,205.9,delta_drop_long
2024_02_05,1707125640,SHORT,17695.25,1707127500,17694.0,1.25,25.0,10.9,delta_drop_short
2024_02_05,1707129720,LONG,17713.75,1707130200,17714.0,0.25,5.0,-9.1,delta_drop_long
2024_02_05,1707130620,LONG,17718.0,1707131100,17712.75,-5.25,-105.0,-119.1,delta_drop_long
2024_02_05,1707137100,LONG,17727.5,1707138300,17730.5,3.0,60.0,45.9,delta_drop_long
2024_02_05,1707140040,SHORT,17710.5,1707142200,17700.5,10.0,200.0,185.9,delta_drop_short
2024_02_05,1707143580,LONG,17719.25,1707144000,17712.25,-7.0,-140.0,-154.1,delta_drop_long
2024_02_05,1707145620,SHORT,17680.0,1707146700,17624.0,56.0,1120.0,1105.9,delta_drop_short
2024_02_05,1707146940,SHORT,17627.25,1707148200,17582.5,44.75,895.0,880.9,delta_drop_short
2024_02_05,1707148440,SHORT,17580.75,1707149100,17589.0,-8.25,-165.0,-179.1,delta_drop_short
2024_02_05,1707149280,SHORT,17613.5,1707149400,17616.25,-2.75,-55.0,-69.1,delta_drop_short
2024_02_05,1707151020,LONG,17636.0,1707151500,17628.25,-7.75,-155.0,-169.1,delta_drop_long
2024_02_05,1707152100,LONG,17648.0,1707153600,17679.0,31.0,620.0,605.9,delta_drop_long
2024_02_05,1707154020,LONG,17680.0,1707155100,17710.0,30.0,600.0,585.9,delta_drop_long
2024_02_05,1707155280,LONG,17705.75,1707155700,17697.5,-8.25,-165.0,-179.1,delta_drop_long
2024_02_05,1707156120,LONG,17682.25,1707157200,17706.25,24.0,480.0,465.9,delta_drop_long
2024_02_05,1707157920,SHORT,17688.75,1707158100,17692.75,-4.0,-80.0,-94.1,delta_drop_short
2024_02_05,1707159720,SHORT,17688.0,1707160200,17705.0,-17.0,-340.0,-354.1,delta_drop_short
2024_02_05,1707160680,LONG,17698.75,1707160800,17692.0,-6.75,-135.0,-149.1,delta_drop_long
2024_02_05,1707162540,LONG,17737.0,1707162900,17738.0,1.0,20.0,5.9,delta_drop_long
2024_02_05,1707163320,LONG,17723.75,1707163800,17700.25,-23.5,-470.0,-484.1,delta_drop_long
2024_02_05,1707164220,SHORT,17685.25,1707165000,17715.0,-29.75,-595.0,-609.1,delta_drop_short
2024_02_05,1707165300,SHORT,17717.0,1707166200,17702.25,14.75,295.0,280.9,delta_drop_short
2024_02_05,1707166680,LONG,17715.0,1707167700,17700.75,-14.25,-285.0,-299.1,delta_drop_long
2024_02_05,1707169380,SHORT,17697.5,1707169500,17696.5,1.0,20.0,5.9,delta_drop_short
2024_02_06,1707204900,LONG,17757.75,1707206400,17763.25,5.5,110.0,95.9,delta_drop_long
2024_02_06,1707213420,SHORT,17732.0,1707216000,17724.5,7.5,150.0,135.9,delta_drop_short
2024_02_06,1707219660,SHORT,17689.0,1707220500,17693.75,-4.75,-95.0,-109.1,delta_drop_short
2024_02_06,1707220800,SHORT,17693.25,1707222000,17687.25,6.0,120.0,105.9,delta_drop_short
2024_02_06,1707225780,LONG,17731.75,1707226200,17731.25,-0.5,-10.0,-24.1,delta_drop_long
2024_02_06,1707226440,LONG,17728.25,1707228000,17737.0,8.75,175.0,160.9,delta_drop_long
2024_02_06,1707229620,LONG,17746.25,1707229800,17741.25,-5.0,-100.0,-114.1,delta_drop_long
2024_02_06,1707230520,SHORT,17717.25,1707232800,17652.5,64.75,1295.0,1280.9,delta_drop_short
2024_02_06,1707233220,SHORT,17615.5,1707233700,17643.25,-27.75,-555.0,-569.1,delta_drop_short
2024_02_06,1707233880,SHORT,17649.25,1707234300,17633.25,16.0,320.0,305.9,delta_drop_short
2024_02_06,1707234480,SHORT,17643.5,1707234900,17632.75,10.75,215.0,200.9,delta_drop_short
2024_02_06,1707235920,LONG,17648.25,1707236100,17627.5,-20.75,-415.0,-429.1,delta_drop_long
2024_02_06,1707237240,LONG,17650.5,1707237600,17644.0,-6.5,-130.0,-144.1,delta_drop_long
2024_02_06,1707238440,SHORT,17593.0,1707240600,17604.0,-11.0,-220.0,-234.1,delta_drop_short
2024_02_06,1707240840,SHORT,17590.0,1707240900,17592.75,-2.75,-55.0,-69.1,delta_drop_short
2024_02_06,1707241620,LONG,17603.5,1707241800,17591.5,-12.0,-240.0,-254.1,delta_drop_long
2024_02_06,1707243000,LONG,17608.25,1707243300,17595.75,-12.5,-250.0,-264.1,delta_drop_long
2024_02_06,1707244920,LONG,17618.75,1707245400,17626.0,7.25,145.0,130.9,delta_drop_long
2024_02_06,1707246120,LONG,17622.5,1707246600,17583.0,-39.5,-790.0,-804.1,delta_drop_long
2024_02_06,1707247020,SHORT,17576.75,1707248100,17606.5,-29.75,-595.0,-609.1,delta_drop_short
2024_02_06,1707248520,SHORT,17602.5,1707249000,17621.0,-18.5,-370.0,-384.1,delta_drop_short
2024_02_06,1707250200,LONG,17642.25,1707250800,17639.5,-2.75,-55.0,-69.1,delta_drop_long
2024_02_06,1707251040,LONG,17634.25,1707251700,17614.25,-20.0,-400.0,-414.1,delta_drop_long
2024_02_06,1707252180,SHORT,17609.0,1707252900,17634.75,-25.75,-515.0,-529.1,delta_drop_short
2024_02_06,1707254520,LONG,17645.25,1707255300,17649.5,4.25,85.0,70.9,delta_drop_long
2024_02_06,1707255900,LONG,17645.75,1707255960,17647.25,1.5,30.0,15.9,baseline_flat_long
2024_02_07,1707269160,LONG,17703.5,1707270600,17703.0,-0.5,-10.0,-24.1,delta_drop_long
2024_02_07,1707270840,LONG,17694.0,1707270900,17689.75,-4.25,-85.0,-99.1,delta_drop_long
2024_02_07,1707272520,SHORT,17688.25,1707273600,17680.5,7.75,155.0,140.9,delta_drop_short
2024_02_07,1707279060,SHORT,17661.0,1707280200,17663.5,-2.5,-50.0,-64.1,delta_drop_short
2024_02_07,1707287820,SHORT,17640.75,1707289200,17648.25,-7.5,-150.0,-164.1,delta_drop_short
2024_02_07,1707298620,LONG,17666.0,1707300600,17675.75,9.75,195.0,180.9,delta_drop_long
2024_02_07,1707305820,LONG,17681.25,1707306900,17674.25,-7.0,-140.0,-154.1,delta_drop_long
2024_02_07,1707307320,LONG,17669.75,1707307500,17666.75,-3.0,-60.0,-74.1,delta_drop_long
2024_02_07,1707308880,SHORT,17665.25,1707309000,17675.5,-10.25,-205.0,-219.1,delta_drop_short
2024_02_07,1707312180,LONG,17727.0,1707312900,17732.25,5.25,105.0,90.9,delta_drop_long
2024_02_07,1707313080,LONG,17730.25,1707313800,17739.25,9.0,180.0,165.9,delta_drop_long
2024_02_07,1707316260,LONG,17762.0,1707316500,17750.5,-11.5,-230.0,-244.1,delta_drop_long
2024_02_07,1707317820,SHORT,17728.25,1707318600,17757.75,-29.5,-590.0,-604.1,delta_drop_short
2024_02_07,1707319140,LONG,17816.0,1707320100,17861.75,45.75,915.0,900.9,delta_drop_long
2024_02_07,1707320280,LONG,17847.75,1707321300,17849.0,1.25,25.0,10.9,delta_drop_long
2024_02_07,1707321540,LONG,17839.75,1707321600,17833.75,-6.0,-120.0,-134.1,delta_drop_long
2024_02_07,1707321780,LONG,17825.5,1707322200,17840.75,15.25,305.0,290.9,delta_drop_long
2024_02_07,1707322980,SHORT,17825.25,1707324000,17818.0,7.25,145.0,130.9,delta_drop_short
2024_02_07,1707324180,SHORT,17824.25,1707324300,17827.25,-3.0,-60.0,-74.1,delta_drop_short
2024_02_07,1707325920,LONG,17833.25,1707326100,17834.5,1.25,25.0,10.9,delta_drop_long
2024_02_07,1707326520,LONG,17832.25,1707326700,17826.75,-5.5,-110.0,-124.1,delta_drop_long
2024_02_07,1707327840,SHORT,17799.5,1707328500,17813.75,-14.25,-285.0,-299.1,delta_drop_short
2024_02_07,1707328800,SHORT,17819.0,1707329400,17813.75,5.25,105.0,90.9,delta_drop_short
2024_02_07,1707330300,LONG,17830.0,1707331500,17843.25,13.25,265.0,250.9,delta_drop_long
2024_02_07,1707332220,LONG,17851.75,1707332700,17850.0,-1.75,-35.0,-49.1,delta_drop_long
2024_02_07,1707333240,LONG,17843.75,1707333300,17845.0,1.25,25.0,10.9,delta_drop_long
2024_02_07,1707336420,LONG,17858.25,1707336600,17854.0,-4.25,-85.0,-99.1,delta_drop_long
2024_02_07,1707337320,LONG,17857.25,1707338100,17844.75,-12.5,-250.0,-264.1,delta_drop_long
2024_02_07,1707339600,SHORT,17841.25,1707340500,17852.5,-11.25,-225.0,-239.1,delta_drop_short
2024_02_08,1707350220,SHORT,17841.75,1707350280,17841.5,0.25,5.0,-9.1,baseline_flat_short
2024_02_08,1707380880,SHORT,17830.5,1707381600,17833.5,-3.0,-60.0,-74.1,delta_drop_short
2024_02_08,1707384180,LONG,17847.25,1707385800,17848.5,1.25,25.0,10.9,delta_drop_long
2024_02_08,1707392040,SHORT,17809.5,1707392400,17817.5,-8.0,-160.0,-174.1,delta_drop_short
2024_02_08,1707393540,SHORT,17812.0,1707394200,17808.0,4.0,80.0,65.9,delta_drop_short
2024_02_08,1707403320,LONG,17815.25,1707403500,17819.75,4.5,90.0,75.9,delta_drop_long
2024_02_08,1707404280,LONG,17837.75,1707405300,17839.5,1.75,35.0,20.9,delta_drop_long
2024_02_08,1707405780,LONG,17851.25,1707405900,17836.75,-14.5,-290.0,-304.1,delta_drop_long
2024_02_08,1707406320,LONG,17827.5,1707406800,17848.0,20.5,410.0,395.9,delta_drop_long
2024_02_08,1707407760,LONG,17883.25,1707408300,17881.75,-1.5,-30.0,-44.1,delta_drop_long
2024_02_08,1707408480,LONG,17876.25,1707409200,17876.5,0.25,5.0,-9.1,delta_drop_long
2024_02_08,1707409500,LONG,17883.25,1707409800,17863.75,-19.5,-390.0,-404.1,delta_drop_long
2024_02_08,1707410820,SHORT,17869.75,1707411300,17880.0,-10.25,-205.0,-219.1,delta_drop_short
2024_02_08,1707412680,LONG,17882.0,1707412800,17885.75,3.75,75.0,60.9,delta_drop_long
2024_02_08,1707413520,LONG,17887.0,1707414000,17882.5,-4.5,-90.0,-104.1,delta_drop_long
2024_02_08,1707414540,SHORT,17862.0,1707415500,17879.0,-17.0,-340.0,-354.1,delta_drop_short
2024_02_08,1707416580,SHORT,17867.5,1707417000,17881.75,-14.25,-285.0,-299.1,delta_drop_short
