day,entry_ts,leg_dir,entry_price,exit_ts,exit_price,gross_usd,net_usd,mfe_usd,mae_usd
2024_01_02,1704152416,LONG,0.9862962962962963,1704153600,0.0,-19.725925925925928,-22.225925925925928,0.27384259259259247,-19.725925925925928
2024_01_02,1704153610,SHORT,0.00011574074074074075,1704153744,0.0016666666666666668,-0.03101851851851852,-2.5310185185185183,0.0,-0.03101851851851852
2024_01_02,1704157583,LONG,0.046099537037037036,1704232799,0.9166550925925926,17.41111111111111,14.911111111111111,17.41087962962963,0.0
2024_01_03,1704239916,LONG,0.9990277777777777,1704240000,0.0,-19.980555555555554,-22.480555555555554,0.018055555555556158,-19.980555555555554
2024_01_03,1704240010,SHORT,0.00011574074074074075,1704240116,0.0013425925925925925,-0.024537037037037038,-2.524537037037037,0.0,-0.024537037037037038
2024_01_03,1704244000,LONG,0.046296296296296294,1704319199,0.9166550925925926,17.407175925925927,14.907175925925927,17.406944444444445,0.0
2024_01_04,1704325856,LONG,0.9937037037037038,1704326400,0.0,-19.874074074074073,-22.374074074074073,0.1254629629629611,-19.874074074074073
2024_01_04,1704326407,SHORT,8.101851851851852e-05,1704326473,0.0008449074074074074,-0.015277777777777776,-2.515277777777778,0.0,-0.015277777777777776
2024_01_04,1704329071,LONG,0.030914351851851853,1704405598,0.9166435185185186,17.714583333333334,15.214583333333334,17.714351851851852,0.0
2024_01_05,1704412647,LONG,0.9982291666666666,1704412800,0.0,-19.964583333333334,-22.464583333333334,0.035185185185186985,-19.964583333333334
2024_01_05,1704412809,SHORT,0.00010416666666666667,1704412892,0.0010648148148148149,-0.019212962962962963,-2.519212962962963,0.0,-0.019212962962962963
2024_01_05,1704416648,LONG,0.044537037037037035,1704491999,0.9166550925925926,17.44236111111111,14.942361111111111,17.44212962962963,0.0
2024_01_08,1704670589,LONG,0.9836689814814815,1704672000,0.0,-19.67337962962963,-22.17337962962963,0.32615740740740584,-19.67337962962963
2024_01_08,1704672007,SHORT,8.101851851851852e-05,1704672112,0.0012962962962962963,-0.024305555555555556,-2.5243055555555554,0.0,-0.024305555555555556
2024_01_08,1704675125,LONG,0.03616898148148148,1704751199,0.9166550925925926,17.60972222222222,15.10972222222222,17.60949074074074,0.0
2024_01_09,1704757830,LONG,0.9934027777777777,1704758400,0.0,-19.868055555555554,-22.368055555555554,0.1314814814814813,-19.868055555555554
2024_01_09,1704758416,SHORT,0.00018518518518518518,1704758577,0.0020486111111111113,-0.03726851851851852,-2.5372685185185184,0.0,-0.03726851851851852
2024_01_09,1704762227,LONG,0.04429398148148148,1704837599,0.9166550925925926,17.447222222222223,14.947222222222223,17.44699074074074,0.0
2024_01_10,1704844475,LONG,0.9962384259259259,1704844800,0.0,-19.92476851851852,-22.42476851851852,0.07500000000000062,-19.92476851851852
2024_01_10,1704844808,SHORT,9.259259259259259e-05,1704844886,0.0009953703703703704,-0.018055555555555557,-2.5180555555555557,0.0,-0.018055555555555557
2024_01_10,1704847492,LONG,0.031157407407407408,1704923999,0.9166550925925926,17.709953703703704,15.209953703703704,17.709722222222226,0.0
2024_01_11,1704930232,LONG,0.9887962962962963,1704931200,0.0,-19.775925925925925,-22.275925925925925,0.22361111111111054,-19.775925925925925
