day,entry_ts,leg_dir,entry_price,exit_ts,exit_price,pnl_pts,pnl_usd,r_price,atr_pts,exit_reason,extra_z_se,extra_reversion_prob,extra_entry_lambda_t,extra_entry_lambda_hat
2025_01_01,1735772460.0,LONG,21261.25,1735772580.0,21287.5,26.25,47.5,29.5,7.375,z_se_reversal,,,,
2025_01_01,1735774260.0,SHORT,21304.5,1735774330.0,21294.5,10.0,15.0,29.5,7.375,z_se_reversal,1.537541389465332,0.9311782121658325,-0.48270145058631897,-0.03122938610613346
2025_01_01,1735774620.0,LONG,21278.75,1735774695.0,21267.0,-11.75,-28.5,29.5,7.375,z_15s_overshoot,-1.6452748775482178,0.9203605651855469,2.473055362701416,0.13837449252605438
2025_01_01,1735775580.0,SHORT,21263.75,1735775820.0,21265.75,-2.0,-9.0,29.5,7.375,z_15s_overshoot,1.6090843677520752,0.9242039918899536,0.9531451463699341,0.04965008422732353
2025_01_02,1735776120.0,LONG,21258.0,1735776180.0,21243.75,-14.25,-33.5,19.5,4.875,z_15s_overshoot,-1.7032042741775513,0.9137092232704163,-0.4875525236129761,-0.027990076690912247
2025_01_02,1735778040.0,SHORT,21171.5,1735778055.0,21173.75,-2.25,-9.5,19.5,4.875,z_15s_overshoot,1.5680493116378784,0.9282998442649841,-0.5949373841285706,-0.03968971222639084
2025_01_02,1735778820.0,SHORT,21236.5,1735778940.0,21232.0,4.5,4.0,19.5,4.875,z_se_reversal,1.6329749822616577,0.9216923117637634,1.8865017890930176,0.10735950618982315
2025_01_02,1735779120.0,LONG,21224.25,1735779285.0,21236.75,12.5,20.0,19.5,4.875,z_15s_overshoot,-1.711988925933838,0.9126425981521606,2.1314337253570557,0.1404651701450348
2025_01_02,1735787460.0,SHORT,21317.75,1735787580.0,21310.75,7.0,9.0,19.5,4.875,z_se_reversal,1.7554105520248413,0.9071266055107117,0.813045859336853,0.05424768850207329
2025_01_02,1735788480.0,SHORT,21334.5,1735788485.0,21337.0,-2.5,-10.0,19.5,4.875,z_15s_overshoot,1.5565342903137207,0.9294022917747498,0.846381425857544,0.057735875248909
2025_01_02,1735789740.0,SHORT,21303.0,1735789745.0,21303.75,-0.75,-6.5,19.5,4.875,z_15s_overshoot,1.7109050750732422,0.9127750396728516,2.388605833053589,0.11668796837329865
2025_01_02,1735789800.0,SHORT,21303.0,1735789860.0,21307.75,-4.75,-14.5,19.5,4.875,z_15s_overshoot,1.532564640045166,0.9316350221633911,2.0819852352142334,0.09920752793550491
2025_01_02,1735792020.0,SHORT,21301.5,1735792235.0,21305.5,-4.0,-13.0,19.5,4.875,z_15s_overshoot,1.551132082939148,0.9299127459526062,1.6123652458190918,0.11090482771396637
2025_01_02,1735792800.0,LONG,21319.25,1735792860.0,21317.75,-1.5,-8.0,19.5,4.875,z_15s_overshoot,-1.7225370407104492,0.9113404750823975,-0.2572825849056244,-0.013232049532234669
2025_01_02,1735793340.0,LONG,21321.0,1735793475.0,21322.25,1.25,-2.5,19.5,4.875,z_15s_overshoot,-1.589988350868225,0.9261432886123657,0.059048477560281754,0.0028246508445590734
2025_01_02,1735794360.0,SHORT,21328.5,1735794540.0,21324.0,4.5,4.0,19.5,4.875,z_se_reversal,1.659603238105774,0.9187747836112976,1.5137916803359985,0.07900568842887878
2025_01_02,1735794660.0,SHORT,21331.75,1735794795.0,21336.0,-4.25,-13.5,19.5,4.875,z_15s_overshoot,1.6997712850570679,0.914121687412262,0.34213170409202576,0.021496418863534927
2025_01_02,1735795140.0,SHORT,21352.25,1735795145.0,21352.0,0.25,-4.5,19.5,4.875,z_15s_overshoot,1.5672447681427002,0.9283775091171265,0.1676032990217209,0.015289288014173508
2025_01_02,1735795500.0,LONG,21346.75,1735795650.0,21344.75,-2.0,-9.0,19.5,4.875,z_15s_overshoot,-1.7714686393737793,0.9049783945083618,0.9836549758911133,0.07116546481847763
2025_01_02,1735797240.0,LONG,21368.25,1735797250.0,21368.0,-0.25,-5.5,19.5,4.875,z_15s_overshoot,-1.5324417352676392,0.9316462278366089,-0.04073824733495712,-0.0027804854325950146
2025_01_02,1735797300.0,LONG,21367.25,1735797375.0,21365.5,-1.75,-8.5,19.5,4.875,z_15s_overshoot,-1.5530496835708618,0.9297320246696472,0.4051188826560974,0.02881533093750477
2025_01_02,1735799220.0,LONG,21372.5,1735799225.0,21372.0,-0.5,-6.0,19.5,4.875,z_15s_overshoot,-1.69989013671875,0.9141074419021606,0.3984430730342865,0.033671438694000244
2025_01_02,1735799280.0,LONG,21368.75,1735799295.0,21363.5,-5.25,-15.5,19.5,4.875,z_15s_overshoot,-1.7906994819641113,0.9023239612579346,-0.0029534839559346437,-0.0002257511659990996
2025_01_02,1735801560.0,LONG,21384.25,1735801740.0,21392.0,7.75,10.5,19.5,4.875,z_se_reversal,-1.7125874757766724,0.9125693440437317,0.40872693061828613,0.025897633284330368
2025_01_02,1735803240.0,LONG,21364.25,1735803360.0,21370.5,6.25,7.5,19.5,4.875,z_se_reversal,-1.6050066947937012,0.9246230721473694,1.6497946977615356,0.07456089556217194
2025_01_02,1735806240.0,LONG,21383.25,1735806245.0,21385.0,1.75,-1.5,19.5,4.875,z_15s_overshoot,-1.743001103401184,0.9087457060813904,1.0672141313552856,0.09003730863332748
2025_01_02,1735807020.0,SHORT,21343.5,1735807155.0,21348.5,-5.0,-15.0,19.5,4.875,z_15s_overshoot,1.7826976776123047,0.9034395217895508,-0.7292214035987854,-0.04352998733520508
2025_01_02,1735808460.0,LONG,21364.0,1735808520.0,21378.5,14.5,24.0,19.5,4.875,z_se_reversal,-1.5490367412567139,0.9301095604896545,0.2496684193611145,0.014338347129523754
2025_01_02,1735809540.0,LONG,21398.75,1735809630.0,21394.25,-4.5,-14.0,19.5,4.875,z_15s_overshoot,-1.6033015251159668,0.924797534942627,-0.6633893251419067,-0.03485129401087761
2025_01_02,1735810080.0,LONG,21382.25,1735810140.0,21386.5,4.25,3.5,19.5,4.875,z_se_reversal,-1.614414095878601,0.9236520528793335,-0.3409776985645294,-0.022172238677740097
2025_01_02,1735810740.0,LONG,21372.5,1735810745.0,21368.25,-4.25,-13.5,19.5,4.875,z_15s_overshoot,-1.6835581064224243,0.9160377383232117,0.5664693117141724,0.03684808686375618
2025_01_02,1735810980.0,SHORT,21381.75,1735811250.0,21393.75,-12.0,-29.0,19.5,4.875,z_15s_overshoot,1.5187946557998657,0.9328809380531311,2.09684681892395,0.09810697287321091
2025_01_02,1735811700.0,LONG,21384.75,1735811880.0,21389.75,5.0,5.0,19.5,4.875,z_se_reversal,-1.5945357084274292,0.9256868362426758,-0.32891592383384705,-0.017378555610775948
2025_01_02,1735812360.0,LONG,21390.5,1735812375.0,21382.25,-8.25,-21.5,19.5,4.875,z_15s_overshoot,-1.634940266609192,0.9214813113212585,0.504425585269928,0.03986185044050217
2025_01_02,1735812840.0,LONG,21365.0,1735812960.0,21376.25,11.25,17.5,19.5,4.875,z_se_reversal,-1.6703636646270752,0.9175588488578796,0.01960398256778717,0.001329496968537569
2025_01_02,1735814160.0,SHORT,21398.75,1735814340.0,21399.5,-0.75,-6.5,19.5,4.875,z_se_reversal,1.559295654296875,0.9291397333145142,2.4514031410217285,0.12410581856966019
2025_01_02,1735815060.0,LONG,21391.5,1735815065.0,21391.5,0.0,-5.0,19.5,4.875,z_15s_overshoot,-1.57539963722229,0.9275856018066406,-1.685494065284729,-0.12679728865623474
2025_01_02,1735816860.0,LONG,21402.0,1735816875.0,21399.25,-2.75,-10.5,19.5,4.875,z_15s_overshoot,-1.6027934551239014,0.9248494505882263,2.0071053504943848,0.08330053091049194
2025_01_02,1735816920.0,LONG,21400.0,1735816935.0,21397.0,-3.0,-11.0,19.5,4.875,z_15s_overshoot,-1.7833304405212402,0.9033518433570862,1.659416913986206,0.059254515916109085
2025_01_02,1735817940.0,SHORT,21403.75,1735818045.0,21407.25,-3.5,-12.0,19.5,4.875,z_15s_overshoot,1.7064576148986816,0.9133160710334778,1.5082894563674927,0.0818503126502037
2025_01_02,1735818180.0,SHORT,21420.5,1735818185.0,21420.5,-0.0,-5.0,19.5,4.875,z_15s_overshoot,1.7331129312515259,0.9100109934806824,0.616122841835022,0.02866935171186924
2025_01_02,1735818420.0,SHORT,21437.5,1735818425.0,21436.25,1.25,-2.5,19.5,4.875,z_15s_overshoot,1.756773829460144,0.90694659948349,0.20156951248645782,0.005151297897100449
2025_01_02,1735818660.0,LONG,21440.75,1735819020.0,21451.75,11.0,17.0,19.5,4.875,z_se_reversal,-1.7367783784866333,0.9095444679260254,0.05365061014890671,0.001564214937388897
2025_01_02,1735820400.0,LONG,21477.75,1735820535.0,21477.75,0.0,-5.0,19.5,4.875,z_15s_overshoot,-1.596144437789917,0.9255245327949524,0.4246253967285156,0.028158968314528465
