day,entry_ts,leg_dir,entry_price,exit_ts,exit_price,pnl_pts,gross_usd,net_usd,exit_reason
2024_01_03,1704304186,LONG,16584.0,1704304446,16583.5,-0.5,-10.0,-24.1,curve_bend_down
2024_01_03,1704304531,LONG,16585.0,1704305024,16599.25,14.25,285.0,270.9,curve_bend_down
2024_01_03,1704305473,LONG,16603.0,1704305599,16600.25,-2.75,-55.0,-69.1,curve_bend_down
2024_01_03,1704305620,LONG,16602.5,1704305714,16597.5,-5.0,-100.0,-114.1,curve_bend_down
2024_01_03,1704306371,LONG,16594.75,1704306682,16586.0,-8.75,-175.0,-189.1,curve_bend_down
2024_01_03,1704307121,LONG,16586.5,1704307456,16579.0,-7.5,-150.0,-164.1,curve_bend_down
2024_01_03,1704307784,LONG,16582.5,1704308031,16581.75,-0.75,-15.0,-29.1,curve_bend_down
2024_01_03,1704308374,LONG,16584.0,1704308558,16568.5,-15.5,-310.0,-324.1,curve_bend_down
2024_01_03,1704308891,LONG,16578.25,1704309221,16564.0,-14.25,-285.0,-299.1,curve_bend_down
2024_01_03,1704309523,LONG,16570.0,1704309814,16567.0,-3.0,-60.0,-74.1,curve_bend_down
2024_01_03,1704309944,LONG,16582.75,1704310342,16612.5,29.75,595.0,580.9,curve_bend_down
2024_01_03,1704310717,LONG,16607.0,1704311262,16611.0,4.0,80.0,65.9,curve_bend_down
2024_01_03,1704311795,LONG,16602.0,1704311964,16593.75,-8.25,-165.0,-179.1,curve_bend_down
2024_01_03,1704312717,LONG,16569.25,1704312993,16560.25,-9.0,-180.0,-194.1,curve_bend_down
2024_01_03,1704313363,LONG,16562.25,1704313530,16549.25,-13.0,-260.0,-274.1,curve_bend_down
2024_01_03,1704313828,LONG,16562.25,1704314215,16574.25,12.0,240.0,225.9,curve_bend_down
2024_01_03,1704314930,LONG,16554.5,1704315039,16530.75,-23.75,-475.0,-489.1,curve_bend_down
2024_01_03,1704315338,LONG,16547.25,1704315603,16537.75,-9.5,-190.0,-204.1,curve_bend_down
2024_01_03,1704315956,LONG,16537.75,1704316516,16535.0,-2.75,-55.0,-69.1,curve_bend_down
2024_01_03,1704317285,LONG,16537.25,1704317869,16535.0,-2.25,-45.0,-59.1,curve_bend_down
2024_01_03,1704318293,LONG,16538.75,1704319198,16542.25,3.5,70.0,55.9,eod
