day,entry_ts,leg_dir,entry_price,exit_ts,exit_price,pnl_pts,gross_usd,net_usd,exit_reason
2024_01_03,1704260736,LONG,16699.75,1704266624,16708.25,8.5,170.0,155.9,curve_bend_down
2024_01_03,1704269513,LONG,16724.0,1704271293,16704.25,-19.75,-395.0,-409.1,curve_bend_down
2024_01_03,1704274116,LONG,16672.75,1704275369,16644.25,-28.5,-570.0,-584.1,curve_bend_down
2024_01_03,1704277485,LONG,16648.5,1704280024,16656.25,7.75,155.0,140.9,curve_bend_down
2024_01_03,1704286715,LONG,16605.75,1704290219,16634.25,28.5,570.0,555.9,curve_bend_down
2024_01_03,1704292556,LONG,16629.75,1704294634,16601.25,-28.5,-570.0,-584.1,curve_bend_down
2024_01_03,1704296994,LONG,16562.25,1704299375,16590.25,28.0,560.0,545.9,curve_bend_down
2024_01_03,1704302873,LONG,16570.0,1704305986,16597.25,27.25,545.0,530.9,curve_bend_down
2024_01_03,1704308460,LONG,16579.5,1704308609,16568.75,-10.75,-215.0,-229.1,curve_bend_down
2024_01_03,1704310037,LONG,16612.75,1704311969,16592.75,-20.0,-400.0,-414.1,curve_bend_down
2024_01_03,1704314214,LONG,16575.5,1704315242,16526.5,-49.0,-980.0,-994.1,curve_bend_down
2024_01_03,1704318418,LONG,16539.0,1704319198,16542.25,3.25,65.0,50.9,eod
