concept,tf,regime_2d,q4_early_n,q4_early_mean,q4_early_wr,q4_late_n,q4_late_mean,q4_late_wr,delta_mean,sign_flip,corr_early,corr_late,corr_delta,corr_sign_flip,mag_stability
price_sigma_w,1h,FLAT_SMOOTH,1848,5.41301406926407,0.5606060606060606,108,-5.173611111111111,0.3611111111111111,-10.58662518037518,True,0.07606767760858063,-0.04318180242612369,-0.11924948003470431,True,-0.9557727072034918
price_sigma_w,1h,FLAT_CHOPPY,2748,0.8944687045123726,0.5309315866084425,924,10.887445887445887,0.5854978354978355,9.992977182933515,False,0.01896189035084477,0.028631221717145775,0.009669331366301007,False,0.0821559724621701
bar_range,5s,UP_SMOOTH,1059,45.951605288007556,0.6458923512747875,530,29.897169811320754,0.7075471698113207,-16.054435476686802,False,0.2269822157422085,0.07017140017947324,-0.15681081556273527,False,0.6506229678797166
bar_range,5s,UP_CHOPPY,459,46.78485838779957,0.644880174291939,425,21.299411764705884,0.6705882352941176,-25.485446623093683,False,0.07667548026130644,0.1644264282816035,0.08775094802029706,False,0.4552629311850239
bar_range,5s,DOWN_SMOOTH,723,-50.947095435684645,0.38035961272475793,225,-23.416666666666668,0.4088888888888889,27.530428769017977,False,-0.14380907959847544,-0.06906211866254051,0.07474696093593493,False,0.4596271184139977
bar_range,5s,DOWN_CHOPPY,522,-24.389367816091955,0.39846743295019155,129,-18.4515503875969,0.35658914728682173,5.937817428495055,False,-0.06074020367697356,-0.1605733590143411,-0.09983315533736756,False,0.7565407404870363
bar_range,5s,FLAT_SMOOTH,1733,-3.895268320830929,0.5251009809578765,586,-0.9479522184300341,0.5034129692832765,2.947316102400895,False,-0.034803901946552016,0.004448734356866492,0.039252636303418506,False,0.24335992808521578
bar_range,5s,FLAT_CHOPPY,2637,1.0883579825559349,0.5221843003412969,1069,3.269176800748363,0.5603367633302152,2.180818818192428,False,-0.03103665111685245,0.028205704311817684,0.05924235542867014,True,0.33291499630940546
bar_range,1m,UP_SMOOTH,1014,47.10700197238659,0.6439842209072978,421,42.36104513064133,0.7505938242280285,-4.745956841745262,False,0.24479158261132244,0.13573897307502494,-0.1090526095362975,False,0.8992515625484452
bar_range,1m,UP_CHOPPY,463,51.01889848812095,0.6565874730021598,331,21.87311178247734,0.6646525679758308,-29.145786705643612,False,0.07244677349369699,0.1859069656696518,0.11346019217595482,False,0.4287256767719161
bar_range,1m,DOWN_SMOOTH,735,-53.65952380952381,0.37006802721088433,210,-15.401190476190477,0.45714285714285713,38.25833333333333,False,-0.15406874958669778,-0.04525264961056623,0.10881609997613155,False,0.2870169055331233
bar_range,1m,DOWN_CHOPPY,522,-24.733716475095786,0.39272030651340994,93,-20.922043010752688,0.40860215053763443,3.811673464343098,False,-0.09359174846701157,-0.10728311560960553,-0.01369136714259396,False,0.8458916003108127
bar_range,1m,FLAT_SMOOTH,1651,-4.591308298001211,0.5172622652937614,421,1.185273159144893,0.5320665083135392,5.776581457146104,True,-0.048567899117889,0.05275935899885459,0.10132725811674359,True,-0.2581558636915957
bar_range,1m,FLAT_CHOPPY,2676,1.8167974588938713,0.523168908819133,987,1.8419452887537995,0.5491388044579534,0.02514782985992814,False,-0.01918467322791808,0.013191010626936516,0.03237568385485459,False,0.9863471352740654
bar_range,5m,UP_SMOOTH,997,44.77758274824473,0.6399197592778335,437,40.94851258581236,0.7276887871853547,-3.829070162432373,False,0.27498248844603757,0.13411612433232611,-0.14086636411371145,False,0.9144868943917597
bar_range,5m,UP_CHOPPY,463,49.36717062634989,0.6565874730021598,324,24.02469135802469,0.6697530864197531,-25.3424792683252,False,0.032525655790464444,0.16425358382141111,0.13172792803094668,False,0.486653195903462
bar_range,5m,DOWN_SMOOTH,733,-49.917803547066846,0.3956343792633015,206,-16.531553398058254,0.45145631067961167,33.38625014900859,False,-0.16061778439790667,-0.046523997072880935,0.11409378732502573,False,0.3311754969841746
bar_range,5m,DOWN_CHOPPY,502,-23.214641434262948,0.3944223107569721,97,-16.033505154639176,0.41237113402061853,7.181136279623772,False,-0.043521328815675706,-0.08134788331943535,-0.03782655450375964,False,0.6906634849408015
bar_range,5m,FLAT_SMOOTH,1652,-2.069007263922518,0.534503631961259,368,1.2255434782608696,0.5190217391304348,3.2945507421833877,True,-0.021523015847819415,0.04618880877356297,0.06771182462138238,True,-0.5923340626351541
bar_range,5m,FLAT_CHOPPY,2689,1.2380996653030867,0.5228709557456304,1025,3.936829268292683,0.5541463414634147,2.698729602989596,False,-0.030380530659693487,0.029644348165483315,0.060024878825176806,True,0.3144915821660774
bar_range,15m,UP_SMOOTH,1029,42.06049562682216,0.6384839650145773,404,29.465965346534652,0.7277227722772277,-12.594530280287508,False,0.21017437381621104,0.12212239845220885,-0.0880519753640022,False,0.7005615342236737
bar_range,15m,UP_CHOPPY,463,50.58963282937365,0.67170626349892,336,15.29985119047619,0.6458333333333334,-35.28978163889746,False,0.011773544433624527,0.126381146356209,0.11460760192258448,False,0.30243056402640467
bar_range,15m,DOWN_SMOOTH,729,-45.22085048010974,0.401920438957476,204,-11.987745098039216,0.5098039215686274,33.23310538207052,False,-0.16430713665990662,-0.014419628819440634,0.14988750784046598,False,0.265093313610101
bar_range,15m,DOWN_CHOPPY,498,-23.538654618473895,0.41767068273092367,105,-13.380952380952381,0.45714285714285713,10.157702237521514,False,-0.07564055933708032,-0.11754548291290172,-0.0419049235758214,False,0.5684671701861235
bar_range,15m,FLAT_SMOOTH,1609,-3.3399627097576134,0.5245494095711623,381,-1.6443569553805775,0.49343832020997375,1.695605754377036,False,-0.03555860137317561,0.031059635400368203,0.06661823677354381,True,0.4923279384457293
bar_range,15m,FLAT_CHOPPY,2684,3.3565573770491803,0.5331594634873323,1008,4.313740079365079,0.5724206349206349,0.9571827023158987,False,-0.016056007044549694,0.04440673812335395,0.06046274516790365,False,0.7781083967264012
bar_range,1h,UP_SMOOTH,996,45.17394578313253,0.6616465863453815,443,52.87471783295711,0.7607223476297968,7.700772049824579,False,0.21915231425409387,0.14812321521217509,-0.07102909904191879,False,0.8543581438268283
bar_range,1h,UP_CHOPPY,456,53.848684210526315,0.6798245614035088,336,11.177083333333334,0.6309523809523809,-42.67160087719298,False,0.0751858794664157,0.11463526907481092,0.039449389608395224,False,0.20756465078395447
bar_range,1h,DOWN_SMOOTH,702,-40.61538461538461,0.4287749287749288,240,-17.272916666666667,0.37916666666666665,23.342467948717946,False,-0.12447040092141669,-0.05185275348710812,0.07261764743430857,False,0.4252801452020203
bar_range,1h,DOWN_CHOPPY,528,-26.886363636363637,0.3693181818181818,72,-24.510416666666668,0.2777777777777778,2.375946969696969,False,-0.13434086090898575,-0.11851482455155374,0.015826036357432016,False,0.9116300366300367
bar_range,1h,FLAT_SMOOTH,1656,-2.064915458937198,0.5301932367149759,336,-3.165922619047619,0.4226190476190476,-1.101007160110421,False,-0.0669755010767856,-0.011350765788575268,0.05562473528821033,False,0.6522318159369199
bar_range,1h,FLAT_CHOPPY,2677,2.2937990287635412,0.5338064998132238,996,7.926204819277109,0.5773092369477911,5.632405790513568,False,0.013625921154189473,0.061793658952338855,0.04816773779814938,False,0.28939436729982726
vol_mean_w,5s,UP_SMOOTH,803,55.86799501867995,0.660024906600249,627,23.842105263157894,0.6762360446570973,-32.02588975552206,False,0.11957999385308375,0.05908395398725993,-0.060496039865823824,False,0.42675784687075446
vol_mean_w,5s,UP_CHOPPY,284,53.76232394366197,0.6830985915492958,501,17.74550898203593,0.6606786427145709,-36.01681496162604,False,0.09923310693829061,0.10775561545863553,0.008522508520344918,False,0.330073324222956
vol_mean_w,5s,DOWN_SMOOTH,621,-55.34339774557166,0.357487922705314,312,-20.505608974358974,0.4326923076923077,34.837788771212686,False,-0.13961054127631706,-0.04654736916211976,0.09306317211419729,False,0.37051590270313217
vol_mean_w,5s,DOWN_CHOPPY,394,-26.058375634517766,0.383248730964467,204,-18.063725490196077,0.35784313725490197,7.994650144321689,False,-0.09804800551189186,-0.10363406284838536,-0.005586057336493505,False,0.6932022833483251
vol_mean_w,5s,FLAT_SMOOTH,1277,-4.016444792482381,0.5293657008613939,704,-0.24680397727272727,0.5241477272727273,3.769640815209654,False,-0.04287020299657312,-0.016393535025591186,0.026476667970981933,False,0.06144836790354302
vol_mean_w,5s,FLAT_CHOPPY,2154,-0.09331476323119778,0.5232126276694522,1510,1.7425496688741722,0.5403973509933775,1.8358644321053699,False,-0.010373224544210968,0.007060447562658968,0.017433672106869937,False,-0.05355070498018377
vol_mean_w,1m,UP_SMOOTH,835,53.9062874251497,0.6610778443113773,595,23.919327731092437,0.6823529411764706,-29.986959694057262,False,0.1883097464826355,0.08848520035093302,-0.09982454613170247,False,0.44372055419889667
vol_mean_w,1m,UP_CHOPPY,316,48.927215189873415,0.6582278481012658,469,17.29690831556503,0.6652452025586354,-31.630306874308385,False,0.12138995160656836,0.17714009427198188,0.05575014266541352,False,0.3535232538463585
vol_mean_w,1m,DOWN_SMOOTH,627,-51.66945773524721,0.3843700159489633,306,-17.53186274509804,0.434640522875817,34.13759499014917,False,-0.15433929070462807,-0.06326553195892456,0.0910737587457035,False,0.33930804605944953
vol_mean_w,1m,DOWN_CHOPPY,414,-28.039251207729468,0.38164251207729466,184,-17.497282608695652,0.3804347826086957,10.541968599033815,False,-0.059746310278412804,-0.21670652501229212,-0.15696021473387933,False,0.6240281696207439
vol_mean_w,1m,FLAT_SMOOTH,1325,-2.2026415094339624,0.5381132075471698,653,0.6213629402756509,0.5283307810107197,2.824004449709613,False,-0.05153116028664954,0.019088646387595526,0.07061980667424506,False,-0.2820989877900417
vol_mean_w,1m,FLAT_CHOPPY,2204,-0.04650635208711434,0.5272232304900182,1459,2.9134681288553805,0.5483207676490747,2.959974480942495,False,-0.014973301181163941,0.02054581490777806,0.035519116088942,False,-0.015962540185873175
vol_mean_w,5m,UP_SMOOTH,842,54.23159144893112,0.6555819477434679,588,24.22746598639456,0.6870748299319728,-30.00412546253656,False,0.17651500833570027,0.08156008758236767,-0.0949549207533326,False,0.44674082650163627
vol_mean_w,5m,UP_CHOPPY,302,49.704470198675494,0.6721854304635762,483,18.435817805383024,0.6708074534161491,-31.26865239329247,False,0.06544690173478451,0.13951270679872055,0.07406580506393604,False,0.370908647284491
vol_mean_w,5m,DOWN_SMOOTH,632,-57.10522151898734,0.3876582278481013,301,-14.380398671096346,0.4485049833887043,42.724822847891,False,-0.14050747217836776,-0.06339823607858627,0.07710923609978149,False,0.2518228331592217
vol_mean_w,5m,DOWN_CHOPPY,435,-31.69367816091954,0.37471264367816093,163,-18.427914110429448,0.38650306748466257,13.265764050490091,False,-0.10324224863389155,-0.21391703031148523,-0.11067478167759369,False,0.5814381662129806
vol_mean_w,5m,FLAT_SMOOTH,1326,-2.8550150829562595,0.5248868778280543,651,0.10483870967741936,0.5422427035330261,2.959853792633679,False,-0.08021267408801201,0.027103695210049596,0.10731636929806161,True,-0.036720895207622783
vol_mean_w,5m,FLAT_CHOPPY,2248,0.895685053380783,0.5382562277580071,1415,3.442402826855124,0.5590106007067138,2.5467177734743407,False,-0.005500467532533713,0.034719031681374024,0.04021949921390774,False,0.26019181903794053
vol_mean_w,15m,UP_SMOOTH,843,48.65124555160142,0.6453143534994069,588,25.589285714285715,0.717687074829932,-23.061959837315705,False,0.1841639026107997,0.016224326118085514,-0.16793957649271418,False,0.5259739072280218
vol_mean_w,15m,UP_CHOPPY,312,54.34855769230769,0.6858974358974359,474,13.530063291139241,0.6286919831223629,-40.81849440116845,False,0.12908683897947393,0.10498780669677843,-0.0240990322826955,False,0.2489498133094752
vol_mean_w,15m,DOWN_SMOOTH,654,-55.6815749235474,0.3623853211009174,279,-22.719534050179213,0.3655913978494624,32.96204087336819,False,-0.1566030716547379,-0.06566440745027821,0.0909386642044597,False,0.4080260675344378
vol_mean_w,15m,DOWN_CHOPPY,450,-40.986666666666665,0.33555555555555555,150,-1.62,0.5266666666666666,39.36666666666667,False,-0.1613912690379596,-0.07887001465936891,0.0825212543785907,False,0.03952504879635643
vol_mean_w,15m,FLAT_SMOOTH,1405,-4.343416370106762,0.5160142348754448,567,5.615961199294532,0.5767195767195767,9.959377569401294,True,-0.03987832658199002,0.04769474226577141,0.08757306884776142,True,-0.7734056942295782
vol_mean_w,15m,FLAT_CHOPPY,2319,0.9835058214747736,0.5338507977576542,1344,-1.8930431547619047,0.5230654761904762,-2.8765489762366783,False,0.01857089088665255,0.014083549281890168,-0.004487341604762381,False,-0.5195369260340359
vol_mean_w,1h,UP_SMOOTH,1008,28.5,0.5843253968253969,433,9.706697459584296,0.6235565819861432,-18.793302540415702,False,0.015302231700813986,-0.11043566359185578,-0.12573789529266977,False,0.34058587577488764
vol_mean_w,1h,UP_CHOPPY,480,21.075,0.5979166666666667,312,2.9423076923076925,0.44551282051282054,-18.132692307692306,False,0.057878933291322474,-0.1427046023815566,-0.20058353567287907,True,0.13961127840131404
vol_mean_w,1h,DOWN_SMOOTH,840,-27.911607142857143,0.45595238095238094,96,-2.1927083333333335,0.46875,25.71889880952381,False,-0.02231684336424422,0.10273482528477348,0.1250516686490177,True,0.07855901389377606
vol_mean_w,1h,DOWN_CHOPPY,492,-23.996443089430894,0.4024390243902439,108,5.810185185185185,0.5740740740740741,29.80662827461608,True,-0.056496140668899596,0.09114469456337179,0.1476408352322714,True,-0.24212693370978178
vol_mean_w,1h,FLAT_SMOOTH,1836,5.015250544662309,0.539760348583878,120,1.40625,0.4666666666666667,-3.609000544662309,False,0.030021246606832364,0.02230864080985238,-0.007712605796979983,False,0.28039476542137276
vol_mean_w,1h,FLAT_CHOPPY,2988,6.713688085676037,0.5458500669344043,675,9.185555555555556,0.5392592592592592,2.471867469879519,False,0.03897021775606508,0.008285381857841698,-0.03068483589822338,False,0.7308962473821741
vol_velocity_w,5s,UP_SMOOTH,742,36.08322102425876,0.6293800539083558,713,20.599228611500703,0.6507713884992987,-15.48399241275806,False,-0.000955909622287174,0.013430929838221094,0.014386839460508269,False,0.5708810917310246
vol_velocity_w,5s,UP_CHOPPY,239,44.03347280334728,0.6359832635983264,553,9.73372513562387,0.5985533453887885,-34.29974766772341,False,0.035396641442306226,-0.009830086168863519,-0.04522672761116975,False,0.22105286083372344
vol_velocity_w,5s,DOWN_SMOOTH,567,-44.62389770723104,0.3880070546737213,429,-20.38170163170163,0.3682983682983683,24.242196075529407,False,-0.055727166316495796,-0.012952767889688214,0.04277439842680758,False,0.45674409181874087
vol_velocity_w,5s,DOWN_CHOPPY,359,-23.318245125348188,0.38440111420612816,250,-11.865,0.392,11.453245125348188,False,-0.07042178250249893,-0.008701314143122012,0.06172046835937692,False,0.5088290279229506
vol_velocity_w,5s,FLAT_SMOOTH,1235,0.7097165991902834,0.5417004048582996,765,-0.8761437908496732,0.5137254901960784,-1.5858603900399566,False,-0.010957810068100843,-0.03433492377821732,-0.023377113710116477,False,-0.8100458013883876
vol_velocity_w,5s,FLAT_CHOPPY,1954,-2.162871033776868,0.5076765609007164,1982,0.7764883955600403,0.5262361251261353,2.9393594293369083,False,-0.009353351921207122,0.0014101778873570642,0.010763529808564187,False,-0.35900818099362763
vol_velocity_w,1m,UP_SMOOTH,777,39.00418275418276,0.6447876447876448,656,17.87766768292683,0.6509146341463414,-21.126515071255927,False,0.042757775200211234,0.005940850166928639,-0.0368169250332826,False,0.45835257709661026
vol_velocity_w,1m,UP_CHOPPY,258,41.799418604651166,0.6356589147286822,527,14.668880455407969,0.603415559772296,-27.130538149243197,False,0.04434183983258663,0.05563625125110388,0.011294411418517246,False,0.3509350355838613
vol_velocity_w,1m,DOWN_SMOOTH,603,-45.250414593698174,0.3598673300165838,330,-21.163636363636364,0.396969696969697,24.08677823006181,False,-0.0396934140424356,-0.01831032390165834,0.02138309014077726,False,0.46770038581223805
vol_velocity_w,1m,DOWN_CHOPPY,361,-14.220914127423823,0.42382271468144045,238,-11.622899159663865,0.42436974789915966,2.5980149677599584,False,0.055955364564450175,0.03384764861915408,-0.02210771594529609,False,0.8173102696155159
vol_velocity_w,1m,FLAT_SMOOTH,1275,-0.3050980392156863,0.5294117647058824,704,-0.28089488636363635,0.5042613636363636,0.024203152852049936,False,0.02810788188003059,0.011552524679970113,-0.01655535720006048,False,0.9206709000350548
vol_velocity_w,1m,FLAT_CHOPPY,2029,-0.4338344011828487,0.5022178413011336,1634,0.5160648714810282,0.5367197062423501,0.9498992726638769,False,-0.0030895656980443717,-0.011056247413720263,-0.007966681715675892,False,-0.8406586558348943
vol_velocity_w,5m,UP_SMOOTH,747,33.54016064257028,0.6318607764390897,683,21.223645680819914,0.6530014641288433,-12.316514961750364,False,0.0527727346140707,0.04161979813334169,-0.011152936480729007,False,0.6327830658593258
vol_velocity_w,5m,UP_CHOPPY,247,43.92206477732793,0.6680161943319838,538,14.817379182156134,0.6059479553903345,-29.104685595171798,False,0.12183532101299172,0.11277613778489184,-0.00905918322809987,False,0.3373561615847508
vol_velocity_w,5m,DOWN_SMOOTH,599,-42.44031719532554,0.38731218697829717,336,-19.772321428571427,0.41964285714285715,22.667995766754114,False,-0.03442256381335123,-0.023910853909742236,0.010511709903608994,False,0.4658853358133994
vol_velocity_w,5m,DOWN_CHOPPY,368,-16.157608695652176,0.43478260869565216,230,-11.272826086956522,0.41304347826086957,4.884782608695653,False,0.1317415786809986,-0.07077399266556507,-0.20251557134656367,True,0.6976791120080725
vol_velocity_w,5m,FLAT_SMOOTH,1268,3.158517350157729,0.5457413249211357,709,-1.1449224259520452,0.5105782792665726,-4.303439776109774,True,0.06812394472372517,-0.00830631596610713,-0.0764302606898323,False,-0.36248729990192086
vol_velocity_w,5m,FLAT_CHOPPY,1995,-4.4714285714285715,0.49373433583959897,1673,0.13628212791392708,0.5206216377764495,4.6077106993424986,False,-0.04263348585376606,-0.029959671051525298,0.012673814802240758,False,-0.030478431162858977
vol_velocity_w,15m,UP_SMOOTH,797,47.14366373902133,0.6787954830614805,633,30.066745655608216,0.7124802527646129,-17.076918083413112,False,0.03625078164059114,0.10098360863763396,0.06473282699704283,False,0.637768541326194
vol_velocity_w,15m,UP_CHOPPY,255,43.12450980392157,0.5803921568627451,531,21.252824858757062,0.7137476459510358,-21.871684945164507,False,-0.01392819815259278,0.1603070218045889,0.17423521995718166,False,0.4928247290320368
vol_velocity_w,15m,DOWN_SMOOTH,607,-39.663920922570014,0.443163097199341,327,-22.165902140672785,0.41590214067278286,17.49801878189723,False,-0.0022560250320361086,-0.03156231221653829,-0.02930628718450218,False,0.5588429390010127
vol_velocity_w,15m,DOWN_CHOPPY,396,-26.417929292929294,0.3939393939393939,204,-17.74142156862745,0.37745098039215685,8.676507724301842,False,0.035335811235580966,-0.19216029570536253,-0.2274961069409435,True,0.6715674560222216
vol_velocity_w,15m,FLAT_SMOOTH,1243,-6.329444891391794,0.5205148833467418,730,-2.5496575342465753,0.4821917808219178,3.7797873571452185,False,-0.10493694588275106,-0.02852781286288934,0.07640913301986171,False,0.40282482555684695
vol_velocity_w,15m,FLAT_CHOPPY,1930,-3.4989637305699484,0.4906735751295337,1734,6.132352941176471,0.5692041522491349,9.631316671746418,True,-0.037321113574642226,0.040352977974113385,0.07767409154875561,True,-0.5705744212919819
vol_velocity_w,1h,UP_SMOOTH,792,52.01199494949495,0.6502525252525253,648,20.41087962962963,0.6944444444444444,-31.60111531986532,False,0.1507872168122049,0.0745076058011055,-0.07627961101109938,False,0.3924263941317603
vol_velocity_w,1h,UP_CHOPPY,264,35.885416666666664,0.678030303030303,528,15.940340909090908,0.6571969696969697,-19.945075757575758,False,0.05934057254289594,0.0732265585697842,0.013885986026888265,False,0.444201081936931
vol_velocity_w,1h,DOWN_SMOOTH,636,-53.114386792452834,0.37735849056603776,300,-23.324166666666667,0.38,29.790220125786167,False,-0.15318889755079848,-0.07284413601528118,0.0803447615355173,False,0.43913086595176243
vol_velocity_w,1h,DOWN_CHOPPY,420,-36.5125,0.36904761904761907,180,-9.869444444444444,0.4722222222222222,26.64305555555556,False,-0.12602422823270082,-0.11446402439443173,0.011560203838269084,False,0.27030316862566084
vol_velocity_w,1h,FLAT_SMOOTH,1260,-3.0714285714285716,0.5142857142857142,696,-0.20977011494252873,0.5459770114942529,2.861658456486043,False,-0.05711025368857917,0.04298878346419381,0.10009903715277299,True,0.06829724672547444
vol_velocity_w,1h,FLAT_CHOPPY,2172,-0.3333333333333333,0.5285451197053407,1500,3.9093333333333335,0.5586666666666666,4.242666666666667,False,-0.0004363351273449598,0.012234090293799883,0.012670425421144844,False,-0.08526603001364252
price_velocity_w,5s,UP_SMOOTH,841,37.97116527942925,0.643281807372176,649,31.259630200308166,0.6718027734976888,-6.711535079121084,False,0.09114407238010776,0.0649288444247463,-0.026215227955361464,False,0.8232465337913388
price_velocity_w,5s,UP_CHOPPY,296,39.99408783783784,0.6283783783783784,517,9.87137330754352,0.562862669245648,-30.122714530294317,False,0.07866066306436136,-0.016901426610520007,-0.09556208967488136,False,0.24682081380549337
price_velocity_w,5s,DOWN_SMOOTH,634,-33.69124605678233,0.3911671924290221,337,-18.198813056379823,0.34718100890207715,15.49243300040251,False,0.013642765072977256,-0.0020397758976123553,-0.01568254097058961,False,0.5401644399173609
price_velocity_w,5s,DOWN_CHOPPY,404,-23.254950495049506,0.3935643564356436,199,-5.3203517587939695,0.5276381909547738,17.934598736255538,False,-0.04194383320474421,0.055941528218171895,0.0978853614229161,True,0.22878362006947983
