concept,tf,regime_2d,q4_early_n,q4_early_mean,q4_early_wr,q4_late_n,q4_late_mean,q4_late_wr,delta_mean,sign_flip,corr_early,corr_late,corr_delta,corr_sign_flip,mag_stability
price_sigma_w,5s,UP_SMOOTH,966,47.338509316770185,0.6469979296066253,465,51.2752688172043,0.7569892473118279,3.936759500434114,False,0.24002920400023686,0.19167259852659072,-0.04835660547364615,False,0.9232230353687932
price_sigma_w,5s,UP_CHOPPY,443,50.3989841986456,0.6501128668171557,342,18.554093567251464,0.6461988304093568,-31.844890631394136,False,0.058976112842735746,0.15406333353197013,0.09508722068923439,False,0.36814419699653544
price_sigma_w,5s,DOWN_SMOOTH,724,-46.70234806629834,0.39226519337016574,209,-19.4377990430622,0.4449760765550239,27.264549023236142,False,-0.11532042721798928,-0.030773087127547484,0.08454734009044179,False,0.4162060334839788
price_sigma_w,5s,DOWN_CHOPPY,486,-25.536522633744855,0.3786008230452675,112,-17.917410714285715,0.39285714285714285,7.61911191945914,False,-0.08829026148073647,-0.07138455861396516,0.016905702866771316,False,0.7016386283780479
price_sigma_w,5s,FLAT_SMOOTH,1543,-3.326150356448477,0.5223590408295529,436,1.4954128440366972,0.5389908256880734,4.8215632004851745,True,-0.047976989631161454,0.06383288339269132,0.11180987302385277,True,-0.4495926773537189
price_sigma_w,5s,FLAT_CHOPPY,2462,0.6459179528838342,0.5150284321689683,1201,0.010407993338884263,0.5237302248126561,-0.6355099595449499,False,-0.018649025618402825,0.006663341854574373,0.025312367472977198,False,0.016113491338049513
price_sigma_w,1m,UP_SMOOTH,1001,44.91908091908092,0.6413586413586414,429,36.38519813519814,0.7202797202797203,-8.533882783882781,False,0.21882497978351778,0.12102520660633095,-0.09779977317718683,False,0.8100165317439137
price_sigma_w,1m,UP_CHOPPY,433,52.499422632794456,0.6766743648960739,352,14.424715909090908,0.6051136363636364,-38.07470672370355,False,0.013467169298870594,0.104703463884357,0.0912362945854864,False,0.2747595151661786
price_sigma_w,1m,DOWN_SMOOTH,716,-48.9375,0.3994413407821229,217,-18.735023041474655,0.45161290322580644,30.202476958525345,False,-0.14122578084275625,-0.04190730438192417,0.09931847646083208,False,0.3828357198768767
price_sigma_w,1m,DOWN_CHOPPY,482,-20.112551867219917,0.4211618257261411,116,-20.357758620689655,0.3448275862068966,-0.24520675346973775,False,-0.03351188314249889,-0.10325424793837984,-0.06974236479588095,False,0.9879551203038367
price_sigma_w,1m,FLAT_SMOOTH,1586,-1.9066834804539723,0.530264817150063,392,1.215561224489796,0.5153061224489796,3.1222447049437685,True,-0.015233827134263918,0.02802889265415306,0.043262719788416976,False,-0.6375264887701113
price_sigma_w,1m,FLAT_CHOPPY,2579,-0.43369523070957733,0.5230709577355565,1084,1.9467250922509225,0.5452029520295203,2.3804203229604997,False,-0.03693066195600298,0.02388423689335362,0.060814898849356605,True,-0.22278195952573476
price_sigma_w,5m,UP_SMOOTH,980,43.53035714285714,0.6265306122448979,450,32.68388888888889,0.7222222222222222,-10.846468253968254,False,0.19593190488217063,0.11370409861392,-0.08222780626825063,False,0.7508297894645681
price_sigma_w,5m,UP_CHOPPY,433,53.53810623556582,0.6697459584295612,352,12.042613636363637,0.6164772727272727,-41.49549259920218,False,-0.005098065282314545,0.04259777007792991,0.04769583536024446,False,0.2249353681539753
price_sigma_w,5m,DOWN_SMOOTH,718,-51.11385793871866,0.3983286908077994,215,-15.70813953488372,0.4744186046511628,35.40571840383494,False,-0.13097803873504218,-0.02129448867230685,0.10968355006273534,False,0.3073166489157695
price_sigma_w,5m,DOWN_CHOPPY,491,-18.029022403258654,0.41140529531568226,107,-28.936915887850468,0.2616822429906542,-10.907893484591813,False,-0.049653791379781584,-0.1852158133688517,-0.13556202198907014,False,0.6230457479688901
price_sigma_w,5m,FLAT_SMOOTH,1614,-1.8934324659231723,0.5241635687732342,363,1.634297520661157,0.5041322314049587,3.5277299865843292,True,-0.01042778229325951,0.01957311495697488,0.03000089725023439,False,-0.8631401172601791
price_sigma_w,5m,FLAT_CHOPPY,2617,0.823175391669851,0.5303782957585021,1046,8.491634799235182,0.5793499043977055,7.668459407565331,False,-0.012234600972730988,0.0581981018549414,0.07043270282767239,False,0.09693956595307096
price_sigma_w,15m,UP_SMOOTH,997,39.64769307923771,0.6318956870611836,435,45.320689655172416,0.7586206896551724,5.672996575934704,False,0.17374699062585336,0.09375553202410336,-0.07999145860175,False,0.8748254578847247
price_sigma_w,15m,UP_CHOPPY,486,35.57253086419753,0.5802469135802469,300,18.123333333333335,0.68,-17.449197530864197,False,0.0745125943705707,0.10670718256326614,0.03219458819269544,False,0.5094755108238255
price_sigma_w,15m,DOWN_SMOOTH,712,-36.975421348314605,0.42696629213483145,222,-13.721846846846846,0.44144144144144143,23.25357450146776,False,0.016147950842778917,-0.0650273447936178,-0.08117529563639672,False,0.37110724763849934
price_sigma_w,15m,DOWN_CHOPPY,548,-31.510492700729927,0.38321167883211676,51,13.009803921568627,0.5686274509803921,44.52029662229855,True,-0.10693057291870096,0.04710590937552754,0.1540364822942285,True,-0.4128721199356955
price_sigma_w,15m,FLAT_SMOOTH,1726,-1.9207705677867903,0.5289687137891078,247,-5.010121457489879,0.3805668016194332,-3.0893508897030886,False,-0.046952595385631866,-0.0313113735390814,0.015641221846550465,False,0.3833780446410805
price_sigma_w,15m,FLAT_CHOPPY,2674,2.5830216903515333,0.5373971578160059,990,0.32676767676767676,0.5232323232323233,-2.2562540135838565,False,0.03497274781427979,0.04592866792866949,0.0109559201143897,False,0.12650597476136782
price_sigma_w,1h,UP_SMOOTH,984,31.462906504065042,0.5701219512195121,456,3.1288377192982457,0.5592105263157895,-28.334068784766796,False,-0.02041580440192384,-0.08846012433336416,-0.06804431993144032,False,0.09944528547907672
price_sigma_w,1h,UP_CHOPPY,444,37.64752252252252,0.5540540540540541,348,-4.121408045977011,0.46551724137931033,-41.768930568499535,True,0.1647608758278033,-0.09712019871536189,-0.26188107454316517,True,-0.10947355283502103
price_sigma_w,1h,DOWN_SMOOTH,756,-34.79398148148148,0.40476190476190477,180,-8.015277777777778,0.4222222222222222,26.778703703703705,False,-0.07038167560615627,0.04626044573153378,0.11664212133769006,True,0.2303639145765417
price_sigma_w,1h,DOWN_CHOPPY,564,-5.959219858156028,0.44858156028368795,36,8.13888888888889,0.6388888888888888,14.098108747044918,True,0.06669311272632317,0.15048486044196188,0.08379174771563871,False,-0.7321908358143927
