concept,5s,15s,1m,5m,15m,1h,4h,1D
bar_range,-0.010226059940445113,-0.014774660718962048,0.0037658848094749885,-0.001389778342670227,0.023703648336827022,0.03329782140698333,0.030921441420280686,-0.005232596489715839
body,0.06252472538983415,0.08553572982035672,0.18347653587599363,0.45387812868879,0.5471095164598692,0.13708915134725183,0.021729455238602906,-0.05704276109052942
price_accel_1b,0.00993966279906655,0.002231961739561973,0.006107461247412516,0.06066596132504462,0.20625462777480613,0.09043967879189119,0.021392418159363276,-0.06829853481967992
price_accel_w,0.007551983404309597,-0.0025510026158750785,0.03943939430374605,0.31687792012438226,0.3791759326901756,0.09196185079496129,0.021402871224712954,-0.012075403548589731
price_mean_w,0.014318055993305111,0.013416804055879668,0.007842196948571089,-1.306341625559287e-05,-0.006379610709289152,-0.008222709129253809,-0.005401360908203894,-0.005389458773032529
price_sigma_w,-0.0038466960674293726,0.010745062243410756,0.012445419715678046,0.02933776201413658,0.04057941555549663,0.0055202245858384505,0.00870592530368897,0.00937860400366457
price_velocity_1b,0.05870829106406941,0.08603253169306772,0.18175407324769846,0.45609008731532763,0.5350904867047296,0.12975672046457187,0.019618352400123756,-0.056793807120159974
price_velocity_w,0.1426376271091961,0.329485357501625,0.6590677525059466,0.6359433702253906,0.23734233929860588,0.04566681933697377,-0.007376481055007964,-0.010871305321885032
vol_accel_1b,-0.009138480318164985,0.014065052319946028,-0.01343739876040349,0.0019499071479316152,-0.02419614075044437,0.005260090025182556,0.020499021794508677,-0.02679499055865724
vol_accel_w,-0.0048543724505422815,0.012737076343611336,9.301316652498563e-05,-0.024431431082283347,-0.028886193185571292,0.0013513133352629273,0.012924562732768352,-0.011062451670888115
vol_mean_w,-0.010449475285573022,-0.02284710281506622,-0.027741922832922976,-0.003325377591627056,0.008230359472568179,-0.0006278507301237686,-0.00370441452929414,0.004851959502404815
vol_sigma_w,-0.004612154164815384,-0.011227817764876673,-0.02529089520085119,-0.011237585864961895,0.011314013088872936,0.0011227603209796745,-0.009168819550262431,-0.00884707352613731
vol_velocity_1b,-0.001963357419692236,0.013292002793792739,-0.0015169819421069638,-0.024182400990985734,-0.04311928585425636,0.0006421966639573154,0.018019011203717496,-0.011899625853188173
vol_velocity_w,0.0069673795277263055,0.010294301252307408,-0.039487694829303574,-0.05958729722688315,-0.020826513792853524,0.006545183943484021,-0.012810815332919959,-0.019795112028474095
vwap_w,0.014385686372272864,0.013648449729014477,0.00889299238206488,0.0016012769117563358,-0.004896219504300239,-0.00725893738848224,-0.004823525564893627,-0.004022277615637068
