concept,5s,15s,1m,5m,15m,1h,4h,1D
bar_range,0.012837012344883042,0.018682742758196313,0.02541686511828911,0.019761970007273245,0.014746628916342068,0.03161272178452833,0.01858055922845682,-0.002185333051203346
body,-0.004649479096193177,0.011543089846648159,0.029493226810973498,0.011083069226265901,-0.0017970344732491463,-0.0003130673017638166,0.019576536652956802,-0.08228047362233336
price_accel_1b,-0.01611380968811152,-0.019566022556487418,0.0377457448184534,0.004444973003139969,-0.0044486517674695485,-0.013123627440178058,0.020646645298512813,-0.1000236394026151
price_accel_w,-0.007201363993083178,0.005649838535289474,0.008407498255543114,0.006916674108475226,-0.005003644694471999,0.03286116744043411,0.03545167635198557,-0.02118501069430172
price_mean_w,-0.012471427878567738,-0.012487085514569703,-0.012601825551763651,-0.012756483399554534,-0.013076641331347809,-0.014284638926562765,-0.010534272190563708,-0.010943040049894796
price_sigma_w,0.02804135964398529,0.013124086752530307,0.009721750590302964,0.01275319633958771,0.04404256818636246,0.0022733410298684314,0.014698982333213206,0.018148925621191147
price_velocity_1b,-0.006864060716258107,0.010337259851533016,0.028944244558739844,0.012024727779529546,-0.00016829753323809336,-0.0001566779459174218,0.01714865175956175,-0.08253555584772033
price_velocity_w,0.035936500898019905,0.019242832390717952,0.011937491823910554,0.013825231640283056,0.014286350399238814,0.019232644594061408,-0.01334279384236768,-0.016978105202576154
vol_accel_1b,-0.012472147597023258,-0.007176116000137638,-0.0019098780512772637,-0.0018577313929851727,0.005813558014453547,-0.012464172350773324,0.012081482060647152,-0.036085465679893035
vol_accel_w,-0.013141748485851961,-0.010274511479427527,-0.0006105736808387414,0.002944253784569334,0.0002168770171084005,-0.012498551422732242,0.0025857185022939446,-0.018730976079469084
vol_mean_w,-0.004786929900264061,-0.000290637948908395,0.0008360868810903421,-0.004216745186108829,-0.00167035787105854,-0.007019037954905134,-0.0070265802987326525,0.007700932675593305
vol_sigma_w,-0.009488557039389525,-0.01012753725751799,0.0005190510392754961,-0.0028986723101047866,0.006693833737643757,-0.007238194791699464,-0.011336828426442545,-0.017657498519836428
vol_velocity_1b,-0.013177139035808489,-0.010524711041739429,-0.007556429912497541,0.0040058168702221935,0.006830812868939556,-0.010081183656550648,0.0011436811094288127,-0.015898873570980982
vol_velocity_w,-0.010510160885446014,-0.011928744442228092,0.008858690978861716,0.009822950853348536,-0.0011406905690623532,-0.005391384888792353,-0.026652619175852856,-0.03186284644778879
vwap_w,-0.01246595172491764,-0.012483339622545886,-0.012558549306159836,-0.012636791877245191,-0.013008575146073526,-0.013916804050140957,-0.009574347448944982,-0.008778375151986201
