concept,5s,15s,1m,5m,15m,1h,4h,1D
bar_range,-0.11520398084957237,-0.12943030566653635,-0.1335667734035541,-0.14264740100992435,-0.1426591101954554,-0.15025027320140347,-0.13866313298404523,-0.1784018656860665
body,0.015669728737083236,-0.0010040124246918827,0.008658617127422368,0.004466009671794034,0.008243520865941684,0.01639018730297563,0.03489014821174701,0.08990534919249446
price_accel_1b,0.01185157844667876,-0.012335901060858792,0.0069936435415316614,0.0004769529940418083,0.002363104898479422,-0.0014993138929039176,-0.011951553030890958,-0.019235823030003124
price_accel_w,0.017896352365668243,0.009909367506897002,-0.0016205927702832442,0.0006500459070927172,0.0015112188299096253,-0.002469359213209678,-0.002942592394269134,0.01227705889419935
price_mean_w,-0.026204863515756575,-0.026206620527019824,-0.026255530076141512,-0.026378371042177294,-0.027069512014178714,-0.030528405989669872,-0.052522726303907676,-0.061330107994780045
price_sigma_w,-0.13012398931828356,-0.14086571655317404,-0.11303641716783305,-0.09918481004460797,-0.0714030971282506,0.08975421647279276,-0.016689108653638957,0.04909923530551778
price_velocity_1b,0.01003831380155321,0.0012713222142571238,0.00820343664395477,0.005235189854378371,0.010976922718279323,0.019920966768004547,0.029120468727575812,0.06786160354357776
price_velocity_w,0.010567244429237458,0.0021530224413013,0.00932733907975773,0.015633882745597207,0.03467390626338503,0.09822950856848868,0.19416442559307726,0.20320912182126996
vol_accel_1b,-0.0038860915499673364,-0.0031787243108179083,-0.006069285570920615,0.00041847550367995546,0.00047248580762921164,4.8041049376660336e-05,0.03299751195997853,-0.22992403030835815
vol_accel_w,-0.009778088307086505,-0.012428908927761205,-0.0019639820307811207,0.0005107291556772022,0.005709818739995263,-0.02814819986356351,0.00033796580135656365,-0.41611740329909325
vol_mean_w,-0.0773022885957744,-0.10914954291572486,-0.1255486013590699,-0.1328757884137551,-0.1340697497884042,-0.03618435251929816,0.007554317249332272,0.033185307649679266
vol_sigma_w,-0.04342572554442992,-0.06822645015864924,-0.10170818024704684,-0.10779903325869936,-0.09706197438559795,-0.05459362309947794,-0.023979342796677877,-0.15242345700598156
vol_velocity_1b,-0.002314077008716502,-0.0035140950859138607,0.005768760360663998,0.0008467973301260133,0.0007808459919943619,-0.0318125498381459,-0.04898053073432964,-0.37677928360445984
vol_velocity_w,-0.0032020321589014272,-0.006513132689813908,0.00014777143691349564,0.0011275200004547707,-0.03725456905609037,-0.09582074634761809,-0.10363245998910046,-0.2969237522207993
vwap_w,-0.026196027132247952,-0.026195909415223113,-0.026209010485903288,-0.026197394668019996,-0.025931828561411057,-0.029073839970060064,-0.05845360948997718,-0.06394535309426631
