**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

concept,5s,15s,1m,5m,15m,1h,4h,1D
bar_range,0.5252758812158961,0.5386001021138787,0.5737300548689293,0.6076864551721592,0.6056425367438083,0.4734118974805728,0.32446773618510155,0.28038235367422465
body,0.001117976233045052,0.0025699266905027432,-0.002845259213489067,0.01546248067312582,0.02918528385154923,-0.016475176003635367,-0.04533502871314799,-0.0512562079475756
price_accel_1b,-0.010384831636710603,0.00271733522438863,-0.006203487672152342,0.005461745868049361,0.021878693157528526,0.006203894201726733,0.0004914141042416414,-0.01618609875979456
price_accel_w,0.005875031763689943,-0.009149457338398342,-0.009525751200744944,0.030171946055121905,0.04860127913807485,-0.005800312441639845,-0.009943581960942643,0.006068584308278626
price_mean_w,-0.3102682388149161,-0.3102978363427165,-0.3105520355106611,-0.31105630421121455,-0.3106929830426091,-0.3067350234169853,-0.29165921126240985,-0.2867165714468288
price_sigma_w,0.4994817656914729,0.5486239502145593,0.6307923789022183,0.6604656100072044,0.4263714938288078,0.22653812406303234,0.29053309843600084,0.2921313312474595
price_velocity_1b,-0.0031698632583710236,0.0004978075283500066,-0.00582640788573769,0.025500292948070116,0.03835754838472789,-0.019194181252993523,-0.050165051695400815,-0.07092021456044052
price_velocity_w,-0.007524959432661013,-0.0057191065351989805,0.029137371928355704,0.02521980683298659,-0.03965170331458586,-0.08318340803474145,-0.18058166466033806,-0.22105664599272906
vol_accel_1b,0.024221038330016226,0.014649521233853175,0.004300544711468824,0.012615033436490305,-0.010337233354022172,0.027485417356932704,0.06488340280752417,-0.015546297485232423
vol_accel_w,0.03649083974660304,0.0411854672297383,0.0036930934782245946,0.021102100745966607,0.03960960306532843,0.10440688173041607,0.0462452199683862,2.647259916819577e-05
vol_mean_w,0.34065249133523223,0.45851759754292276,0.48957786149039434,0.47343446286075547,0.39825829203741575,0.17779713071389752,0.2681314146285589,0.26836831630454877
vol_sigma_w,0.20687474964599123,0.29020906106104744,0.4151406856623499,0.392967996224158,0.34948483723048457,0.1831154000725597,0.24184872416886263,0.2714741364711673
vol_velocity_1b,0.03812993252895727,0.01931254174611725,-0.010927079499566686,0.051101310099378155,0.06907253543678314,0.1289349631853477,0.18090989428112422,0.0009810531399966405
vol_velocity_w,0.01714710815953989,0.029228876211733933,0.0641836387035909,0.15505398108042326,0.20637672262473722,0.3040783183587178,-0.0024388015071425905,0.09922257385654125
vwap_w,-0.31028506096244834,-0.3102785509846598,-0.31052598279614263,-0.31090181409428685,-0.3105552671365651,-0.3072550955061326,-0.29238807038827913,-0.2852184676990922
