concept,5s,15s,1m,5m,15m,1h,4h,1D
bar_range,2.578815618172847,4.240007046466632,9.581287840712596,22.781940280331394,40.03994151788209,74.04485496812255,142.34563667775964,314.9012156177655
body,1.8576332379308234,3.2361651102883,7.582667815437092,18.48343833159836,32.88577567833404,63.97617568876892,123.68350614637217,305.0703433202869
price_accel_1b,3.022673307423069,5.1449066639996595,11.124888501934622,27.88118930398873,49.87854122852774,96.97824814056963,185.65336430915823,515.0475427681274
price_accel_w,0.3522623234834182,0.4242170214674787,0.7084271890760601,3.082663832806938,4.0701935712082316,7.98969521599139,10.8620681078343,86.19548912209386
price_mean_w,1649.449714823839,1649.4277309292686,1649.356708246866,1649.2338400911397,1648.758307586569,1645.5436204191187,1632.7255949604219,1624.2929552579328
price_sigma_w,2.140279939890381,4.415160948873282,11.334628645470904,19.841722249217057,38.20248367779225,72.7780302880417,138.56890589640935,184.4577413817689
price_velocity_1b,2.0210992293094074,3.343067289915399,7.59524388139291,19.739292710771444,35.28565838139389,68.11735635936859,132.0031949236085,319.4427181202789
price_velocity_w,0.7376446665146648,1.1137278082749889,2.2746218807288336,6.513474330396695,9.939032423881761,20.474078341893158,29.48368910630432,121.76022789507897
vol_accel_1b,104.83575135559424,204.12535159828798,1209.15689347647,5639.511824151159,19345.995435949902,74051.91277291239,413531.1732871866,1744560.089748352
vol_accel_w,12.476333880305429,17.52756643858858,72.90330103695742,573.1611168632593,1481.859955773934,6483.921800047707,18309.088479017355,287811.6320698932
vol_mean_w,62.93108412583118,142.03610409643585,1492.9440099960168,7062.350175792485,18321.93013697147,45694.698897410475,92715.82019043577,433222.6605715745
vol_sigma_w,50.3021782103132,93.66457321283887,599.7166298369764,2882.991965702472,10975.89829887448,40066.81873317868,80674.17784194369,226490.16360680625
vol_velocity_1b,99.82634057951772,186.3246088817255,777.6487933364102,3609.7328193709864,12461.80553536075,54619.086778401936,311566.11133539927,1032012.0931736119
vol_velocity_w,15.851386473164036,22.44401163353387,84.2968043884206,742.2439307508394,2268.578935041269,10958.588977367186,14154.801321223531,169536.4829524135
vwap_w,1649.4568672803887,1649.42513881545,1649.3823128463414,1649.2750006813355,1648.4252691236418,1644.4609667366954,1635.1067428741512,1617.136976958703
