concept,tf,regime_2d,n_q0,n_q4,q0_mean,q4_mean,spread,q0_std,q4_std,q0_wr,q4_wr,mag_ratio,disp_ratio,disp_skew_q0_minus_q4_norm,t_stat,class
price_sigma_w,5s,UP_SMOOTH,1427,1431,6.760336370007008,48.617749825297,41.857413455289986,28.1080618004105,157.49818521355266,0.6159775753328661,0.6827393431167016,7.191616979444264,5.603310051469024,-0.6971215974395956,9.896680727482925,same_sign_both_tails
price_sigma_w,5s,UP_CHOPPY,782,785,2.868606138107417,36.52515923566879,33.65655309756137,26.029649492994654,126.39322392574388,0.5396419437340153,0.6484076433121019,12.732720170419254,4.85574052619341,-0.6584548118117995,7.306797551145801,same_sign_both_tails
price_sigma_w,5s,DOWN_SMOOTH,933,933,-8.117363344051446,-40.59485530546624,-32.47749196141479,35.14918616866621,128.60371749588433,0.41693461950696675,0.4040728831725616,5.000990295107943,3.658796447768918,-0.5707045752218273,-7.440910105904149,same_sign_both_tails
price_sigma_w,5s,DOWN_CHOPPY,598,598,-7.7512541806020065,-24.109531772575252,-16.358277591973245,40.24480545481725,86.42445651861235,0.44816053511705684,0.38127090301003347,3.110403969580929,2.147468612207379,-0.3645687228641297,-4.1959871585940895,same_sign_both_tails
price_sigma_w,5s,FLAT_SMOOTH,1956,1979,-1.0632668711656441,-2.263895907023749,-1.200629035858105,27.75177336537463,63.778805989602304,0.5005112474437627,0.5260232440626579,2.1291887939119865,2.298188485106971,-0.3936065179321813,-0.767180102206046,same_sign_both_tails
price_sigma_w,5s,FLAT_CHOPPY,3655,3663,-0.810328317373461,0.43755118755118755,1.2478795049246485,35.73581337130453,107.43425399540627,0.5110807113543092,0.5178815178815179,1.851962331329894,3.006346962895066,-0.5007921134831618,0.6669816113514775,flat_no_signal
price_sigma_w,1m,UP_SMOOTH,1429,1430,6.409902029391183,42.358916083916085,35.9490140545249,24.559830725892898,141.6611667971165,0.6193142057382786,0.6650349650349651,6.608356241591319,5.768002572092901,-0.7044918380724653,9.4551641776602,same_sign_both_tails
price_sigma_w,1m,UP_CHOPPY,785,785,0.6617834394904458,35.42643312101911,34.76464968152866,22.422530422318005,127.21939755216835,0.5222929936305732,0.6445859872611465,53.53176130895092,5.673730625226045,-0.7003175416699924,7.540088808204971,same_sign_both_tails
price_sigma_w,1m,DOWN_SMOOTH,933,933,-6.814844587352626,-41.912915326902464,-35.09807073954984,34.46050060325124,135.04289271256908,0.40728831725616294,0.4115755627009646,6.150237879919789,3.9187733883305285,-0.5933945636233476,-7.692252185687071,same_sign_both_tails
price_sigma_w,1m,DOWN_CHOPPY,598,598,-3.277591973244147,-20.160117056856187,-16.88252508361204,34.56259753882157,87.2625539320661,0.4782608695652174,0.40635451505016723,6.150892857142857,2.5247683954902587,-0.43258683249688495,-4.398622011523382,same_sign_both_tails
