tf,c1,c2,regime_min,regime_max,d2_r_min,d2_r_max,min_h1,min_h2,max_h1,max_h2,confirmed
1h,price_velocity_w,vol_accel_w,UP_SMOOTH,DOWN_CHOPPY,-0.1090494701065098,0.172320333351979,-0.12438756670475502,-0.14865780540040557,0.18325112283277248,0.19261074375042053,True
15m,bar_range,z_se_w,DOWN_SMOOTH,UP_SMOOTH,-0.1720980523186755,0.1092469054212846,-0.16747897471354015,-0.2243564972660828,0.09242668173248418,0.19179374202992522,False
15m,body,vol_sigma_w,DOWN_SMOOTH,UP_SMOOTH,-0.1267556117580604,0.1542708909862994,-0.12268329502562193,-0.13225716880277621,0.1552308649543749,0.16411752200135754,True
15m,vol_velocity_w,z_se_w,DOWN_SMOOTH,UP_SMOOTH,-0.1504871353339346,0.1287024586238093,-0.15252875829047044,-0.15104205085401357,0.1237511947042604,0.13485008665733272,True
1h,price_accel_w,swing_noise_w,FLAT_CHOPPY,UP_CHOPPY,-0.1099480417917433,0.1684275591232315,-0.12690338664670642,-0.09724240947012057,0.142027550576636,-0.1064340088932061,False
15m,price_velocity_1b,vol_accel_1b,DOWN_CHOPPY,UP_SMOOTH,-0.1873170798123729,0.0891604039188355,-0.18888813235683785,-0.1859732583621358,0.06332518148257932,0.16015181588571525,False
1h,vol_mean_w,z_low_w,UP_CHOPPY,DOWN_CHOPPY,-0.0581979824132912,0.217354437639302,0.1348788961259863,-0.1634863751018675,0.15020429087143206,0.3477065285111956,False
15m,price_velocity_1b,vol_sigma_w,DOWN_SMOOTH,UP_SMOOTH,-0.1235199249890147,0.1510395573137367,-0.11823520665815769,-0.1381756719379094,0.15131760286603868,0.16298741629576233,True
5m,price_accel_1b,vol_velocity_1b,DOWN_SMOOTH,UP_CHOPPY,-0.1796553262073907,0.0932347631026061,-0.1672310829648148,-0.25075191647769945,0.16742585717182296,-0.011278347122199227,False
1h,price_velocity_1b,vwap_w,UP_SMOOTH,DOWN_SMOOTH,-0.1491449995390976,0.1223098733427002,-0.1668305899300948,-0.06430764560981193,0.1493039450019426,-0.044495561419017796,False
1h,price_velocity_1b,price_mean_w,UP_SMOOTH,DOWN_SMOOTH,-0.1581716752984276,0.1119075509550035,-0.1819095883626047,-0.07319447506500477,0.13514416369361312,-0.05492888348104229,False
15m,vol_accel_1b,body,DOWN_CHOPPY,UP_SMOOTH,-0.1853658022053031,0.0846828298024837,-0.1896062409588041,-0.17501121943697656,0.056898527104254526,0.15716974651965684,False
15m,price_velocity_1b,swing_noise_w,DOWN_SMOOTH,UP_SMOOTH,-0.1132220849146872,0.1557067644274293,-0.11578390337349213,-0.05912790016863381,0.15905617688579513,0.10845723910536142,False
5m,body,SE_low_w,DOWN_SMOOTH,UP_SMOOTH,-0.1334697681557229,0.1329981815927293,-0.1433256162586986,-0.04997603012798392,0.13942936605841846,0.09541940308912612,False
15m,vol_velocity_1b,z_se_w,DOWN_SMOOTH,UP_SMOOTH,-0.1989022880259115,0.066126699545361,-0.19503344114793533,-0.20899538909751683,0.06534153255570666,0.0676544447291728,False
5m,price_velocity_1b,vol_accel_w,DOWN_SMOOTH,UP_SMOOTH,-0.1938658620887466,0.0707023746458869,-0.1906373328067447,-0.22857759952926537,0.053313062913742056,0.11980799745329604,False
5m,body,vol_accel_w,DOWN_SMOOTH,UP_SMOOTH,-0.1929891254985186,0.0632465667952856,-0.18894407282778602,-0.22037830308739192,0.04231658353489434,0.11684269402577202,False
1h,price_velocity_1b,vol_mean_w,DOWN_SMOOTH,UP_SMOOTH,-0.1306839354191857,0.1254706952583506,-0.1473044529387514,0.010711431440201112,0.135728912693267,0.07311437861034452,False
5m,vol_velocity_1b,price_accel_w,DOWN_SMOOTH,UP_SMOOTH,-0.1714857113459517,0.0844691139389037,-0.16560914062305312,-0.21399923651193586,0.07079469599707713,0.1253366385924224,False
1h,body,vol_sigma_w,DOWN_SMOOTH,UP_SMOOTH,-0.1407489895541222,0.1150567650270719,-0.14414379985839515,-0.07785629791681076,0.11402096153616424,0.11061606190435332,False
15m,price_velocity_w,vol_velocity_w,DOWN_SMOOTH,UP_SMOOTH,-0.1683821891606725,0.0867319346204564,-0.12766603121765263,-0.3817348889669393,0.09722736970712463,0.06599555409454781,False
1h,vol_sigma_w,z_se_w,UP_CHOPPY,DOWN_CHOPPY,-0.1709254592031659,0.0831534592832682,-0.0698502054430749,-0.26088750703501856,0.028040394182279653,0.17023323727784204,False
15m,vol_velocity_w,z_low_w,DOWN_SMOOTH,UP_SMOOTH,-0.1701000691769346,0.083360303481486,-0.1676225508802002,-0.18014942710709703,0.08228733221701115,0.08445844003512987,False
5m,body,vol_sigma_w,DOWN_SMOOTH,UP_SMOOTH,-0.139051602966815,0.1141846503340487,-0.13947926083934487,-0.1445251225776806,0.1152043189754915,0.11945673099756517,True
15m,body,swing_noise_w,DOWN_SMOOTH,UP_SMOOTH,-0.0878159816203987,0.1647934893578883,-0.08702791796065197,-0.05371501495380008,0.17144159405387788,0.10936435439829337,False
5m,price_accel_1b,vol_accel_w,DOWN_SMOOTH,UP_CHOPPY,-0.1543022958554377,0.0962166583528123,-0.15536696858032614,-0.1698923857251659,0.17561247864333976,-0.016509764465572098,False
5m,price_velocity_w,vwap_w,UP_SMOOTH,DOWN_SMOOTH,-0.1251226099241189,0.1250797143162066,-0.13364211674299992,-0.057088788173323524,0.14933544379250246,-0.03506383946424197,False
1m,body,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.1062227707800447,0.1434592268151007,-0.12338720470052778,-0.1034589196757274,0.16745563549784234,0.09041589625749216,False
5m,price_velocity_w,price_mean_w,UP_SMOOTH,DOWN_SMOOTH,-0.128330959416913,0.1210438344250494,-0.13915941538692864,-0.0600155060894004,0.14375720968715158,-0.03809033095503914,False
1m,price_velocity_1b,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.1041634459790479,0.1433933892638944,-0.12142661415702845,-0.09960273356427925,0.1676440123920389,0.08956663408526862,False
1h,body,vwap_w,UP_SMOOTH,DOWN_SMOOTH,-0.1425993287920844,0.1028591466013095,-0.15813469031177005,-0.07475503569368468,0.13000295832310982,-0.07172699911380609,False
5m,price_velocity_1b,vol_sigma_w,DOWN_SMOOTH,UP_SMOOTH,-0.1327213191885879,0.1122980932859796,-0.1327312205235253,-0.14523946171950886,0.11350692919058959,0.11856824840219457,True
1h,price_velocity_1b,vol_sigma_w,DOWN_SMOOTH,UP_SMOOTH,-0.1288855745650222,0.1149471126928976,-0.12624473988500648,-0.08432031302749302,0.11417585991266942,0.10816860948137406,False
5m,price_velocity_1b,swing_noise_w,DOWN_SMOOTH,UP_SMOOTH,-0.0896917058337601,0.1533971636550883,-0.092823823492932,-0.04591296531224321,0.15993141018461052,0.11475805995105318,False
1h,body,price_mean_w,UP_SMOOTH,DOWN_SMOOTH,-0.1519193960237972,0.090549058375413,-0.17371366699021162,-0.08390492960338806,0.11255017056550803,-0.08180754654584128,False
15m,bar_range,z_high_w,DOWN_SMOOTH,UP_SMOOTH,-0.0873331244923092,0.1506473574871988,-0.088004833389264,-0.08476741057748723,0.1338092668464626,0.2573859520056145,False
1m,price_accel_1b,SE_high_w,UP_CHOPPY,UP_SMOOTH,-0.0794608025406993,0.1572069900430664,-0.09269106881262532,0.0014746134008354608,0.19522803910100178,-0.06825805576384869,False
1h,vol_sigma_w,z_low_w,UP_CHOPPY,DOWN_CHOPPY,-0.0911293415408403,0.1438857645308186,0.030400396365115084,-0.16014301110591647,0.08918247304590146,0.22872593636321428,False
1h,price_velocity_w,z_high_w,UP_CHOPPY,DOWN_CHOPPY,-0.1542798457785366,0.0781622878429734,-0.2008374907773407,-0.15728931707425467,0.13283391287770605,0.011234556521532426,False
15m,body,vol_mean_w,DOWN_SMOOTH,UP_SMOOTH,-0.0943235742035937,0.1328106019484631,-0.10122672219295567,-0.05180548237559524,0.13993073636736744,0.10410849991269978,False
15m,price_velocity_1b,vol_mean_w,DOWN_SMOOTH,UP_SMOOTH,-0.0953202910651118,0.1298478044560645,-0.10067277717677484,-0.056944930424607895,0.13553178661912046,0.1032565755128945,False
1h,body,vol_mean_w,DOWN_SMOOTH,UP_SMOOTH,-0.1020581494418081,0.1208310474861077,-0.11949078214260575,0.03182607218567117,0.12912636501331115,0.07649327488991754,False
1m,price_accel_1b,price_sigma_w,DOWN_SMOOTH,UP_SMOOTH,-0.0876787622633391,0.1331403035724655,-0.09923547048113107,-0.02936974877594899,0.16790699433241635,-0.06705747896891884,False
5m,body,swing_noise_w,DOWN_SMOOTH,UP_SMOOTH,-0.0666470650555697,0.1533416913827657,-0.06743875448964022,-0.03735696346045529,0.16121161132492964,0.11299961581704612,False
1h,price_sigma_w,z_se_w,UP_SMOOTH,DOWN_CHOPPY,-0.0880540416208911,0.1314072466799142,-0.10300226463728582,-0.1182864898776878,0.10724266837447197,0.19555580055962082,True
1m,price_accel_w,vol_velocity_w,UP_CHOPPY,UP_SMOOTH,-0.1184650450318524,0.1001757853762062,-0.13747118622157392,-0.1153923680220843,0.13413856602612806,0.015560647852446832,False
5s,price_accel_1b,bar_range,DOWN_SMOOTH,UP_SMOOTH,-0.1296901391540667,0.0823136655592789,-0.13019358798796593,-0.13630926093173779,0.1011804420445935,-0.0027995628778194354,False
1m,price_accel_1b,swing_noise_w,UP_CHOPPY,UP_SMOOTH,-0.0712890973899778,0.1389069819154711,-0.08258397754567134,-0.002751184511837628,0.167143673456574,-0.018283046021322653,False
15m,vol_sigma_w,hurst_w,UP_SMOOTH,UP_CHOPPY,-0.1316927615404363,0.078473822341881,-0.026936841520572127,-0.2002280200205911,0.05527155321382928,0.12431735543774587,False
5m,price_velocity_1b,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.0713568658506766,0.1364961919701384,-0.07721539690721112,-0.07384570654227118,0.14538462641974734,0.13557197098682724,False
1m,body,price_sigma_w,UP_CHOPPY,UP_SMOOTH,-0.1382938970823782,0.0695445685683799,-0.18009346313844501,0.04231301358086545,0.07253978096113164,0.029964331684693528,False
5m,price_velocity_1b,vol_accel_1b,DOWN_CHOPPY,UP_SMOOTH,-0.1467796694576085,0.0607431344708139,-0.15989258417352387,-0.1349264969369217,0.07059433843215937,0.04507152646345978,False
1m,body,swing_noise_w,UP_CHOPPY,UP_SMOOTH,-0.1372016371915781,0.068279836974052,-0.18435663795943544,0.059158769185917025,0.0666035053199754,0.055223599818048995,False
15m,vwap_w,hurst_w,DOWN_CHOPPY,DOWN_SMOOTH,-0.1191644916947467,0.0861119631587325,-0.0642087600289495,-0.18680479517480927,0.238363796613198,0.1354550590483339,False
1m,price_velocity_1b,price_sigma_w,UP_CHOPPY,UP_SMOOTH,-0.1371711869605272,0.0680230595013354,-0.1787501828110408,0.0422339455016056,0.07139740699550164,0.028034263986139545,False
1m,price_velocity_1b,swing_noise_w,UP_CHOPPY,UP_SMOOTH,-0.1364697299448598,0.0685117775027759,-0.18354665393281341,0.059430992991659846,0.06759319384926993,0.052798904648057726,False
5m,price_accel_1b,bar_range,DOWN_SMOOTH,UP_CHOPPY,-0.1091228826957212,0.0952847733640594,-0.11748349422108978,-0.06822823937108058,0.10722651046721123,0.07596005349380534,False
15m,price_mean_w,hurst_w,DOWN_CHOPPY,DOWN_SMOOTH,-0.1185420782666018,0.0856586045591672,-0.06157036696593538,-0.18960091695678913,0.23703074895352003,0.13559936994177785,False
5m,vol_accel_1b,body,DOWN_CHOPPY,UP_SMOOTH,-0.1433405082760956,0.0549652990362211,-0.15939717882147025,-0.12350565285726135,0.06376679057493985,0.04089460230879865,False
5m,vol_velocity_1b,z_se_w,DOWN_SMOOTH,UP_SMOOTH,-0.1434278294259413,0.0526423320992912,-0.1296359635798838,-0.1698767610305513,0.045046386023897315,0.06133754153271183,False
15m,z_se_w,swing_noise_w,UP_SMOOTH,DOWN_CHOPPY,-0.081297961539091,0.1117606927289315,-0.10615170771277843,-0.076754588691404,0.11060667532074123,0.15928936702701277,False
1m,price_accel_w,vol_accel_w,DOWN_SMOOTH,UP_SMOOTH,-0.115525559474973,0.0763228397969323,-0.14524624820869908,-0.02592437546213165,0.09745243498418082,0.024146577363279038,False
1m,price_accel_1b,SE_low_w,UP_CHOPPY,UP_SMOOTH,-0.0861290276041528,0.1009536736341878,-0.10190988046421574,-0.00016555503682956352,0.13054357728233693,-0.06931606079598672,False
5m,body,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.0611812084180167,0.1244864607509003,-0.0624656204918387,-0.06879898741022507,0.13066677025075327,0.12429140897789151,False
1m,price_velocity_1b,vol_velocity_1b,DOWN_CHOPPY,UP_SMOOTH,-0.1033282842910292,0.0795922431005497,-0.1264891278126691,-0.044567797066983356,0.10944205301492711,-0.0013747806622988004,False
1m,vol_velocity_1b,body,DOWN_CHOPPY,UP_SMOOTH,-0.1021834313090808,0.0796094655911136,-0.12485385005437945,-0.04456352960581944,0.10943960510446467,-0.002294554128134901,False
1m,price_accel_w,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.0847703092079953,0.095699007401594,-0.09757447775285953,-0.08200585449670075,0.11286356998019466,0.05747067675215338,False
1h,vol_velocity_1b,price_velocity_w,UP_SMOOTH,DOWN_CHOPPY,-0.0692158071597907,0.1098477168856558,-0.0808925638761522,-0.08979812813466394,0.11933804373825513,0.11727916291619586,False
15m,z_low_w,swing_noise_w,UP_SMOOTH,DOWN_CHOPPY,-0.059385216975542,0.1187874605534877,-0.08217432715275821,-0.05400544416513769,0.12131818412833806,0.1546934565238317,False
1m,price_accel_1b,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.1004807424096724,0.0758226452156111,-0.1323345312954285,-0.061979542500424034,0.08014645254431431,0.07339868681676633,False
1h,vol_velocity_w,price_mean_w,UP_SMOOTH,DOWN_SMOOTH,-0.0806406665129157,0.0933972366440729,-0.07633002687574678,-0.0010063105880559167,0.10722450816877775,0.1482242982998611,False
1m,price_accel_1b,vol_velocity_1b,UP_CHOPPY,UP_SMOOTH,-0.0918106642991087,0.0809445022648655,-0.1518521425377257,-0.03155594472598848,0.10760622171168521,0.012848537860632845,False
1m,body,vol_velocity_w,DOWN_SMOOTH,UP_SMOOTH,-0.0987976605179688,0.0714167531350187,-0.11660161125502802,-0.045652647928931867,0.09869021932801919,-0.0016885656158308142,False
5m,body,vol_mean_w,DOWN_SMOOTH,UP_SMOOTH,-0.0714282621617285,0.0983431178983557,-0.07473309117167455,-0.05022284277331979,0.09987823369006905,0.09189610977789951,False
1m,price_velocity_1b,vol_velocity_w,DOWN_SMOOTH,UP_SMOOTH,-0.0986241202014603,0.0706933331462328,-0.11582837482003154,-0.04741698199067955,0.09787156681287648,-0.0013725102205975161,False
5m,price_accel_w,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.0721797667131821,0.094439434533801,-0.06973236009718885,-0.09104514736683687,0.10106135949170664,0.09194091908794433,False
5m,price_accel_w,price_sigma_w,DOWN_SMOOTH,UP_SMOOTH,-0.0802225953594467,0.0856659138796523,-0.09065201387656983,-0.007660083497428088,0.08969813101762766,0.07939812311952947,False
1m,vol_velocity_1b,price_accel_w,DOWN_SMOOTH,UP_SMOOTH,-0.0996119823330497,0.0653494948047008,-0.11584993062000824,-0.05187572072558903,0.08530920205700063,0.01538414343866769,False
5m,vol_sigma_w,hurst_w,UP_CHOPPY,DOWN_SMOOTH,-0.0718217537704888,0.0892367580257226,-0.022012968212339865,-0.08925772158978726,0.09691556146303905,0.06720421725442628,False
5m,price_velocity_1b,vol_mean_w,DOWN_SMOOTH,UP_SMOOTH,-0.0652836284081582,0.0931305207972475,-0.06757757080005791,-0.048177762252309936,0.09322439017760947,0.09010852566452593,False
1h,reversion_prob_w,swing_noise_w,FLAT_SMOOTH,UP_CHOPPY,-0.100229571660932,0.0572887286969088,-0.06049429699139282,-0.1583778897348332,0.057169737182220196,-0.01626720104482358,False
15m,vol_velocity_w,hurst_w,DOWN_SMOOTH,UP_CHOPPY,-0.0647482154892795,0.0923728087898684,-0.12583109705649181,0.02804518420562898,0.16900015862659334,0.061022497842875965,False
1m,body,vol_sigma_w,DOWN_SMOOTH,UP_SMOOTH,-0.0821235201728422,0.0747790313859752,-0.09277094095017027,-0.05255029562519364,0.0933677740264584,0.0344000384639387,False
1m,price_velocity_1b,vol_sigma_w,DOWN_SMOOTH,UP_SMOOTH,-0.0826689699453157,0.0741891883583894,-0.0930680095711866,-0.05386801600565659,0.0933664984097979,0.03262769101191074,False
1h,vol_velocity_w,SE_high_w,DOWN_CHOPPY,UP_CHOPPY,-0.0730773812040802,0.083599614342249,-0.08813313008357072,-0.14601307202306535,0.05359500548161662,0.22839825480517326,False
1h,price_accel_1b,SE_low_w,UP_SMOOTH,DOWN_CHOPPY,-0.0987414815959449,0.0569419320133981,-0.10638359320760352,-0.07149875151386645,0.0711777351657651,0.024656806074302776,False
5s,price_accel_1b,SE_high_w,DOWN_SMOOTH,UP_SMOOTH,-0.0533394308975239,0.1020711387179249,-0.0632141959679564,0.0038797282327986972,0.13055834342443573,-0.008247904583326712,False
1m,price_velocity_w,vwap_w,UP_SMOOTH,DOWN_SMOOTH,-0.0776343022384716,0.0765763841955684,-0.08315318900338556,-0.038547780210136016,0.09209005960043201,-0.021294807633983732,False
5s,price_accel_1b,SE_low_w,UP_CHOPPY,UP_SMOOTH,-0.0761815444790048,0.0779181285782948,-0.09242933426920177,-0.04172524048524099,0.11175669056487184,-0.06684015402717189,False
1m,price_velocity_w,price_mean_w,UP_SMOOTH,DOWN_SMOOTH,-0.0793527831570805,0.0738002288589157,-0.08622185628106309,-0.03983761337069169,0.08803415574990787,-0.022551325103877275,False
1h,vol_velocity_w,SE_low_w,FLAT_SMOOTH,FLAT_CHOPPY,-0.0625502710204152,0.0896637834372077,-0.09501613045022302,0.03923143989214528,0.0828280614985155,0.11843756497413922,False
15m,z_high_w,swing_noise_w,UP_SMOOTH,DOWN_CHOPPY,-0.0726561775708868,0.0783934808770499,-0.09233003672229108,-0.06696844206192909,0.07900661290732625,0.12189560211696099,False
15m,price_velocity_1b,price_mean_w,UP_SMOOTH,DOWN_SMOOTH,-0.0903995212831981,0.0592481537999814,-0.10753561330591549,-0.04451030304201933,0.069884834464746,-0.026441512214481804,False
5m,vol_velocity_w,z_high_w,DOWN_SMOOTH,UP_SMOOTH,-0.0616805099364486,0.0874515403715301,-0.06229975004888689,-0.06154394691663472,0.0729936333923511,0.10376059908093142,False
15m,price_velocity_1b,vwap_w,UP_SMOOTH,DOWN_SMOOTH,-0.0877579123767252,0.0608545281617055,-0.10320540866551661,-0.04177392789953943,0.07168922218433733,-0.023656384156311973,False
15m,bar_range,hurst_w,DOWN_SMOOTH,DOWN_CHOPPY,-0.0802941930823059,0.0680944469975566,-0.1838473011807681,0.04721764007024697,0.07012741948850872,-0.01767489492185241,False
5m,vwap_w,hurst_w,FLAT_SMOOTH,DOWN_CHOPPY,-0.0905236514378939,0.0574190839716167,0.013270935656647971,-0.06062942648708114,0.19860984495034903,0.08014546358323406,False
5m,price_mean_w,hurst_w,FLAT_SMOOTH,DOWN_CHOPPY,-0.0905764318638969,0.0572424903106561,0.013019579044120278,-0.060485887918885206,0.19805181348066853,0.08000948294073011,False
1m,price_velocity_1b,vol_mean_w,DOWN_SMOOTH,UP_SMOOTH,-0.0896769316878891,0.0563189039311437,-0.09961190378663731,-0.05019166984503237,0.06402509955421004,0.03172660091742702,False
1m,body,vol_mean_w,DOWN_SMOOTH,UP_SMOOTH,-0.0888729658110136,0.0567960407670747,-0.09898997868584829,-0.048822054425920504,0.06385435474092671,0.03365757106020927,False
1h,z_high_w,SE_high_w,DOWN_SMOOTH,DOWN_CHOPPY,-0.0815083653286821,0.061199505124383,-0.07397485660439489,-0.1555163889529856,0.02723949130900888,0.1463104863556961,False
1h,price_sigma_w,reversion_prob_w,FLAT_SMOOTH,DOWN_CHOPPY,-0.0571119611710207,0.0838272728571627,-0.007484166346909596,-0.09180326333972107,0.1068425029479956,0.11610778838503916,False
5m,price_accel_w,SE_low_w,DOWN_SMOOTH,FLAT_SMOOTH,-0.0767742019931721,0.0641047739096097,-0.09243369075762091,0.05373354268610311,-0.06799408961572108,0.19537073390744872,False
1m,price_accel_1b,vol_velocity_w,UP_CHOPPY,UP_SMOOTH,-0.0776875117277275,0.0630476319355993,-0.10237162667343988,-0.050592759983658926,0.10222975542273054,-0.04147119949406463,False
1h,z_low_w,hurst_w,FLAT_SMOOTH,DOWN_SMOOTH,-0.0579817308090414,0.0779155085697533,-0.14626634080941997,0.02613385408073104,0.06737344807171383,0.10416309458582496,False
15m,body,vwap_w,UP_SMOOTH,DOWN_SMOOTH,-0.0839451836470949,0.0513582380978185,-0.09765195150845946,-0.04658298031201496,0.06099645007714064,-0.035598483330069285,False
5s,price_accel_1b,price_sigma_w,DOWN_SMOOTH,UP_SMOOTH,-0.0796788085122128,0.0540935229760847,-0.09434192384952637,-0.002402038536422962,0.06734844828256631,-0.019239708125831652,False
5m,vol_velocity_w,z_se_w,DOWN_SMOOTH,UP_SMOOTH,-0.0751543072857989,0.0582127849763101,-0.07768419503409801,-0.07169816690236891,0.045196310345184405,0.07264798651000899,False
1h,price_accel_1b,price_sigma_w,UP_SMOOTH,DOWN_SMOOTH,-0.0595422632179032,0.0677262756780205,-0.05938622616485901,-0.08392385828539428,0.07296958585751341,0.060357005732361434,False
15m,price_accel_w,SE_low_w,DOWN_CHOPPY,FLAT_SMOOTH,-0.0562827870527355,0.0700001332554832,-0.061879968220790664,-0.03908812444258878,-0.06225553258900306,0.1853989152467429,False
1h,vol_velocity_w,vwap_w,UP_SMOOTH,DOWN_SMOOTH,-0.0599594024207294,0.0607679991494598,-0.042850682060759045,0.025045554888561843,0.0627066575196113,0.11600645965486955,False
15m,price_accel_w,swing_noise_w,UP_SMOOTH,DOWN_CHOPPY,-0.0519051998932805,0.055381802833233,-0.058809959940096704,-0.03147037128646432,0.0673520649541495,0.07298669945077803,False
1m,price_accel_1b,vol_sigma_w,UP_CHOPPY,UP_SMOOTH,-0.0559412751586794,0.0510156575573942,-0.06401514371329114,-0.05878126659275449,0.07735999379319272,-0.011016218008300407,False
