date,dow,pnl,n_trades,wr,first_hour,hour_count_morning,hour_count_midday,open,high,low,close,range,drift,efficiency,prior_range,prior_drift,prior_efficiency,mean_range_5d,mean_range_20d,mean_efficiency_5d,range_compression,variance_ratio_5_20,cum_drift_5d,cum_drift_5d_sign,close_vs_20d_max,close_above_20d_max,intraday_vr_5_60,intraday_vr_60_240,intraday_range_atlas,intraday_efficiency_atlas,intraday_atr_5m,prior_vr_5_60,prior_vr_60_240,prior_intraday_range,prior_intraday_efficiency,prior_intraday_atr_5m,dow_num,label,set
2026-01-02,4,-84.59999999999985,19,0.2631578947368421,5,16,3,25497.0,25803.5,25265.25,25393.75,538.25,-103.25,0.19182535996284256,54.0,37.0,0.6851851851851852,344.5,293.5625,0.4988182555146228,0.18394720034064296,9.343334416410027,96.25,1.0,1.009746244656234,0,1.1226114437418646,1.34783766838538,538.25,0.18253599628425451,20.601325757575758,0.6812654287590549,,54.0,0.375,14.208333333333334,4,BLEED,IS
2026-01-04,6,-17.9,1,0.0,23,0,0,25430.0,25463.5,25406.0,25457.75,57.5,27.75,0.4826086956521739,538.25,-103.25,0.19182535996284256,376.9,311.675,0.5277481115603475,1.7269591722146467,10.265810414188076,-24.75,-1.0,1.0138518336204774,0,1.0907886070643074,,57.5,0.3130434782608696,22.729166666666668,1.1226114437418646,1.34783766838538,538.25,0.18253599628425451,20.601325757575758,6,NEUTRAL,IS
2026-01-05,0,-277.9,11,0.36363636363636365,0,7,1,25457.5,25708.0,25435.25,25566.0,272.75,108.5,0.39780018331805683,57.5,27.75,0.4826086956521739,266.95,309.575,0.5024090026051503,0.1857385124767827,4.131957996116238,373.0,1.0,1.0113030413135489,0,0.880520975936177,0.546603964862275,272.75,0.3703024747937672,16.38677536231884,1.0907886070643074,,57.5,0.3130434782608696,22.729166666666668,0,BLEED,IS
2026-01-06,1,141.39999999999998,9,0.6666666666666666,0,6,1,25566.25,25844.75,25527.0,25825.0,317.75,258.75,0.8143194335169158,272.75,108.5,0.39780018331805683,220.75,308.1,0.45631147103054825,0.8852645245050308,3.125645590960397,165.0,1.0,1.007021043573496,0,1.07473645120093,1.547668239288671,317.75,0.8040912667191188,13.343297101449275,0.880520975936177,0.546603964862275,272.75,0.3703024747937672,16.38677536231884,1,HARVEST,IS
2026-01-07,2,325.1,6,0.6666666666666666,4,3,1,25825.25,25998.0,25727.0,25823.5,271.0,-1.75,0.006457564575645757,317.75,258.75,0.8143194335169158,248.05,306.6875,0.5143477715270348,1.0360709190951702,3.4814485087166913,328.75,1.0,1.0,0,0.820785777420914,0.8383637067888601,271.0,0.005535055350553505,12.917572463768115,1.07473645120093,1.547668239288671,317.75,0.8040912667191188,13.343297101449275,2,HARVEST,IS
2026-01-08,3,-891.5999999999998,19,0.15789473684210525,0,14,2,25822.75,25844.25,25569.5,25675.75,274.75,-147.0,0.535031847133758,271.0,-1.75,0.006457564575645757,291.45,306.9875,0.378602247405127,0.8827720998411988,1.806050966136598,290.0,1.0,1.0000580866265223,0,1.1438832239714807,0.8928266510953609,274.75,0.54049135577798,18.24909420289855,0.820785777420914,0.8383637067888601,271.0,0.005535055350553505,12.917572463768115,3,BLEED,IS
2026-01-09,4,413.6,11,0.5454545454545454,6,10,1,25675.25,25986.0,25615.75,25931.5,370.25,256.25,0.6920999324780553,274.75,-147.0,0.535031847133758,238.75,308.45,0.44724354483931006,0.8907440427946183,2.1404110553765046,246.25,1.0,1.0058128779100903,0,1.0600137533924407,0.7509504049035662,370.25,0.673869007427414,17.261363636363637,1.1438832239714807,0.8928266510953609,274.75,0.54049135577798,18.24909420289855,4,HARVEST,IS
2026-01-11,6,298.6,1,1.0,23,0,0,25946.5,25955.75,25870.25,25894.0,85.5,-52.5,0.6140350877192983,370.25,256.25,0.6920999324780553,301.3,312.525,0.48914179220448634,1.1847052235821136,2.737401967322364,474.75,1.0,1.0,0,0.5483209680061271,,85.5,0.1286549707602339,23.458333333333332,1.0600137533924407,0.7509504049035662,370.25,0.673869007427414,17.261363636363637,6,HARVEST,IS
2026-01-12,0,320.5,5,0.4,0,2,1,25893.5,26020.5,25632.75,25895.75,387.75,2.25,0.005802707930367505,85.5,-52.5,0.6140350877192983,263.85,314.2,0.5323887730847346,0.27211966900063655,3.0250351951404926,313.75,1.0,1.0014482119409902,0,0.991857380824453,1.1391514312700182,387.75,0.030303030303030304,16.39945652173913,0.5483209680061271,,85.5,0.1286549707602339,23.458333333333332,0,HARVEST,IS
2026-01-13,1,-450.29999999999984,12,0.25,2,9,2,25896.0,26046.25,25803.25,25891.0,243.0,-5.0,0.0205761316872428,387.75,2.25,0.005802707930367505,277.85,318.7375,0.37068542796742493,1.2165182948350914,1.9703123774527584,57.25,1.0,1.0013805354160432,0,0.9751637192428391,0.9433373268102316,243.0,0.0051440329218107,18.008152173913043,0.991857380824453,1.1391514312700182,387.75,0.030303030303030304,16.39945652173913,1,BLEED,IS
